Orthogroup	Syat	Syam
OG0001202	Syat.g_02812	Syam.g_02255
OG0001203	Syat.g_01447	Syam.g_00511
OG0001204	Syat.g_01867	Syam.g_00282
OG0001205	Syat.g_01287	Syam.g_01852
OG0001206	Syat.g_03268	Syam.g_01680
OG0001208	Syat.g_03172	Syam.g_00585
OG0001209	Syat.g_03273	Syam.g_00654
OG0001210	Syat.g_00103	Syam.g_00663
OG0001211	Syat.g_00078	Syam.g_00678
OG0001213	Syat.g_03289	Syam.g_01479
OG0001214	Syat.g_00128	Syam.g_01466
OG0001216	Syat.g_00660	Syam.g_01245
OG0001217	Syat.g_02587	Syam.g_01403
OG0001218	Syat.g_01356	Syam.g_01662
OG0001219	Syat.g_00629	Syam.g_01080
OG0001220	Syat.g_01534	Syam.g_01754
OG0001222	Syat.g_00597	Syam.g_01111
OG0001224	Syat.g_00804	Syam.g_00770
OG0001225	Syat.g_00806	Syam.g_00772
OG0001226	Syat.g_01485	Syam.g_01425
OG0001228	Syat.g_00938	Syam.g_01858
OG0001229	Syat.g_00981	Syam.g_00796
OG0001230	Syat.g_01235	Syam.g_01603
OG0001231	Syat.g_02327	Syam.g_00017
OG0001232	Syat.g_03041	Syam.g_02022
OG0001233	Syat.g_03012	Syam.g_01895
OG0001234	Syat.g_02092	Syam.g_00306
OG0001235	Syat.g_01838	Syam.g_00313
OG0001236	Syat.g_02156	Syam.g_00146
OG0001237	Syat.g_02161	Syam.g_00141
OG0001238	Syat.g_02673	Syam.g_02326
OG0001239	Syat.g_01472	Syam.g_02065
OG0001240	Syat.g_01554	Syam.g_02105
OG0001241	Syat.g_01564	Syam.g_02115
OG0001242	Syat.g_02936	Syam.g_02145
OG0001244	Syat.g_02901	Syam.g_02188
OG0001245	Syat.g_00212	Syam.g_01057
OG0001246	Syat.g_03209	Syam.g_00611
OG0001247	Syat.g_01019	Syam.g_01253
OG0001248	Syat.g_03159	Syam.g_01256
OG0001249	Syat.g_01620	Syam.g_00436
OG0001250	Syat.g_00739	Syam.g_00731
OG0001251	Syat.g_00963, Syat.g_00621	Syam.g_02365
OG0001252	Syat.g_00787	Syam.g_00763
OG0001255	Syat.g_00843	Syam.g_01056
OG0001256	Syat.g_03111	Syam.g_01976
OG0001257	Syat.g_01716	Syam.g_01683
OG0001258	Syat.g_03119	Syam.g_01986
OG0001259	Syat.g_03014	Syam.g_01893
OG0001261	Syat.g_01791	Syam.g_00360
OG0001262	Syat.g_02285	Syam.g_00056
OG0001263	Syat.g_02926	Syam.g_02159
OG0001265	Syat.g_02938	Syam.g_02143
OG0001266	Syat.g_02808	Syam.g_02259
OG0001267	Syat.g_02060	Syam.g_00230
OG0001268	Syat.g_01608	Syam.g_00463
OG0001269	Syat.g_02369	Syam.g_00956
OG0001270	Syat.g_02968	Syam.g_01871
OG0001271	Syat.g_01374	Syam.g_01671
OG0001272	Syat.g_03176	Syam.g_00589
OG0001274	Syat.g_02727	Syam.g_02285
OG0001275	Syat.g_00529	Syam.g_01174
OG0001276	Syat.g_00705	Syam.g_01190
OG0001277	Syat.g_03312	Syam.g_02415
OG0001278	Syat.g_00895	Syam.g_00862
OG0001279	Syat.g_01252	Syam.g_01590
OG0001281	Syat.g_01159	Syam.g_01837
OG0001282	Syat.g_02780	Syam.g_00574
OG0001283	Syat.g_02403	Syam.g_02424
OG0001286	Syat.g_01656	Syam.g_00376
OG0001287	Syat.g_02208	Syam.g_00113
OG0001288	Syat.g_02225	Syam.g_00102
OG0001289	Syat.g_01527	Syam.g_02089
OG0001290	Syat.g_01563	Syam.g_02114
OG0001291	Syat.g_02916	Syam.g_02170
OG0001292	Syat.g_01873	Syam.g_00276
OG0001293	Syat.g_01995	Syam.g_00256
OG0001294	Syat.g_00409	Syam.g_01365
OG0001295	Syat.g_00945	Syam.g_00665
OG0001296	Syat.g_03217	Syam.g_00617
OG0001297	Syat.g_03221	Syam.g_00621
OG0001298	Syat.g_00043	Syam.g_01738
OG0001299	Syat.g_00401	Syam.g_01371
OG0001300	Syat.g_01025	Syam.g_00800
OG0001303	Syat.g_00628	Syam.g_01082
OG0001304	Syat.g_00690	Syam.g_01204
OG0001305	Syat.g_00813	Syam.g_00780
OG0001306	Syat.g_03234	Syam.g_01811
OG0001307	Syat.g_02082	Syam.g_00945
OG0001308	Syat.g_01176	Syam.g_01623
OG0001309	Syat.g_01113	Syam.g_00628
OG0001311	Syat.g_00703	Syam.g_01192
OG0001312	Syat.g_00615	Syam.g_01092
OG0001314	Syat.g_00839, Syat.g_00137	Syam.g_00448, Syam.g_00540, Syam.g_01569, Syam.g_01445
OG0001315	Syat.g_01634	Syam.g_00394
OG0001317	Syat.g_01451	Syam.g_00505
OG0001319	Syat.g_02048	Syam.g_00241
OG0001323	Syat.g_01111	Syam.g_00631
OG0001325	Syat.g_00664	Syam.g_01241
OG0001326	Syat.g_02525	Syam.g_02370
OG0001327	Syat.g_00414	Syam.g_01359
OG0001331	Syat.g_01301	Syam.g_00569
OG0001333	Syat.g_03018	Syam.g_01889
OG0001336	Syat.g_02402	Syam.g_02425
OG0001337	Syat.g_01621	Syam.g_00402, Syam.g_00424
OG0001345	Syat.g_00290	Syam.g_01764
OG0001347	Syat.g_02666	Syam.g_00081
OG0001348	Syat.g_03316	Syam.g_00750
OG0001351	Syat.g_01318	Syam.g_01695
OG0001353	Syat.g_00717	Syam.g_00742
OG0001354	Syat.g_00558	Syam.g_01145
OG0001355	Syat.g_02589	Syam.g_00957
OG0001356	Syat.g_01035	Syam.g_00751
OG0001358	Syat.g_03319	Syam.g_01495
OG0001360	Syat.g_00256	Syam.g_01762
OG0001361	Syat.g_00293	Syam.g_01767
OG0001364	Syat.g_02143	Syam.g_00158
OG0001366	Syat.g_03047	Syam.g_02014
OG0001373	Syat.g_02524	Syam.g_02369
OG0001374	Syat.g_02541	Syam.g_02377
OG0001376	Syat.g_00841	Syam.g_02332
OG0001377	Syat.g_00842	Syam.g_02331
OG0001378	Syat.g_02967	Syam.g_01872
OG0001379	Syat.g_01147	Syam.g_01821
OG0001382	Syat.g_00101	Syam.g_01557
OG0001385	Syat.g_02521	Syam.g_02366
OG0001386	Syat.g_02522	Syam.g_02367
OG0001387	Syat.g_02523	Syam.g_02368
OG0001388	Syat.g_02526	Syam.g_02371
OG0001389	Syat.g_02531	Syam.g_02372
OG0001390	Syat.g_02532	Syam.g_02373
OG0001391	Syat.g_02533	Syam.g_02374
OG0001392	Syat.g_02539	Syam.g_02375
OG0001393	Syat.g_02540	Syam.g_02376
OG0001394	Syat.g_00450	Syam.g_01321
OG0001401	Syat.g_00721	Syam.g_00738, Syam.g_00737
OG0001402	Syat.g_03314	Syam.g_01490
OG0001406	Syat.g_00840	Syam.g_02333
OG0001408	Syat.g_00211	Syam.g_00848
OG0001412	Syat.g_02667	Syam.g_00082
OG0001413	Syat.g_00853	Syam.g_01430
OG0001416	Syat.g_02491	Syam.g_01834
OG0001417	Syat.g_01705	Syam.g_01144
OG0001420	Syat.g_01099	Syam.g_00642
OG0001421	Syat.g_03056	Syam.g_01019
OG0001429	Syat.g_00627	Syam.g_01083
OG0001430	Syat.g_03343	Syam.g_02305
OG0001432	Syat.g_00846	Syam.g_00822
OG0001433	Syat.g_01429	Syam.g_00752
OG0001434	Syat.g_00455	Syam.g_01316
OG0001435	Syat.g_00422	Syam.g_01353
OG0001438	Syat.g_02076	Syam.g_00215
OG0001439	Syat.g_02105	Syam.g_00190
OG0001441	Syat.g_01109	Syam.g_00633
OG0001443	Syat.g_02649	Syam.g_02335
OG0001449	Syat.g_00800	Syam.g_00285
OG0001452	Syat.g_01881	Syam.g_00268
OG0001453	Syat.g_00538	Syam.g_01166
OG0001454	Syat.g_00189	Syam.g_01426
OG0001456	Syat.g_02545	Syam.g_02387
OG0001457	Syat.g_02546	Syam.g_02388
OG0001458	Syat.g_02547	Syam.g_02389
OG0001459	Syat.g_03357, Syat.g_03358	Syam.g_00949
OG0001460	Syat.g_01430	Syam.g_00753
OG0001461	Syat.g_01945	Syam.g_00928
OG0001462	Syat.g_02301	Syam.g_00041
OG0001467	Syat.g_02457	Syam.g_01438
OG0001470	Syat.g_02257	Syam.g_01874
OG0001473	Syat.g_00190	Syam.g_01440
OG0001474	Syat.g_01607	Syam.g_00464
OG0001475	Syat.g_01116	Syam.g_01876
OG0001476	Syat.g_02579, Syat.g_01012	Syam.g_01784
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Syam.g_00789
OG0001479	Syat.g_01610	Syam.g_00461
OG0001480	Syat.g_00100	Syam.g_01755
OG0001482	Syat.g_00549	Syam.g_01154
OG0001484	Syat.g_02443	Syam.g_02378
OG0001487	Syat.g_01355	Syam.g_01661
OG0001488	Syat.g_00301	Syam.g_01774
OG0001489	Syat.g_01645	Syam.g_00387
OG0001492	Syat.g_00898	Syam.g_00865
OG0001493	Syat.g_00890	Syam.g_00857
OG0001495	Syat.g_01833	Syam.g_00318
OG0001496	Syat.g_00316	Syam.g_00791
OG0001497	Syat.g_00317	Syam.g_00790
OG0001498	Syat.g_02954	Syam.g_00490
OG0001502	Syat.g_00757	Syam.g_00705
OG0001504	Syat.g_03356	Syam.g_00948
OG0001507	Syat.g_03261	Syam.g_00975
OG0001508	Syat.g_02258	Syam.g_01873
OG0001509	Syat.g_01296	Syam.g_00091
OG0001510	Syat.g_02214	Syam.g_00109
OG0001511	Syat.g_01580	Syam.g_02129
OG0001512	Syat.g_01445	Syam.g_00512
OG0001513	Syat.g_01083	Syam.g_00142
OG0001514	Syat.g_00315	Syam.g_00792
OG0001515	Syat.g_00927	Syam.g_00804
OG0001516	Syat.g_00398	Syam.g_01374
OG0001517	Syat.g_01613	Syam.g_00458
OG0001518	Syat.g_02671	Syam.g_02328
OG0001519	Syat.g_02646	Syam.g_02337
OG0001520	Syat.g_00852	Syam.g_01752
OG0001526	Syat.g_02907	Syam.g_02183
OG0001527	Syat.g_00064	Syam.g_00693
OG0001528	Syat.g_01115	Syam.g_01875
OG0001529	Syat.g_02294	Syam.g_00047
OG0001530	Syat.g_01578	Syam.g_02127
OG0001531	Syat.g_01444	Syam.g_00513
OG0001532	Syat.g_00213	Syam.g_00897
OG0001533	Syat.g_02966	Syam.g_01697
OG0001534	Syat.g_00689	Syam.g_01205
OG0001535	Syat.g_00707	Syam.g_01188
OG0001536	Syat.g_00589	Syam.g_01119
OG0001537	Syat.g_00441	Syam.g_01333
OG0001538	Syat.g_00484	Syam.g_01285
OG0001539	Syat.g_00417	Syam.g_01357
OG0001540	Syat.g_02924	Syam.g_02161
OG0001541	Syat.g_02847	Syam.g_02229
OG0001542	Syat.g_02837	Syam.g_02238
OG0001543	Syat.g_03229	Syam.g_02271
OG0001544	Syat.g_02647	Syam.g_02336
OG0001545	Syat.g_02444, Syat.g_02433	Syam.g_02414
OG0001547	Syat.g_00645	Syam.g_01059
OG0001549	Syat.g_00799	Syam.g_01761
OG0001554	Syat.g_01005	Syam.g_02311
OG0001556	Syat.g_03334, Syat.g_03147	Syam.g_00903
OG0001557	Syat.g_00451	Syam.g_01320
OG0001558	Syat.g_02323	Syam.g_00019
OG0001559	Syat.g_01577	Syam.g_02126
OG0001560	Syat.g_01562	Syam.g_02113
OG0001561	Syat.g_00701	Syam.g_01195
OG0001562	Syat.g_00523	Syam.g_01180
OG0001563	Syat.g_01662	Syam.g_00370
OG0001564	Syat.g_01209	Syam.g_02383
OG0001567	Syat.g_00651	Syam.g_01058
OG0001568	Syat.g_00643	Syam.g_01061
OG0001574	Syat.g_00066	Syam.g_00691
OG0001575	Syat.g_00061	Syam.g_00696
OG0001576	Syat.g_01169	Syam.g_01699
OG0001577	Syat.g_03255	Syam.g_01799
OG0001578	Syat.g_00192	Syam.g_00825, Syam.g_01423, Syam.g_00924
OG0001580	Syat.g_02701	Syam.g_02300
OG0001590	Syat.g_00112	Syam.g_01473
OG0001591	Syat.g_00411	Syam.g_01363
OG0001592	Syat.g_02699	Syam.g_02301
OG0001594	Syat.g_01365	Syam.g_01593
OG0001614	Syat.g_02197	Syam.g_00123
OG0001616	Syat.g_00249	Syam.g_00909
OG0001617	Syat.g_03212, Syat.g_03299	Syam.g_00797
OG0001619	Syat.g_00600	Syam.g_01108
OG0001620	Syat.g_01601	Syam.g_00470
OG0001621	Syat.g_01883	Syam.g_00267
OG0001622	Syat.g_02404	Syam.g_02423
OG0001623	Syat.g_01666	Syam.g_00429
OG0001624	Syat.g_00188	Syam.g_02341
OG0001625	Syat.g_01938	Syam.g_00262
OG0001634	Syat.g_00404	Syam.g_01368
OG0001636	Syat.g_02302	Syam.g_00040
OG0001637	Syat.g_02788	Syam.g_01909, Syam.g_01908
OG0001639	Syat.g_02981	Syam.g_01924
OG0001640	Syat.g_00792	Syam.g_00756
OG0001641	Syat.g_00540	Syam.g_01164
OG0001643	Syat.g_00131	Syam.g_01463
OG0001644	Syat.g_00844	Syam.g_01229
OG0001645	Syat.g_01719	Syam.g_01062, Syam.g_01534
OG0001647	Syat.g_02051	Syam.g_00239
OG0001652	Syat.g_02326	Syam.g_00018
OG0001653	Syat.g_01553	Syam.g_02103, Syam.g_02438
OG0001654	Syat.g_02983	Syam.g_01922
OG0001657	Syat.g_02887	Syam.g_02202
OG0001659	Syat.g_00219	Syam.g_00901
OG0001660	Syat.g_01585, Syat.g_02948	Syam.g_00480, Syam.g_02134
OG0001669	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151	Syam.g_00088
OG0001672	Syat.g_01483	Syam.g_02076
OG0001673	Syat.g_01454	Syam.g_00503
OG0001675	Syat.g_00525	Syam.g_01178
OG0001677	Syat.g_01631	Syam.g_00397
OG0001678	Syat.g_01859	Syam.g_00291
OG0001680	Syat.g_03064	Syam.g_01778, Syam.g_01777, Syam.g_02005
OG0001682	Syat.g_00668	Syam.g_01427, Syam.g_01237
OG0001692	Syat.g_01231	Syam.g_01608
OG0001694	Syat.g_02062	Syam.g_00228
OG0001695	Syat.g_02434	Syam.g_02408
OG0001700	Syat.g_01074	Syam.g_01388
OG0001702	Syat.g_01533	Syam.g_02094, Syam.g_02095
OG0001703	Syat.g_03164	Syam.g_00577
OG0001715	Syat.g_01717	Syam.g_01411
OG0001716	Syat.g_02002	Syam.g_00703
OG0001717	Syat.g_02860	Syam.g_02215
OG0001726	Syat.g_02003	Syam.g_01046
OG0001729	Syat.g_01440	Syam.g_00516
OG0001730	Syat.g_01676	Syam.g_00519
OG0001732	Syat.g_02387, Syat.g_00911	Syam.g_00880
OG0001733	Syat.g_01048	Syam.g_01219
OG0001734	Syat.g_00513, Syat.g_01308	Syam.g_00702
OG0001735	Syat.g_00345	Syam.g_01381, Syam.g_01382
OG0001736	Syat.g_01254	Syam.g_00166, Syam.g_00167
OG0001737	Syat.g_02084	Syam.g_00209
OG0001738	Syat.g_02127	Syam.g_00175
OG0001739	Syat.g_02435, Syat.g_02445	Syam.g_02406
OG0001750	Syat.g_01551	Syam.g_02101
OG0001751	Syat.g_01455	Syam.g_00502, Syam.g_01063
OG0001752	Syat.g_02991	Syam.g_01914
OG0001755	Syat.g_03226	Syam.g_00627
OG0001759	Syat.g_02466	Syam.g_00983
OG0001761	Syat.g_00819	Syam.g_01505
OG0001762	Syat.g_00531	Syam.g_01171
OG0001763	Syat.g_00545	Syam.g_01158, Syam.g_01157
OG0001764	Syat.g_00639	Syam.g_01068
OG0001766	Syat.g_02711	Syam.g_00199
OG0001769	Syat.g_00373	Syam.g_01449
OG0001771	Syat.g_01094	Syam.g_00958
OG0001783	Syat.g_02203	Syam.g_00118
OG0001784	Syat.g_01536	Syam.g_02096
OG0001786	Syat.g_03099	Syam.g_01962
OG0001787	Syat.g_01076	Syam.g_00650
OG0001788	Syat.g_03272	Syam.g_00653
OG0001789	Syat.g_01152	Syam.g_01829
OG0001790	Syat.g_03249	Syam.g_01804
OG0001792	Syat.g_00905	Syam.g_00872
OG0001796	Syat.g_00716	Syam.g_01182
OG0001797	Syat.g_00605, Syat.g_01062	Syam.g_01100
OG0001798	Syat.g_03310	Syam.g_01487
OG0001801	Syat.g_01240	Syam.g_01598
OG0001803	Syat.g_01291	Syam.g_01856
OG0001804	Syat.g_02955	Syam.g_00491
OG0001805	Syat.g_02770, Syat.g_01090	Syam.g_00272
OG0001806	Syat.g_02050, Syat.g_02049	Syam.g_00240
OG0001808	Syat.g_02145	Syam.g_00154
OG0001811	Syat.g_02839	Syam.g_02235
OG0001812	Syat.g_02698	Syam.g_02302
OG0001813	Syat.g_02490	Syam.g_02345
OG0001814	Syat.g_02395	Syam.g_02432
OG0001815	Syat.g_01886, Syat.g_00954	Syam.g_02441
OG0001816	Syat.g_00413	Syam.g_01360
OG0001839	Syat.g_02305	Syam.g_00036
OG0001840	Syat.g_02288	Syam.g_00053
OG0001841	Syat.g_02280	Syam.g_00060
OG0001843	Syat.g_02196	Syam.g_00124
OG0001844	Syat.g_02195	Syam.g_00125
OG0001845	Syat.g_02193	Syam.g_00126
OG0001846	Syat.g_03123, Syat.g_02935	Syam.g_02146
OG0001847	Syat.g_02937	Syam.g_02144
OG0001848	Syat.g_02941	Syam.g_02140
OG0001849	Syat.g_01526	Syam.g_02088
OG0001850	Syat.g_01486	Syam.g_02078
OG0001851	Syat.g_01479	Syam.g_02072
OG0001852	Syat.g_01478	Syam.g_02071
OG0001853	Syat.g_01471	Syam.g_02064
OG0001854	Syat.g_01449	Syam.g_00507
OG0001856	Syat.g_03103	Syam.g_01968
OG0001857	Syat.g_03100	Syam.g_01965
OG0001858	Syat.g_03076	Syam.g_01935
OG0001859	Syat.g_01305	Syam.g_00565
OG0001860	Syat.g_03166	Syam.g_00579
OG0001861	Syat.g_03177	Syam.g_00590
OG0001862	Syat.g_03190	Syam.g_00601
OG0001863	Syat.g_03203	Syam.g_00606
OG0001864	Syat.g_03282	Syam.g_00661
OG0001866	Syat.g_00002	Syam.g_01703
OG0001867	Syat.g_03410	Syam.g_01507
OG0001868	Syat.g_01156	Syam.g_01833
OG0001869	Syat.g_03254	Syam.g_01800
OG0001870	Syat.g_03264	Syam.g_01792
OG0001871	Syat.g_00312	Syam.g_01787
OG0001872	Syat.g_00899	Syam.g_00866
OG0001873	Syat.g_00228	Syam.g_00908
OG0001874	Syat.g_00251	Syam.g_00911
OG0001877	Syat.g_00926	Syam.g_00803
OG0001878	Syat.g_00528	Syam.g_01175
OG0001879	Syat.g_00533	Syam.g_01169
OG0001880	Syat.g_00574	Syam.g_01130
OG0001881	Syat.g_00575	Syam.g_01127
OG0001882	Syat.g_00602	Syam.g_01103
OG0001883	Syat.g_00608	Syam.g_01099
OG0001884	Syat.g_00617	Syam.g_01090
OG0001885	Syat.g_00632	Syam.g_01073
OG0001886	Syat.g_00638	Syam.g_01069
OG0001888	Syat.g_00456	Syam.g_01313
OG0001889	Syat.g_00498	Syam.g_01275
OG0001890	Syat.g_00748	Syam.g_00724
OG0001891	Syat.g_00756	Syam.g_00720
OG0001892	Syat.g_00982	Syam.g_01756
OG0001895	Syat.g_01244	Syam.g_01594
OG0001896	Syat.g_02964	Syam.g_01861
OG0001898	Syat.g_01622	Syam.g_00435
OG0001899	Syat.g_01793	Syam.g_00358
OG0001900	Syat.g_01997	Syam.g_00255
OG0001901	Syat.g_01998	Syam.g_00254
OG0001902	Syat.g_02068	Syam.g_00223
OG0001903	Syat.g_02077	Syam.g_00214
OG0001904	Syat.g_02141	Syam.g_00160
OG0001905	Syat.g_02147	Syam.g_00152
OG0001906	Syat.g_02923	Syam.g_02162
OG0001908	Syat.g_02845	Syam.g_02231
OG0001909	Syat.g_02833	Syam.g_02242
OG0001910	Syat.g_02736	Syam.g_02277
OG0001912	Syat.g_02679	Syam.g_02321
OG0001913	Syat.g_02677	Syam.g_02323
OG0001914	Syat.g_03287	Syam.g_00920
OG0001915	Syat.g_02389	Syam.g_02437
OG0001929	Syat.g_02273	Syam.g_00067
OG0001932	Syat.g_02198	Syam.g_00122
OG0001933	Syat.g_01573	Syam.g_02124
OG0001934	Syat.g_01559	Syam.g_02109
OG0001935	Syat.g_01476	Syam.g_02069
OG0001936	Syat.g_00178	Syam.g_00990
OG0001937	Syat.g_03089	Syam.g_01952
OG0001940	Syat.g_00044	Syam.g_01739
OG0001941	Syat.g_01160	Syam.g_01838
OG0001943	Syat.g_00405	Syam.g_00842
OG0001946	Syat.g_00972	Syam.g_00802
OG0001948	Syat.g_00543	Syam.g_01159
OG0001949	Syat.g_00563	Syam.g_01139
OG0001950	Syat.g_00565	Syam.g_01137
OG0001951	Syat.g_00576	Syam.g_01126
OG0001952	Syat.g_00603	Syam.g_01102
OG0001953	Syat.g_00604	Syam.g_01101
OG0001957	Syat.g_03304	Syam.g_01482
OG0001958	Syat.g_00343	Syam.g_01379
OG0001961	Syat.g_01376	Syam.g_01673
OG0001964	Syat.g_01846	Syam.g_00304
OG0001966	Syat.g_01940	Syam.g_00260
OG0001967	Syat.g_01942	Syam.g_00258
OG0001968	Syat.g_01943	Syam.g_00257
OG0001969	Syat.g_02102	Syam.g_00193
OG0001971	Syat.g_02835	Syam.g_02240
OG0001972	Syat.g_02723	Syam.g_02289
OG0001975	Syat.g_03286	Syam.g_00919
OG0001976	Syat.g_03288	Syam.g_00921
OG0001979	Syat.g_03155	Syam.g_00806
OG0001980	Syat.g_00836	Syam.g_00431
OG0001991	Syat.g_01679	Syam.g_01389
OG0001995	Syat.g_02221	Syam.g_00818
OG0001997	Syat.g_01549	Syam.g_02099
OG0001999	Syat.g_03020	Syam.g_01886
OG0002000	Syat.g_01112	Syam.g_00629
OG0002008	Syat.g_03284	Syam.g_01173
OG0002010	Syat.g_01337	Syam.g_01643
OG0002013	Syat.g_01504	Syam.g_00487
OG0002020	Syat.g_02597	Syam.g_02404
OG0002021	Syat.g_02450	Syam.g_02402
OG0002022	Syat.g_02448	Syam.g_02399
OG0002023	Syat.g_02447	Syam.g_02398
OG0002024	Syat.g_02554	Syam.g_02392
OG0002037	Syat.g_01293	Syam.g_00581
OG0002041	Syat.g_00547	Syam.g_01155
OG0002042	Syat.g_00569	Syam.g_01133
OG0002045	Syat.g_01381	Syam.g_01676
OG0002047	Syat.g_02951	Syam.g_00486
OG0002048	Syat.g_01636	Syam.g_00393
OG0002049	Syat.g_01840	Syam.g_00310
OG0002050	Syat.g_02040	Syam.g_00249
OG0002051	Syat.g_02848	Syam.g_02228
OG0002054	Syat.g_02555	Syam.g_02391
OG0002055	Syat.g_02428	Syam.g_02394
OG0002056	Syat.g_02078	Syam.g_00213
OG0002116	Syat.g_03094	Syam.g_01957
OG0002120	Syat.g_02459	Syam.g_01038
OG0002123	Syat.g_00662	Syam.g_01243
OG0002129	Syat.g_01280	Syam.g_01626
OG0002131	Syat.g_02451	Syam.g_02403
OG0002132	Syat.g_02553	Syam.g_02395
OG0002134	Syat.g_02186	Syam.g_00132
OG0002135	Syat.g_03043	Syam.g_02018
OG0002136	Syat.g_03044	Syam.g_02017
OG0002138	Syat.g_02879, Syat.g_02880, Syat.g_00820	Syam.g_00807
OG0002139	Syat.g_00884	Syam.g_00852
OG0002142	Syat.g_01239	Syam.g_01599
OG0002143	Syat.g_00973	Syam.g_00494
OG0002144	Syat.g_03389	Syam.g_00316
OG0002154	Syat.g_00084	Syam.g_02181
OG0002160	Syat.g_02996	Syam.g_00816
OG0002167	Syat.g_01778	Syam.g_00658
OG0002170	Syat.g_01618	Syam.g_00453
OG0002174	Syat.g_02511	Syam.g_01565
OG0002179	Syat.g_02153	Syam.g_00149
OG0002180	Syat.g_02069	Syam.g_00222
OG0002181	Syat.g_02001	Syam.g_00252
OG0002182	Syat.g_03097	Syam.g_00269
OG0002183	Syat.g_01529	Syam.g_02090
OG0002184	Syat.g_01525	Syam.g_02087
OG0002185	Syat.g_01487	Syam.g_02079
OG0002186	Syat.g_03045	Syam.g_02016
OG0002187	Syat.g_03046	Syam.g_02015
OG0002188	Syat.g_03118	Syam.g_01985
OG0002189	Syat.g_03117	Syam.g_01984
OG0002190	Syat.g_03080	Syam.g_01939
OG0002192	Syat.g_00298	Syam.g_01772
OG0002194	Syat.g_00889	Syam.g_00856
OG0002196	Syat.g_00464	Syam.g_01303
OG0002197	Syat.g_00541	Syam.g_01163
OG0002198	Syat.g_02588	Syam.g_01448
OG0002199	Syat.g_00393	Syam.g_01453
OG0002200	Syat.g_01225	Syam.g_01613
OG0002201	Syat.g_00004	Syam.g_01705
OG0002202	Syat.g_00005	Syam.g_01706
OG0002203	Syat.g_00006	Syam.g_01707
OG0002204	Syat.g_00029	Syam.g_01724
OG0002205	Syat.g_00047	Syam.g_01741
OG0002206	Syat.g_00058, Syat.g_01056	Syam.g_00699
OG0002207	Syat.g_00068	Syam.g_00689
OG0002208	Syat.g_03165	Syam.g_00578
OG0002209	Syat.g_01606	Syam.g_00465
OG0002210	Syat.g_01627	Syam.g_00401
OG0002211	Syat.g_01789	Syam.g_00362
OG0002212	Syat.g_02702	Syam.g_02299
OG0002213	Syat.g_02697	Syam.g_02304
OG0002214	Syat.g_02401	Syam.g_02426
OG0002229	Syat.g_02254	Syam.g_00094
OG0002239	Syat.g_01095	Syam.g_00922
OG0002244	Syat.g_00744	Syam.g_00974
OG0002247	Syat.g_00054	Syam.g_01748
OG0002248	Syat.g_00837	Syam.g_00798
OG0002249	Syat.g_01310	Syam.g_01568
OG0002250	Syat.g_01530	Syam.g_02091
OG0002251	Syat.g_03077	Syam.g_01936
OG0002252	Syat.g_02625	Syam.g_01881
OG0002253	Syat.g_01145	Syam.g_01818
OG0002254	Syat.g_00691	Syam.g_01203
OG0002255	Syat.g_00556	Syam.g_01147
OG0002257	Syat.g_01714	Syam.g_01429
OG0002258	Syat.g_00030	Syam.g_01725
OG0002259	Syat.g_03274	Syam.g_00655
OG0002260	Syat.g_00883	Syam.g_00851
OG0002285	Syat.g_00612	Syam.g_01095
OG0002292	Syat.g_02822	Syam.g_02247
OG0002296	Syat.g_01332	Syam.g_01638
OG0002297	Syat.g_01433	Syam.g_00823
OG0002298	Syat.g_00559	Syam.g_01143
OG0002300	Syat.g_00977	Syam.g_01043
OG0002302	Syat.g_01307	Syam.g_00563
OG0002306	Syat.g_02502	Syam.g_02397
OG0002307	Syat.g_00447	Syam.g_01759
OG0002309	Syat.g_00722	Syam.g_00736
OG0002329	Syat.g_01096	Syam.g_01519
OG0002343	Syat.g_01871	Syam.g_00278
OG0002347	Syat.g_03036	Syam.g_02020
OG0002352	Syat.g_02986	Syam.g_01786
OG0002354	Syat.g_00577	Syam.g_01125
OG0002357	Syat.g_02661	Syam.g_02356
OG0002358	Syat.g_01520	Syam.g_01870, Syam.g_01869
OG0002359	Syat.g_01340	Syam.g_01646
OG0002387	Syat.g_01194	Syam.g_00087
OG0002396	Syat.g_01817	Syam.g_00335
OG0002401	Syat.g_00630	Syam.g_01785
OG0002403	Syat.g_00821	Syam.g_00879
OG0002404	Syat.g_01875	Syam.g_01235
OG0002409	Syat.g_02505	Syam.g_02350
OG0002410	Syat.g_02412	Syam.g_01410
OG0002411	Syat.g_00519	Syam.g_00747
OG0002463	Syat.g_00337	Syam.g_01161
OG0002464	Syat.g_01484	Syam.g_02077
OG0002469	Syat.g_00908	Syam.g_00875
OG0002474	Syat.g_00713	Syam.g_00315
OG0002475	Syat.g_01339	Syam.g_01645
OG0002522	Syat.g_02984	Syam.g_01920
OG0002525	Syat.g_02650	Syam.g_01033
OG0002539	Syat.g_02674	Syam.g_02325
OG0002541	Syat.g_01628	Syam.g_00400
OG0002542	Syat.g_03396	Syam.g_01859
OG0002547	Syat.g_00759	Syam.g_01682
OG0002563	Syat.g_01386	Syam.g_01812
OG0002582	Syat.g_02247	Syam.g_02035
OG0002596	Syat.g_00220	Syam.g_01329
OG0002598	Syat.g_00970	Syam.g_01047
