Orthogroup	Prai	Prab
OG0001157	Prai.g_01796	Prab.g_01816
OG0001158	Prai.g_01797	Prab.g_01817
OG0001159	Prai.g_01798	Prab.g_01818
OG0001160	Prai.g_01799	Prab.g_01819
OG0001161	Prai.g_01802	Prab.g_01822
OG0001162	Prai.g_01803	Prab.g_01823
OG0001163	Prai.g_01804	Prab.g_01824
OG0001164	Prai.g_01805	Prab.g_01825
OG0001165	Prai.g_01806	Prab.g_01826
OG0001166	Prai.g_01807	Prab.g_01827
OG0001167	Prai.g_01808	Prab.g_01828
OG0001168	Prai.g_01810	Prab.g_01830
OG0001169	Prai.g_01811	Prab.g_01831
OG0001170	Prai.g_01813	Prab.g_01833
OG0001171	Prai.g_01814	Prab.g_01834
OG0001172	Prai.g_01815	Prab.g_01835
OG0001173	Prai.g_01817	Prab.g_01836
OG0001174	Prai.g_01819	Prab.g_01838
OG0001175	Prai.g_01821	Prab.g_01840
OG0001176	Prai.g_01822	Prab.g_01841
OG0001177	Prai.g_01824	Prab.g_01843
OG0001178	Prai.g_01825	Prab.g_01844
OG0001179	Prai.g_01826	Prab.g_01845
OG0001180	Prai.g_01827	Prab.g_01846
OG0001181	Prai.g_01828	Prab.g_01847
OG0001182	Prai.g_01829	Prab.g_01848
OG0001183	Prai.g_01830	Prab.g_01849
OG0001184	Prai.g_01831	Prab.g_01850
OG0001185	Prai.g_01832	Prab.g_01851
OG0001186	Prai.g_01833	Prab.g_01852
OG0001187	Prai.g_01834	Prab.g_01853
OG0001188	Prai.g_01835	Prab.g_01854
OG0001189	Prai.g_01836	Prab.g_01855
OG0001190	Prai.g_01837	Prab.g_01856
OG0001191	Prai.g_01839	Prab.g_01858
OG0001192	Prai.g_01841	Prab.g_01860
OG0001193	Prai.g_01842	Prab.g_01861
OG0001194	Prai.g_01843	Prab.g_01862
OG0001195	Prai.g_01844	Prab.g_01863
OG0001196	Prai.g_01846	Prab.g_01865
OG0001197	Prai.g_01849	Prab.g_01868
OG0001198	Prai.g_01850	Prab.g_01869
OG0001199	Prai.g_01851	Prab.g_01870
OG0001200	Prai.g_01852	Prab.g_01871
OG0001201	Prai.g_01853	Prab.g_01872
OG0001202	Prai.g_01854	Prab.g_01873
OG0001203	Prai.g_01856	Prab.g_01875
OG0001204	Prai.g_01861	Prab.g_01879
OG0001205	Prai.g_01862	Prab.g_01880
OG0001206	Prai.g_01863	Prab.g_01881
OG0001207	Prai.g_01864	Prab.g_01882
OG0001208	Prai.g_01865	Prab.g_01883
OG0001209	Prai.g_01866	Prab.g_01884
OG0001210	Prai.g_01867	Prab.g_01885
OG0001211	Prai.g_01868	Prab.g_01886
OG0001212	Prai.g_01869	Prab.g_01887
OG0001213	Prai.g_01870	Prab.g_01888
OG0001214	Prai.g_01871	Prab.g_01889
OG0001215	Prai.g_01872	Prab.g_01890
OG0001216	Prai.g_01873	Prab.g_01891
OG0001217	Prai.g_01874	Prab.g_01892
OG0001218	Prai.g_01875	Prab.g_01893
OG0001219	Prai.g_01876	Prab.g_01894
OG0001220	Prai.g_01877	Prab.g_01895
OG0001221	Prai.g_01878	Prab.g_01896
OG0001222	Prai.g_01880	Prab.g_01898
OG0001223	Prai.g_01882	Prab.g_01900
OG0001224	Prai.g_01883	Prab.g_01901
OG0001225	Prai.g_01885	Prab.g_01903
OG0001226	Prai.g_01886	Prab.g_01904
OG0001227	Prai.g_01887	Prab.g_01905
OG0001228	Prai.g_01888	Prab.g_01906
OG0001229	Prai.g_01889	Prab.g_01907
OG0001230	Prai.g_01890	Prab.g_01908
OG0001231	Prai.g_01891	Prab.g_01909
OG0001232	Prai.g_01893	Prab.g_01911
OG0001233	Prai.g_01894	Prab.g_01912
OG0001234	Prai.g_01895	Prab.g_01913
OG0001235	Prai.g_01896	Prab.g_01914
OG0001236	Prai.g_01897	Prab.g_01915
OG0001237	Prai.g_01899	Prab.g_01918
OG0001238	Prai.g_01900	Prab.g_01919
OG0001239	Prai.g_01903	Prab.g_01922
OG0001240	Prai.g_01904	Prab.g_01923
OG0001241	Prai.g_01905	Prab.g_01924
OG0001242	Prai.g_01906	Prab.g_01925
OG0001243	Prai.g_01907	Prab.g_01926
OG0001244	Prai.g_01908	Prab.g_01927
OG0001245	Prai.g_01909	Prab.g_01928
OG0001246	Prai.g_01910	Prab.g_01929
OG0001247	Prai.g_01911	Prab.g_01930
OG0001248	Prai.g_01912	Prab.g_01931
OG0001249	Prai.g_01913	Prab.g_01932
OG0001250	Prai.g_01914	Prab.g_01933
OG0001251	Prai.g_01915	Prab.g_01934
OG0001252	Prai.g_01916	Prab.g_01935
OG0001253	Prai.g_01917	Prab.g_01936
OG0001254	Prai.g_01919	Prab.g_01938
OG0001255	Prai.g_01920	Prab.g_01939
OG0001256	Prai.g_01922	Prab.g_01941
OG0001257	Prai.g_01923	Prab.g_01942
OG0001258	Prai.g_01924	Prab.g_01943
OG0001259	Prai.g_01926	Prab.g_01945
OG0001260	Prai.g_01928	Prab.g_01947
OG0001261	Prai.g_01929	Prab.g_01948
OG0001262	Prai.g_01930	Prab.g_01949
OG0001263	Prai.g_01931	Prab.g_01950
OG0001264	Prai.g_01932	Prab.g_01951
OG0001265	Prai.g_01933	Prab.g_01952
OG0001266	Prai.g_01934	Prab.g_01953
OG0001267	Prai.g_01935	Prab.g_01954
OG0001268	Prai.g_01936	Prab.g_01955
OG0001270	Prai.g_00138	Prab.g_00128
OG0001271	Prai.g_00161	Prab.g_00141
OG0001272	Prai.g_00294	Prab.g_00269
OG0001274	Prai.g_00512	Prab.g_00486
OG0001275	Prai.g_00528	Prab.g_00502
OG0001276	Prai.g_00618	Prab.g_00594
OG0001277	Prai.g_00896	Prab.g_00766
OG0001278	Prai.g_00796	Prab.g_00890
OG0001279	Prai.g_01047	Prab.g_01069
OG0001281	Prai.g_01083	Prab.g_01120
OG0001282	Prai.g_01100	Prab.g_01137
OG0001283	Prai.g_01105	Prab.g_01142
OG0001284	Prai.g_01115	Prab.g_01152
OG0001285	Prai.g_01156	Prab.g_01203
OG0001287	Prai.g_01390	Prab.g_01392
OG0001289	Prai.g_01513	Prab.g_01517
OG0001290	Prai.g_01556	Prab.g_01561
OG0001291	Prai.g_01557	Prab.g_01562
OG0001292	Prai.g_01563	Prab.g_01567
OG0001293	Prai.g_01585	Prab.g_01592
OG0001296	Prai.g_01630	Prab.g_01661
OG0001297	Prai.g_01634	Prab.g_01665
OG0001298	Prai.g_01637	Prab.g_01668
OG0001299	Prai.g_01704	Prab.g_01734
OG0001300	Prai.g_01729	Prab.g_01758
OG0001301	Prai.g_01820	Prab.g_01839
OG0001302	Prai.g_01848	Prab.g_01867
OG0001303	Prai.g_01881	Prab.g_01899
OG0001304	Prai.g_01925	Prab.g_01944
OG0001305	Prai.g_00400	Prab.g_00379
OG0001306	Prai.g_00468	Prab.g_00440
OG0001307	Prai.g_00030	Prab.g_00030
OG0001308	Prai.g_00071	Prab.g_00063
OG0001309	Prai.g_00074	Prab.g_00066
OG0001310	Prai.g_00076	Prab.g_00068
OG0001311	Prai.g_00093	Prab.g_00084
OG0001312	Prai.g_00119	Prab.g_00110
OG0001314	Prai.g_00210	Prab.g_00190
OG0001315	Prai.g_00256	Prab.g_00233
OG0001316	Prai.g_00265	Prab.g_00242
OG0001317	Prai.g_00386	Prab.g_00362
OG0001318	Prai.g_00666	Prab.g_00642
OG0001319	Prai.g_00887	Prab.g_00776
OG0001320	Prai.g_00927	Prab.g_00938
OG0001322	Prai.g_01090	Prab.g_01127
OG0001323	Prai.g_01126	Prab.g_01164
OG0001324	Prai.g_01128	Prab.g_01167
OG0001325	Prai.g_01134	Prab.g_01174
OG0001326	Prai.g_01201	Prab.g_01247
OG0001328	Prai.g_01560	Prab.g_01565
OG0001329	Prai.g_01661	Prab.g_01692
OG0001330	Prai.g_01695	Prab.g_01726
OG0001332	Prai.g_00141	Prab.g_00131
OG0001334	Prai.g_00498	Prab.g_00472
OG0001335	Prai.g_01075	Prab.g_01112
OG0001336	Prai.g_01093	Prab.g_01130
OG0001337	Prai.g_01108	Prab.g_01145
OG0001339	Prai.g_01340	Prab.g_01331
OG0001341	Prai.g_01553	Prab.g_01558
OG0001342	Prai.g_01564	Prab.g_01569
OG0001343	Prai.g_01635	Prab.g_01666
OG0001344	Prai.g_01684	Prab.g_01715
OG0001345	Prai.g_01786	Prab.g_01806
OG0001346	Prai.g_01840	Prab.g_01859
OG0001347	Prai.g_01879	Prab.g_01897
OG0001349	Prai.g_00118	Prab.g_00109
OG0001350	Prai.g_00155	Prab.g_00135
OG0001351	Prai.g_00214	Prab.g_00194
OG0001352	Prai.g_00261	Prab.g_00238
OG0001353	Prai.g_00274	Prab.g_00250
OG0001354	Prai.g_00293	Prab.g_00268
OG0001355	Prai.g_00352	Prab.g_00326
OG0001356	Prai.g_00389	Prab.g_00366
OG0001357	Prai.g_00465	Prab.g_00437
OG0001358	Prai.g_00502	Prab.g_00476
OG0001359	Prai.g_00516	Prab.g_00490
OG0001360	Prai.g_00539	Prab.g_00513
OG0001362	Prai.g_00605	Prab.g_00581
OG0001364	Prai.g_00863	Prab.g_00824
OG0001365	Prai.g_00806	Prab.g_00880
OG0001366	Prai.g_01062	Prab.g_01086
OG0001367	Prai.g_00961	Prab.g_00982
OG0001368	Prai.g_00942	Prab.g_00954
OG0001369	Prai.g_01147	Prab.g_01190
OG0001370	Prai.g_01148	Prab.g_01191
OG0001371	Prai.g_01223	Prab.g_01269
OG0001372	Prai.g_01583	Prab.g_01590
OG0001373	Prai.g_01532	Prab.g_01536
OG0001374	Prai.g_01699	Prab.g_01729
OG0001375	Prai.g_01675	Prab.g_01706
OG0001376	Prai.g_01718	Prab.g_01748
OG0001377	Prai.g_01847	Prab.g_01866
OG0001379	Prai.g_00067	Prab.g_00059
OG0001380	Prai.g_00068	Prab.g_00060
OG0001381	Prai.g_00087	Prab.g_00079
OG0001382	Prai.g_00135	Prab.g_00125
OG0001383	Prai.g_00245	Prab.g_00225
OG0001384	Prai.g_00269	Prab.g_00246
OG0001386	Prai.g_00376	Prab.g_00351
OG0001387	Prai.g_00399	Prab.g_00377
OG0001388	Prai.g_01267	Prab.g_01626
OG0001390	Prai.g_00491	Prab.g_00465
OG0001391	Prai.g_00534	Prab.g_00508
OG0001392	Prai.g_00541	Prab.g_00515
OG0001393	Prai.g_00548	Prab.g_00523
OG0001394	Prai.g_00695	Prab.g_00671
OG0001395	Prai.g_00703	Prab.g_00679
OG0001396	Prai.g_00705	Prab.g_00681
OG0001397	Prai.g_00711	Prab.g_00687
OG0001398	Prai.g_00753	Prab.g_00728
OG0001399	Prai.g_00861	Prab.g_00826
OG0001400	Prai.g_01063	Prab.g_01087
OG0001401	Prai.g_01061	Prab.g_01085
OG0001402	Prai.g_01041	Prab.g_01063
OG0001403	Prai.g_01038	Prab.g_01060
OG0001405	Prai.g_00933	Prab.g_00944
OG0001406	Prai.g_00914	Prab.g_00925
OG0001407	Prai.g_01073	Prab.g_01110
OG0001408	Prai.g_01081	Prab.g_01118
OG0001409	Prai.g_00738	Prab.g_01298
OG0001410	Prai.g_01158	Prab.g_01205
OG0001411	Prai.g_01311	Prab.g_01305
OG0001412	Prai.g_01336	Prab.g_01327
OG0001413	Prai.g_01361	Prab.g_01352
OG0001414	Prai.g_01371	Prab.g_01361
OG0001415	Prai.g_01501	Prab.g_01505
OG0001416	Prai.g_01503	Prab.g_01508
OG0001417	Prai.g_01554	Prab.g_01559
OG0001418	Prai.g_01566	Prab.g_01573
OG0001421	Prai.g_01008	Prab.g_01029
OG0001424	Prai.g_00061	Prab.g_00053
OG0001425	Prai.g_00339	Prab.g_00314
OG0001426	Prai.g_00377	Prab.g_00353
OG0001427	Prai.g_00550	Prab.g_00525
OG0001428	Prai.g_01577	Prab.g_01583
OG0001428	Prai.g_00898	Prab.g_00764
OG0001429	Prai.g_00886	Prab.g_00779
OG0001432	Prai.g_01056	Prab.g_01078
OG0001433	Prai.g_01078	Prab.g_01115
OG0001434	Prai.g_01149	Prab.g_01192
OG0001435	Prai.g_01237	Prab.g_01282
OG0001436	Prai.g_01575	Prab.g_01581
OG0001437	Prai.g_01587	Prab.g_01595
OG0001438	Prai.g_01921	Prab.g_01940
OG0001440	Prai.g_00385	Prab.g_00361
OG0001442	Prai.g_00950	Prab.g_00961
OG0001443	Prai.g_01079	Prab.g_01116
OG0001444	Prai.g_01082	Prab.g_01119
OG0001445	Prai.g_01565	Prab.g_01571
OG0001448	Prai.g_00649	Prab.g_00624
OG0001449	Prai.g_01118	Prab.g_01155
OG0001452	Prai.g_01190	Prab.g_01238
OG0001456	Prai.g_01601	Prab.g_01603
OG0001457	Prai.g_01407	Prab.g_01408
OG0001460	Prai.g_00380	Prab.g_00356
OG0001461	Prai.g_00388	Prab.g_00364
OG0001462	Prai.g_00404	Prab.g_00383
OG0001464	Prai.g_00587	Prab.g_00563
OG0001465	Prai.g_00617	Prab.g_00593
OG0001466	Prai.g_00731	Prab.g_00707
OG0001468	Prai.g_00815	Prab.g_00872
OG0001469	Prai.g_00785	Prab.g_00902
OG0001470	Prai.g_00951	Prab.g_00962
OG0001471	Prai.g_01072	Prab.g_01109
OG0001472	Prai.g_01077	Prab.g_01114
OG0001473	Prai.g_01080	Prab.g_01117
OG0001475	Prai.g_00893	Prab.g_00769
OG0001476	Prai.g_01460	Prab.g_01463
OG0001478	Prai.g_01809	Prab.g_01829
OG0001479	Prai.g_01169	Prab.g_01217
OG0001482	Prai.g_00333	Prab.g_00308
OG0001483	Prai.g_00906, Prai.g_01773	Prab.g_01618, Prab.g_00916
OG0001484	Prai.g_00447	Prab.g_00426
OG0001487	Prai.g_01016	Prab.g_01037
OG0001488	Prai.g_01068	Prab.g_01105
OG0001489	Prai.g_01069	Prab.g_01106
OG0001490	Prai.g_01070	Prab.g_01107
OG0001491	Prai.g_01076	Prab.g_01113
OG0001492	Prai.g_01103	Prab.g_01140
OG0001493	Prai.g_01112	Prab.g_01149
OG0001494	Prai.g_01187	Prab.g_01235
OG0001497	Prai.g_01422, Prai.g_01391	Prab.g_01391
OG0001498	Prai.g_01697	Prab.g_01728
OG0001499	Prai.g_01719	Prab.g_01749
OG0001503	Prai.g_00183	Prab.g_00163
OG0001504	Prai.g_00414	Prab.g_00390
OG0001506	Prai.g_01307	Prab.g_01302
OG0001507	Prai.g_00871	Prab.g_00816
OG0001508	Prai.g_00818	Prab.g_00869
OG0001510	Prai.g_00784	Prab.g_00903
OG0001523	Prai.g_01031	Prab.g_01053
OG0001525	Prai.g_01095	Prab.g_01132
OG0001526	Prai.g_01154	Prab.g_01202
OG0001528	Prai.g_01576	Prab.g_01582
OG0001529	Prai.g_01801	Prab.g_01821
OG0001531	Prai.g_00967	Prab.g_00988
OG0001532	Prai.g_01067	Prab.g_01104
OG0001533	Prai.g_01086	Prab.g_01123
OG0001534	Prai.g_01570	Prab.g_00977
OG0001535	Prai.g_00401	Prab.g_00380
OG0001537	Prai.g_01700	Prab.g_01730
OG0001539	Prai.g_00060	Prab.g_00052
OG0001540	Prai.g_00490	Prab.g_00464
OG0001542	Prai.g_01116	Prab.g_01153
OG0001543	Prai.g_01269	Prab.g_00976
OG0001544	Prai.g_00742	Prab.g_01416
OG0001547	Prai.g_00034	Prab.g_00034
OG0001551	Prai.g_01114	Prab.g_01151
OG0001553	Prai.g_01317	Prab.g_01312
OG0001557	Prai.g_01569	Prab.g_01575
OG0001558	Prai.g_01586	Prab.g_01593
OG0001565	Prai.g_00126	Prab.g_00116
OG0001566	Prai.g_00320	Prab.g_00295
OG0001567	Prai.g_00382	Prab.g_00357
OG0001568	Prai.g_00403	Prab.g_00382
OG0001569	Prai.g_00488	Prab.g_00462
OG0001571	Prai.g_00500	Prab.g_00474
OG0001572	Prai.g_00706	Prab.g_00682
OG0001573	Prai.g_01306	Prab.g_01301
OG0001574	Prai.g_00891	Prab.g_00772
OG0001575	Prai.g_00879	Prab.g_00808
OG0001576	Prai.g_00957	Prab.g_00968
OG0001577	Prai.g_00952	Prab.g_00963
OG0001578	Prai.g_01084	Prab.g_01121
OG0001579	Prai.g_01085	Prab.g_01122
OG0001580	Prai.g_01087	Prab.g_01124
OG0001581	Prai.g_01089	Prab.g_01126
OG0001582	Prai.g_01096	Prab.g_01133
OG0001583	Prai.g_01111	Prab.g_01148
OG0001584	Prai.g_01122	Prab.g_01158
OG0001585	Prai.g_01131	Prab.g_01170
OG0001586	Prai.g_01139	Prab.g_01182
OG0001587	Prai.g_01142	Prab.g_01185
OG0001589	Prai.g_00736	Prab.g_00715
OG0001590	Prai.g_01367	Prab.g_01357
OG0001591	Prai.g_01369	Prab.g_01359
OG0001594	Prai.g_01545	Prab.g_01549
OG0001595	Prai.g_01547	Prab.g_01551
OG0001596	Prai.g_01548	Prab.g_01552
OG0001597	Prai.g_01559	Prab.g_01564
OG0001598	Prai.g_01857	Prab.g_01877
OG0001600	Prai.g_01602	Prab.g_01604
OG0001602	Prai.g_00306	Prab.g_00281
OG0001603	Prai.g_00344	Prab.g_00319
OG0001605	Prai.g_00413	Prab.g_00389
OG0001606	Prai.g_00499	Prab.g_00473
OG0001607	Prai.g_00734	Prab.g_00713
OG0001608	Prai.g_00892	Prab.g_00771
OG0001609	Prai.g_00783	Prab.g_00905
OG0001610	Prai.g_01058	Prab.g_01081
OG0001617	Prai.g_01245	Prab.g_01586
OG0001618	Prai.g_01651	Prab.g_01682
OG0001620	Prai.g_00353	Prab.g_00327
OG0001623	Prai.g_00730	Prab.g_00706
OG0001624	Prai.g_00440	Prab.g_00748, Prab.g_00920
OG0001626	Prai.g_01350	Prab.g_01341
OG0001627	Prai.g_00371	Prab.g_00346
OG0001628	Prai.g_01359	Prab.g_01350
OG0001630	Prai.g_00152	Prab.g_01443
OG0001636	Prai.g_00704	Prab.g_00680
OG0001637	Prai.g_01065	Prab.g_01102
OG0001638	Prai.g_01607	Prab.g_00972
OG0001640	Prai.g_01572	Prab.g_01578
OG0001641	Prai.g_01605	Prab.g_01609
OG0001642	Prai.g_01732	Prab.g_01436
OG0001652	Prai.g_00191	Prab.g_00171
OG0001653	Prai.g_00379	Prab.g_00355
OG0001654	Prai.g_00410	Prab.g_00384
OG0001655	Prai.g_00411	Prab.g_00385
OG0001656	Prai.g_00412	Prab.g_00387
OG0001657	Prai.g_00497	Prab.g_00471
OG0001658	Prai.g_00747	Prab.g_00722
OG0001659	Prai.g_00903	Prab.g_00759
OG0001660	Prai.g_00900	Prab.g_00762
OG0001661	Prai.g_00878	Prab.g_00809
OG0001662	Prai.g_00872	Prab.g_00815
OG0001663	Prai.g_00870	Prab.g_00817
OG0001664	Prai.g_00843	Prab.g_00845
OG0001665	Prai.g_00790	Prab.g_00897
OG0001666	Prai.g_00782	Prab.g_00908
OG0001667	Prai.g_00781	Prab.g_00909
OG0001668	Prai.g_01034	Prab.g_01056
OG0001669	Prai.g_00956	Prab.g_00967
OG0001670	Prai.g_00953	Prab.g_00964
OG0001671	Prai.g_00947	Prab.g_00959
OG0001672	Prai.g_00931	Prab.g_00942
OG0001673	Prai.g_00930	Prab.g_00941
OG0001674	Prai.g_01071	Prab.g_01108
OG0001675	Prai.g_01074	Prab.g_01111
OG0001676	Prai.g_01091	Prab.g_01128
OG0001677	Prai.g_01092	Prab.g_01129
OG0001678	Prai.g_01099	Prab.g_01136
OG0001679	Prai.g_01104	Prab.g_01141
OG0001680	Prai.g_01106	Prab.g_01143
OG0001681	Prai.g_01129	Prab.g_01168
OG0001682	Prai.g_01133	Prab.g_01173
OG0001683	Prai.g_01136	Prab.g_01176
OG0001684	Prai.g_01152	Prab.g_01195
OG0001685	Prai.g_01220	Prab.g_01266
OG0001686	Prai.g_01228	Prab.g_01274
OG0001687	Prai.g_01262	Prab.g_01295
OG0001688	Prai.g_01312	Prab.g_01306
OG0001689	Prai.g_01315	Prab.g_01309
OG0001692	Prai.g_01544	Prab.g_01548
OG0001693	Prai.g_01551	Prab.g_01554
OG0001694	Prai.g_01555	Prab.g_01560
OG0001695	Prai.g_01561	Prab.g_01566
OG0001696	Prai.g_01568	Prab.g_01574
OG0001697	Prai.g_01571	Prab.g_01576
OG0001698	Prai.g_01264	Prab.g_00758
OG0001699	Prai.g_01643	Prab.g_01674
OG0001700	Prai.g_01898	Prab.g_01916
OG0001701	Prai.g_00145	Prab.g_01344
OG0001702	Prai.g_00778	Prab.g_01384
OG0001705	Prai.g_00526	Prab.g_00500
OG0001706	Prai.g_00735	Prab.g_00714
OG0001709	Prai.g_00877	Prab.g_00810
OG0001710	Prai.g_01609	Prab.g_00756
OG0001711	Prai.g_01066	Prab.g_01103
OG0001712	Prai.g_01255	Prab.g_01161
OG0001715	Prai.g_01305	Prab.g_01300
OG0001717	Prai.g_00955	Prab.g_00966
OG0001718	Prai.g_00043	Prab.g_01292
OG0001727	Prai.g_01589	Prab.g_00919
OG0001728	Prai.g_00859	Prab.g_00828
OG0001730	Prai.g_01121	Prab.g_01157
OG0001731	Prai.g_00432	Prab.g_00750
OG0001735	Prai.g_01580	Prab.g_01587
OG0001736	Prai.g_00436	Prab.g_00970
OG0001738	Prai.g_00745	Prab.g_00721
OG0001788	Prai.g_01629	Prab.g_01177
OG0001790	Prai.g_00888	Prab.g_00774
OG0001798	Prai.g_00591	Prab.g_00567
OG0001799	Prai.g_01138	Prab.g_01181
OG0001809	Prai.g_01604	Prab.g_00401
OG0001811	Prai.g_00876	Prab.g_00811
OG0001812	Prai.g_00875	Prab.g_00812
OG0001813	Prai.g_00874	Prab.g_00813
OG0001814	Prai.g_00873	Prab.g_00814
OG0001816	Prai.g_01265	Prab.g_00974
OG0001816	Prai.g_01278	Prab.g_00709
OG0001817	Prai.g_01124	Prab.g_01160
OG0001819	Prai.g_01600	Prab.g_01602
OG0001824	Prai.g_01603	Prab.g_01605
OG0001826	Prai.g_01140	Prab.g_01183
OG0001827	Prai.g_01150	Prab.g_01193
OG0001828	Prai.g_01290	Prab.g_01599
OG0001837	Prai.g_00045	Prab.g_00452
OG0001846	Prai.g_01546	Prab.g_01550
OG0001847	Prai.g_01137	Prab.g_01180
OG0001848	Prai.g_01581	Prab.g_01588
OG0001859	Prai.g_01127	Prab.g_01166
OG0001861	Prai.g_01135	Prab.g_01175
OG0001862	Prai.g_01249	Prab.g_01642
OG0001867	Prai.g_00040, Prai.g_00147	Prab.g_00451
OG0001868	Prai.g_00780	Prab.g_00911
OG0001904	Prai.g_00148	Prab.g_00754
OG0001905	Prai.g_00402	Prab.g_00381
OG0001907	Prai.g_00426	Prab.g_00453
OG0001909	Prai.g_00422	Prab.g_01311
OG0001910	Prai.g_01582	Prab.g_01589
OG0001948	Prai.g_00062	Prab.g_00054
OG0001949	Prai.g_00395	Prab.g_00373
OG0001951	Prai.g_00901	Prab.g_00761
OG0001954	Prai.g_00776	Prab.g_01387
OG0001955	Prai.g_00774	Prab.g_01389
OG0001988	Prai.g_00779	Prab.g_00912
OG0001989	Prai.g_01731	Prab.g_01435
OG0002013	Prai.g_01276	Prab.g_00391
OG0002052	Prai.g_00737	Prab.g_00716
OG0002110	Prai.g_01123	Prab.g_01159
OG0002117	Prai.g_00396	Prab.g_00374
OG0002118	Prai.g_01623	Prab.g_00419
OG0002234	Prai.g_01608	Prab.g_00392
OG0002320	Prai.g_01094	Prab.g_01131
OG0002329	Prai.g_00777	Prab.g_01386
OG0002500	Prai.g_01408	Prab.g_01409
OG0002501	Prai.g_01584	Prab.g_01591
OG0002997	Prai.g_00398	Prab.g_00376
OG0003005	Prai.g_00374	Prab.g_00350
OG0003016	Prai.g_01436	Prab.g_01432
OG0003017	Prai.g_01574	Prab.g_01580
OG0003334	Prai.g_00048	Prab.g_00040
OG0003339	Prai.g_00895	Prab.g_00767
OG0003341	Prai.g_00864	Prab.g_00823
OG0003342	Prai.g_00954	Prab.g_00965
OG0003346	Prai.g_01398	Prab.g_01437
OG0003349	Prai.g_01606	Prab.g_01611
OG0003350	Prai.g_01610	Prab.g_01612
