Orthogroup	Syac	Prai
OG0001181	Syac.g_02083	Prai.g_01792
OG0001182	Syac.g_02074	Prai.g_01799
OG0001183	Syac.g_02070	Prai.g_01803
OG0001184	Syac.g_00186	Prai.g_01819
OG0001185	Syac.g_00162	Prai.g_01833
OG0001186	Syac.g_00082	Prai.g_01856
OG0001187	Syac.g_00085	Prai.g_01862
OG0001188	Syac.g_00076	Prai.g_01864
OG0001189	Syac.g_00054	Prai.g_01881
OG0001190	Syac.g_02353	Prai.g_01885
OG0001191	Syac.g_02368	Prai.g_01895
OG0001192	Syac.g_02374	Prai.g_01899
OG0001193	Syac.g_02406	Prai.g_01909
OG0001194	Syac.g_02408	Prai.g_01910
OG0001195	Syac.g_02409	Prai.g_01911
OG0001196	Syac.g_02477	Prai.g_01924
OG0001197	Syac.g_02479	Prai.g_01925
OG0001198	Syac.g_02491	Prai.g_01933
OG0001199	Syac.g_00445	Prai.g_00074
OG0001200	Syac.g_00443	Prai.g_00076
OG0001201	Syac.g_00395	Prai.g_00108
OG0001202	Syac.g_02285	Prai.g_00210
OG0001203	Syac.g_01967	Prai.g_00249
OG0001204	Syac.g_02200	Prai.g_00256
OG0001205	Syac.g_00706	Prai.g_00476
OG0001206	Syac.g_01715	Prai.g_00493
OG0001207	Syac.g_01915	Prai.g_00507
OG0001208	Syac.g_01902	Prai.g_00512
OG0001209	Syac.g_01833	Prai.g_00563
OG0001210	Syac.g_01826	Prai.g_00568
OG0001211	Syac.g_01809	Prai.g_00578
OG0001212	Syac.g_01751	Prai.g_00624
OG0001213	Syac.g_00968	Prai.g_00658
OG0001214	Syac.g_00981	Prai.g_00666
OG0001215	Syac.g_00919	Prai.g_00719
OG0001216	Syac.g_01285	Prai.g_00750
OG0001217	Syac.g_01043	Prai.g_00894
OG0001218	Syac.g_01679	Prai.g_00887
OG0001220	Syac.g_00813	Prai.g_00795
OG0001221	Syac.g_01379	Prai.g_01035
OG0001223	Syac.g_01215	Prai.g_00971
OG0001224	Syac.g_00880	Prai.g_00922
OG0001225	Syac.g_00882	Prai.g_00920
OG0001226	Syac.g_01026	Prai.g_01083
OG0001227	Syac.g_02387	Prai.g_01101
OG0001228	Syac.g_00700	Prai.g_01218
OG0001229	Syac.g_00906	Prai.g_01368
OG0001230	Syac.g_01621	Prai.g_01455
OG0001231	Syac.g_00017	Prai.g_01560
OG0001232	Syac.g_00509	Prai.g_01661
OG0001233	Syac.g_00660	Prai.g_01681
OG0001234	Syac.g_02173	Prai.g_01716
OG0001235	Syac.g_02147	Prai.g_01726
OG0001236	Syac.g_00189	Prai.g_01816
OG0001237	Syac.g_00184	Prai.g_01820
OG0001238	Syac.g_02369	Prai.g_01896
OG0001240	Syac.g_00411	Prai.g_00093
OG0001241	Syac.g_00402	Prai.g_00101
OG0001242	Syac.g_00370	Prai.g_00119
OG0001243	Syac.g_00363	Prai.g_00125
OG0001244	Syac.g_00333	Prai.g_00141
OG0001245	Syac.g_01064	Prai.g_00392
OG0001246	Syac.g_01876	Prai.g_00534
OG0001247	Syac.g_01303	Prai.g_00712
OG0001248	Syac.g_01306	Prai.g_00714
OG0001249	Syac.g_02029	Prai.g_00869
OG0001250	Syac.g_00838	Prai.g_00806
OG0001252	Syac.g_00874	Prai.g_00927
OG0001253	Syac.g_01063	Prai.g_01102
OG0001254	Syac.g_01465	Prai.g_01145
OG0001255	Syac.g_01957	Prai.g_01156
OG0001256	Syac.g_00563	Prai.g_01553
OG0001257	Syac.g_01686	Prai.g_01559
OG0001258	Syac.g_00553	Prai.g_01635
OG0001259	Syac.g_00662	Prai.g_01679
OG0001260	Syac.g_00640	Prai.g_01695
OG0001262	Syac.g_00056	Prai.g_01879
OG0001263	Syac.g_00360	Prai.g_00128
OG0001265	Syac.g_00372	Prai.g_00118
OG0001266	Syac.g_02289	Prai.g_00214
OG0001267	Syac.g_02253	Prai.g_00293
OG0001268	Syac.g_02014	Prai.g_00352
OG0001269	Syac.g_01960	Prai.g_00372
OG0001270	Syac.g_00690	Prai.g_00465
OG0001271	Syac.g_01703	Prai.g_00502
OG0001272	Syac.g_01898	Prai.g_00516
OG0001273	Syac.g_00974	Prai.g_00660
OG0001275	Syac.g_01228	Prai.g_00961
OG0001276	Syac.g_01244	Prai.g_00942
OG0001277	Syac.g_02463	Prai.g_01090
OG0001278	Syac.g_01517	Prai.g_01223
OG0001279	Syac.g_01605	Prai.g_01583
OG0001280	Syac.g_00731	Prai.g_01334
OG0001281	Syac.g_00721	Prai.g_01340
OG0001282	Syac.g_01917	Prai.g_01371
OG0001284	Syac.g_00586	Prai.g_01532
OG0001285	Syac.g_01060	Prai.g_01664
OG0001286	Syac.g_02089	Prai.g_01786
OG0001287	Syac.g_00154	Prai.g_01840
OG0001288	Syac.g_00141	Prai.g_01849
OG0001289	Syac.g_00426	Prai.g_00087
OG0001291	Syac.g_00349	Prai.g_00135
OG0001292	Syac.g_02205	Prai.g_00261
OG0001293	Syac.g_02226	Prai.g_00274
OG0001294	Syac.g_01411	Prai.g_00389
OG0001295	Syac.g_01824	Prai.g_00498
OG0001296	Syac.g_01870	Prai.g_00539
OG0001298	Syac.g_01774	Prai.g_00605
OG0001299	Syac.g_01417	Prai.g_00695
OG0001300	Syac.g_00910	Prai.g_00722
OG0001301	Syac.g_00897	Prai.g_00725
OG0001302	Syac.g_01012	Prai.g_00860
OG0001304	Syac.g_01257	Prai.g_00933
OG0001305	Syac.g_00890	Prai.g_00914
OG0001306	Syac.g_00749	Prai.g_01158
OG0001307	Syac.g_02156	Prai.g_01354
OG0001309	Syac.g_01860	Prai.g_01557
OG0001310	Syac.g_00528	Prai.g_01650
OG0001312	Syac.g_01147	Prai.g_01008
OG0001314	Syac.g_00809, Syac.g_00460	Prai.g_00439
OG0001315	Syac.g_02072	Prai.g_00061
OG0001316	Syac.g_00342	Prai.g_00140
OG0001317	Syac.g_01971	Prai.g_00245
OG0001318	Syac.g_02218	Prai.g_00269
OG0001321	Syac.g_00712	Prai.g_00482
OG0001322	Syac.g_00713	Prai.g_00483
OG0001323	Syac.g_01857	Prai.g_00548
OG0001324	Syac.g_00909	Prai.g_00723
OG0001325	Syac.g_01281	Prai.g_00753
OG0001328	Syac.g_01385	Prai.g_01100
OG0001330	Syac.g_00738	Prai.g_01309
OG0001332	Syac.g_00625	Prai.g_01504
OG0001333	Syac.g_00666	Prai.g_01675
OG0001334	Syac.g_02061	Prai.g_01806
OG0001335	Syac.g_02060	Prai.g_01807
OG0001336	Syac.g_02473	Prai.g_01921
OG0001339	Syac.g_00400	Prai.g_00103
OG0001340	Syac.g_02039	Prai.g_00341
OG0001341	Syac.g_00904	Prai.g_00897
OG0001343	Syac.g_02413	Prai.g_01062
OG0001344	Syac.g_00774	Prai.g_01175
OG0001345	Syac.g_00803	Prai.g_01190
OG0001346	Syac.g_00728	Prai.g_01336
OG0001348	Syac.g_00857	Prai.g_01587
OG0001349	Syac.g_00504	Prai.g_01407
OG0001352	Syac.g_01842	Prai.g_00709
OG0001353	Syac.g_00850	Prai.g_00815
OG0001355	Syac.g_01823	Prai.g_01272
OG0001358	Syac.g_00952	Prai.g_00649
OG0001359	Syac.g_02412	Prai.g_01061
OG0001360	Syac.g_00805	Prai.g_01103
OG0001361	Syac.g_00800	Prai.g_01187
OG0001362	Syac.g_01649	Prai.g_01477
OG0001363	Syac.g_01651	Prai.g_01479
OG0001364	Syac.g_00204	Prai.g_01809
OG0001372	Syac.g_01845	Prai.g_00909
OG0001375	Syac.g_02414	Prai.g_01063
OG0001376	Syac.g_02376	Prai.g_01069
OG0001377	Syac.g_02375	Prai.g_01070
OG0001378	Syac.g_00689	Prai.g_01112
OG0001381	Syac.g_02162	Prai.g_01364
OG0001382	Syac.g_00148	Prai.g_01575
OG0001394	Syac.g_01373	Prai.g_01031
OG0001395	Syac.g_01262	Prai.g_00931
OG0001398	Syac.g_01120	Prai.g_01601
OG0001403	Syac.g_00033	Prai.g_00030
OG0001404	Syac.g_00451	Prai.g_00068
OG0001405	Syac.g_02058	Prai.g_00339
OG0001406	Syac.g_02377	Prai.g_01068
OG0001407	Syac.g_01841	Prai.g_01081
OG0001408	Syac.g_01530	Prai.g_01086
OG0001410	Syac.g_02155	Prai.g_01355
OG0001411	Syac.g_00180	Prai.g_01422, Prai.g_01391
OG0001413	Syac.g_01019	Prai.g_01547
OG0001414	Syac.g_02161	Prai.g_00240
OG0001416	Syac.g_00724	Prai.g_00490
OG0001417	Syac.g_01200	Prai.g_00500
OG0001419	Syac.g_01840	Prai.g_01082
OG0001420	Syac.g_01847	Prai.g_01122
OG0001428	Syac.g_00301	Prai.g_00183
OG0001430	Syac.g_02345	Prai.g_01271
OG0001432	Syac.g_01572	Prai.g_01545
OG0001438	Syac.g_00280	Prai.g_00306
OG0001439	Syac.g_00250	Prai.g_00320
OG0001443	Syac.g_02382	Prai.g_01602
OG0001446	Syac.g_01293	Prai.g_00079
OG0001447	Syac.g_00362	Prai.g_00126
OG0001448	Syac.g_01094	Prai.g_00380
OG0001449	Syac.g_02197	Prai.g_00413
OG0001452	Syac.g_02214	Prai.g_01058
OG0001459	Syac.g_01445	Prai.g_01552
OG0001462	Syac.g_00039	Prai.g_00034
OG0001465	Syac.g_01299	Prai.g_00731
OG0001468	Syac.g_01014	Prai.g_01073
OG0001471	Syac.g_00257	Prai.g_01548
OG0001473	Syac.g_01010	Prai.g_01857
OG0001474	Syac.g_02013	Prai.g_00353
OG0001475	Syac.g_00681	Prai.g_00152
OG0001477	Syac.g_00900	Prai.g_01254
OG0001480	Syac.g_00812	Prai.g_00382
OG0001481	Syac.g_01260	Prai.g_00386
OG0001482	Syac.g_01210	Prai.g_00488
OG0001492	Syac.g_01514	Prai.g_01220
OG0001493	Syac.g_01522	Prai.g_01228
OG0001495	Syac.g_02144	Prai.g_01723
OG0001496	Syac.g_00902	Prai.g_01252
OG0001497	Syac.g_00901	Prai.g_01253
OG0001499	Syac.g_01441	Prai.g_00060
OG0001502	Syac.g_00818	Prai.g_00877
OG0001505	Syac.g_00105	Prai.g_01394
OG0001508	Syac.g_00684	Prai.g_01432
OG0001514	Syac.g_00903	Prai.g_01251
OG0001520	Syac.g_01787	Prai.g_00406
OG0001522	Syac.g_00849	Prai.g_00814
OG0001527	Syac.g_01794	Prai.g_00591
OG0001532	Syac.g_01487	Prai.g_01199
OG0001547	Syac.g_01122	Prai.g_00875
OG0001548	Syac.g_01030	Prai.g_00871
OG0001562	Syac.g_01234	Prai.g_00949
OG0001567	Syac.g_01121	Prai.g_00876
OG0001568	Syac.g_01124	Prai.g_00874
OG0001570	Syac.g_01108	Prai.g_01255
OG0001588	Syac.g_00200	Prai.g_00778
OG0001602	Syac.g_01300	Prai.g_00730
OG0001625	Syac.g_02220	Prai.g_00271
OG0001634	Syac.g_01414	Prai.g_01582
OG0001647	Syac.g_02244	Prai.g_00285
OG0001667	Syac.g_00472	Prai.g_01311
OG0001712	Syac.g_01065	Prai.g_00427
OG0002092	Syac.g_00775, Syac.g_00614	Prai.g_01240
OG0002106	Syac.g_02391	Prai.g_00396
OG0002112	Syac.g_00266	Prai.g_00417
OG0002157	Syac.g_00265	Prai.g_00418
OG0002158	Syac.g_00267	Prai.g_00416
OG0002395	Syac.g_00264	Prai.g_01628
OG0002560	Syac.g_01542	Prai.g_00408
OG0003335	Syac.g_00106	Prai.g_00398
