Orthogroup	Prbc	Praj
OG0001783	Prbc.g_01008	Praj.g_02102
OG0001784	Prbc.g_01937	Praj.g_00848
OG0001785	Prbc.g_01014	Praj.g_02108
OG0001786	Prbc.g_01041	Praj.g_02122
OG0001788	Prbc.g_01305	Praj.g_01233
OG0001795	Prbc.g_00180	Praj.g_02040
OG0001800	Prbc.g_00156	Praj.g_01179
OG0001801	Prbc.g_01949	Praj.g_00860
OG0001802	Prbc.g_01112	Praj.g_00041
OG0001803	Prbc.g_00551	Praj.g_01513
OG0001804	Prbc.g_02078	Praj.g_00990
OG0001805	Prbc.g_02118	Praj.g_01029
OG0001805	Prbc.g_00524	Praj.g_00088
OG0001826	Prbc.g_01282	Praj.g_01210
OG0001828	Prbc.g_00631	Praj.g_01292
OG0001829	Prbc.g_01451	Praj.g_01465
OG0001830	Prbc.g_01438	Praj.g_01454
OG0001831	Prbc.g_02122	Praj.g_01033
OG0001832	Prbc.g_00617	Praj.g_01093
OG0001832	Prbc.g_01293	Praj.g_01221
OG0001832	Prbc.g_00548	Praj.g_00078
OG0001833	Prbc.g_00053	Praj.g_01364
OG0001833	Prbc.g_01328	Praj.g_01254
OG0001834	Prbc.g_00651	Praj.g_01569
OG0001852	Prbc.g_00087	Praj.g_01338
OG0001868	Prbc.g_01340	Praj.g_01268
OG0001871	Prbc.g_02161	Praj.g_01074
OG0001874	Prbc.g_01371	Praj.g_01385
OG0001897	Prbc.g_01960	Praj.g_00870
OG0001898	Prbc.g_01281	Praj.g_01209
OG0001899	Prbc.g_01477	Praj.g_01491
OG0001900	Prbc.g_00818	Praj.g_01743
OG0001910	Prbc.g_01747	Praj.g_00658
OG0001916	Prbc.g_01472	Praj.g_01486
OG0001919	Prbc.g_00120	Praj.g_01143
OG0001923	Prbc.g_02188	Praj.g_00083
OG0001924	Prbc.g_00522	Praj.g_00090
OG0001925	Prbc.g_01226	Praj.g_00369
OG0001926	Prbc.g_01527	Praj.g_00460
OG0001927	Prbc.g_01555	Praj.g_00488
OG0001928	Prbc.g_01786	Praj.g_00697
OG0001929	Prbc.g_01802	Praj.g_00713
OG0001930	Prbc.g_01926	Praj.g_00838
OG0001931	Prbc.g_02115	Praj.g_01026
OG0001932	Prbc.g_01306	Praj.g_01234
OG0001933	Prbc.g_01313	Praj.g_01240
OG0001934	Prbc.g_00634	Praj.g_01289
OG0001934	Prbc.g_00067	Praj.g_01324
OG0001934	Prbc.g_00628	Praj.g_01294
OG0001935	Prbc.g_01384	Praj.g_01399
OG0001936	Prbc.g_01385	Praj.g_01400
OG0001937	Prbc.g_00786	Praj.g_01710
OG0001938	Prbc.g_00900	Praj.g_01836
OG0001939	Prbc.g_00928	Praj.g_01864
OG0001940	Prbc.g_00962	Praj.g_01896
OG0001941	Prbc.g_00239	Praj.g_01984
OG0001950	Prbc.g_00026	Praj.g_01373
OG0001952	Prbc.g_00600	Praj.g_01114
OG0001962	Prbc.g_02175	Praj.g_01088
OG0001974	Prbc.g_01335	Praj.g_01261
OG0001975	Prbc.g_01419	Praj.g_01435
OG0001976	Prbc.g_00648	Praj.g_01566
OG0001977	Prbc.g_00926	Praj.g_01862
OG0002000	Prbc.g_01024	Praj.g_02118
OG0002001	Prbc.g_01026	Praj.g_02121
OG0002003	Prbc.g_02138	Praj.g_01050
OG0002004	Prbc.g_02148	Praj.g_01060
OG0002005	Prbc.g_00612	Praj.g_01097
OG0002006	Prbc.g_01304	Praj.g_01232
OG0002007	Prbc.g_01469	Praj.g_01483
OG0002008	Prbc.g_00817	Praj.g_01742
OG0002029	Prbc.g_00805	Praj.g_01729
OG0002032	Prbc.g_00338	Praj.g_00272
OG0002033	Prbc.g_01537	Praj.g_00470
OG0002037	Prbc.g_01174	Praj.g_00317
OG0002038	Prbc.g_01783	Praj.g_00694
OG0002039	Prbc.g_00430	Praj.g_00181
OG0002041	Prbc.g_02172	Praj.g_01085
OG0002042	Prbc.g_02199, Prbc.g_00540	Praj.g_00070
OG0002043	Prbc.g_00058	Praj.g_01315
OG0002044	Prbc.g_00101	Praj.g_01354
OG0002045	Prbc.g_01372	Praj.g_01387
OG0002054	Prbc.g_00167	Praj.g_01190
OG0002072	Prbc.g_00704	Praj.g_01627
OG0002078	Prbc.g_00892	Praj.g_01828
OG0002083	Prbc.g_02174	Praj.g_01087
OG0002084	Prbc.g_00131	Praj.g_01153
OG0002085	Prbc.g_01296	Praj.g_01224
OG0002086	Prbc.g_00626	Praj.g_01297
OG0002087	Prbc.g_00060, Prbc.g_00061	Praj.g_01317
OG0002088	Prbc.g_01467	Praj.g_01481
OG0002090	Prbc.g_00927	Praj.g_01863
OG0002129	Prbc.g_01274	Praj.g_00409
OG0002135	Prbc.g_00191	Praj.g_02033
OG0002136	Prbc.g_00192	Praj.g_02032
OG0002138	Prbc.g_00154	Praj.g_01177
OG0002140	Prbc.g_00590	Praj.g_01551
OG0002142	Prbc.g_01025	Praj.g_02120
OG0002144	Prbc.g_00171	Praj.g_01194
OG0002171	Prbc.g_00535	Praj.g_00066
OG0002176	Prbc.g_00638	Praj.g_01285
OG0002183	Prbc.g_00039	Praj.g_01376
OG0002184	Prbc.g_01319	Praj.g_01245
OG0002186	Prbc.g_00814	Praj.g_01739
OG0002190	Prbc.g_02179	Praj.g_01091
OG0002191	Prbc.g_00145	Praj.g_01167
OG0002192	Prbc.g_01132, Prbc.g_00530	Praj.g_00062
OG0002194	Prbc.g_01212	Praj.g_00355
OG0002201	Prbc.g_01058	Praj.g_02140
OG0002204	Prbc.g_01308	Praj.g_01235
OG0002205	Prbc.g_00619	Praj.g_01305
OG0002271	Prbc.g_00003	Praj.g_01362
OG0002292	Prbc.g_00124	Praj.g_01147
OG0002294	Prbc.g_01965	Praj.g_00875
OG0002298	Prbc.g_00515	Praj.g_00097
OG0002299	Prbc.g_01815	Praj.g_00726
OG0002300	Prbc.g_01817	Praj.g_00728
OG0002301	Prbc.g_00141	Praj.g_01163
OG0002302	Prbc.g_00159	Praj.g_01182
OG0002303	Prbc.g_00633	Praj.g_01290
OG0002304	Prbc.g_00065	Praj.g_01321
OG0002304	Prbc.g_00051	Praj.g_01363
OG0002305	Prbc.g_00015	Praj.g_01366
OG0002324	Prbc.g_00910	Praj.g_01845
OG0002390	Prbc.g_01023	Praj.g_02117
OG0002395	Prbc.g_00822	Praj.g_01748
OG0002400	Prbc.g_01824	Praj.g_00735
OG0002401	Prbc.g_01872	Praj.g_00783
OG0002402	Prbc.g_01948	Praj.g_00859
OG0002403	Prbc.g_02075	Praj.g_00987
OG0002404	Prbc.g_02135	Praj.g_01047
OG0002405	Prbc.g_02141	Praj.g_01053
OG0002406	Prbc.g_01339	Praj.g_01266
OG0002407	Prbc.g_01341	Praj.g_01269
OG0002408	Prbc.g_00623	Praj.g_01300
OG0002409	Prbc.g_00029, Prbc.g_00622	Praj.g_01301
OG0002410	Prbc.g_00859	Praj.g_01795
OG0002974	Prbc.g_01345, Prbc.g_02196	Praj.g_00414
OG0002975	Prbc.g_00179, Prbc.g_01950	Praj.g_00861
OG0002976	Prbc.g_02130	Praj.g_01042
OG0002977	Prbc.g_00152	Praj.g_01174
OG0002978	Prbc.g_00073	Praj.g_01333, Praj.g_01304
OG0002980	Prbc.g_00093	Praj.g_01345
OG0002981	Prbc.g_00042, Prbc.g_01349	Praj.g_01379
OG0003182	Prbc.g_01111	Praj.g_00040
OG0003183	Prbc.g_00538	Praj.g_00061
OG0003184	Prbc.g_00529	Praj.g_00063
OG0003185	Prbc.g_00536	Praj.g_00065
OG0003186	Prbc.g_00544	Praj.g_00074
OG0003187	Prbc.g_00546	Praj.g_00076
OG0003188	Prbc.g_00549	Praj.g_00079
OG0003189	Prbc.g_00512	Praj.g_00100
OG0003190	Prbc.g_00456	Praj.g_00155
OG0003191	Prbc.g_01272	Praj.g_00407
OG0003192	Prbc.g_01276	Praj.g_00410
OG0003194	Prbc.g_01519	Praj.g_00452
OG0003195	Prbc.g_01522	Praj.g_00455
OG0003196	Prbc.g_01681	Praj.g_00592
OG0003197	Prbc.g_01784	Praj.g_00695
OG0003198	Prbc.g_01816	Praj.g_00727
OG0003199	Prbc.g_01819	Praj.g_00731
OG0003200	Prbc.g_01827	Praj.g_00738
OG0003201	Prbc.g_01828	Praj.g_00739
OG0003202	Prbc.g_01831	Praj.g_00742
OG0003203	Prbc.g_01835	Praj.g_00746
OG0003204	Prbc.g_01901	Praj.g_00812
OG0003205	Prbc.g_01938	Praj.g_00849
OG0003206	Prbc.g_01951	Praj.g_00862
OG0003207	Prbc.g_02004	Praj.g_00914
OG0003208	Prbc.g_02067	Praj.g_00978
OG0003209	Prbc.g_02068	Praj.g_00979
OG0003210	Prbc.g_02069	Praj.g_00980
OG0003211	Prbc.g_02070	Praj.g_00981
OG0003212	Prbc.g_02074	Praj.g_00986
OG0003213	Prbc.g_02098	Praj.g_01009
OG0003214	Prbc.g_02119	Praj.g_01030
OG0003215	Prbc.g_02121	Praj.g_01032
OG0003216	Prbc.g_02124	Praj.g_01035
OG0003217	Prbc.g_02125	Praj.g_01037
OG0003218	Prbc.g_02126	Praj.g_01038
OG0003219	Prbc.g_02136	Praj.g_01048
OG0003220	Prbc.g_02143	Praj.g_01055
OG0003221	Prbc.g_02154	Praj.g_01065
OG0003222	Prbc.g_02159	Praj.g_01072
OG0003223	Prbc.g_02162	Praj.g_01075
OG0003224	Prbc.g_02173	Praj.g_01086
OG0003225	Prbc.g_02177	Praj.g_01089
OG0003226	Prbc.g_02180	Praj.g_01092
OG0003227	Prbc.g_00607	Praj.g_01101
OG0003228	Prbc.g_00606	Praj.g_01102
OG0003229	Prbc.g_00604	Praj.g_01104
OG0003230	Prbc.g_00113	Praj.g_01136
OG0003231	Prbc.g_00121	Praj.g_01144
OG0003232	Prbc.g_00122	Praj.g_01145
OG0003233	Prbc.g_00127	Praj.g_01149
OG0003234	Prbc.g_00137	Praj.g_01159
OG0003235	Prbc.g_00140	Praj.g_01162
OG0003236	Prbc.g_00157	Praj.g_01180
OG0003237	Prbc.g_00160	Praj.g_01183
OG0003238	Prbc.g_00161	Praj.g_01184
OG0003239	Prbc.g_00162	Praj.g_01185
OG0003240	Prbc.g_00165	Praj.g_01188
OG0003241	Prbc.g_00169	Praj.g_01192
OG0003242	Prbc.g_00172	Praj.g_01195
OG0003243	Prbc.g_01285	Praj.g_01213
OG0003244	Prbc.g_01286	Praj.g_01214
OG0003245	Prbc.g_01289	Praj.g_01217
OG0003246	Prbc.g_01292	Praj.g_01220
OG0003247	Prbc.g_01298	Praj.g_01226
OG0003248	Prbc.g_01299	Praj.g_01227
OG0003249	Prbc.g_01301	Praj.g_01229
OG0003250	Prbc.g_01303	Praj.g_01231
OG0003251	Prbc.g_01312	Praj.g_01239
OG0003252	Prbc.g_01321	Praj.g_01247
OG0003253	Prbc.g_01322	Praj.g_01248
OG0003254	Prbc.g_01327	Praj.g_01253
OG0003255	Prbc.g_01329	Praj.g_01255
OG0003256	Prbc.g_01331	Praj.g_01257
OG0003257	Prbc.g_01332	Praj.g_01258
OG0003258	Prbc.g_01333	Praj.g_01259
OG0003259	Prbc.g_01337	Praj.g_01264
OG0003260	Prbc.g_01338	Praj.g_01265
OG0003261	Prbc.g_02184	Praj.g_01280
OG0003262	Prbc.g_00640	Praj.g_01283
OG0003263	Prbc.g_00070	Praj.g_01328, Praj.g_01286
OG0003264	Prbc.g_00636	Praj.g_01288
OG0003265	Prbc.g_00625	Praj.g_01298
OG0003266	Prbc.g_00062	Praj.g_01318
OG0003267	Prbc.g_00086	Praj.g_01337
OG0003268	Prbc.g_00091	Praj.g_01343
OG0003269	Prbc.g_00094	Praj.g_01346
OG0003271	Prbc.g_00107	Praj.g_01360
OG0003272	Prbc.g_00038	Praj.g_01375
OG0003273	Prbc.g_01373	Praj.g_01388
OG0003274	Prbc.g_01374	Praj.g_01389
OG0003275	Prbc.g_01375	Praj.g_01390
OG0003276	Prbc.g_01376	Praj.g_01391
OG0003277	Prbc.g_01378	Praj.g_01393
OG0003278	Prbc.g_01466	Praj.g_01480
OG0003279	Prbc.g_01476	Praj.g_01490
OG0003280	Prbc.g_00593	Praj.g_01554
OG0003281	Prbc.g_00594	Praj.g_01555
OG0003282	Prbc.g_00596	Praj.g_01557
OG0003283	Prbc.g_00643	Praj.g_01561
OG0003284	Prbc.g_00644	Praj.g_01562
OG0003285	Prbc.g_00649	Praj.g_01567
OG0003287	Prbc.g_00794	Praj.g_01718
OG0003288	Prbc.g_00797	Praj.g_01721
OG0003289	Prbc.g_00798	Praj.g_01722
OG0003290	Prbc.g_00809	Praj.g_01733
OG0003291	Prbc.g_00813	Praj.g_01738
OG0003292	Prbc.g_00819	Praj.g_01744
OG0003293	Prbc.g_00033	Praj.g_01757
OG0003428	Prbc.g_01103	Praj.g_00033
OG0003429	Prbc.g_00542	Praj.g_00072
OG0003430	Prbc.g_00545	Praj.g_00075
OG0003431	Prbc.g_01266	Praj.g_00401
OG0003432	Prbc.g_02195	Praj.g_00413
OG0003433	Prbc.g_01902	Praj.g_00813
OG0003434	Prbc.g_02073	Praj.g_00984
OG0003435	Prbc.g_02153	Praj.g_01064
OG0003442	Prbc.g_00174	Praj.g_01197
OG0003443	Prbc.g_01284	Praj.g_01212
OG0003444	Prbc.g_01295	Praj.g_01223
OG0003445	Prbc.g_01330	Praj.g_01256
OG0003447	Prbc.g_00056	Praj.g_01314
OG0003448	Prbc.g_00064	Praj.g_01320
OG0003449	Prbc.g_00097	Praj.g_01348
OG0003450	Prbc.g_00100	Praj.g_01351
OG0003451	Prbc.g_00018	Praj.g_01380
OG0003452	Prbc.g_01370	Praj.g_01384
OG0003453	Prbc.g_00591	Praj.g_01552
OG0003454	Prbc.g_00592	Praj.g_01553
OG0003458	Prbc.g_00823	Praj.g_01749
OG0003459	Prbc.g_00030	Praj.g_01755
OG0003460	Prbc.g_00031	Praj.g_01756
OG0003461	Prbc.g_00035	Praj.g_01758
OG0003462	Prbc.g_00036	Praj.g_01759
OG0004054	Prbc.g_00541	Praj.g_00071
OG0004056	Prbc.g_01236	Praj.g_00420
OG0004057	Prbc.g_01758	Praj.g_00669
OG0004058	Prbc.g_01889	Praj.g_00800
OG0004060	Prbc.g_00605	Praj.g_01103
OG0004067	Prbc.g_00632	Praj.g_01291
OG0004072	Prbc.g_01481	Praj.g_01495
