Orthogroup	Prbi	Prak
OG0001116	Prbi.g_01021	Prak.g_00985
OG0001117	Prbi.g_01022	Prak.g_00986
OG0001118	Prbi.g_01023	Prak.g_00987
OG0001119	Prbi.g_01024	Prak.g_00988
OG0001120	Prbi.g_01026	Prak.g_00990
OG0001122	Prbi.g_01058	Prak.g_01010
OG0001123	Prbi.g_01062	Prak.g_01016
OG0001124	Prbi.g_01064	Prak.g_01018
OG0001125	Prbi.g_01065	Prak.g_01020
OG0001126	Prbi.g_01075	Prak.g_00931
OG0001127	Prbi.g_01076	Prak.g_00930
OG0001128	Prbi.g_01078	Prak.g_00928
OG0001129	Prbi.g_01079	Prak.g_00927
OG0001130	Prbi.g_01080	Prak.g_00926
OG0001131	Prbi.g_01117	Prak.g_00383
OG0001132	Prbi.g_01127	Prak.g_00712
OG0001133	Prbi.g_01161	Prak.g_01328
OG0001134	Prbi.g_01174	Prak.g_01550
OG0001135	Prbi.g_01177	Prak.g_01553
OG0001136	Prbi.g_01204	Prak.g_01175
OG0001137	Prbi.g_01215	Prak.g_01163
OG0001138	Prbi.g_01233	Prak.g_01142
OG0001139	Prbi.g_01234	Prak.g_01140
OG0001140	Prbi.g_01235	Prak.g_01139
OG0001141	Prbi.g_01236	Prak.g_01138
OG0001142	Prbi.g_01237	Prak.g_01137
OG0001143	Prbi.g_01244	Prak.g_01130
OG0001144	Prbi.g_01249	Prak.g_01125
OG0001145	Prbi.g_01383	Prak.g_01269
OG0001146	Prbi.g_01395	Prak.g_01281
OG0001147	Prbi.g_01425	Prak.g_01301
OG0001148	Prbi.g_01441	Prak.g_01331
OG0001149	Prbi.g_01442	Prak.g_01332
OG0001150	Prbi.g_01443	Prak.g_01333
OG0001151	Prbi.g_01454	Prak.g_01344
OG0001152	Prbi.g_01455	Prak.g_01345
OG0001153	Prbi.g_01622	Prak.g_01423
OG0001154	Prbi.g_01623	Prak.g_01424
OG0001155	Prbi.g_01635	Prak.g_01441
OG0001156	Prbi.g_01638	Prak.g_01444
OG0001157	Prbi.g_01639	Prak.g_01445
OG0001158	Prbi.g_01640	Prak.g_01446
OG0001159	Prbi.g_01641	Prak.g_01447
OG0001160	Prbi.g_01665	Prak.g_01473
OG0001161	Prbi.g_01678	Prak.g_01588
OG0001162	Prbi.g_01689	Prak.g_01526
OG0001163	Prbi.g_01779	Prak.g_01636
OG0001164	Prbi.g_01783	Prak.g_01640
OG0001166	Prbi.g_01806	Prak.g_01664
OG0001167	Prbi.g_01823	Prak.g_01681
OG0001168	Prbi.g_01825	Prak.g_01683
OG0001169	Prbi.g_01827	Prak.g_01685
OG0001170	Prbi.g_01829	Prak.g_01687
OG0001171	Prbi.g_01838	Prak.g_01697
OG0001172	Prbi.g_01851	Prak.g_01713
OG0001173	Prbi.g_01852	Prak.g_01714
OG0001174	Prbi.g_01860	Prak.g_01722
OG0001175	Prbi.g_01861	Prak.g_01723
OG0001176	Prbi.g_01869	Prak.g_01731
OG0001177	Prbi.g_01872	Prak.g_01733
OG0001178	Prbi.g_01877	Prak.g_01650
OG0001179	Prbi.g_01922	Prak.g_01763
OG0001180	Prbi.g_01944	Prak.g_01786
OG0001181	Prbi.g_01948	Prak.g_01790
OG0001182	Prbi.g_01955	Prak.g_01798
OG0001183	Prbi.g_01959	Prak.g_01803
OG0001184	Prbi.g_01975	Prak.g_01821
OG0001185	Prbi.g_01989	Prak.g_01837
OG0001186	Prbi.g_02012	Prak.g_01861
OG0001187	Prbi.g_02028	Prak.g_01864
OG0001188	Prbi.g_02031	Prak.g_01866
OG0001189	Prbi.g_02048	Prak.g_01883
OG0001190	Prbi.g_02052	Prak.g_01888
OG0001191	Prbi.g_02062	Prak.g_01898
OG0001192	Prbi.g_02067	Prak.g_01903
OG0001193	Prbi.g_02077	Prak.g_01915
OG0001194	Prbi.g_02078	Prak.g_01916
OG0001195	Prbi.g_02079	Prak.g_01917
OG0001196	Prbi.g_02092	Prak.g_01933
OG0001197	Prbi.g_02093	Prak.g_01935
OG0001198	Prbi.g_02100	Prak.g_01942
OG0001199	Prbi.g_00081	Prak.g_00079
OG0001200	Prbi.g_00083	Prak.g_00081
OG0001201	Prbi.g_00115	Prak.g_00114
OG0001202	Prbi.g_00223	Prak.g_00212
OG0001203	Prbi.g_00262	Prak.g_00254
OG0001204	Prbi.g_00267	Prak.g_00260
OG0001205	Prbi.g_00446	Prak.g_00407
OG0001206	Prbi.g_00464	Prak.g_00427
OG0001207	Prbi.g_00480	Prak.g_00438
OG0001208	Prbi.g_00485	Prak.g_00443
OG0001209	Prbi.g_00538	Prak.g_00494
OG0001210	Prbi.g_00543	Prak.g_00499
OG0001211	Prbi.g_00553	Prak.g_00510
OG0001212	Prbi.g_00598	Prak.g_00557
OG0001213	Prbi.g_00631	Prak.g_00592
OG0001214	Prbi.g_00640	Prak.g_01106
OG0001215	Prbi.g_00693	Prak.g_00818
OG0001216	Prbi.g_00747	Prak.g_00839
OG0001217	Prbi.g_00792	Prak.g_00728
OG0001218	Prbi.g_00800	Prak.g_01235
OG0001219	Prbi.g_00835	Prak.g_00944
OG0001220	Prbi.g_00899	Prak.g_00901
OG0001221	Prbi.g_00962	Prak.g_00781
OG0001222	Prbi.g_01001	Prak.g_01023
OG0001223	Prbi.g_01027	Prak.g_00991
OG0001224	Prbi.g_01082	Prak.g_00924
OG0001225	Prbi.g_01084	Prak.g_00922
OG0001226	Prbi.g_01111	Prak.g_00600
OG0001227	Prbi.g_01130	Prak.g_01220
OG0001228	Prbi.g_01252	Prak.g_01122
OG0001229	Prbi.g_01437	Prak.g_01234
OG0001230	Prbi.g_01581	Prak.g_01384
OG0001231	Prbi.g_01687	Prak.g_00384
OG0001232	Prbi.g_01810	Prak.g_01668
OG0001233	Prbi.g_01830	Prak.g_01688
OG0001234	Prbi.g_01864	Prak.g_01725
OG0001235	Prbi.g_01874	Prak.g_01729
OG0001236	Prbi.g_01972	Prak.g_01818
OG0001237	Prbi.g_01976	Prak.g_01822
OG0001238	Prbi.g_02063	Prak.g_01899
OG0001239	Prbi.g_00078	Prak.g_00076
OG0001240	Prbi.g_00100	Prak.g_00097
OG0001241	Prbi.g_00108	Prak.g_00107
OG0001242	Prbi.g_00127	Prak.g_00127
OG0001243	Prbi.g_00133	Prak.g_00134
OG0001244	Prbi.g_00149	Prak.g_00149
OG0001245	Prbi.g_00404	Prak.g_01211
OG0001247	Prbi.g_00686	Prak.g_00811
OG0001248	Prbi.g_00688	Prak.g_00813
OG0001249	Prbi.g_00825	Prak.g_00353
OG0001250	Prbi.g_00888	Prak.g_00888
OG0001251	Prbi.g_00935	Prak.g_00749
OG0001252	Prbi.g_01077	Prak.g_00929
OG0001253	Prbi.g_01131	Prak.g_00603
OG0001254	Prbi.g_01176	Prak.g_01552
OG0001255	Prbi.g_01191	Prak.g_01190
OG0001256	Prbi.g_01680	Prak.g_01480
OG0001258	Prbi.g_01784	Prak.g_01641
OG0001259	Prbi.g_01828	Prak.g_01686
OG0001260	Prbi.g_01844	Prak.g_01703
OG0001261	Prbi.g_01930	Prak.g_01771
OG0001262	Prbi.g_02046	Prak.g_01881
OG0001263	Prbi.g_00136	Prak.g_00136
OG0001265	Prbi.g_00126	Prak.g_00126
OG0001266	Prbi.g_00227	Prak.g_00216
OG0001267	Prbi.g_00304	Prak.g_00298
OG0001268	Prbi.g_00363	Prak.g_00361
OG0001269	Prbi.g_00383	Prak.g_00900
OG0001270	Prbi.g_00435	Prak.g_00396
OG0001271	Prbi.g_00475	Prak.g_00433
OG0001272	Prbi.g_00489	Prak.g_00447
OG0001273	Prbi.g_00634	Prak.g_01112
OG0001274	Prbi.g_00707	Prak.g_00240
OG0001275	Prbi.g_01037	Prak.g_01001
OG0001276	Prbi.g_01061	Prak.g_01015
OG0001277	Prbi.g_01119	Prak.g_01921
OG0001278	Prbi.g_01257	Prak.g_01118
OG0001279	Prbi.g_01332	Prak.g_00668
OG0001280	Prbi.g_01390	Prak.g_01276
OG0001281	Prbi.g_01396	Prak.g_01282
OG0001282	Prbi.g_01440	Prak.g_01330
OG0001283	Prbi.g_01459	Prak.g_01930
OG0001284	Prbi.g_01660	Prak.g_01466
OG0001285	Prbi.g_01813	Prak.g_01671
OG0001286	Prbi.g_01942	Prak.g_01784
OG0001287	Prbi.g_01996	Prak.g_01844
OG0001288	Prbi.g_02005	Prak.g_01854
OG0001289	Prbi.g_00094	Prak.g_00091
OG0001290	Prbi.g_00107	Prak.g_00106
OG0001291	Prbi.g_00143	Prak.g_00144
OG0001292	Prbi.g_00272	Prak.g_00265
OG0001293	Prbi.g_00285	Prak.g_00278
OG0001295	Prbi.g_00469	Prak.g_01514
OG0001296	Prbi.g_00512	Prak.g_00470
OG0001297	Prbi.g_00517	Prak.g_00475
OG0001298	Prbi.g_00579	Prak.g_00537
OG0001299	Prbi.g_00669	Prak.g_01075
OG0001300	Prbi.g_00696	Prak.g_00822
OG0001301	Prbi.g_00699	Prak.g_00827
OG0001302	Prbi.g_00834	Prak.g_00940
OG0001303	Prbi.g_01041	Prak.g_01607
OG0001304	Prbi.g_01071	Prak.g_01028
OG0001305	Prbi.g_01090	Prak.g_00916
OG0001306	Prbi.g_01193	Prak.g_01187
OG0001307	Prbi.g_01422	Prak.g_01304
OG0001308	Prbi.g_01601	Prak.g_01401
OG0001309	Prbi.g_01684	Prak.g_01508
OG0001310	Prbi.g_01799	Prak.g_01658
OG0001311	Prbi.g_01063	Prak.g_01017
OG0001312	Prbi.g_00990	Prak.g_00953
OG0001314	Prbi.g_00723, Prbi.g_00783	Prak.g_00635
OG0001315	Prbi.g_00068	Prak.g_01225
OG0001316	Prbi.g_00148	Prak.g_00148
OG0001317	Prbi.g_00258	Prak.g_00250
OG0001318	Prbi.g_00280	Prak.g_00274
OG0001319	Prbi.g_00296	Prak.g_00291
OG0001320	Prbi.g_00406	Prak.g_01573, Prak.g_01606
OG0001321	Prbi.g_00452	Prak.g_00413
OG0001322	Prbi.g_00453	Prak.g_00414
OG0001323	Prbi.g_00522	Prak.g_00480
OG0001324	Prbi.g_00697	Prak.g_00823
OG0001325	Prbi.g_00750	Prak.g_01058
OG0001327	Prbi.g_01102	Prak.g_00758
OG0001328	Prbi.g_01129	Prak.g_01258
OG0001329	Prbi.g_01169	Prak.g_01604
OG0001330	Prbi.g_01362	Prak.g_01497
OG0001331	Prbi.g_01445	Prak.g_01335
OG0001332	Prbi.g_01633	Prak.g_01437
OG0001333	Prbi.g_01824	Prak.g_01682
OG0001334	Prbi.g_01962	Prak.g_01806
OG0001335	Prbi.g_01963	Prak.g_01807
OG0001339	Prbi.g_00110	Prak.g_00109
OG0001340	Prbi.g_00352	Prak.g_00349
OG0001341	Prbi.g_00790	Prak.g_01227
OG0001342	Prbi.g_00829	Prak.g_01627
OG0001343	Prbi.g_00932	Prak.g_00746
OG0001344	Prbi.g_01211	Prak.g_01168
OG0001345	Prbi.g_01226	Prak.g_01152
OG0001346	Prbi.g_01392	Prak.g_01278
OG0001348	Prbi.g_01707	Prak.g_01512
OG0001349	Prbi.g_01590	Prak.g_01353
OG0001350	Prbi.g_00261, Prbi.g_01748	Prak.g_00253
OG0001351	Prbi.g_00455	Prak.g_00419
OG0001352	Prbi.g_00683	Prak.g_00807
OG0001353	Prbi.g_00879	Prak.g_00878
OG0001354	Prbi.g_01019	Prak.g_00983
OG0001355	Prbi.g_01724	Prak.g_01037
OG0001356	Prbi.g_01301	Prak.g_01633
OG0001359	Prbi.g_00933	Prak.g_00747
OG0001362	Prbi.g_01605	Prak.g_01405
OG0001363	Prbi.g_01607	Prak.g_01407
OG0001364	Prbi.g_01965	Prak.g_01809
OG0001365	Prbi.g_02056	Prak.g_01892
OG0001369	Prbi.g_01522, Prbi.g_00099	Prak.g_00096
OG0001370	Prbi.g_00461	Prak.g_00424
OG0001371	Prbi.g_00682	Prak.g_00806
OG0001372	Prbi.g_00799	Prak.g_00601
OG0001375	Prbi.g_00931	Prak.g_00745
OG0001379	Prbi.g_01385	Prak.g_01271
OG0001380	Prbi.g_01427	Prak.g_01237
OG0001381	Prbi.g_01433	Prak.g_01197
OG0001382	Prbi.g_01699	Prak.g_01240
OG0001394	Prbi.g_00966	Prak.g_00785
OG0001397	Prbi.g_01606	Prak.g_01406
OG0001402	Prbi.g_00808	Prak.g_00586
OG0001403	Prbi.g_00030	Prak.g_00031
OG0001404	Prbi.g_00075	Prak.g_00073
OG0001407	Prbi.g_01109	Prak.g_01244
OG0001409	Prbi.g_01214	Prak.g_01164
OG0001410	Prbi.g_01423	Prak.g_01303
OG0001411	Prbi.g_01491	Prak.g_00066
OG0001414	Prbi.g_00253	Prak.g_00245
OG0001415	Prbi.g_00255	Prak.g_00247
OG0001418	Prbi.g_00687	Prak.g_00812
OG0001419	Prbi.g_01110	Prak.g_01243
OG0001421	Prbi.g_01681	Prak.g_01481
OG0001422	Prbi.g_01705	Prak.g_01247
OG0001423	Prbi.g_01567, Prbi.g_02024	Prak.g_00645
OG0001424	Prbi.g_00936	Prak.g_00709
OG0001425	Prbi.g_02066	Prak.g_01902
OG0001428	Prbi.g_00196	Prak.g_00184
OG0001429	Prbi.g_00836	Prak.g_00945
OG0001430	Prbi.g_01356	Prak.g_01236
OG0001431	Prbi.g_01360	Prak.g_01218, Prak.g_01522
OG0001433	Prbi.g_01302	Prak.g_01632
OG0001435	Prbi.g_00947	Prak.g_00766
OG0001437	Prbi.g_00254	Prak.g_00246
OG0001446	Prbi.g_00086	Prak.g_00717
OG0001448	Prbi.g_00391	Prak.g_00417
OG0001450	Prbi.g_00690	Prak.g_00815
OG0001451	Prbi.g_00908	Prak.g_00912
OG0001455	Prbi.g_01163	Prak.g_01228
OG0001460	Prbi.g_01303	Prak.g_01631
OG0001461	Prbi.g_01545	Prak.g_00057
OG0001463	Prbi.g_00310	Prak.g_00305
OG0001464	Prbi.g_00353	Prak.g_00350
OG0001465	Prbi.g_00706	Prak.g_00834
OG0001467	Prbi.g_00826	Prak.g_01324
OG0001468	Prbi.g_01100	Prak.g_00737
OG0001472	Prbi.g_01683	Prak.g_00609
OG0001481	Prbi.g_00397	Prak.g_01257
OG0001484	Prbi.g_01369	Prak.g_01496
OG0001485	Prbi.g_01725	Prak.g_00661
OG0001486	Prbi.g_01205	Prak.g_01174
OG0001491	Prbi.g_00832	Prak.g_00937
OG0001500	Prbi.g_00287	Prak.g_00280
OG0001501	Prbi.g_00709	Prak.g_00756
OG0001503	Prbi.g_01181	Prak.g_00723
OG0001505	Prbi.g_01509	Prak.g_00695
OG0001506	Prbi.g_01631	Prak.g_01435
OG0001513	Prbi.g_01761	Prak.g_01577
OG0001521	Prbi.g_00791	Prak.g_00935
OG0001522	Prbi.g_00880	Prak.g_00879
OG0001523	Prbi.g_01178	Prak.g_01555
OG0001524	Prbi.g_01179	Prak.g_01556
OG0001526	Prbi.g_01278	Prak.g_00061
OG0001550	Prbi.g_01166	Prak.g_00727
OG0001552	Prbi.g_01271	Prak.g_01484
OG0001557	Prbi.g_00967	Prak.g_00786
OG0001564	Prbi.g_01485	Prak.g_00060
OG0001566	Prbi.g_00679	Prak.g_00803
OG0001569	Prbi.g_01137	Prak.g_00632
OG0001571	Prbi.g_01159	Prak.g_00671
OG0001572	Prbi.g_01326	Prak.g_00669
OG0001581	Prbi.g_00168	Prak.g_01296
OG0001583	Prbi.g_00831	Prak.g_00936
OG0001584	Prbi.g_00982	Prak.g_01065
OG0001587	Prbi.g_01846	Prak.g_01705
OG0001595	Prbi.g_00074	Prak.g_00071
OG0001596	Prbi.g_00082	Prak.g_00080
OG0001597	Prbi.g_00386	Prak.g_01432
OG0001598	Prbi.g_00427	Prak.g_00825
OG0001599	Prbi.g_00462	Prak.g_00425
OG0001600	Prbi.g_00514	Prak.g_00472
OG0001601	Prbi.g_00677	Prak.g_00801
OG0001603	Prbi.g_00833	Prak.g_00939
OG0001604	Prbi.g_00959	Prak.g_00778
OG0001605	Prbi.g_01054	Prak.g_00722
OG0001606	Prbi.g_01116	Prak.g_00732
OG0001607	Prbi.g_01180	Prak.g_00659
OG0001608	Prbi.g_01430	Prak.g_01031
OG0001609	Prbi.g_01629	Prak.g_01433
OG0001610	Prbi.g_01632	Prak.g_01436
OG0001611	Prbi.g_01693	Prak.g_01566
OG0001626	Prbi.g_00789	Prak.g_00654
OG0001628	Prbi.g_00802	Prak.g_00599
OG0001629	Prbi.g_00803	Prak.g_00680
OG0001630	Prbi.g_00940	Prak.g_00754
OG0001631	Prbi.g_01105	Prak.g_00663
OG0001648	Prbi.g_00396	Prak.g_01581
OG0001649	Prbi.g_01107	Prak.g_00730
OG0001650	Prbi.g_01407	Prak.g_01519
OG0001651	Prbi.g_01691	Prak.g_01208
OG0001663	Prbi.g_01190	Prak.g_01191
OG0001664	Prbi.g_01770, Prbi.g_01317	Prak.g_01542
OG0001665	Prbi.g_01320, Prbi.g_01767	Prak.g_01198
OG0001668	Prbi.g_01543, Prbi.g_01762	Prak.g_01569, Prak.g_01599
OG0001684	Prbi.g_00591	Prak.g_00550
OG0001685	Prbi.g_00910	Prak.g_00604
OG0001686	Prbi.g_01053	Prak.g_01212
OG0001687	Prbi.g_01099	Prak.g_00423
OG0001689	Prbi.g_02003	Prak.g_01852
OG0001701	Prbi.g_01279	Prak.g_00062
OG0001705	Prbi.g_00422	Prak.g_01707
OG0001706	Prbi.g_01044	Prak.g_01532
OG0001707	Prbi.g_01124	Prak.g_01219
OG0001709	Prbi.g_01498	Prak.g_01367
OG0001710	Prbi.g_01867	Prak.g_00617
OG0001722	Prbi.g_00938	Prak.g_00752
OG0001725	Prbi.g_00413	Prak.g_01528
OG0001727	Prbi.g_01751	Prak.g_01565, Prak.g_00710
OG0001758	Prbi.g_01756	Prak.g_01623
OG0001770	Prbi.g_01537	Prak.g_01560
OG0001780	Prbi.g_01471	Prak.g_01358
OG0001820	Prbi.g_01328	Prak.g_00711
OG0001834	Prbi.g_01469	Prak.g_01355
OG0001875	Prbi.g_01757	Prak.g_01622
OG0001876	Prbi.g_01758	Prak.g_01621
OG0001922	Prbi.g_01406	Prak.g_01373
OG0002030	Prbi.g_01306, Prbi.g_00153, Prbi.g_01409	Prak.g_01558
OG0002034	Prbi.g_01265	Prak.g_00595
OG0002275	Prbi.g_00160	Prak.g_01615
OG0002326	Prbi.g_01309	Prak.g_01582
OG0002346	Prbi.g_01766, Prbi.g_01321	Prak.g_01199
OG0002786	Prbi.g_00159	Prak.g_00637
OG0003072	Prbi.g_00721, Prbi.g_01886	Prak.g_00614
OG0003234	Prbi.g_01273	Prak.g_00155
