Orthogroup	Prbg	Prbc
OG0001061	Prbg.g_01705	Prbc.g_00885
OG0001062	Prbg.g_01706	Prbc.g_00886
OG0001063	Prbg.g_01707	Prbc.g_00887
OG0001064	Prbg.g_01709	Prbc.g_00889
OG0001065	Prbg.g_01713	Prbc.g_00933
OG0001066	Prbg.g_01715	Prbc.g_00935
OG0001067	Prbg.g_01716	Prbc.g_00936
OG0001068	Prbg.g_01719	Prbc.g_00938
OG0001069	Prbg.g_01720	Prbc.g_00939
OG0001070	Prbg.g_01721	Prbc.g_00940
OG0001071	Prbg.g_01722	Prbc.g_00941
OG0001072	Prbg.g_01723	Prbc.g_00942
OG0001073	Prbg.g_01724	Prbc.g_00943
OG0001074	Prbg.g_01725	Prbc.g_00944
OG0001075	Prbg.g_01726	Prbc.g_00945
OG0001076	Prbg.g_01727	Prbc.g_00946
OG0001077	Prbg.g_01728	Prbc.g_00947
OG0001078	Prbg.g_01729	Prbc.g_00948
OG0001079	Prbg.g_01730	Prbc.g_00949
OG0001080	Prbg.g_01731	Prbc.g_00950
OG0001081	Prbg.g_01735	Prbc.g_00960
OG0001082	Prbg.g_01736	Prbc.g_00959
OG0001083	Prbg.g_01739	Prbc.g_00955
OG0001084	Prbg.g_01738	Prbc.g_00957
OG0001085	Prbg.g_01737	Prbc.g_00958
OG0001086	Prbg.g_01734	Prbc.g_00953
OG0001087	Prbg.g_01733	Prbc.g_00952
OG0001088	Prbg.g_01732	Prbc.g_00951
OG0001089	Prbg.g_01742	Prbc.g_00327
OG0001090	Prbg.g_01744	Prbc.g_00325
OG0001091	Prbg.g_01745	Prbc.g_00324
OG0001092	Prbg.g_01746	Prbc.g_00323
OG0001093	Prbg.g_01747	Prbc.g_00322
OG0001094	Prbg.g_01748	Prbc.g_00321
OG0001095	Prbg.g_01749	Prbc.g_00320
OG0001096	Prbg.g_01750	Prbc.g_00319
OG0001097	Prbg.g_01751	Prbc.g_00318
OG0001098	Prbg.g_01752	Prbc.g_00317
OG0001099	Prbg.g_01753	Prbc.g_00316
OG0001100	Prbg.g_01754	Prbc.g_00315
OG0001101	Prbg.g_01755	Prbc.g_00314
OG0001102	Prbg.g_01756	Prbc.g_00313
OG0001103	Prbg.g_01757	Prbc.g_00312
OG0001104	Prbg.g_01758	Prbc.g_00311
OG0001105	Prbg.g_01759	Prbc.g_00310
OG0001106	Prbg.g_01760	Prbc.g_00309
OG0001107	Prbg.g_01761	Prbc.g_00308
OG0001108	Prbg.g_01762	Prbc.g_00307
OG0001109	Prbg.g_01763	Prbc.g_00306
OG0001110	Prbg.g_01764	Prbc.g_00305
OG0001111	Prbg.g_01765	Prbc.g_00304
OG0001112	Prbg.g_01766	Prbc.g_00303
OG0001113	Prbg.g_01767	Prbc.g_00302
OG0001114	Prbg.g_01768	Prbc.g_00301
OG0001115	Prbg.g_01769	Prbc.g_00300
OG0001116	Prbg.g_01770	Prbc.g_00299
OG0001117	Prbg.g_01771	Prbc.g_00298
OG0001118	Prbg.g_01772	Prbc.g_00297
OG0001119	Prbg.g_01773	Prbc.g_00296
OG0001120	Prbg.g_01774	Prbc.g_00295
OG0001121	Prbg.g_01776	Prbc.g_00293
OG0001122	Prbg.g_01777	Prbc.g_00292
OG0001123	Prbg.g_01778	Prbc.g_00291
OG0001124	Prbg.g_01780	Prbc.g_00289
OG0001125	Prbg.g_01782	Prbc.g_00287
OG0001126	Prbg.g_01783	Prbc.g_00286
OG0001127	Prbg.g_01786	Prbc.g_00283
OG0001128	Prbg.g_01787	Prbc.g_00282
OG0001129	Prbg.g_01788	Prbc.g_00281
OG0001130	Prbg.g_01791	Prbc.g_00278
OG0001131	Prbg.g_01792	Prbc.g_00277
OG0001132	Prbg.g_01793	Prbc.g_00276
OG0001133	Prbg.g_01794	Prbc.g_00275
OG0001134	Prbg.g_01795	Prbc.g_00274
OG0001135	Prbg.g_01796	Prbc.g_00273
OG0001136	Prbg.g_01797	Prbc.g_00272
OG0001137	Prbg.g_01798	Prbc.g_00271
OG0001138	Prbg.g_01799	Prbc.g_00270
OG0001139	Prbg.g_01801	Prbc.g_00268
OG0001140	Prbg.g_01802	Prbc.g_00267
OG0001141	Prbg.g_01803	Prbc.g_00266
OG0001142	Prbg.g_01807	Prbc.g_00248
OG0001143	Prbg.g_01808	Prbc.g_00247
OG0001144	Prbg.g_01809	Prbc.g_00246
OG0001145	Prbg.g_01810	Prbc.g_00245
OG0001146	Prbg.g_01811	Prbc.g_00244
OG0001147	Prbg.g_01812	Prbc.g_00243
OG0001148	Prbg.g_01813	Prbc.g_00242
OG0001149	Prbg.g_01815	Prbc.g_00241
OG0001150	Prbg.g_01816	Prbc.g_00240
OG0001151	Prbg.g_01820	Prbc.g_00237
OG0001152	Prbg.g_01821	Prbc.g_00236
OG0001153	Prbg.g_01822	Prbc.g_00235
OG0001154	Prbg.g_01824	Prbc.g_00233
OG0001155	Prbg.g_01826	Prbc.g_00231
OG0001156	Prbg.g_01828	Prbc.g_00229
OG0001157	Prbg.g_01830	Prbc.g_00227
OG0001158	Prbg.g_01832	Prbc.g_00225
OG0001159	Prbg.g_01833	Prbc.g_00224
OG0001160	Prbg.g_01834	Prbc.g_00223
OG0001161	Prbg.g_01835	Prbc.g_00222
OG0001162	Prbg.g_01836	Prbc.g_00221
OG0001163	Prbg.g_01837	Prbc.g_00220
OG0001164	Prbg.g_01838	Prbc.g_00219
OG0001165	Prbg.g_01839	Prbc.g_00218
OG0001166	Prbg.g_01840	Prbc.g_00217
OG0001167	Prbg.g_01842	Prbc.g_00216
OG0001168	Prbg.g_01843	Prbc.g_00215
OG0001169	Prbg.g_01844	Prbc.g_00214
OG0001170	Prbg.g_01845	Prbc.g_00213
OG0001171	Prbg.g_01846	Prbc.g_00212
OG0001172	Prbg.g_01848	Prbc.g_00210
OG0001173	Prbg.g_01850	Prbc.g_00208
OG0001174	Prbg.g_01851	Prbc.g_00207
OG0001175	Prbg.g_01852	Prbc.g_00206
OG0001176	Prbg.g_01854	Prbc.g_00204
OG0001177	Prbg.g_01856	Prbc.g_00202
OG0001178	Prbg.g_01859	Prbc.g_00198
OG0001179	Prbg.g_01860	Prbc.g_00197
OG0001180	Prbg.g_01861	Prbc.g_00196
OG0001181	Prbg.g_01862	Prbc.g_00195
OG0001182	Prbg.g_01863	Prbc.g_00194
OG0001183	Prbg.g_01864	Prbc.g_00193
OG0001184	Prbg.g_01866	Prbc.g_00189
OG0001185	Prbg.g_01868	Prbc.g_00965
OG0001186	Prbg.g_01869	Prbc.g_00966
OG0001187	Prbg.g_01870	Prbc.g_00967
OG0001188	Prbg.g_01871	Prbc.g_00968
OG0001189	Prbg.g_01872	Prbc.g_00969
OG0001190	Prbg.g_01873	Prbc.g_00970
OG0001191	Prbg.g_01874	Prbc.g_00971
OG0001192	Prbg.g_01875	Prbc.g_00972
OG0001193	Prbg.g_01876	Prbc.g_00973
OG0001194	Prbg.g_01877	Prbc.g_00974
OG0001195	Prbg.g_01878	Prbc.g_00975
OG0001196	Prbg.g_01879	Prbc.g_00976
OG0001197	Prbg.g_01880	Prbc.g_00977
OG0001198	Prbg.g_01881	Prbc.g_00978
OG0001199	Prbg.g_01882	Prbc.g_00979
OG0001200	Prbg.g_01883	Prbc.g_00980
OG0001201	Prbg.g_01884	Prbc.g_00981
OG0001202	Prbg.g_01885	Prbc.g_00982
OG0001203	Prbg.g_01887	Prbc.g_00984
OG0001204	Prbg.g_01889	Prbc.g_00986
OG0001205	Prbg.g_01891	Prbc.g_00988
OG0001206	Prbg.g_01892	Prbc.g_00989
OG0001207	Prbg.g_01893	Prbc.g_00990
OG0001208	Prbg.g_01894	Prbc.g_00991
OG0001209	Prbg.g_01895	Prbc.g_00992
OG0001210	Prbg.g_01896	Prbc.g_00993
OG0001211	Prbg.g_01897	Prbc.g_00994
OG0001212	Prbg.g_01898	Prbc.g_00995
OG0001213	Prbg.g_01899	Prbc.g_00996
OG0001214	Prbg.g_01901	Prbc.g_00998
OG0001215	Prbg.g_01902	Prbc.g_00999
OG0001216	Prbg.g_01903	Prbc.g_01000
OG0001217	Prbg.g_01904	Prbc.g_01001
OG0001218	Prbg.g_01905	Prbc.g_01002
OG0001219	Prbg.g_01908	Prbc.g_01005
OG0001220	Prbg.g_01909	Prbc.g_01006
OG0001221	Prbg.g_01913	Prbc.g_01011
OG0001222	Prbg.g_01914	Prbc.g_01012
OG0001223	Prbg.g_01915	Prbc.g_01013
OG0001224	Prbg.g_01917	Prbc.g_01015
OG0001225	Prbg.g_01918	Prbc.g_01016
OG0001226	Prbg.g_01919	Prbc.g_01017
OG0001227	Prbg.g_01920	Prbc.g_01018
OG0001228	Prbg.g_01921	Prbc.g_01019
OG0001229	Prbg.g_01922	Prbc.g_01020
OG0001230	Prbg.g_01923	Prbc.g_01021
OG0001231	Prbg.g_01924	Prbc.g_01022
OG0001232	Prbg.g_01927	Prbc.g_01043
OG0001233	Prbg.g_01928	Prbc.g_01044
OG0001234	Prbg.g_01929	Prbc.g_01045
OG0001235	Prbg.g_01930	Prbc.g_01046
OG0001236	Prbg.g_01932	Prbc.g_01048
OG0001237	Prbg.g_01933	Prbc.g_01049
OG0001238	Prbg.g_01936	Prbc.g_01052
OG0001239	Prbg.g_01937	Prbc.g_01053
OG0001240	Prbg.g_01938	Prbc.g_01054
OG0001241	Prbg.g_00758	Prbc.g_01057
OG0001242	Prbg.g_00759	Prbc.g_01060
OG0001243	Prbg.g_00760	Prbc.g_01061
OG0001244	Prbg.g_00761	Prbc.g_01062
OG0001245	Prbg.g_00762	Prbc.g_01063
OG0001246	Prbg.g_00763	Prbc.g_01065
OG0001247	Prbg.g_00764	Prbc.g_01066
OG0001248	Prbg.g_00765	Prbc.g_01067
OG0001249	Prbg.g_00766	Prbc.g_01068
OG0001250	Prbg.g_00767	Prbc.g_01069
OG0001251	Prbg.g_00862	Prbc.g_00481
OG0001252	Prbg.g_00912	Prbc.g_00433
OG0001253	Prbg.g_00927	Prbc.g_00421
OG0001254	Prbg.g_00060	Prbc.g_01173
OG0001255	Prbg.g_00116	Prbc.g_01245
OG0001257	Prbg.g_00201	Prbc.g_01542
OG0001258	Prbg.g_00217	Prbc.g_01557
OG0001259	Prbg.g_00309	Prbc.g_01666
OG0001260	Prbg.g_01249	Prbc.g_02071, Prbc.g_01377
OG0001261	Prbg.g_01195	Prbc.g_01894
OG0001262	Prbg.g_01212	Prbc.g_00068
OG0001263	Prbg.g_01507	Prbc.g_01953
OG0001264	Prbg.g_01083	Prbc.g_01976
OG0001265	Prbg.g_01330	Prbc.g_02086
OG0001266	Prbg.g_00358	Prbc.g_00930
OG0001267	Prbg.g_01504	Prbc.g_01463
OG0001268	Prbg.g_01489	Prbc.g_01449
OG0001269	Prbg.g_00504	Prbc.g_00586
OG0001270	Prbg.g_00634	Prbc.g_00750
OG0001271	Prbg.g_00647	Prbc.g_00762
OG0001272	Prbg.g_00367	Prbc.g_01940, Prbc.g_00069
OG0001273	Prbg.g_00708	Prbc.g_01598
OG0001274	Prbg.g_00726	Prbc.g_00799
OG0001275	Prbg.g_01561	Prbc.g_02129
OG0001276	Prbg.g_01351	Prbc.g_00802
OG0001277	Prbg.g_01609	Prbc.g_00811, Prbc.g_00909
OG0001278	Prbg.g_01641	Prbc.g_00825
OG0001279	Prbg.g_01645	Prbc.g_00829
OG0001280	Prbg.g_01648	Prbc.g_00831
OG0001281	Prbg.g_01718	Prbc.g_00937
OG0001282	Prbg.g_01655	Prbc.g_01309
OG0001283	Prbg.g_01827	Prbc.g_00230
OG0001284	Prbg.g_01858	Prbc.g_00199
OG0001285	Prbg.g_01888	Prbc.g_00985
OG0001286	Prbg.g_01940	Prbc.g_01056
OG0001287	Prbg.g_00727	Prbc.g_00116
OG0001288	Prbg.g_00157	Prbc.g_01498
OG0001290	Prbg.g_00843	Prbc.g_01100
OG0001291	Prbg.g_00798	Prbc.g_00502
OG0001292	Prbg.g_00795	Prbc.g_00499
OG0001293	Prbg.g_00793	Prbc.g_00497
OG0001294	Prbg.g_00863	Prbc.g_00480
OG0001295	Prbg.g_00893	Prbc.g_00452
OG0001296	Prbg.g_00900	Prbc.g_00445
OG0001297	Prbg.g_00978	Prbc.g_00372
OG0001298	Prbg.g_01026	Prbc.g_01141
OG0001299	Prbg.g_01035	Prbc.g_01148
OG0001300	Prbg.g_00457	Prbc.g_02120
OG0001301	Prbg.g_01420	Prbc.g_01714
OG0001303	Prbg.g_01549	Prbc.g_01829
OG0001304	Prbg.g_01243	Prbc.g_02104
OG0001305	Prbg.g_01238	Prbc.g_02109
OG0001306	Prbg.g_01926	Prbc.g_01042
OG0001307	Prbg.g_00458	Prbc.g_01985
OG0001308	Prbg.g_00698	Prbc.g_02114
OG0001309	Prbg.g_01890	Prbc.g_00987
OG0001310	Prbg.g_00007	Prbc.g_01277
OG0001311	Prbg.g_01453	Prbc.g_01413
OG0001312	Prbg.g_00503	Prbc.g_00587
OG0001313	Prbg.g_00142	Prbc.g_01833
OG0001314	Prbg.g_01673	Prbc.g_00853
OG0001315	Prbg.g_01708	Prbc.g_00888
OG0001316	Prbg.g_01823	Prbc.g_00234
OG0001318	Prbg.g_00915	Prbc.g_00429
OG0001319	Prbg.g_01020	Prbc.g_00332
OG0001320	Prbg.g_00714	Prbc.g_01471
OG0001322	Prbg.g_01535	Prbc.g_01822
OG0001323	Prbg.g_01072	Prbc.g_01966
OG0001324	Prbg.g_00442	Prbc.g_00041
OG0001325	Prbg.g_00404	Prbc.g_01348, Prbc.g_02182
OG0001326	Prbg.g_00722	Prbc.g_00143
OG0001327	Prbg.g_00697	Prbc.g_00559
OG0001329	Prbg.g_01935	Prbc.g_01050
OG0001330	Prbg.g_00680	Prbc.g_00795
OG0001332	Prbg.g_01697	Prbc.g_00877
OG0001333	Prbg.g_01789	Prbc.g_00280
OG0001334	Prbg.g_01849	Prbc.g_00209
OG0001335	Prbg.g_01886	Prbc.g_00983
OG0001336	Prbg.g_00902	Prbc.g_00442
OG0001338	Prbg.g_00496	Prbc.g_02147
OG0001349	Prbg.g_00228	Prbc.g_01589
OG0001350	Prbg.g_00233	Prbc.g_01594
OG0001352	Prbg.g_01123	Prbc.g_01763
OG0001356	Prbg.g_01060	Prbc.g_01956, Prbc.g_01957
OG0001359	Prbg.g_00754	Prbc.g_00901
OG0001360	Prbg.g_00755	Prbc.g_00902
OG0001362	Prbg.g_00407	Prbc.g_00133
OG0001364	Prbg.g_00666	Prbc.g_00781
OG0001365	Prbg.g_00813	Prbc.g_02000
OG0001368	Prbg.g_01857	Prbc.g_00200
OG0001369	Prbg.g_01331	Prbc.g_02087
OG0001370	Prbg.g_00452, Prbg.g_00441, Prbg.g_00035	Prbc.g_00149, Prbc.g_00130
OG0001371	Prbg.g_00803	Prbc.g_00506
OG0001372	Prbg.g_00801	Prbc.g_00505
OG0001373	Prbg.g_00794	Prbc.g_00498
OG0001374	Prbg.g_00783	Prbc.g_00486
OG0001376	Prbg.g_01016	Prbc.g_00336
OG0001377	Prbg.g_01040	Prbc.g_01152
OG0001379	Prbg.g_00632	Prbc.g_00748
OG0001380	Prbg.g_01139	Prbc.g_02116
OG0001381	Prbg.g_00177	Prbc.g_01515
OG0001382	Prbg.g_00183	Prbc.g_01523
OG0001383	Prbg.g_00230	Prbc.g_01591
OG0001385	Prbg.g_01389	Prbc.g_01744
OG0001386	Prbg.g_01115	Prbc.g_01754
OG0001387	Prbg.g_01117	Prbc.g_01756
OG0001388	Prbg.g_01128	Prbc.g_01768
OG0001389	Prbg.g_01372	Prbc.g_01792
OG0001390	Prbg.g_01541	Prbc.g_00539
OG0001391	Prbg.g_01253	Prbc.g_02002
OG0001392	Prbg.g_01059	Prbc.g_01955
OG0001393	Prbg.g_01061	Prbc.g_01958
OG0001394	Prbg.g_01089	Prbc.g_01982
OG0001395	Prbg.g_01092	Prbc.g_01986
OG0001396	Prbg.g_01612	Prbc.g_00092
OG0001397	Prbg.g_01342	Prbc.g_02095
OG0001398	Prbg.g_01230	Prbc.g_01931
OG0001399	Prbg.g_01051	Prbc.g_01954
OG0001400	Prbg.g_01558	Prbc.g_01947
OG0001401	Prbg.g_00002	Prbc.g_00615
OG0001402	Prbg.g_01501	Prbc.g_01461
OG0001403	Prbg.g_00478	Prbc.g_00567
OG0001404	Prbg.g_01345	Prbc.g_02160
OG0001405	Prbg.g_00530	Prbc.g_00658
OG0001406	Prbg.g_00633	Prbc.g_00749
OG0001407	Prbg.g_00636	Prbc.g_00753
OG0001408	Prbg.g_00681	Prbc.g_00796
OG0001409	Prbg.g_01571	Prbc.g_00613
OG0001410	Prbg.g_00712	Prbc.g_02169
OG0001412	Prbg.g_01267	Prbc.g_02014
OG0001414	Prbg.g_01539	Prbc.g_00249
OG0001417	Prbg.g_01116	Prbc.g_01755
OG0001418	Prbg.g_00395	Prbc.g_00115
OG0001419	Prbg.g_01259	Prbc.g_02006
OG0001420	Prbg.g_01063	Prbc.g_00923
OG0001421	Prbg.g_01068	Prbc.g_01963
OG0001422	Prbg.g_00412	Prbc.g_01814
OG0001423	Prbg.g_00416	Prbc.g_00158
OG0001424	Prbg.g_00684	Prbc.g_00904
OG0001427	Prbg.g_01586	Prbc.g_00816
OG0001429	Prbg.g_01297	Prbc.g_02046
OG0001430	Prbg.g_00012	Prbc.g_02144
OG0001431	Prbg.g_00004	Prbc.g_01946
OG0001432	Prbg.g_01557	Prbc.g_01825
OG0001434	Prbg.g_00719, Prbg.g_01610	Prbc.g_00040, Prbc.g_01300
OG0001435	Prbg.g_01522	Prbc.g_02157
OG0001436	Prbg.g_01638	Prbc.g_00603
OG0001443	Prbg.g_01505	Prbc.g_01464
OG0001444	Prbg.g_01466	Prbc.g_01425
OG0001445	Prbg.g_00742	Prbc.g_00652
OG0001446	Prbg.g_00743	Prbc.g_00653
OG0001447	Prbg.g_01512	Prbc.g_00654
OG0001448	Prbg.g_00737	Prbc.g_01806
OG0001450	Prbg.g_01604	Prbc.g_01486
OG0001452	Prbg.g_01907	Prbc.g_01004
OG0001455	Prbg.g_00425	Prbc.g_02156
OG0001456	Prbg.g_00308	Prbc.g_01231
OG0001458	Prbg.g_00421	Prbc.g_00048, Prbc.g_01302
OG0001459	Prbg.g_00524	Prbc.g_00514
OG0001461	Prbg.g_01379	Prbc.g_01848
OG0001465	Prbg.g_01550	Prbc.g_01945
OG0001466	Prbg.g_00696	Prbc.g_01278
OG0001469	Prbg.g_01488	Prbc.g_01448
OG0001473	Prbg.g_01252	Prbc.g_02001
OG0001482	Prbg.g_00748	Prbc.g_01520
OG0001486	Prbg.g_01104	Prbc.g_01998
OG0001487	Prbg.g_00344	Prbc.g_01701
OG0001492	Prbg.g_01193	Prbc.g_01892
OG0001504	Prbg.g_01099	Prbc.g_01993
OG0001505	Prbg.g_00732	Prbc.g_00527, Prbc.g_01311
OG0001509	Prbg.g_00375	Prbc.g_01135
OG0001519	Prbg.g_00728	Prbc.g_00078
OG0001520	Prbg.g_01637	Prbc.g_00602
OG0001522	Prbg.g_01570, Prbg.g_00024	Prbc.g_00630
OG0001526	Prbg.g_01066	Prbc.g_01961
OG0001530	Prbg.g_01636	Prbc.g_00601
OG0001531	Prbg.g_00418, Prbg.g_00392	Prbc.g_00112
OG0001535	Prbg.g_01224	Prbc.g_01922
OG0001544	Prbg.g_00731	Prbc.g_00146
OG0001545	Prbg.g_01080	Prbc.g_01973
OG0001546	Prbg.g_01197	Prbc.g_01896
OG0001547	Prbg.g_00034, Prbg.g_00440	Prbc.g_01324
OG0001548	Prbg.g_01545, Prbg.g_00402	Prbc.g_00251
OG0001558	Prbg.g_00023	Prbc.g_00155
OG0001574	Prbg.g_00406	Prbc.g_00019, Prbc.g_00096
OG0001587	Prbg.g_00817	Prbc.g_00014
OG0001588	Prbg.g_01547	Prbc.g_00905
OG0001593	Prbg.g_00182	Prbc.g_00170
OG0001608	Prbg.g_00700	Prbc.g_00961
OG0001618	Prbg.g_00453	Prbc.g_00147
OG0001622	Prbg.g_00387	Prbc.g_00007
OG0001632	Prbg.g_00691	Prbc.g_01283
OG0001633	Prbg.g_00699	Prbc.g_00924
OG0001634	Prbg.g_00386	Prbc.g_00008
OG0001635	Prbg.g_00385	Prbc.g_00009
OG0001636	Prbg.g_00384	Prbc.g_00010
OG0001637	Prbg.g_00439	Prbc.g_01137
OG0001714	Prbg.g_00631	Prbc.g_00747
OG0001715	Prbg.g_01853	Prbc.g_00205
OG0001716	Prbg.g_01455	Prbc.g_01415
OG0001717	Prbg.g_01056	Prbc.g_02127
OG0001718	Prbg.g_01050	Prbc.g_00516
OG0001719	Prbg.g_00118	Prbc.g_01247
OG0001721	Prbg.g_00443, Prbg.g_00713	Prbc.g_00139
OG0001736	Prbg.g_01100	Prbc.g_01994
OG0001737	Prbg.g_00833	Prbc.g_01119
OG0001738	Prbg.g_00884	Prbc.g_00461
OG0001739	Prbg.g_00883	Prbc.g_00462
OG0001740	Prbg.g_00882	Prbc.g_00463
OG0001741	Prbg.g_00871	Prbc.g_00473
OG0001742	Prbg.g_01543	Prbc.g_00820
OG0001743	Prbg.g_01021	Prbc.g_00331
OG0001744	Prbg.g_01695	Prbc.g_00875
OG0001745	Prbg.g_00284	Prbc.g_01645
OG0001746	Prbg.g_00491	Prbc.g_00578
OG0001747	Prbg.g_01473	Prbc.g_01432
OG0001748	Prbg.g_01134	Prbc.g_01774
OG0001749	Prbg.g_01124	Prbc.g_01764
OG0001750	Prbg.g_01343	Prbc.g_02096
OG0001751	Prbg.g_01333	Prbc.g_02089
OG0001752	Prbg.g_01327	Prbc.g_02084
OG0001753	Prbg.g_01283	Prbc.g_02032
OG0001754	Prbg.g_01248	Prbc.g_02099
OG0001755	Prbg.g_01096	Prbc.g_01990
OG0001756	Prbg.g_01164	Prbc.g_01863
OG0001757	Prbg.g_00725	Prbc.g_00547
OG0001758	Prbg.g_01213	Prbc.g_00597
OG0001759	Prbg.g_01220	Prbc.g_01918
OG0001760	Prbg.g_01074	Prbc.g_01968
OG0001761	Prbg.g_01113	Prbc.g_01751
OG0001762	Prbg.g_01392	Prbc.g_01741
OG0001763	Prbg.g_00895	Prbc.g_00450
OG0001764	Prbg.g_00138	Prbc.g_01269
OG0001765	Prbg.g_00109	Prbc.g_01224
OG0001766	Prbg.g_00108	Prbc.g_01223
OG0001767	Prbg.g_00107	Prbc.g_01222
OG0001768	Prbg.g_00106	Prbc.g_01221
OG0001769	Prbg.g_00105	Prbc.g_01220
OG0001770	Prbg.g_01800	Prbc.g_00269
OG0001771	Prbg.g_01784	Prbc.g_00285
OG0001772	Prbg.g_00904	Prbc.g_00440
OG0001773	Prbg.g_00810	Prbc.g_01783
OG0001774	Prbg.g_00958	Prbc.g_00392
OG0001775	Prbg.g_00964	Prbc.g_00386
OG0001776	Prbg.g_00463	Prbc.g_01939
OG0001777	Prbg.g_01906	Prbc.g_01003
OG0001778	Prbg.g_01910	Prbc.g_01007
OG0001779	Prbg.g_01911	Prbc.g_01008
OG0001780	Prbg.g_01338	Prbc.g_01937
OG0001781	Prbg.g_01916	Prbc.g_01014
OG0001782	Prbg.g_01925	Prbc.g_01041
OG0001798	Prbg.g_01620	Prbc.g_01361
OG0001799	Prbg.g_00685	Prbc.g_01949
OG0001800	Prbg.g_01582	Prbc.g_01112
OG0001801	Prbg.g_01536	Prbc.g_00090
OG0001802	Prbg.g_00400	Prbc.g_00551
OG0001803	Prbg.g_01320	Prbc.g_02078
OG0001805	Prbg.g_01057	Prbc.g_00524, Prbc.g_02118
OG0001831	Prbg.g_01491	Prbc.g_01451
OG0001832	Prbg.g_01479	Prbc.g_01438
OG0001834	Prbg.g_00401	Prbc.g_02122
OG0001835	Prbg.g_00363	Prbc.g_00053, Prbc.g_01328
OG0001836	Prbg.g_01513	Prbc.g_00651
OG0001852	Prbg.g_00026	Prbc.g_00087
OG0001853	Prbg.g_01628	Prbc.g_00552, Prbc.g_00020
OG0001889	Prbg.g_01627	Prbc.g_00553
OG0001890	Prbg.g_01626	Prbc.g_00554
OG0001903	Prbg.g_01630	Prbc.g_01281
OG0001904	Prbg.g_00733	Prbc.g_00818
OG0001922	Prbg.g_00393	Prbc.g_00120
OG0001924	Prbg.g_00701	Prbc.g_00005
OG0001926	Prbg.g_00422	Prbc.g_02188
OG0001927	Prbg.g_01052	Prbc.g_00522
OG0001928	Prbg.g_00112	Prbc.g_01226
OG0001929	Prbg.g_00187	Prbc.g_01527
OG0001930	Prbg.g_00215	Prbc.g_01555
OG0001931	Prbg.g_01150	Prbc.g_01786
OG0001932	Prbg.g_01362	Prbc.g_01802
OG0001933	Prbg.g_00723	Prbc.g_01926
OG0001934	Prbg.g_01064	Prbc.g_01960
OG0001935	Prbg.g_01348	Prbc.g_02115
OG0001936	Prbg.g_00394	Prbc.g_00611
OG0001937	Prbg.g_00399	Prbc.g_01306
OG0001938	Prbg.g_00016	Prbc.g_01313
OG0001939	Prbg.g_00063	Prbc.g_01335
OG0001941	Prbg.g_00356	Prbc.g_01384
OG0001942	Prbg.g_00355	Prbc.g_01385
OG0001943	Prbg.g_01519	Prbc.g_01477
OG0001944	Prbg.g_00671	Prbc.g_00786
OG0001945	Prbg.g_00753	Prbc.g_00900
OG0001946	Prbg.g_01517	Prbc.g_00928
OG0001947	Prbg.g_00041	Prbc.g_00962
OG0001948	Prbg.g_01817	Prbc.g_00239
OG0001975	Prbg.g_01346	Prbc.g_00523
OG0001976	Prbg.g_00717	Prbc.g_01419
OG0001977	Prbg.g_01118	Prbc.g_00648
OG0001978	Prbg.g_01624	Prbc.g_00907
OG0001979	Prbg.g_01625	Prbc.g_00926
OG0002007	Prbg.g_01313	Prbc.g_02060
OG0002008	Prbg.g_01537	Prbc.g_02134
OG0002009	Prbg.g_01553	Prbc.g_02138
OG0002010	Prbg.g_00021	Prbc.g_02148
OG0002011	Prbg.g_00456	Prbc.g_00612
OG0002012	Prbg.g_01532	Prbc.g_00118
OG0002013	Prbg.g_00729	Prbc.g_01304
OG0002014	Prbg.g_01509	Prbc.g_01469
OG0002015	Prbg.g_01048	Prbc.g_00817
OG0002016	Prbg.g_01546	Prbc.g_00824
OG0002017	Prbg.g_01559	Prbc.g_00537
OG0002018	Prbg.g_00741	Prbc.g_00034
OG0002046	Prbg.g_01607	Prbc.g_02199, Prbc.g_00540
OG0002048	Prbg.g_01350	Prbc.g_00058
OG0002049	Prbg.g_01538	Prbc.g_01372
OG0002050	Prbg.g_01054	Prbc.g_01952
OG0002086	Prbg.g_00705	Prbc.g_02174
OG0002087	Prbg.g_00033	Prbc.g_00131
OG0002088	Prbg.g_00417	Prbc.g_01296
OG0002089	Prbg.g_00426	Prbc.g_00626
OG0002090	Prbg.g_01633	Prbc.g_00060, Prbc.g_00061
OG0002092	Prbg.g_01506	Prbc.g_01467
OG0002093	Prbg.g_01047	Prbc.g_01472
OG0002095	Prbg.g_01573	Prbc.g_00927
OG0002100	Prbg.g_00005	Prbc.g_00635, Prbc.g_01564
OG0002158	Prbg.g_00413	Prbc.g_00171
OG0002159	Prbg.g_00369	Prbc.g_01577
OG0002228	Prbg.g_01328	Prbc.g_02085
