Orthogroup	Prbc	Prav
OG0001107	Prbc.g_02034	Prav.g_00554
OG0001108	Prbc.g_02038	Prav.g_00558
OG0001109	Prbc.g_02039	Prav.g_00559
OG0001110	Prbc.g_02041	Prav.g_00561
OG0001111	Prbc.g_02042	Prav.g_00562
OG0001112	Prbc.g_02043	Prav.g_00563
OG0001113	Prbc.g_02044	Prav.g_00564
OG0001114	Prbc.g_02045	Prav.g_00565
OG0001115	Prbc.g_02047	Prav.g_00567
OG0001116	Prbc.g_02048	Prav.g_00568
OG0001117	Prbc.g_02049	Prav.g_00569
OG0001118	Prbc.g_02050	Prav.g_00570
OG0001119	Prbc.g_02051	Prav.g_00571
OG0001120	Prbc.g_02052	Prav.g_00573
OG0001121	Prbc.g_00645	Prav.g_00031, Prav.g_00576
OG0001122	Prbc.g_02081	Prav.g_00905
OG0001123	Prbc.g_02086	Prav.g_00909
OG0001124	Prbc.g_02088	Prav.g_00911
OG0001125	Prbc.g_02090	Prav.g_00912
OG0001126	Prbc.g_02101	Prav.g_00922
OG0001127	Prbc.g_02102	Prav.g_00923
OG0001128	Prbc.g_02105	Prav.g_00925
OG0001129	Prbc.g_02106	Prav.g_00926
OG0001130	Prbc.g_02107	Prav.g_00927
OG0001131	Prbc.g_01941	Prav.g_00242
OG0001132	Prbc.g_02152	Prav.g_00252
OG0001133	Prbc.g_02128	Prav.g_00019
OG0001134	Prbc.g_00896	Prav.g_00033
OG0001135	Prbc.g_00899	Prav.g_00036
OG0001136	Prbc.g_01449	Prav.g_00062
OG0001137	Prbc.g_01436	Prav.g_00073
OG0001138	Prbc.g_01416	Prav.g_01855
OG0001139	Prbc.g_01414	Prav.g_01854
OG0001140	Prbc.g_01413	Prav.g_01853
OG0001141	Prbc.g_01412	Prav.g_01852
OG0001142	Prbc.g_01411	Prav.g_01851
OG0001143	Prbc.g_01404	Prav.g_01844
OG0001144	Prbc.g_01399	Prav.g_01839
OG0001145	Prbc.g_00558	Prav.g_01430
OG0001146	Prbc.g_00570	Prav.g_01442
OG0001147	Prbc.g_00589	Prav.g_01459
OG0001148	Prbc.g_00659	Prav.g_01475
OG0001149	Prbc.g_00660	Prav.g_01476
OG0001150	Prbc.g_00661	Prav.g_01477
OG0001151	Prbc.g_00672	Prav.g_01488
OG0001152	Prbc.g_00673	Prav.g_01489
OG0001153	Prbc.g_00739	Prav.g_01610
OG0001154	Prbc.g_00740	Prav.g_01611
OG0001155	Prbc.g_00756	Prav.g_01623
OG0001156	Prbc.g_00759	Prav.g_01626
OG0001157	Prbc.g_00760	Prav.g_01627
OG0001158	Prbc.g_00761	Prav.g_01628
OG0001159	Prbc.g_00762	Prav.g_01629
OG0001160	Prbc.g_00787	Prav.g_01653
OG0001161	Prbc.g_01485	Prav.g_01664
OG0001162	Prbc.g_00799	Prav.g_01675
OG0001163	Prbc.g_00825	Prav.g_01753
OG0001164	Prbc.g_00829	Prav.g_01757
OG0001165	Prbc.g_00831	Prav.g_01760
OG0001166	Prbc.g_00849	Prav.g_01780
OG0001167	Prbc.g_00867	Prav.g_01797
OG0001168	Prbc.g_00868	Prav.g_01799
OG0001169	Prbc.g_00870	Prav.g_01801
OG0001170	Prbc.g_00872	Prav.g_01803
OG0001171	Prbc.g_00882	Prav.g_01813
OG0001172	Prbc.g_00937	Prav.g_00271
OG0001173	Prbc.g_00938	Prav.g_00272
OG0001174	Prbc.g_00946	Prav.g_00280
OG0001175	Prbc.g_00947	Prav.g_00281
OG0001176	Prbc.g_00959	Prav.g_00288
OG0001177	Prbc.g_00957	Prav.g_00291
OG0001178	Prbc.g_01309	Prav.g_00296
OG0001179	Prbc.g_00301	Prav.g_00616
OG0001180	Prbc.g_00278	Prav.g_00638
OG0001181	Prbc.g_00274	Prav.g_00642
OG0001182	Prbc.g_00266	Prav.g_00649
OG0001183	Prbc.g_00247	Prav.g_00654
OG0001184	Prbc.g_00231	Prav.g_00670
OG0001185	Prbc.g_00216	Prav.g_00684
OG0001186	Prbc.g_00189	Prav.g_00707
OG0001187	Prbc.g_00966	Prav.g_00711
OG0001188	Prbc.g_00968	Prav.g_00713
OG0001189	Prbc.g_00985	Prav.g_00730
OG0001190	Prbc.g_00990	Prav.g_00734
OG0001191	Prbc.g_01000	Prav.g_00744
OG0001192	Prbc.g_01005	Prav.g_00749
OG0001193	Prbc.g_01018	Prav.g_00759
OG0001194	Prbc.g_01019	Prav.g_00760
OG0001195	Prbc.g_01020	Prav.g_00761
OG0001196	Prbc.g_01054	Prav.g_00774
OG0001197	Prbc.g_01056	Prav.g_00775
OG0001198	Prbc.g_01066	Prav.g_00783
OG0001199	Prbc.g_00499	Prav.g_00139
OG0001200	Prbc.g_00497	Prav.g_00141
OG0001201	Prbc.g_00465	Prav.g_00173
OG0001202	Prbc.g_00372	Prav.g_00839
OG0001203	Prbc.g_00332	Prav.g_00800
OG0001204	Prbc.g_01141	Prav.g_01890
OG0001205	Prbc.g_01506	Prav.g_01044
OG0001206	Prbc.g_01525	Prav.g_01060
OG0001207	Prbc.g_01536	Prav.g_01075
OG0001208	Prbc.g_01542	Prav.g_01080
OG0001209	Prbc.g_01614	Prav.g_01133
OG0001210	Prbc.g_01619	Prav.g_01138
OG0001211	Prbc.g_01630	Prav.g_01148
OG0001212	Prbc.g_01672	Prav.g_01192
OG0001213	Prbc.g_01706	Prav.g_01227
OG0001214	Prbc.g_01714	Prav.g_01235
OG0001215	Prbc.g_01772	Prav.g_01288
OG0001216	Prbc.g_01789	Prav.g_00308
OG0001217	Prbc.g_00521	Prav.g_00346
OG0001218	Prbc.g_01829	Prav.g_00355
OG0001219	Prbc.g_02005	Prav.g_00385
OG0001220	Prbc.g_01913	Prav.g_00448
OG0001221	Prbc.g_01989	Prav.g_00510
OG0001222	Prbc.g_01936	Prav.g_00548
OG0001223	Prbc.g_02053	Prav.g_00574
OG0001224	Prbc.g_02109	Prav.g_00929
OG0001225	Prbc.g_02111	Prav.g_00931
OG0001226	Prbc.g_00930	Prav.g_00236
OG0001227	Prbc.g_02133	Prav.g_00255
OG0001228	Prbc.g_01396	Prav.g_01836
OG0001229	Prbc.g_00138	Prav.g_01471
OG0001230	Prbc.g_00700	Prav.g_01570
OG0001231	Prbc.g_01833	Prav.g_01673
OG0001232	Prbc.g_00853	Prav.g_01784
OG0001233	Prbc.g_00873	Prav.g_01804
OG0001234	Prbc.g_00949	Prav.g_00283
OG0001235	Prbc.g_00953	Prav.g_00293
OG0001236	Prbc.g_00234	Prav.g_00667
OG0001237	Prbc.g_00230	Prav.g_00671
OG0001238	Prbc.g_01001	Prav.g_00745
OG0001239	Prbc.g_00502	Prav.g_00136
OG0001240	Prbc.g_00480	Prav.g_00158
OG0001241	Prbc.g_00471	Prav.g_00166
OG0001242	Prbc.g_00452	Prav.g_00184
OG0001243	Prbc.g_00445	Prav.g_00190
OG0001244	Prbc.g_00429	Prav.g_00206
OG0001245	Prbc.g_01317	Prav.g_00997
OG0001246	Prbc.g_01584	Prav.g_01102
OG0001247	Prbc.g_01765	Prav.g_01281
OG0001248	Prbc.g_01767	Prav.g_01283
OG0001249	Prbc.g_01230	Prav.g_00373
OG0001251	Prbc.g_00923	Prav.g_00484
OG0001252	Prbc.g_02104	Prav.g_00924
OG0001253	Prbc.g_00804	Prav.g_00256
OG0001254	Prbc.g_00898	Prav.g_00035
OG0001255	Prbc.g_01463	Prav.g_00049
OG0001256	Prbc.g_00795	Prav.g_01666
OG0001257	Prbc.g_00800	Prav.g_01672
OG0001259	Prbc.g_00871	Prav.g_01802
OG0001260	Prbc.g_00888	Prav.g_01819
OG0001261	Prbc.g_00293	Prav.g_00624
OG0001262	Prbc.g_00983	Prav.g_00728
OG0001263	Prbc.g_00442	Prav.g_00193
OG0001269	Prbc.g_01912	Prav.g_00978
OG0001273	Prbc.g_01708	Prav.g_01229
OG0001277	Prbc.g_01042	Prav.g_00244
OG0001279	Prbc.g_00133	Prav.g_01392
OG0001280	Prbc.g_00565	Prav.g_01437
OG0001282	Prbc.g_00658	Prav.g_01474
OG0001283	Prbc.g_01050	Prav.g_01493
OG0001284	Prbc.g_00781	Prav.g_01648
OG0001285	Prbc.g_00856	Prav.g_01787
OG0001286	Prbc.g_00280	Prav.g_00636
OG0001287	Prbc.g_00209	Prav.g_00691
OG0001288	Prbc.g_00198	Prav.g_00700
OG0001289	Prbc.g_00486	Prav.g_00152
OG0001290	Prbc.g_00472	Prav.g_00165
OG0001294	Prbc.g_01483, Prbc.g_00646	Prav.g_00995
OG0001295	Prbc.g_01471	Prav.g_01065
OG0001296	Prbc.g_01589	Prav.g_01107
OG0001297	Prbc.g_01594	Prav.g_01112
OG0001299	Prbc.g_01744	Prav.g_01264
OG0001300	Prbc.g_01776	Prav.g_01291
OG0001301	Prbc.g_01778	Prav.g_01294
OG0001302	Prbc.g_02003	Prav.g_00383
OG0001303	Prbc.g_00092	Prav.g_00946
OG0001304	Prbc.g_02095	Prav.g_00918
OG0001305	Prbc.g_01931	Prav.g_00937
OG0001306	Prbc.g_01461	Prav.g_00051
OG0001307	Prbc.g_00586	Prav.g_01456
OG0001308	Prbc.g_00719	Prav.g_01588
OG0001309	Prbc.g_01598	Prav.g_01670
OG0001310	Prbc.g_00843	Prav.g_01773
OG0001311	Prbc.g_02087	Prav.g_00910
OG0001315	Prbc.g_00249	Prav.g_00126
OG0001316	Prbc.g_00431	Prav.g_00205
OG0001317	Prbc.g_00336	Prav.g_00804
OG0001318	Prbc.g_01152	Prav.g_01903
OG0001320	Prbc.g_00037, Prbc.g_00013, Prbc.g_00125	Prav.g_00998
OG0001321	Prbc.g_01512	Prav.g_01050
OG0001322	Prbc.g_01513	Prav.g_01051
OG0001324	Prbc.g_01777	Prav.g_01292
OG0001325	Prbc.g_01792	Prav.g_00311
OG0001326	Prbc.g_00915	Prav.g_00472
OG0001327	Prbc.g_01966	Prav.g_00227
OG0001328	Prbc.g_01985	Prav.g_00254
OG0001329	Prbc.g_00803	Prav.g_00026
OG0001330	Prbc.g_00559	Prav.g_01408
OG0001331	Prbc.g_00663	Prav.g_01479
OG0001332	Prbc.g_00754	Prav.g_01621
OG0001334	Prbc.g_00244	Prav.g_00657
OG0001335	Prbc.g_00243	Prav.g_00658
OG0001336	Prbc.g_01051	Prav.g_00771
OG0001339	Prbc.g_00469	Prav.g_00168
OG0001340	Prbc.g_01225	Prav.g_01974
OG0001341	Prbc.g_00539	Prav.g_00344
OG0001342	Prbc.g_00075, Prbc.g_02065, Prbc.g_02064, Prbc.g_00543, Prbc.g_00059, Prbc.g_02139	Prav.g_00377
OG0001343	Prbc.g_01956, Prbc.g_01957	Prav.g_00481
OG0001344	Prbc.g_01441	Prav.g_00069
OG0001345	Prbc.g_01425	Prav.g_01862
OG0001346	Prbc.g_00567	Prav.g_01439
OG0001347	Prbc.g_00181	Prav.g_00299
OG0001348	Prbc.g_02169	Prav.g_01693
OG0001350	Prbc.g_00333	Prav.g_00801
OG0001352	Prbc.g_01761	Prav.g_01278
OG0001354	Prbc.g_02046	Prav.g_00566
OG0001355	Prbc.g_00802	Prav.g_01704, Prav.g_00969
OG0001356	Prbc.g_00603	Prav.g_00957
OG0001358	Prbc.g_01697	Prav.g_01218
OG0001359	Prbc.g_01958	Prav.g_00482
OG0001360	Prbc.g_01423	Prav.g_00257
OG0001362	Prbc.g_00723	Prav.g_01592
OG0001363	Prbc.g_01521	Prav.g_01594
OG0001365	Prbc.g_00994	Prav.g_00738
OG0001369	Prbc.g_00481	Prav.g_00157
OG0001371	Prbc.g_01760	Prav.g_01277
OG0001372	Prbc.g_01116	Prav.g_01325
OG0001373	Prbc.g_00914	Prav.g_00471
OG0001374	Prbc.g_00922	Prav.g_00479
OG0001375	Prbc.g_01955	Prav.g_00480
OG0001376	Prbc.g_01943	Prav.g_00220
OG0001377	Prbc.g_01944	Prav.g_00221
OG0001378	Prbc.g_01495	Prav.g_00003
OG0001380	Prbc.g_01470	Prav.g_01461
OG0001381	Prbc.g_00655	Prav.g_01467
OG0001384	Prbc.g_02171, Prbc.g_02158, Prbc.g_00045	Prav.g_00333, Prav.g_01309
OG0001385	Prbc.g_00911	Prav.g_00468
OG0001386	Prbc.g_00912	Prav.g_00469
OG0001387	Prbc.g_00913	Prav.g_00470
OG0001388	Prbc.g_00916	Prav.g_00473
OG0001389	Prbc.g_00917	Prav.g_00474
OG0001390	Prbc.g_00918	Prav.g_00475
OG0001391	Prbc.g_00919	Prav.g_00476
OG0001392	Prbc.g_00920	Prav.g_00477
OG0001393	Prbc.g_00921	Prav.g_00478
OG0001395	Prbc.g_02098	Prav.g_00920
OG0001396	Prbc.g_00180	Prav.g_00300
OG0001397	Prbc.g_00724	Prav.g_01593
OG0001398	Prbc.g_01806	Prav.g_01700
OG0001399	Prbc.g_00264, Prbc.g_01136, Prbc.g_01235	Prav.g_00285
OG0001401	Prbc.g_01896	Prav.g_01365
OG0001402	Prbc.g_01701	Prav.g_01328
OG0001403	Prbc.g_01100	Prav.g_00098
OG0001404	Prbc.g_00505	Prav.g_00133
OG0001405	Prbc.g_01218	Prav.g_01972
OG0001406	Prbc.g_01942	Prav.g_00219
OG0001407	Prbc.g_01947	Prav.g_00234
OG0001408	Prbc.g_02187	Prav.g_00239
OG0001409	Prbc.g_01437	Prav.g_00072
OG0001410	Prbc.g_00587	Prav.g_01457
OG0001413	Prbc.g_01834	Prav.g_01662
OG0001414	Prbc.g_00342	Prav.g_00809
OG0001415	Prbc.g_00340	Prav.g_00807
OG0001417	Prbc.g_01482	Prav.g_01067
OG0001418	Prbc.g_01766	Prav.g_01282
OG0001419	Prbc.g_01825	Prav.g_00235
OG0001420	Prbc.g_00119	Prav.g_00012
OG0001421	Prbc.g_00796	Prav.g_01667
OG0001422	Prbc.g_02129	Prav.g_01691
OG0001424	Prbc.g_01380	Prav.g_01877
OG0001425	Prbc.g_01004	Prav.g_00748
OG0001429	Prbc.g_02006	Prav.g_00386
OG0001430	Prbc.g_01945	Prav.g_01403
OG0001431	Prbc.g_00143	Prav.g_01406
OG0001432	Prbc.g_02076	Prav.g_01661
OG0001433	Prbc.g_00602	Prav.g_00958
OG0001434	Prbc.g_01998	Prav.g_00518
OG0001435	Prbc.g_01973	Prav.g_00495
OG0001437	Prbc.g_00341	Prav.g_00808
OG0001439	Prbc.g_01199	Prav.g_01953
OG0001440	Prbc.g_01315	Prav.g_01022
OG0001441	Prbc.g_01601	Prav.g_01119
OG0001442	Prbc.g_00689	Prav.g_00337
OG0001443	Prbc.g_00905	Prav.g_01744
OG0001446	Prbc.g_00494	Prav.g_00144
OG0001447	Prbc.g_00444	Prav.g_00191
OG0001450	Prbc.g_01769	Prav.g_01285
OG0001451	Prbc.g_01924	Prav.g_00457
OG0001453	Prbc.g_02056	Prav.g_00578
OG0001454	Prbc.g_01310	Prav.g_00250
OG0001455	Prbc.g_01117	Prav.g_00021, Prav.g_01388
OG0001456	Prbc.g_01489	Prav.g_00042
OG0001457	Prbc.g_01488	Prav.g_00043
OG0001458	Prbc.g_01487	Prav.g_00044
OG0001460	Prbc.g_00601	Prav.g_00959
OG0001463	Prbc.g_01179	Prav.g_01932
OG0001464	Prbc.g_01813	Prav.g_01975
OG0001466	Prbc.g_00148	Prav.g_00335
OG0001467	Prbc.g_00514	Prav.g_00374
OG0001468	Prbc.g_01954	Prav.g_00225
OG0001470	Prbc.g_00187	Prav.g_01509
OG0001471	Prbc.g_01484	Prav.g_01663
OG0001472	Prbc.g_01940, Prbc.g_00069	Prav.g_01669
OG0001473	Prbc.g_00642	Prav.g_00708
OG0001474	Prbc.g_01251	Prav.g_01986
OG0001475	Prbc.g_00185	Prav.g_01511
OG0001480	Prbc.g_00151	Prav.g_00988
OG0001481	Prbc.g_02120	Prav.g_00992
OG0001482	Prbc.g_02132	Prav.g_01055
OG0001485	Prbc.g_00144	Prav.g_01705
OG0001486	Prbc.g_01448	Prav.g_00063
OG0001491	Prbc.g_01999	Prav.g_00381
OG0001495	Prbc.g_00956	Prav.g_00290
OG0001499	Prbc.g_00519	Prav.g_00125
OG0001500	Prbc.g_01157	Prav.g_01910
OG0001501	Prbc.g_01290	Prav.g_01313
OG0001503	Prbc.g_02170	Prav.g_00039
OG0001506	Prbc.g_00751	Prav.g_01619
OG0001507	Prbc.g_00117	Prav.g_01722
OG0001508	Prbc.g_00188	Prav.g_01508
OG0001521	Prbc.g_02071, Prbc.g_01377	Prav.g_00345
OG0001523	Prbc.g_00901	Prav.g_00037
OG0001524	Prbc.g_00902	Prav.g_00038
OG0001526	Prbc.g_02000	Prav.g_01504
OG0001528	Prbc.g_00186	Prav.g_01510
OG0001548	Prbc.g_02149	Prav.g_00371
OG0001549	Prbc.g_01922	Prav.g_00455
OG0001550	Prbc.g_01277	Prav.g_00024
OG0001551	Prbc.g_00908	Prav.g_00041
OG0001552	Prbc.g_00904	Prav.g_02005
OG0001553	Prbc.g_00706	Prav.g_01575
OG0001555	Prbc.g_01362, Prbc.g_00822	Prav.g_01683
OG0001566	Prbc.g_01756	Prav.g_01274
OG0001569	Prbc.g_00041	Prav.g_00262
OG0001571	Prbc.g_01348, Prbc.g_02182	Prav.g_00017
OG0001581	Prbc.g_02147	Prav.g_00211
OG0001582	Prbc.g_01480	Prav.g_01066
OG0001585	Prbc.g_01334	Prav.g_01395
OG0001595	Prbc.g_00506	Prav.g_00132
OG0001596	Prbc.g_00498	Prav.g_00140
OG0001597	Prbc.g_00748	Prav.g_00981
OG0001598	Prbc.g_02116	Prav.g_01879, Prav.g_01383
OG0001599	Prbc.g_01523	Prav.g_01058
OG0001600	Prbc.g_01591	Prav.g_01109
OG0001601	Prbc.g_01754	Prav.g_01272
OG0001603	Prbc.g_02002	Prav.g_00382
OG0001604	Prbc.g_01986	Prav.g_00507
OG0001605	Prbc.g_02144	Prav.g_00901
OG0001606	Prbc.g_00615	Prav.g_00241
OG0001608	Prbc.g_02160	Prav.g_01464
OG0001609	Prbc.g_00749	Prav.g_01617
OG0001610	Prbc.g_00753	Prav.g_01620
OG0001611	Prbc.g_00613	Prav.g_01680
OG0001612	Prbc.g_02194, Prbc.g_01365	Prav.g_01321
OG0001612	Prbc.g_00176	Prav.g_01707
OG0001613	Prbc.g_00250	Prav.g_00652
OG0001629	Prbc.g_00115	Prav.g_00358
OG0001630	Prbc.g_01963	Prav.g_00488
OG0001631	Prbc.g_01814	Prav.g_00231
OG0001632	Prbc.g_00123	Prav.g_00588, Prav.g_00948, Prav.g_00943, Prav.g_01394
OG0001633	Prbc.g_00931	Prav.g_01470
OG0001648	Prbc.g_00816	Prav.g_00991
OG0001649	Prbc.g_01946	Prav.g_00232
OG0001650	Prbc.g_00040, Prbc.g_01300	Prav.g_01717
OG0001651	Prbc.g_02157	Prav.g_01679
OG0001662	Prbc.g_00063	Prav.g_00009
OG0001663	Prbc.g_01464	Prav.g_00048
OG0001664	Prbc.g_00652	Prav.g_01882
OG0001665	Prbc.g_00654	Prav.g_01886
OG0001667	Prbc.g_00142	Prav.g_01411
OG0001668	Prbc.g_00895	Prav.g_01747
OG0001670	Prbc.g_00052	Prav.g_01710
OG0001688	Prbc.g_02066, Prbc.g_01379	Prav.g_00230
OG0001689	Prbc.g_00200	Prav.g_00698
OG0001696	Prbc.g_01925	Prav.g_00458
OG0001698	Prbc.g_00678	Prav.g_00228
OG0001706	Prbc.g_00527, Prbc.g_01311	Prav.g_00891
OG0001708	Prbc.g_01465	Prav.g_00047
OG0001710	Prbc.g_01135	Prav.g_00286
OG0001718	Prbc.g_00614	Prav.g_00982
OG0001719	Prbc.g_01297, Prbc.g_00032	Prav.g_01004
OG0001721	Prbc.g_00809	Prav.g_00348
OG0001722	Prbc.g_01961	Prav.g_00486
OG0001723	Prbc.g_00813	Prav.g_01393, Prav.g_01020
OG0001724	Prbc.g_01326, Prbc.g_01347, Prbc.g_01330, Prbc.g_01332	Prav.g_01716
OG0001742	Prbc.g_01279	Prav.g_00994
OG0001743	Prbc.g_01342	Prav.g_00007
OG0001744	Prbc.g_01291	Prav.g_01419
OG0001772	Prbc.g_01280	Prav.g_01012, Prav.g_01323
OG0001774	Prbc.g_01757	Prav.g_01275
OG0001775	Prbc.g_00520	Prav.g_00237
OG0001776	Prbc.g_02140	Prav.g_00005
OG0001778	Prbc.g_00581	Prav.g_01405
OG0001779	Prbc.g_00163	Prav.g_01420
OG0001781	Prbc.g_01287	Prav.g_01692
OG0001819	Prbc.g_02123	Prav.g_01005
OG0001820	Prbc.g_00155	Prav.g_01381
OG0001821	Prbc.g_00128	Prav.g_00349
OG0001822	Prbc.g_02072	Prav.g_00368
OG0001823	Prbc.g_00624	Prav.g_00460
OG0001824	Prbc.g_01818	Prav.g_00899
OG0001825	Prbc.g_02117	Prav.g_00238
OG0001826	Prbc.g_01826	Prav.g_00240
OG0001827	Prbc.g_02131	Prav.g_00243
OG0001828	Prbc.g_02186	Prav.g_00002
OG0001829	Prbc.g_00114	Prav.g_00006
OG0001830	Prbc.g_00150	Prav.g_00020
OG0001831	Prbc.g_02146	Prav.g_00032
OG0001832	Prbc.g_00627	Prav.g_01401
OG0001833	Prbc.g_00656	Prav.g_01472
OG0001921	Prbc.g_00099	Prav.g_00462
OG0001963	Prbc.g_00961	Prav.g_01742
OG0001982	Prbc.g_00815	Prav.g_00987
OG0001984	Prbc.g_01830	Prav.g_00372
OG0001987	Prbc.g_00049	Prav.g_01332, Prav.g_01751
OG0001988	Prbc.g_00147	Prav.g_00109
OG0002031	Prbc.g_02197	Prav.g_01703
OG0002033	Prbc.g_00531	Prav.g_00942
OG0002036	Prbc.g_01283	Prav.g_01724
OG0002147	Prbc.g_01325	Prav.g_01314
OG0002275	Prbc.g_01361	Prav.g_01743
OG0002293	Prbc.g_02122	Prav.g_01368
OG0002325	Prbc.g_01282	Prav.g_01726
OG0002327	Prbc.g_00631	Prav.g_01706
OG0002346	Prbc.g_00651	Prav.g_01887
OG0002372	Prbc.g_00903	Prav.g_01687
OG0002374	Prbc.g_00600	Prav.g_00956
OG0002380	Prbc.g_00039	Prav.g_01880
OG0002427	Prbc.g_02161	Prav.g_01728
OG0002499	Prbc.g_00005	Prav.g_01725
OG0002665	Prbc.g_00080, Prbc.g_00083, Prbc.g_00081, Prbc.g_00084, Prbc.g_01558, Prbc.g_01578	Prav.g_01310
OG0002701	Prbc.g_01319	Prav.g_01333
OG0002719	Prbc.g_02172	Prav.g_01739, Prav.g_01875
OG0002839	Prbc.g_01571	Prav.g_01307
OG0003215	Prbc.g_00124	Prav.g_01681
OG0003225	Prbc.g_01059	Prav.g_00777
OG0003246	Prbc.g_00109	Prav.g_00301
OG0003656	Prbc.g_00012	Prav.g_01023
OG0004669	Prbc.g_01562	Prav.g_01301
