Orthogroup	Prah	Pram
OG0001171	Prah.g_02232	Pram.g_01807
OG0001172	Prah.g_02234	Pram.g_01808
OG0001173	Prah.g_02236	Pram.g_01810
OG0001174	Prah.g_02239	Pram.g_01812
OG0001175	Prah.g_02241	Pram.g_01814
OG0001176	Prah.g_02243	Pram.g_01816
OG0001177	Prah.g_02245	Pram.g_01818
OG0001178	Prah.g_02246	Pram.g_01819
OG0001179	Prah.g_02247	Pram.g_01820
OG0001180	Prah.g_00168	Pram.g_01821
OG0001181	Prah.g_00167	Pram.g_01822
OG0001182	Prah.g_00166	Pram.g_01823
OG0001183	Prah.g_00165	Pram.g_01824
OG0001184	Prah.g_00164	Pram.g_01825
OG0001185	Prah.g_00163	Pram.g_01826
OG0001186	Prah.g_00156	Pram.g_01828
OG0001187	Prah.g_00155	Pram.g_01829
OG0001188	Prah.g_00154	Pram.g_01830
OG0001189	Prah.g_00152	Pram.g_01831
OG0001190	Prah.g_00151	Pram.g_01832
OG0001191	Prah.g_00149	Pram.g_01834
OG0001192	Prah.g_00146	Pram.g_01836
OG0001193	Prah.g_00145	Pram.g_01837
OG0001194	Prah.g_00144	Pram.g_01838
OG0001195	Prah.g_00136	Pram.g_01840
OG0001196	Prah.g_00134	Pram.g_01842
OG0001197	Prah.g_00130	Pram.g_01845
OG0001198	Prah.g_00129	Pram.g_01846
OG0001199	Prah.g_00128	Pram.g_01847
OG0001200	Prah.g_00127	Pram.g_01848
OG0001201	Prah.g_00126	Pram.g_01849
OG0001202	Prah.g_00125	Pram.g_01850
OG0001203	Prah.g_00088	Pram.g_01852
OG0001204	Prah.g_00086	Pram.g_01854
OG0001205	Prah.g_00085	Pram.g_01855
OG0001206	Prah.g_00084	Pram.g_01856
OG0001207	Prah.g_00080	Pram.g_01857
OG0001208	Prah.g_00079	Pram.g_01858
OG0001209	Prah.g_00078	Pram.g_01859
OG0001210	Prah.g_00076	Pram.g_01860
OG0001211	Prah.g_00074	Pram.g_01861
OG0001212	Prah.g_00073	Pram.g_01862
OG0001213	Prah.g_00071	Pram.g_01863
OG0001214	Prah.g_00070	Pram.g_01864
OG0001215	Prah.g_00068	Pram.g_01865
OG0001216	Prah.g_00067	Pram.g_01866
OG0001217	Prah.g_00066	Pram.g_01867
OG0001218	Prah.g_00065	Pram.g_01868
OG0001219	Prah.g_00063	Pram.g_01869
OG0001220	Prah.g_00062	Pram.g_01870
OG0001221	Prah.g_00061	Pram.g_01871
OG0001222	Prah.g_00059	Pram.g_01873
OG0001223	Prah.g_00055	Pram.g_01875
OG0001224	Prah.g_00053	Pram.g_01877
OG0001225	Prah.g_02490	Pram.g_01879
OG0001226	Prah.g_02491	Pram.g_01880
OG0001227	Prah.g_02492	Pram.g_01881
OG0001228	Prah.g_02493	Pram.g_01882
OG0001229	Prah.g_02495	Pram.g_01883
OG0001230	Prah.g_02496	Pram.g_01884
OG0001231	Prah.g_02497	Pram.g_01885
OG0001232	Prah.g_02499	Pram.g_01887
OG0001233	Prah.g_02501	Pram.g_01888
OG0001234	Prah.g_02503	Pram.g_01889
OG0001235	Prah.g_02504	Pram.g_01890
OG0001236	Prah.g_02505	Pram.g_01891
OG0001237	Prah.g_02508	Pram.g_01894
OG0001238	Prah.g_02513	Pram.g_01895
OG0001239	Prah.g_02536	Pram.g_01900
OG0001240	Prah.g_02540	Pram.g_01901
OG0001241	Prah.g_02541	Pram.g_01902
OG0001242	Prah.g_02543	Pram.g_01904
OG0001243	Prah.g_02544	Pram.g_01905
OG0001244	Prah.g_02547	Pram.g_01906
OG0001245	Prah.g_02548	Pram.g_01907
OG0001246	Prah.g_02550	Pram.g_01908
OG0001247	Prah.g_02551	Pram.g_01909
OG0001248	Prah.g_02552	Pram.g_01910
OG0001249	Prah.g_02565	Pram.g_01911
OG0001250	Prah.g_02574	Pram.g_01913
OG0001251	Prah.g_02575	Pram.g_01914
OG0001252	Prah.g_02576	Pram.g_01915
OG0001253	Prah.g_02577	Pram.g_01916
OG0001254	Prah.g_02579	Pram.g_01918
OG0001255	Prah.g_02580	Pram.g_01919
OG0001256	Prah.g_02584	Pram.g_01924
OG0001257	Prah.g_02586	Pram.g_01925
OG0001258	Prah.g_02587	Pram.g_01926
OG0001259	Prah.g_02591	Pram.g_01929
OG0001260	Prah.g_02593	Pram.g_01930
OG0001261	Prah.g_02594	Pram.g_01931
OG0001262	Prah.g_02596	Pram.g_01932
OG0001263	Prah.g_02598	Pram.g_01933
OG0001264	Prah.g_02600	Pram.g_01934
OG0001265	Prah.g_02601	Pram.g_01935
OG0001266	Prah.g_02602	Pram.g_01936
OG0001267	Prah.g_02603	Pram.g_01937
OG0001268	Prah.g_02604	Pram.g_01938
OG0001269	Prah.g_01880	Pram.g_00076
OG0001271	Prah.g_02287	Pram.g_00135
OG0001272	Prah.g_02135	Pram.g_00269
OG0001273	Prah.g_01941	Pram.g_00327
OG0001274	Prah.g_01564	Pram.g_00418
OG0001275	Prah.g_01545	Pram.g_00434
OG0001276	Prah.g_01418	Pram.g_00527
OG0001278	Prah.g_00581	Pram.g_00862
OG0001279	Prah.g_00734	Pram.g_00733
OG0001280	Prah.g_00856	Pram.g_00981
OG0001281	Prah.g_01192	Pram.g_00577
OG0001282	Prah.g_00722	Pram.g_01214
OG0001285	Prah.g_01037	Pram.g_01157
OG0001286	Prah.g_01324	Pram.g_01143
OG0001288	Prah.g_01203	Pram.g_01334
OG0001289	Prah.g_01622	Pram.g_01322
OG0001291	Prah.g_01521	Pram.g_01272
OG0001292	Prah.g_01050	Pram.g_01590
OG0001294	Prah.g_00710	Pram.g_01003
OG0001296	Prah.g_01665	Pram.g_01624
OG0001297	Prah.g_01670	Pram.g_01627
OG0001298	Prah.g_01673	Pram.g_01630
OG0001299	Prah.g_02068	Pram.g_01700
OG0001300	Prah.g_01682	Pram.g_01637
OG0001301	Prah.g_02240	Pram.g_01813
OG0001302	Prah.g_00131	Pram.g_01844
OG0001303	Prah.g_00057	Pram.g_01874
OG0001304	Prah.g_02589	Pram.g_01928
OG0001305	Prah.g_01100	Pram.g_01516
OG0001306	Prah.g_00231	Pram.g_00372
OG0001307	Prah.g_00037	Pram.g_00017
OG0001308	Prah.g_01841	Pram.g_00056
OG0001309	Prah.g_01844	Pram.g_00059
OG0001310	Prah.g_01846	Pram.g_00061
OG0001311	Prah.g_01881	Pram.g_00077
OG0001312	Prah.g_00185	Pram.g_00105
OG0001313	Prah.g_02251	Pram.g_00112
OG0001314	Prah.g_02359	Pram.g_00184
OG0001315	Prah.g_02077	Pram.g_00231
OG0001316	Prah.g_01868, Prah.g_02090	Pram.g_00240
OG0001319	Prah.g_00356	Pram.g_01196
OG0001320	Prah.g_00906	Pram.g_00897
OG0001321	Prah.g_00911	Pram.g_00892
OG0001326	Prah.g_01250	Pram.g_01106
OG0001327	Prah.g_00325	Pram.g_01476
OG0001328	Prah.g_00018	Pram.g_00357
OG0001329	Prah.g_01704	Pram.g_01655
OG0001331	Prah.g_02235	Pram.g_01809
OG0001332	Prah.g_02279	Pram.g_00127
OG0001335	Prah.g_00555	Pram.g_00723
OG0001336	Prah.g_01120	Pram.g_00706
OG0001338	Prah.g_01354	Pram.g_01276
OG0001339	Prah.g_01370	Pram.g_01235
OG0001340	Prah.g_02582	Pram.g_01922
OG0001341	Prah.g_01658	Pram.g_01289
OG0001343	Prah.g_01671	Pram.g_01628
OG0001344	Prah.g_01737	Pram.g_01680
OG0001345	Prah.g_01990	Pram.g_01774
OG0001346	Prah.g_00148	Pram.g_01835
OG0001347	Prah.g_00060	Pram.g_01872
OG0001348	Prah.g_02253	Pram.g_00114
OG0001349	Prah.g_00187	Pram.g_00104
OG0001351	Prah.g_02363	Pram.g_00188
OG0001352	Prah.g_02083	Pram.g_00236
OG0001353	Prah.g_02108	Pram.g_00249
OG0001354	Prah.g_02134	Pram.g_00268
OG0001355	Prah.g_01934	Pram.g_00334
OG0001357	Prah.g_00228	Pram.g_00369
OG0001358	Prah.g_00309	Pram.g_00408
OG0001359	Prah.g_01560	Pram.g_00422
OG0001360	Prah.g_01531	Pram.g_00446
OG0001361	Prah.g_01527	Pram.g_00451
OG0001362	Prah.g_01435	Pram.g_00515
OG0001363	Prah.g_02393	Pram.g_00211
OG0001365	Prah.g_00597	Pram.g_00851
OG0001367	Prah.g_00837	Pram.g_00969
OG0001368	Prah.g_00855	Pram.g_00980
OG0001371	Prah.g_01284	Pram.g_01085
OG0001372	Prah.g_00431	Pram.g_01253
OG0001375	Prah.g_01726	Pram.g_01670
OG0001377	Prah.g_00132	Pram.g_01843
OG0001378	Prah.g_00857	Pram.g_00982
OG0001382	Prah.g_02263	Pram.g_00122
OG0001385	Prah.g_02124	Pram.g_00261
OG0001388	Prah.g_01342	Pram.g_00788
OG0001389	Prah.g_00256	Pram.g_00394
OG0001391	Prah.g_01537	Pram.g_00680
OG0001393	Prah.g_01518	Pram.g_00457
OG0001421	Prah.g_00766	Pram.g_00920
OG0001422	Prah.g_00994, Prah.g_00343	Pram.g_01620
OG0001425	Prah.g_01957	Pram.g_00314
OG0001427	Prah.g_01516	Pram.g_00459
OG0001436	Prah.g_00891	Pram.g_01200
OG0001437	Prah.g_02412	Pram.g_01526
OG0001438	Prah.g_02583	Pram.g_01923
OG0001439	Prah.g_01078, Prah.g_01074	Pram.g_00613
OG0001441	Prah.g_00813	Pram.g_00953
OG0001448	Prah.g_00527	Pram.g_00558
OG0001450	Prah.g_01213	Pram.g_01598
OG0001456	Prah.g_01180	Pram.g_01256
OG0001458	Prah.g_02507	Pram.g_01893
OG0001463	Prah.g_01208	Pram.g_00637
OG0001468	Prah.g_00606	Pram.g_00841
OG0001475	Prah.g_00892	Pram.g_01277
OG0001481	Prah.g_01085	Pram.g_00611
OG0001482	Prah.g_02184	Pram.g_00308
OG0001484	Prah.g_00621	Pram.g_01576
OG0001485	Prah.g_00964	Pram.g_00878
OG0001494	Prah.g_01294	Pram.g_01121
OG0001496	Prah.g_01356	Pram.g_01224
OG0001501	Prah.g_00522	Pram.g_00563
OG0001523	Prah.g_00700	Pram.g_00749
OG0001528	Prah.g_01804	Pram.g_01268
OG0001545	Prah.g_01161	Pram.g_01623
OG0001555	Prah.g_00100	Pram.g_01414
OG0001559	Prah.g_00213	Pram.g_01257
OG0001560	Prah.g_00737	Pram.g_00730
OG0001561	Prah.g_00602	Pram.g_00846
OG0001562	Prah.g_01174	Pram.g_00623, Pram.g_00646
OG0001563	Prah.g_00317	Pram.g_01194, Pram.g_00657
OG0001599	Prah.g_00260	Pram.g_01575
OG0001600	Prah.g_01664	Pram.g_01543
OG0001619	Prah.g_02045	Pram.g_01721
OG0001621	Prah.g_01969	Pram.g_01273
OG0001632	Prah.g_00339, Prah.g_01973	Pram.g_01251
OG0001633	Prah.g_00357	Pram.g_01338
OG0001634	Prah.g_01826, Prah.g_01015	Pram.g_01518
OG0001645	Prah.g_01675	Pram.g_01280
OG0001646	Prah.g_01117, Prah.g_01108, Prah.g_01112	Pram.g_01274
OG0001647	Prah.g_01016	Pram.g_01519
OG0001648	Prah.g_01019	Pram.g_01520
OG0001649	Prah.g_01020	Pram.g_01521
OG0001703	Prah.g_01049	Pram.g_00700
OG0001721	Prah.g_00143	Pram.g_01839
OG0001722	Prah.g_01219	Pram.g_00708
OG0001723	Prah.g_01216	Pram.g_00701
OG0001725	Prah.g_01939	Pram.g_00329
OG0001741	Prah.g_00050	Pram.g_00025
OG0001743	Prah.g_01903	Pram.g_00095
OG0001744	Prah.g_01902	Pram.g_00094
OG0001745	Prah.g_01889	Pram.g_00084
OG0001747	Prah.g_01775	Pram.g_01192
OG0001748	Prah.g_01774	Pram.g_00226
OG0001749	Prah.g_01735	Pram.g_01678
OG0001750	Prah.g_01379	Pram.g_01243
OG0001751	Prah.g_01301	Pram.g_01126
OG0001752	Prah.g_01252	Pram.g_01108
OG0001753	Prah.g_00978	Pram.g_00783
OG0001754	Prah.g_00952	Pram.g_00773
OG0001755	Prah.g_00865	Pram.g_00994
OG0001756	Prah.g_00859	Pram.g_00984
OG0001757	Prah.g_00853	Pram.g_00979
OG0001758	Prah.g_00792	Pram.g_00939
OG0001759	Prah.g_00742	Pram.g_00902
OG0001760	Prah.g_00707	Pram.g_00746
OG0001761	Prah.g_00662	Pram.g_00814
OG0001762	Prah.g_00583	Pram.g_01541
OG0001763	Prah.g_00580	Pram.g_00863
OG0001764	Prah.g_00565	Pram.g_00871
OG0001765	Prah.g_00559	Pram.g_00725
OG0001766	Prah.g_00552	Pram.g_00762
OG0001767	Prah.g_00453	Pram.g_01046
OG0001768	Prah.g_00320	Pram.g_00107
OG0001769	Prah.g_00206	Pram.g_00353
OG0001770	Prah.g_01950	Pram.g_00320
OG0001771	Prah.g_01951	Pram.g_00319
OG0001772	Prah.g_01953	Pram.g_00318
OG0001773	Prah.g_01954	Pram.g_00317
OG0001774	Prah.g_01955	Pram.g_00316
OG0001775	Prah.g_01979	Pram.g_01785
OG0001776	Prah.g_01996	Pram.g_01769
OG0001777	Prah.g_02255	Pram.g_00116
OG0001778	Prah.g_02318	Pram.g_00164
OG0001779	Prah.g_02335	Pram.g_00170
OG0001780	Prah.g_02414	Pram.g_01538
OG0001781	Prah.g_02506	Pram.g_01892
OG0001782	Prah.g_02514	Pram.g_01896
OG0001783	Prah.g_02515	Pram.g_01897
OG0001784	Prah.g_02516	Pram.g_00989
OG0001785	Prah.g_02542	Pram.g_01903
OG0001786	Prah.g_02572	Pram.g_01912
OG0001798	Prah.g_01453	Pram.g_00501
OG0001800	Prah.g_00992	Pram.g_01555
OG0001820	Prah.g_00345	Pram.g_01609
OG0001821	Prah.g_02131	Pram.g_01444
OG0001832	Prah.g_00350	Pram.g_01181
OG0001853	Prah.g_01121	Pram.g_01615
OG0001878	Prah.g_00043	Pram.g_00020
OG0001879	Prah.g_00158	Pram.g_01827
OG0001880	Prah.g_01616	Pram.g_01329
OG0001881	Prah.g_01456	Pram.g_00499
OG0001882	Prah.g_01261	Pram.g_01116
OG0001883	Prah.g_01260	Pram.g_01115
OG0001884	Prah.g_01122	Pram.g_01614
OG0001885	Prah.g_01123	Pram.g_01613
OG0001886	Prah.g_00989	Pram.g_00787
OG0001887	Prah.g_00943	Pram.g_01564
OG0001888	Prah.g_00902	Pram.g_00900
OG0001889	Prah.g_00782	Pram.g_00929
OG0001890	Prah.g_00548	Pram.g_00633
OG0001891	Prah.g_01924	Pram.g_00338
OG0001892	Prah.g_02097	Pram.g_00241
OG0001893	Prah.g_02479	Pram.g_00032
OG0001894	Prah.g_02480	Pram.g_00031
OG0001895	Prah.g_02489	Pram.g_00027
OG0001896	Prah.g_02581	Pram.g_01921
OG0001910	Prah.g_00447	Pram.g_01040
OG0001915	Prah.g_01691	Pram.g_01643
OG0001918	Prah.g_00496	Pram.g_01071
OG0001920	Prah.g_00212	Pram.g_00661
OG0001922	Prah.g_01599	Pram.g_01270
OG0001967	Prah.g_00976	Pram.g_00688
OG0001968	Prah.g_00975	Pram.g_00687
OG0001969	Prah.g_00827	Pram.g_00962
OG0001998	Prah.g_02069	Pram.g_01699
OG0002024	Prah.g_00725	Pram.g_01488
OG0002076	Prah.g_02487	Pram.g_00360
OG0002080	Prah.g_02329, Prah.g_02328	Pram.g_00043
OG0002137	Prah.g_01630	Pram.g_01316
OG0002201	Prah.g_01199	Pram.g_00578
OG0002275	Prah.g_00748	Pram.g_01009
OG0002277	Prah.g_00631	Pram.g_01379
OG0002323	Prah.g_00107	Pram.g_01405
OG0002397	Prah.g_01210	Pram.g_00697
