Orthogroup	Syaj	Prac
OG0001123	Syaj.g_00810	Prac.g_01280
OG0001124	Syaj.g_00808	Prac.g_01278
OG0001125	Syaj.g_00806	Prac.g_01277
OG0001126	Syaj.g_00413	Prac.g_01267
OG0001127	Syaj.g_00414	Prac.g_01266
OG0001128	Syaj.g_00417	Prac.g_01264
OG0001129	Syaj.g_00419	Prac.g_01263
OG0001130	Syaj.g_00420	Prac.g_01262
OG0001131	Syaj.g_01070	Prac.g_01225
OG0001132	Syaj.g_01166	Prac.g_01216
OG0001133	Syaj.g_01302	Prac.g_01031
OG0001134	Syaj.g_00645	Prac.g_01018
OG0001135	Syaj.g_00647	Prac.g_01015
OG0001136	Syaj.g_00300	Prac.g_00988
OG0001137	Syaj.g_00318	Prac.g_00977
OG0001138	Syaj.g_00620	Prac.g_00959
OG0001139	Syaj.g_00618	Prac.g_00958
OG0001140	Syaj.g_00617	Prac.g_00957
OG0001141	Syaj.g_00616	Prac.g_00956
OG0001142	Syaj.g_00615	Prac.g_00955
OG0001143	Syaj.g_00602	Prac.g_00948
OG0001144	Syaj.g_00588	Prac.g_00943
OG0001145	Syaj.g_00276	Prac.g_00167
OG0001146	Syaj.g_01518	Prac.g_00179
OG0001147	Syaj.g_01438	Prac.g_00203
OG0001148	Syaj.g_00057	Prac.g_00219
OG0001149	Syaj.g_00056	Prac.g_00220
OG0001150	Syaj.g_00055	Prac.g_00221
OG0001151	Syaj.g_00043	Prac.g_00232
OG0001152	Syaj.g_00040	Prac.g_00233
OG0001153	Syaj.g_01425	Prac.g_00379
OG0001154	Syaj.g_01426	Prac.g_00378
OG0001155	Syaj.g_01637	Prac.g_00366
OG0001156	Syaj.g_01640	Prac.g_00363
OG0001157	Syaj.g_01641	Prac.g_00362
OG0001158	Syaj.g_01643	Prac.g_00361
OG0001159	Syaj.g_01644	Prac.g_00360
OG0001160	Syaj.g_01697	Prac.g_00336
OG0001161	Syaj.g_02148	Prac.g_00324
OG0001162	Syaj.g_00979	Prac.g_00313
OG0001163	Syaj.g_01705	Prac.g_00633
OG0001164	Syaj.g_01711	Prac.g_00629
OG0001165	Syaj.g_01716	Prac.g_00626
OG0001166	Syaj.g_01746	Prac.g_00606
OG0001167	Syaj.g_01592	Prac.g_00589
OG0001168	Syaj.g_01594	Prac.g_00587
OG0001169	Syaj.g_01596	Prac.g_00585
OG0001170	Syaj.g_01597	Prac.g_00583
OG0001171	Syaj.g_01607	Prac.g_00574
OG0001172	Syaj.g_02641	Prac.g_00479
OG0001173	Syaj.g_02642	Prac.g_00480
OG0001174	Syaj.g_02650	Prac.g_00488
OG0001175	Syaj.g_02651	Prac.g_00489
OG0001176	Syaj.g_02688	Prac.g_00496
OG0001177	Syaj.g_02685	Prac.g_00499
OG0001178	Syaj.g_01726	Prac.g_00504
OG0001179	Syaj.g_02719	Prac.g_00532
OG0001180	Syaj.g_02744	Prac.g_00553
OG0001181	Syaj.g_02748	Prac.g_00557
OG0001182	Syaj.g_02757	Prac.g_00564
OG0001183	Syaj.g_02762	Prac.g_00006
OG0001184	Syaj.g_02449	Prac.g_00022
OG0001185	Syaj.g_02423	Prac.g_00036
OG0001186	Syaj.g_02339	Prac.g_00058
OG0001187	Syaj.g_02369	Prac.g_00062
OG0001188	Syaj.g_02336	Prac.g_00064
OG0001189	Syaj.g_02318	Prac.g_00081
OG0001190	Syaj.g_02111	Prac.g_00085
OG0001191	Syaj.g_02128	Prac.g_00095
OG0001192	Syaj.g_02138	Prac.g_00099
OG0001193	Syaj.g_02178	Prac.g_00109
OG0001194	Syaj.g_02180	Prac.g_00110
OG0001195	Syaj.g_02181	Prac.g_00111
OG0001196	Syaj.g_02244	Prac.g_00124
OG0001197	Syaj.g_02246	Prac.g_00125
OG0001198	Syaj.g_02259	Prac.g_01950
OG0001199	Syaj.g_01825	Prac.g_01857
OG0001200	Syaj.g_01827	Prac.g_01855
OG0001201	Syaj.g_01888	Prac.g_01823
OG0001202	Syaj.g_02032	Prac.g_01731
OG0001203	Syaj.g_02877	Prac.g_01692
OG0001204	Syaj.g_02621	Prac.g_01687
OG0001205	Syaj.g_01545	Prac.g_01102
OG0001206	Syaj.g_01484	Prac.g_01083
OG0001207	Syaj.g_00061	Prac.g_01067
OG0001208	Syaj.g_00074	Prac.g_01062
OG0001209	Syaj.g_00147	Prac.g_00837
OG0001210	Syaj.g_00158	Prac.g_00832
OG0001211	Syaj.g_00184	Prac.g_00822
OG0001212	Syaj.g_00246	Prac.g_00776
OG0001214	Syaj.g_01281	Prac.g_00734
OG0001215	Syaj.g_00492	Prac.g_00681
OG0001216	Syaj.g_00958	Prac.g_01558
OG0001219	Syaj.g_00782	Prac.g_01487
OG0001220	Syaj.g_00345	Prac.g_01424
OG0001221	Syaj.g_01067	Prac.g_01373
OG0001222	Syaj.g_00911	Prac.g_01335
OG0001223	Syaj.g_00844	Prac.g_01309
OG0001224	Syaj.g_00423	Prac.g_01260
OG0001225	Syaj.g_00425	Prac.g_01258
OG0001227	Syaj.g_02152	Prac.g_01213
OG0001228	Syaj.g_01565	Prac.g_00940
OG0001229	Syaj.g_00451	Prac.g_00215
OG0001231	Syaj.g_02279	Prac.g_00315
OG0001232	Syaj.g_01757	Prac.g_00602
OG0001233	Syaj.g_01598	Prac.g_00582
OG0001234	Syaj.g_02655	Prac.g_00491
OG0001235	Syaj.g_02679	Prac.g_00501
OG0001236	Syaj.g_02453	Prac.g_00019
OG0001237	Syaj.g_02447	Prac.g_00023
OG0001239	Syaj.g_01822	Prac.g_01860
OG0001240	Syaj.g_01871	Prac.g_01838
OG0001242	Syaj.g_01913	Prac.g_01812
OG0001243	Syaj.g_01926	Prac.g_01806
OG0001244	Syaj.g_01960	Prac.g_01790
OG0001246	Syaj.g_00100	Prac.g_00867
OG0001247	Syaj.g_00973	Prac.g_00688
OG0001248	Syaj.g_00978	Prac.g_00686
OG0001250	Syaj.g_00375	Prac.g_01435
OG0001251	Syaj.g_02187	Prac.g_01400
OG0001252	Syaj.g_00416	Prac.g_01265
OG0001253	Syaj.g_01165	Prac.g_01212
OG0001254	Syaj.g_00646	Prac.g_01016
OG0001256	Syaj.g_01704	Prac.g_00322
OG0001257	Syaj.g_01342	Prac.g_00316
OG0001258	Syaj.g_01714	Prac.g_00628
OG0001260	Syaj.g_01617	Prac.g_00568
OG0001261	Syaj.g_02728	Prac.g_00540
OG0001262	Syaj.g_02320	Prac.g_00079
OG0001263	Syaj.g_01929	Prac.g_01803
OG0001265	Syaj.g_01911	Prac.g_01813
OG0001266	Syaj.g_02036	Prac.g_01727
OG0001267	Syaj.g_02565	Prac.g_01651
OG0001268	Syaj.g_02811	Prac.g_01195
OG0001270	Syaj.g_01558	Prac.g_01113
OG0001271	Syaj.g_01447	Prac.g_01072
OG0001272	Syaj.g_00078	Prac.g_01058
OG0001273	Syaj.g_01288	Prac.g_00740
OG0001274	Syaj.g_02077	Prac.g_00668
OG0001275	Syaj.g_00827	Prac.g_01300
OG0001276	Syaj.g_00811	Prac.g_01281
OG0001277	Syaj.g_02227	Prac.g_01223
OG0001278	Syaj.g_00575	Prac.g_00935
OG0001280	Syaj.g_01508	Prac.g_00174
OG0001281	Syaj.g_01519	Prac.g_00180
OG0001282	Syaj.g_00058	Prac.g_00218
OG0001283	Syaj.g_02238	Prac.g_00237
OG0001284	Syaj.g_01688	Prac.g_00341
OG0001285	Syaj.g_01170	Prac.g_00599
OG0001287	Syaj.g_02415	Prac.g_00043
OG0001288	Syaj.g_02394	Prac.g_00051
OG0001289	Syaj.g_01845	Prac.g_01844
OG0001290	Syaj.g_01880	Prac.g_01831
OG0001291	Syaj.g_01939	Prac.g_01796
OG0001292	Syaj.g_02616	Prac.g_01682
OG0001293	Syaj.g_02594	Prac.g_01670
OG0001294	Syaj.g_00722	Prac.g_01155
OG0001295	Syaj.g_00161	Prac.g_01078
OG0001296	Syaj.g_00106	Prac.g_00862
OG0001298	Syaj.g_00221	Prac.g_00796
OG0001299	Syaj.g_00716	Prac.g_00705
OG0001300	Syaj.g_00479	Prac.g_00678
OG0001301	Syaj.g_00440	Prac.g_00675
OG0001302	Syaj.g_01251	Prac.g_01489
OG0001303	Syaj.g_00784	Prac.g_01296
OG0001304	Syaj.g_00795	Prac.g_01271
OG0001305	Syaj.g_00433	Prac.g_01252
OG0001306	Syaj.g_00285	Prac.g_00999
OG0001307	Syaj.g_02672	Prac.g_00200
OG0001309	Syaj.g_00116	Prac.g_00318
OG0001310	Syaj.g_01735	Prac.g_00613
OG0001311	Syaj.g_00809	Prac.g_01279
OG0001312	Syaj.g_00931	Prac.g_01346
OG0001315	Syaj.g_02760	Prac.g_01869
OG0001316	Syaj.g_01946	Prac.g_01791
OG0001317	Syaj.g_02857	Prac.g_01696
OG0001319	Syaj.g_02576	Prac.g_01659
OG0001321	Syaj.g_01528	Prac.g_01096
OG0001322	Syaj.g_01527	Prac.g_01095
OG0001323	Syaj.g_00119	Prac.g_00853
OG0001324	Syaj.g_00478	Prac.g_00677
OG0001325	Syaj.g_00953	Prac.g_01555
OG0001326	Syaj.g_02196	Prac.g_00647
OG0001327	Syaj.g_00729	Prac.g_01240
OG0001328	Syaj.g_00764	Prac.g_01214
OG0001329	Syaj.g_00028	Prac.g_01024
OG0001330	Syaj.g_01501	Prac.g_00153
OG0001332	Syaj.g_01631	Prac.g_00368
OG0001333	Syaj.g_01593	Prac.g_00588
OG0001334	Syaj.g_02770	Prac.g_00009
OG0001335	Syaj.g_02771	Prac.g_00010
OG0001336	Syaj.g_02239	Prac.g_00121
OG0001339	Syaj.g_01883	Prac.g_01828
OG0001340	Syaj.g_02787	Prac.g_01603
OG0001341	Syaj.g_00449	Prac.g_01523
OG0001343	Syaj.g_02184	Prac.g_01403
OG0001344	Syaj.g_00307	Prac.g_00981
OG0001345	Syaj.g_00337	Prac.g_00966
OG0001346	Syaj.g_01512	Prac.g_00176
OG0001348	Syaj.g_00393	Prac.g_00295
OG0001351	Syaj.g_00272	Prac.g_01093
OG0001352	Syaj.g_00136	Prac.g_00691
OG0001355	Syaj.g_01244	Prac.g_00285, Prac.g_00878
OG0001358	Syaj.g_01309	Prac.g_00751
OG0001359	Syaj.g_02183	Prac.g_01402
OG0001360	Syaj.g_00340	Prac.g_01211
OG0001361	Syaj.g_00334	Prac.g_00969
OG0001362	Syaj.g_01396	Prac.g_00397
OG0001363	Syaj.g_01398	Prac.g_00395
OG0001364	Syaj.g_02473	Prac.g_00012
OG0001369	Syaj.g_01870	Prac.g_01839
OG0001370	Syaj.g_01672, Syaj.g_01171, Syaj.g_01252	Prac.g_01086
OG0001373	Syaj.g_02195	Prac.g_00646
OG0001374	Syaj.g_02203	Prac.g_00654
OG0001375	Syaj.g_02185	Prac.g_01404
OG0001376	Syaj.g_02140	Prac.g_01246
OG0001377	Syaj.g_02139	Prac.g_01245
OG0001378	Syaj.g_01559	Prac.g_01047
OG0001381	Syaj.g_00405, Syaj.g_02663	Prac.g_00211
OG0001382	Syaj.g_00685	Prac.g_00302
OG0001385	Syaj.g_02192	Prac.g_00643
OG0001386	Syaj.g_02193	Prac.g_00644
OG0001387	Syaj.g_02194	Prac.g_00645
OG0001388	Syaj.g_02197	Prac.g_00648
OG0001389	Syaj.g_02198	Prac.g_00649
OG0001390	Syaj.g_02199	Prac.g_00650
OG0001391	Syaj.g_02200	Prac.g_00651
OG0001392	Syaj.g_02201	Prac.g_00652
OG0001393	Syaj.g_02202	Prac.g_00653
OG0001395	Syaj.g_00935	Prac.g_01269
OG0001397	Syaj.g_01397	Prac.g_00396
OG0001400	Syaj.g_00151	Prac.g_00440
OG0001403	Syaj.g_02297	Prac.g_01917
OG0001404	Syaj.g_01817	Prac.g_01863
OG0001405	Syaj.g_02773	Prac.g_01605
OG0001406	Syaj.g_02141	Prac.g_01247
OG0001407	Syaj.g_00137	Prac.g_01234
OG0001408	Syaj.g_00561	Prac.g_01228, Prac.g_01229
OG0001410	Syaj.g_02673	Prac.g_00201
OG0001413	Syaj.g_01241	Prac.g_00327
OG0001414	Syaj.g_02664	Prac.g_01701
OG0001416	Syaj.g_01516	Prac.g_01088, Prac.g_01087
OG0001417	Syaj.g_00858	Prac.g_01076, Prac.g_01075
OG0001419	Syaj.g_00138	Prac.g_01233
OG0001420	Syaj.g_00131	Prac.g_01038
OG0001421	Syaj.g_01235, Syaj.g_01167	Prac.g_00321
OG0001428	Syaj.g_01993	Prac.g_01758
OG0001430	Syaj.g_02104	Prac.g_00148
OG0001432	Syaj.g_00509	Prac.g_00328
OG0001435	Syaj.g_00736	Prac.g_01388
OG0001438	Syaj.g_02550	Prac.g_01638
OG0001439	Syaj.g_02520	Prac.g_01624
OG0001446	Syaj.g_00527	Prac.g_01852
OG0001447	Syaj.g_01927	Prac.g_01805
OG0001448	Syaj.g_01813	Prac.g_01167
OG0001452	Syaj.g_02607	Prac.g_01398
OG0001453	Syaj.g_00838	Prac.g_01306
OG0001454	Syaj.g_01231	Prac.g_01218
OG0001456	Syaj.g_02205	Prac.g_01008
OG0001457	Syaj.g_02206	Prac.g_01007
OG0001458	Syaj.g_02207	Prac.g_01006
OG0001459	Syaj.g_00653	Prac.g_00134
OG0001462	Syaj.g_02304	Prac.g_01912
OG0001463	Syaj.g_00403	Prac.g_01645
OG0001464	Syaj.g_02788	Prac.g_01602
OG0001465	Syaj.g_00968	Prac.g_00669
OG0001470	Syaj.g_01567, Syaj.g_02342	Prac.g_00239
OG0001471	Syaj.g_02526	Prac.g_00326
OG0001473	Syaj.g_01255	Prac.g_00059
OG0001474	Syaj.g_02812	Prac.g_01194
OG0001475	Syaj.g_01569	Prac.g_00241
OG0001479	Syaj.g_02809	Prac.g_01197
OG0001480	Syaj.g_00343	Prac.g_01165
OG0001482	Syaj.g_00848	Prac.g_01090
OG0001492	Syaj.g_00578	Prac.g_00938
OG0001493	Syaj.g_00569	Prac.g_00930
OG0001494	Syaj.g_01773	Prac.g_00453
OG0001499	Syaj.g_01211	Prac.g_01870
OG0001502	Syaj.g_00351	Prac.g_01502
OG0001504	Syaj.g_00652	Prac.g_00135
OG0001508	Syaj.g_01566	Prac.g_00238
OG0001520	Syaj.g_00206	Prac.g_01141, Prac.g_01140
OG0001522	Syaj.g_00385	Prac.g_01443
OG0001523	Syaj.g_00673	Prac.g_01014
OG0001524	Syaj.g_00672	Prac.g_01013
OG0001528	Syaj.g_01568	Prac.g_00240
OG0001546	Syaj.g_00124	Prac.g_00848
OG0001548	Syaj.g_01222	Prac.g_01500
OG0001551	Syaj.g_00395	Prac.g_01009
OG0001554	Syaj.g_02109	Prac.g_00320
OG0001572	Syaj.g_00522	Prac.g_00911
OG0001582	Syaj.g_01215	Prac.g_01077
OG0001585	Syaj.g_01778	Prac.g_00132
OG0001588	Syaj.g_02467	Prac.g_00435
OG0001602	Syaj.g_00969	Prac.g_00670
OG0001625	Syaj.g_02600	Prac.g_01673
OG0001627	Syaj.g_01633	Prac.g_01516
OG0001633	Syaj.g_01347	Prac.g_00214
OG0001647	Syaj.g_02574	Prac.g_01658
OG0001713	Syaj.g_00314	Prac.g_01873
OG0001924	Syaj.g_01318	Prac.g_01585
OG0001925	Syaj.g_01319	Prac.g_01586
OG0001926	Syaj.g_01320	Prac.g_01587
OG0001927	Syaj.g_01321	Prac.g_01588
OG0001993	Syaj.g_01316	Prac.g_01583
OG0001994	Syaj.g_01317	Prac.g_01584
OG0002063	Syaj.g_00557	Prac.g_01962
OG0002097	Syaj.g_02340	Prac.g_00274
OG0002274	Syaj.g_02341	Prac.g_00470
OG0002488	Syaj.g_02472	Prac.g_00449
OG0002618	Syaj.g_00171	Prac.g_01964
OG0002627	Syaj.g_02354	Prac.g_00446
OG0002898	Syaj.g_01094	Prac.g_00566
OG0003029	Syaj.g_00139	Prac.g_00910
