Orthogroup	Syat	Syak
OG0001176	Syat.g_01831	Syak.g_01354
OG0001178	Syat.g_03137	Syak.g_02411
OG0001181	Syat.g_01650	Syak.g_01296
OG0001182	Syat.g_01642	Syak.g_01287
OG0001183	Syat.g_01632	Syak.g_01282
OG0001184	Syat.g_02160	Syak.g_01571
OG0001185	Syat.g_02200	Syak.g_01643
OG0001186	Syat.g_02235	Syak.g_01709
OG0001187	Syat.g_02256	Syak.g_01712
OG0001188	Syat.g_02261	Syak.g_01714
OG0001189	Syat.g_02287	Syak.g_01736
OG0001190	Syat.g_02692	Syak.g_01942
OG0001191	Syat.g_02675	Syak.g_01928
OG0001192	Syat.g_02663	Syak.g_01921
OG0001193	Syat.g_02513	Syak.g_01888
OG0001194	Syat.g_02515	Syak.g_01882
OG0001195	Syat.g_02516	Syak.g_01881
OG0001196	Syat.g_02398	Syak.g_01811
OG0001197	Syat.g_02396	Syak.g_01809
OG0001199	Syat.g_01475	Syak.g_02249
OG0001200	Syat.g_01477	Syak.g_02247
OG0001201	Syat.g_01572	Syak.g_02191
OG0001202	Syat.g_02812	Syak.g_02061
OG0001203	Syat.g_01447	Syak.g_02307
OG0001204	Syat.g_01867	Syak.g_01404
OG0001205	Syat.g_01287	Syak.g_01181
OG0001206	Syat.g_03268	Syak.g_01148
OG0001207	Syat.g_03162	Syak.g_02566
OG0001208	Syat.g_03172	Syak.g_02576
OG0001209	Syat.g_03273	Syak.g_02643
OG0001210	Syat.g_00103	Syak.g_02654
OG0001211	Syat.g_00078	Syak.g_02669
OG0001213	Syat.g_03289	Syak.g_00025
OG0001214	Syat.g_00128	Syak.g_00037
OG0001216	Syat.g_00660	Syak.g_00805
OG0001217	Syat.g_02587	Syak.g_00138
OG0001218	Syat.g_01356	Syak.g_01093
OG0001219	Syat.g_00629	Syak.g_00551
OG0001220	Syat.g_01534	Syak.g_00580
OG0001222	Syat.g_00597	Syak.g_00517
OG0001223	Syat.g_00544	Syak.g_00472
OG0001224	Syat.g_00804	Syak.g_00739
OG0001226	Syat.g_01485	Syak.g_02239
OG0001228	Syat.g_00938	Syak.g_00619
OG0001229	Syat.g_00981	Syak.g_00711
OG0001230	Syat.g_01235	Syak.g_01030
OG0001231	Syat.g_02327	Syak.g_01777
OG0001232	Syat.g_03041	Syak.g_02385
OG0001233	Syat.g_03012	Syak.g_02359
OG0001234	Syat.g_02092	Syak.g_01374
OG0001235	Syat.g_01838	Syak.g_01362
OG0001236	Syat.g_02156	Syak.g_01568
OG0001237	Syat.g_02161	Syak.g_01573
OG0001238	Syat.g_02673	Syak.g_01926
OG0001239	Syat.g_01472	Syak.g_02252
OG0001240	Syat.g_01554	Syak.g_02206
OG0001241	Syat.g_01564	Syak.g_02197
OG0001242	Syat.g_02936	Syak.g_02168
OG0001243	Syat.g_02928	Syak.g_02160
OG0001244	Syat.g_02901	Syak.g_02132
OG0001245	Syat.g_00212	Syak.g_00248
OG0001246	Syat.g_03209	Syak.g_02604
OG0001247	Syat.g_01019	Syak.g_00618
OG0001248	Syat.g_03159	Syak.g_00147
OG0001249	Syat.g_01620	Syak.g_01251
OG0001250	Syat.g_00739	Syak.g_00602
OG0001251	Syat.g_00963, Syat.g_00621	Syak.g_01875
OG0001252	Syat.g_00787	Syak.g_00754
OG0001255	Syat.g_00843	Syak.g_00066
OG0001256	Syat.g_03111	Syak.g_02430
OG0001258	Syat.g_03119	Syak.g_02420
OG0001259	Syat.g_03014	Syak.g_02361
OG0001261	Syat.g_01791	Syak.g_01315
OG0001262	Syat.g_02285	Syak.g_01734
OG0001263	Syat.g_02926	Syak.g_02157
OG0001265	Syat.g_02938	Syak.g_02170
OG0001266	Syat.g_02808	Syak.g_02057
OG0001267	Syat.g_02060	Syak.g_01459
OG0001268	Syat.g_01608	Syak.g_01240
OG0001269	Syat.g_02369	Syak.g_02323
OG0001270	Syat.g_02968	Syak.g_01194
OG0001271	Syat.g_01374	Syak.g_01121
OG0001272	Syat.g_03176	Syak.g_02580
OG0001274	Syat.g_02727	Syak.g_01988
OG0001275	Syat.g_00529	Syak.g_00633
OG0001276	Syat.g_00705	Syak.g_00649
OG0001277	Syat.g_03312	Syak.g_01829
OG0001278	Syat.g_00895	Syak.g_00671
OG0001279	Syat.g_01252	Syak.g_00105
OG0001281	Syat.g_01159	Syak.g_00944
OG0001282	Syat.g_02780	Syak.g_02564
OG0001283	Syat.g_02403	Syak.g_01818
OG0001286	Syat.g_01656	Syak.g_01301
OG0001287	Syat.g_02208	Syak.g_01652
OG0001288	Syat.g_02225	Syak.g_01686
OG0001289	Syat.g_01527	Syak.g_02222
OG0001290	Syat.g_01563	Syak.g_02198
OG0001291	Syat.g_02916	Syak.g_02147
OG0001292	Syat.g_01873	Syak.g_01410
OG0001293	Syat.g_01995	Syak.g_01432
OG0001294	Syat.g_00409	Syak.g_00355
OG0001295	Syat.g_00945	Syak.g_00740
OG0001296	Syat.g_03217	Syak.g_02610
OG0001297	Syat.g_03221	Syak.g_02614
OG0001298	Syat.g_00043	Syak.g_02703
OG0001299	Syat.g_00401	Syak.g_00349
OG0001300	Syat.g_01025	Syak.g_00706
OG0001303	Syat.g_00628	Syak.g_00548
OG0001304	Syat.g_00690	Syak.g_00664
OG0001305	Syat.g_00813	Syak.g_00728
OG0001306	Syat.g_03234	Syak.g_00915
OG0001307	Syat.g_02082	Syak.g_00344
OG0001308	Syat.g_01176	Syak.g_01054
OG0001309	Syat.g_01113	Syak.g_02620
OG0001311	Syat.g_00703	Syak.g_00651
OG0001312	Syat.g_00615	Syak.g_00537
OG0001314	Syat.g_00839, Syat.g_00137	Syak.g_00124
OG0001315	Syat.g_01634	Syak.g_01284
OG0001317	Syat.g_01451	Syak.g_02302
OG0001318	Syat.g_01888	Syak.g_01424
OG0001319	Syat.g_02048	Syak.g_01448
OG0001323	Syat.g_01111	Syak.g_02623
OG0001325	Syat.g_00664	Syak.g_00800
OG0001326	Syat.g_02525	Syak.g_01154
OG0001327	Syat.g_00414	Syak.g_00362
OG0001329	Syat.g_00097	Syak.g_00280
OG0001331	Syat.g_01301	Syak.g_02559
OG0001333	Syat.g_03018	Syak.g_02365
OG0001336	Syat.g_02402	Syak.g_01817
OG0001337	Syat.g_01621	Syak.g_01253
OG0001345	Syat.g_00290	Syak.g_00856
OG0001347	Syat.g_02666	Syak.g_01885
OG0001347	Syat.g_01136	Syak.g_01622
OG0001348	Syat.g_03316	Syak.g_00774
OG0001351	Syat.g_01318	Syak.g_01164
OG0001353	Syat.g_00717	Syak.g_00612
OG0001354	Syat.g_00558	Syak.g_00485
OG0001355	Syat.g_02589	Syak.g_00144
OG0001356	Syat.g_01428	Syak.g_00773
OG0001358	Syat.g_03319	Syak.g_00007
OG0001360	Syat.g_00256	Syak.g_00854
OG0001361	Syat.g_00293	Syak.g_00859
OG0001364	Syat.g_02143	Syak.g_01552
OG0001365	Syat.g_02687	Syak.g_01937
OG0001366	Syat.g_03047	Syak.g_02391
OG0001373	Syat.g_02524	Syak.g_01871
OG0001374	Syat.g_02541	Syak.g_01863
OG0001376	Syat.g_00841	Syak.g_01916
OG0001377	Syat.g_00842	Syak.g_01917
OG0001378	Syat.g_02967	Syak.g_01196
OG0001379	Syat.g_01147	Syak.g_00927
OG0001382	Syat.g_00101	Syak.g_01169
OG0001383	Syat.g_01092	Syak.g_02312
OG0001383	Syat.g_01441	Syak.g_00973
OG0001385	Syat.g_02521	Syak.g_01874
OG0001386	Syat.g_02522	Syak.g_01873
OG0001387	Syat.g_02523	Syak.g_01872
OG0001388	Syat.g_02526	Syak.g_01869
OG0001389	Syat.g_02531	Syak.g_01868
OG0001390	Syat.g_02532	Syak.g_01867
OG0001391	Syat.g_02533	Syak.g_01866
OG0001392	Syat.g_02539	Syak.g_01865
OG0001393	Syat.g_02540	Syak.g_01864
OG0001394	Syat.g_00450	Syak.g_00399
OG0001396	Syat.g_02665	Syak.g_01884
OG0001401	Syat.g_00721	Syak.g_00608
OG0001402	Syat.g_03314	Syak.g_00012
OG0001406	Syat.g_00840	Syak.g_01915
OG0001408	Syat.g_00211	Syak.g_00087
OG0001409	Syat.g_01007	Syak.g_00878
OG0001411	Syat.g_01188	Syak.g_01581
OG0001412	Syat.g_01135	Syak.g_01621
OG0001413	Syat.g_02775, Syat.g_00853	Syak.g_00103
OG0001416	Syat.g_02491	Syak.g_00941
OG0001417	Syat.g_01705	Syak.g_00486
OG0001420	Syat.g_01099	Syak.g_00997, Syak.g_02635
OG0001429	Syat.g_00627	Syak.g_00547
OG0001430	Syat.g_03343	Syak.g_01949, Syak.g_00314
OG0001432	Syat.g_00846	Syak.g_00095
OG0001433	Syat.g_01429	Syak.g_00771
OG0001434	Syat.g_00455	Syak.g_00404
OG0001435	Syat.g_00422	Syak.g_00369
OG0001438	Syat.g_02076	Syak.g_01475
OG0001439	Syat.g_02105	Syak.g_01506
OG0001443	Syat.g_02649	Syak.g_01909
OG0001444	Syat.g_01550	Syak.g_02212
OG0001444	Syat.g_01547	Syak.g_01678
OG0001449	Syat.g_00800	Syak.g_01401
OG0001452	Syat.g_01881	Syak.g_01419
OG0001453	Syat.g_00538	Syak.g_00465
OG0001454	Syat.g_00189	Syak.g_00249
OG0001456	Syat.g_02545	Syak.g_01855
OG0001457	Syat.g_02546	Syak.g_01854
OG0001458	Syat.g_02547	Syak.g_01853
OG0001459	Syat.g_03357, Syat.g_03358	Syak.g_00311
OG0001460	Syat.g_01430	Syak.g_00770
OG0001461	Syat.g_01945	Syak.g_00276
OG0001462	Syat.g_02301	Syak.g_01750
OG0001467	Syat.g_02457	Syak.g_01022
OG0001470	Syat.g_02252	Syak.g_01592
OG0001473	Syat.g_00190	Syak.g_00102
OG0001474	Syat.g_01607	Syak.g_01239
OG0001475	Syat.g_01116	Syak.g_01594
OG0001476	Syat.g_02579, Syat.g_01012	Syak.g_00882
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Syak.g_00718
OG0001478	Syat.g_01385	Syak.g_01139
OG0001478	Syat.g_01294	Syak.g_01131
OG0001479	Syat.g_01610	Syak.g_01242
OG0001480	Syat.g_00100	Syak.g_00084
OG0001482	Syat.g_00549	Syak.g_00476
OG0001486	Syat.g_03258	Syak.g_00900
OG0001488	Syat.g_00301	Syak.g_00872
OG0001489	Syat.g_01645	Syak.g_01291, Syak.g_00278
OG0001492	Syat.g_00898	Syak.g_00668
OG0001493	Syat.g_00890	Syak.g_00676
OG0001495	Syat.g_01833	Syak.g_01357
OG0001496	Syat.g_00316	Syak.g_00715
OG0001497	Syat.g_00317	Syak.g_00717
OG0001498	Syat.g_02954	Syak.g_01214
OG0001502	Syat.g_00757	Syak.g_00586
OG0001504	Syat.g_03356	Syak.g_00310
OG0001508	Syat.g_02258	Syak.g_01591
OG0001509	Syat.g_01296	Syak.g_01706
OG0001510	Syat.g_02214	Syak.g_01662
OG0001511	Syat.g_01580	Syak.g_02183
OG0001512	Syat.g_01445	Syak.g_02308
OG0001513	Syat.g_01083	Syak.g_01572
OG0001514	Syat.g_00315	Syak.g_00714
OG0001515	Syat.g_00927	Syak.g_00701
OG0001516	Syat.g_00398	Syak.g_00346
OG0001517	Syat.g_01613	Syak.g_01245
OG0001518	Syat.g_02671	Syak.g_01924
OG0001519	Syat.g_02646	Syak.g_01907
OG0001520	Syat.g_00852	Syak.g_02689
OG0001527	Syat.g_00064	Syak.g_02682
OG0001528	Syat.g_01115	Syak.g_01593
OG0001529	Syat.g_02294	Syak.g_01743
OG0001530	Syat.g_01578	Syak.g_02185
OG0001531	Syat.g_01444	Syak.g_02309
OG0001532	Syat.g_00213	Syak.g_00838
OG0001533	Syat.g_02786	Syak.g_01155
OG0001533	Syat.g_02966	Syak.g_01198
OG0001534	Syat.g_00689	Syak.g_00665
OG0001535	Syat.g_00707	Syak.g_00646
OG0001536	Syat.g_00589	Syak.g_00508
OG0001537	Syat.g_00441	Syak.g_00392
OG0001538	Syat.g_00484	Syak.g_00439
OG0001539	Syat.g_00417	Syak.g_00364
OG0001540	Syat.g_02924	Syak.g_02155
OG0001541	Syat.g_02847	Syak.g_02089
OG0001542	Syat.g_02837	Syak.g_02080
OG0001543	Syat.g_03229	Syak.g_02007
OG0001544	Syat.g_02647	Syak.g_01908
OG0001545	Syat.g_02444, Syat.g_02433	Syak.g_01830
OG0001546	Syat.g_01106	Syak.g_02627
OG0001547	Syat.g_00645	Syak.g_00564
OG0001549	Syat.g_00799	Syak.g_00577
OG0001553	Syat.g_01230	Syak.g_01037
OG0001554	Syat.g_01005	Syak.g_01945
OG0001556	Syat.g_01046, Syat.g_03334, Syat.g_03147	Syak.g_00845
OG0001557	Syat.g_00451	Syak.g_00400
OG0001558	Syat.g_02323	Syak.g_01774
OG0001559	Syat.g_01577	Syak.g_02186
OG0001560	Syat.g_01562	Syak.g_02199
OG0001561	Syat.g_00701	Syak.g_00653
OG0001562	Syat.g_00523	Syak.g_00639
OG0001563	Syat.g_01662	Syak.g_01306
OG0001567	Syat.g_00651	Syak.g_00565
OG0001568	Syat.g_00643	Syak.g_00562
OG0001570	Syat.g_03269	Syak.g_00574
OG0001574	Syat.g_00066	Syak.g_02680
OG0001576	Syat.g_01169	Syak.g_00955
OG0001577	Syat.g_03255	Syak.g_00903
OG0001578	Syat.g_00192	Syak.g_00229
OG0001580	Syat.g_02701	Syak.g_01953
OG0001588	Syat.g_03195	Syak.g_01554
OG0001590	Syat.g_00112	Syak.g_00029, Syak.g_00325
OG0001591	Syat.g_00411	Syak.g_00357
OG0001592	Syat.g_02699	Syak.g_01952
OG0001594	Syat.g_01365	Syak.g_02033, Syak.g_01004
OG0001614	Syat.g_02197	Syak.g_01641
OG0001615	Syat.g_00091	Syak.g_00589
OG0001616	Syat.g_00249	Syak.g_00851
OG0001617	Syat.g_03212, Syat.g_03299	Syak.g_00710
OG0001618	Syat.g_00670, Syat.g_02510	Syak.g_00793
OG0001619	Syat.g_00600	Syak.g_00520
OG0001620	Syat.g_01601	Syak.g_01233
OG0001621	Syat.g_01883	Syak.g_01420
OG0001622	Syat.g_02404	Syak.g_01820
OG0001623	Syat.g_01666	Syak.g_01257
OG0001624	Syat.g_00188	Syak.g_00077
OG0001625	Syat.g_01938	Syak.g_01426
OG0001634	Syat.g_00404	Syak.g_00352
OG0001635	Syat.g_02229, Syat.g_01993	Syak.g_01690
OG0001636	Syat.g_02302	Syak.g_01751
OG0001637	Syat.g_02788	Syak.g_02340, Syak.g_02337
OG0001638	Syat.g_03143	Syak.g_02404
OG0001639	Syat.g_02981	Syak.g_02481
OG0001640	Syat.g_00792	Syak.g_00759
OG0001641	Syat.g_00540	Syak.g_00467
OG0001642	Syat.g_00676	Syak.g_00581
OG0001643	Syat.g_00131	Syak.g_00040
OG0001644	Syat.g_00844	Syak.g_00783
OG0001645	Syat.g_01719	Syak.g_00575
OG0001647	Syat.g_02051	Syak.g_01450
OG0001652	Syat.g_02326	Syak.g_01776
OG0001653	Syat.g_01553	Syak.g_02209
OG0001654	Syat.g_02983	Syak.g_02483
OG0001657	Syat.g_02887	Syak.g_02117
OG0001659	Syat.g_00219	Syak.g_00842
OG0001660	Syat.g_01585, Syat.g_02948	Syak.g_01223, Syak.g_02179
OG0001666	Syat.g_03349	Syak.g_00212
OG0001671	Syat.g_02742	Syak.g_02002
OG0001672	Syat.g_01483	Syak.g_02241
OG0001673	Syat.g_01454	Syak.g_02299
OG0001675	Syat.g_00525	Syak.g_00637
OG0001677	Syat.g_01631	Syak.g_01281
OG0001678	Syat.g_01859	Syak.g_01389
OG0001679	Syat.g_02946	Syak.g_00549
OG0001680	Syat.g_03064	Syak.g_02400
OG0001682	Syat.g_00668	Syak.g_00287, Syak.g_00795
OG0001692	Syat.g_01231	Syak.g_01035
OG0001694	Syat.g_02062	Syak.g_01461
OG0001695	Syat.g_02434	Syak.g_01836
OG0001700	Syat.g_01074	Syak.g_00320, Syak.g_00570
OG0001702	Syat.g_01533	Syak.g_02217
OG0001703	Syat.g_03164	Syak.g_02567
OG0001715	Syat.g_01717	Syak.g_00122
OG0001716	Syat.g_02002	Syak.g_02046, Syak.g_01670
OG0001717	Syat.g_02860	Syak.g_02104
OG0001726	Syat.g_02003	Syak.g_00572
OG0001729	Syat.g_01440	Syak.g_02314
OG0001730	Syat.g_01676	Syak.g_02326
OG0001731	Syat.g_03081	Syak.g_02463
OG0001732	Syat.g_02387, Syat.g_00911	Syak.g_00822
OG0001733	Syat.g_01048	Syak.g_00359
OG0001734	Syat.g_00513, Syat.g_01308	Syak.g_00583
OG0001735	Syat.g_00345	Syak.g_00331
OG0001737	Syat.g_02084	Syak.g_01481
OG0001738	Syat.g_02127	Syak.g_01523
OG0001739	Syat.g_02435, Syat.g_02445	Syak.g_01838
OG0001745	Syat.g_00971	Syak.g_00281
OG0001748	Syat.g_02740	Syak.g_02000
OG0001750	Syat.g_01551	Syak.g_02211
OG0001751	Syat.g_01455	Syak.g_02298
OG0001752	Syat.g_02991	Syak.g_02328
OG0001753	Syat.g_01542, Syat.g_01710	Syak.g_00888
OG0001754	Syat.g_02790	Syak.g_02335
OG0001755	Syat.g_03226	Syak.g_02619
OG0001756	Syat.g_01277, Syat.g_00731	Syak.g_01913, Syak.g_01919
OG0001756	Syat.g_02643, Syat.g_01461	Syak.g_01910
OG0001759	Syat.g_02466	Syak.g_02495
OG0001760	Syat.g_02005, Syat.g_00880	Syak.g_02319
OG0001761	Syat.g_00819	Syak.g_02757
OG0001762	Syat.g_00531	Syak.g_00630
OG0001763	Syat.g_00545	Syak.g_00473
OG0001764	Syat.g_00639	Syak.g_00559
OG0001766	Syat.g_02711	Syak.g_01491
OG0001767	Syat.g_01208, Syat.g_01199, Syat.g_02418, Syat.g_02419, Syat.g_02371	Syak.g_01545
OG0001768	Syat.g_02831, Syat.g_03145	Syak.g_02074
OG0001769	Syat.g_00373	Syak.g_00972
OG0001771	Syat.g_01094	Syak.g_00145
OG0001783	Syat.g_02203	Syak.g_01647
OG0001784	Syat.g_01536	Syak.g_02216
OG0001786	Syat.g_03099	Syak.g_02444
OG0001787	Syat.g_01076	Syak.g_02639
OG0001788	Syat.g_03272	Syak.g_02642
OG0001789	Syat.g_01152	Syak.g_00935
OG0001790	Syat.g_03249	Syak.g_00908
OG0001792	Syat.g_00905	Syak.g_00814
OG0001796	Syat.g_00716	Syak.g_00641
OG0001797	Syat.g_00605, Syat.g_01062	Syak.g_00528
OG0001798	Syat.g_03310	Syak.g_00015
OG0001799	Syat.g_00376	Syak.g_00052
OG0001800	Syat.g_01091, Syat.g_01660	Syak.g_00993, Syak.g_00992
OG0001801	Syat.g_01240	Syak.g_01024
OG0001803	Syat.g_01291	Syak.g_01185
OG0001804	Syat.g_02955	Syak.g_01213
OG0001805	Syat.g_02770, Syat.g_01090	Syak.g_01415
OG0001806	Syat.g_02050, Syat.g_02049	Syak.g_01449
OG0001807	Syat.g_02090	Syak.g_01548
OG0001808	Syat.g_02145	Syak.g_01557
OG0001809	Syat.g_00435	Syak.g_02144
OG0001811	Syat.g_02839	Syak.g_02082
OG0001812	Syat.g_02698	Syak.g_01951
OG0001813	Syat.g_02490	Syak.g_01901
OG0001814	Syat.g_02395	Syak.g_01808
OG0001815	Syat.g_01886, Syat.g_00954	Syak.g_01800
OG0001816	Syat.g_00413	Syak.g_00361
OG0001837	Syat.g_02741	Syak.g_02001
OG0001839	Syat.g_02305	Syak.g_01755
OG0001840	Syat.g_02288	Syak.g_01737
OG0001841	Syat.g_02280	Syak.g_01730
OG0001843	Syat.g_02196	Syak.g_01640
OG0001844	Syat.g_02195	Syak.g_01639
OG0001845	Syat.g_02193	Syak.g_01638
OG0001846	Syat.g_03123, Syat.g_02935	Syak.g_02167
OG0001847	Syat.g_02937	Syak.g_02169
OG0001848	Syat.g_02941	Syak.g_02173
OG0001849	Syat.g_01526	Syak.g_02223
OG0001850	Syat.g_01486	Syak.g_02238
OG0001851	Syat.g_01479	Syak.g_02245
OG0001852	Syat.g_01478	Syak.g_02246
OG0001853	Syat.g_01471	Syak.g_02253
OG0001854	Syat.g_01449	Syak.g_02304
OG0001855	Syat.g_01363, Syat.g_01273	Syak.g_01013
OG0001856	Syat.g_03103	Syak.g_02438
OG0001857	Syat.g_03100	Syak.g_02441
OG0001858	Syat.g_03076	Syak.g_02468
OG0001859	Syat.g_01305	Syak.g_02555
OG0001860	Syat.g_03166	Syak.g_02569
OG0001861	Syat.g_03177	Syak.g_02581
OG0001862	Syat.g_03190	Syak.g_02593
OG0001863	Syat.g_03203	Syak.g_02599
OG0001864	Syat.g_03282	Syak.g_02652
OG0001866	Syat.g_00002	Syak.g_02743
OG0001867	Syat.g_03410	Syak.g_02755
OG0001868	Syat.g_01156	Syak.g_00940
OG0001869	Syat.g_03254	Syak.g_00904
OG0001870	Syat.g_03264	Syak.g_00895
OG0001871	Syat.g_00312	Syak.g_00890
OG0001872	Syat.g_00899	Syak.g_00809
OG0001873	Syat.g_00228	Syak.g_00850
OG0001874	Syat.g_00251	Syak.g_00853
OG0001877	Syat.g_00926	Syak.g_00702
OG0001878	Syat.g_00528	Syak.g_00634
OG0001879	Syat.g_00533	Syak.g_00627
OG0001880	Syat.g_00574	Syak.g_00499
OG0001881	Syat.g_00575	Syak.g_00500
OG0001882	Syat.g_00602	Syak.g_00525
OG0001883	Syat.g_00608	Syak.g_00531
OG0001884	Syat.g_00617	Syak.g_00113
OG0001885	Syat.g_00632	Syak.g_00553
OG0001886	Syat.g_00638	Syak.g_00557
OG0001888	Syat.g_00456	Syak.g_00408
OG0001889	Syat.g_00498	Syak.g_00449
OG0001890	Syat.g_00748	Syak.g_00595
OG0001891	Syat.g_00756	Syak.g_00591
OG0001892	Syat.g_00982	Syak.g_00082
OG0001893	Syat.g_03309	Syak.g_00016
OG0001894	Syat.g_00116	Syak.g_00034
OG0001895	Syat.g_01244	Syak.g_00998
OG0001896	Syat.g_02964	Syak.g_01200
OG0001897	Syat.g_01604	Syak.g_01236
OG0001898	Syat.g_01622	Syak.g_01252
OG0001899	Syat.g_01793	Syak.g_01317
OG0001900	Syat.g_01997	Syak.g_01434
OG0001901	Syat.g_01998	Syak.g_01435
OG0001902	Syat.g_02068	Syak.g_01466
OG0001903	Syat.g_02077	Syak.g_01476
OG0001904	Syat.g_02141	Syak.g_01550
OG0001905	Syat.g_02147	Syak.g_01559
OG0001906	Syat.g_02923	Syak.g_02154
OG0001908	Syat.g_02845	Syak.g_02087
OG0001909	Syat.g_02833	Syak.g_02076
OG0001910	Syat.g_02736	Syak.g_01996
OG0001912	Syat.g_02679	Syak.g_01932
OG0001913	Syat.g_02677	Syak.g_01930
OG0001914	Syat.g_03287	Syak.g_00270
OG0001915	Syat.g_02389	Syak.g_01803
OG0001924	Syat.g_02767	Syak.g_02769
OG0001925	Syat.g_02766	Syak.g_02768
OG0001926	Syat.g_02765	Syak.g_02767
OG0001927	Syat.g_02764	Syak.g_02766
OG0001929	Syat.g_02273	Syak.g_01723
OG0001932	Syat.g_02198	Syak.g_01642
OG0001933	Syat.g_01573	Syak.g_02189
OG0001934	Syat.g_01559	Syak.g_02202
OG0001935	Syat.g_01476	Syak.g_02248
OG0001936	Syat.g_00178	Syak.g_00289
OG0001937	Syat.g_03089	Syak.g_02455
OG0001938	Syat.g_03168	Syak.g_02571
OG0001940	Syat.g_00044	Syak.g_02702
OG0001941	Syat.g_01160	Syak.g_00945
OG0001942	Syat.g_02534	Syak.g_00916
OG0001942	Syat.g_00644	Syak.g_01671, Syak.g_01967
OG0001943	Syat.g_00405	Syak.g_00879
OG0001944	Syat.g_01250	Syak.g_00573
OG0001946	Syat.g_00972	Syak.g_00703
OG0001947	Syat.g_02750	Syak.g_01494
OG0001948	Syat.g_00543	Syak.g_00471
OG0001949	Syat.g_00563	Syak.g_00490
OG0001950	Syat.g_00565	Syak.g_00492
OG0001951	Syat.g_00576	Syak.g_00501
OG0001952	Syat.g_00603	Syak.g_00526
OG0001953	Syat.g_00604	Syak.g_00527
OG0001957	Syat.g_03304	Syak.g_00022
OG0001958	Syat.g_00343	Syak.g_00333
OG0001961	Syat.g_01376	Syak.g_01124
OG0001964	Syat.g_01846	Syak.g_01376
OG0001966	Syat.g_01940	Syak.g_01428
OG0001967	Syat.g_01942	Syak.g_01430
OG0001968	Syat.g_01943	Syak.g_01431
OG0001969	Syat.g_02102	Syak.g_01503
OG0001970	Syat.g_02921	Syak.g_02152
OG0001971	Syat.g_02835	Syak.g_02078
OG0001972	Syat.g_02723	Syak.g_01984
OG0001973	Syat.g_02714, Syat.g_02718	Syak.g_01958
OG0001975	Syat.g_03286	Syak.g_00271
OG0001976	Syat.g_03288	Syak.g_00269
OG0001980	Syat.g_00836	Syak.g_01255
OG0001981	Syat.g_02550, Syat.g_02267, Syat.g_00443, Syat.g_00252, Syat.g_02423, Syat.g_03071, Syat.g_02619, Syat.g_02999	Syak.g_00748
OG0001991	Syat.g_01679	Syak.g_00381
OG0001993	Syat.g_02769	Syak.g_02771
OG0001995	Syat.g_02221	Syak.g_00962
OG0001997	Syat.g_01549	Syak.g_02213
OG0001999	Syat.g_03020	Syak.g_02368
OG0002000	Syat.g_01112	Syak.g_02621
OG0002002	Syat.g_00900	Syak.g_00810
OG0002003	Syat.g_01980	Syak.g_00700
OG0002004	Syat.g_02268	Syak.g_02417
OG0002005	Syat.g_01992	Syak.g_00952
OG0002006	Syat.g_02751	Syak.g_00762
OG0002007	Syat.g_00984	Syak.g_00763
OG0002008	Syat.g_03284	Syak.g_00632
OG0002009	Syat.g_00446	Syak.g_00395
OG0002010	Syat.g_01337	Syak.g_01075
OG0002013	Syat.g_01504	Syak.g_02232
OG0002016	Syat.g_02743	Syak.g_02003
OG0002020	Syat.g_02597	Syak.g_01840
OG0002021	Syat.g_02450	Syak.g_01842
OG0002022	Syat.g_02448	Syak.g_01843
OG0002023	Syat.g_02447	Syak.g_01844
OG0002024	Syat.g_02554	Syak.g_01850
OG0002029	Syat.g_03352	Syak.g_01128
OG0002037	Syat.g_01293	Syak.g_01492, Syak.g_00684
OG0002038	Syat.g_01251	Syak.g_00887
OG0002039	Syat.g_00299	Syak.g_00866
OG0002040	Syat.g_02427	Syak.g_00865
OG0002041	Syat.g_00547	Syak.g_00475
OG0002042	Syat.g_00569	Syak.g_00496
OG0002043	Syat.g_00625	Syak.g_00546
OG0002045	Syat.g_01381	Syak.g_01129
OG0002046	Syat.g_01404, Syat.g_01397	Syak.g_01134
OG0002047	Syat.g_02951	Syak.g_01217
OG0002048	Syat.g_01636	Syak.g_01285
OG0002049	Syat.g_01840	Syak.g_01365
OG0002050	Syat.g_02040	Syak.g_01440
OG0002051	Syat.g_02848	Syak.g_02090
OG0002054	Syat.g_02555	Syak.g_01851
OG0002055	Syat.g_02428	Syak.g_01848
OG0002056	Syat.g_02078	Syak.g_01477
OG0002109	Syat.g_01923, Syat.g_01752	Syak.g_01102
OG0002114	Syat.g_01366	Syak.g_01014
OG0002116	Syat.g_03094	Syak.g_02450
OG0002119	Syat.g_02752	Syak.g_02520
OG0002120	Syat.g_02459	Syak.g_00576
OG0002129	Syat.g_01280	Syak.g_01057
OG0002131	Syat.g_02451	Syak.g_01841
OG0002132	Syat.g_02553	Syak.g_01847
OG0002134	Syat.g_02186	Syak.g_01632
OG0002135	Syat.g_03043	Syak.g_02387
OG0002136	Syat.g_03044	Syak.g_02388
OG0002138	Syat.g_02879, Syat.g_02880, Syat.g_00820	Syak.g_00090
OG0002139	Syat.g_00884	Syak.g_00681
OG0002142	Syat.g_01239	Syak.g_01025
OG0002143	Syat.g_00973	Syak.g_01210
OG0002144	Syat.g_03389	Syak.g_01359
OG0002145	Syat.g_00826	Syak.g_01002, Syak.g_00123
OG0002159	Syat.g_01548	Syak.g_01677
