Orthogroup	Syat	Syao
OG0001176	Syat.g_01831	Syao.g_01799
OG0001178	Syat.g_03137	Syao.g_01541
OG0001180	Syat.g_01654	Syao.g_01833
OG0001181	Syat.g_01650	Syao.g_01829
OG0001182	Syat.g_01642	Syao.g_01820
OG0001183	Syat.g_01632	Syao.g_01851
OG0001184	Syat.g_02160	Syao.g_02264
OG0001185	Syat.g_02200	Syao.g_02147
OG0001186	Syat.g_02235	Syao.g_02173
OG0001187	Syat.g_02256	Syao.g_02171
OG0001188	Syat.g_02261	Syao.g_02169
OG0001189	Syat.g_02287	Syao.g_02215
OG0001190	Syat.g_02692	Syao.g_02436
OG0001191	Syat.g_02675	Syao.g_02449
OG0001192	Syat.g_02663	Syao.g_02367
OG0001193	Syat.g_02513	Syao.g_02284
OG0001194	Syat.g_02515	Syao.g_02285
OG0001195	Syat.g_02516	Syao.g_02286
OG0001196	Syat.g_02398	Syao.g_02341
OG0001197	Syat.g_02396	Syao.g_02343
OG0001199	Syat.g_01475	Syao.g_02623
OG0001200	Syat.g_01477	Syao.g_02625
OG0001201	Syat.g_01572	Syao.g_02601
OG0001202	Syat.g_02812	Syao.g_02461
OG0001203	Syat.g_01447	Syao.g_00296, Syao.g_01705
OG0001204	Syat.g_01867	Syao.g_02117
OG0001205	Syat.g_01287	Syao.g_01620
OG0001206	Syat.g_03268	Syao.g_02701, Syao.g_02702
OG0001207	Syat.g_03162	Syao.g_00035
OG0001208	Syat.g_03172	Syao.g_00026
OG0001209	Syat.g_03273	Syao.g_01415
OG0001210	Syat.g_00103	Syao.g_00882
OG0001211	Syat.g_00078	Syao.g_00861
OG0001213	Syat.g_03289	Syao.g_01322
OG0001214	Syat.g_00128	Syao.g_00896
OG0001216	Syat.g_00660	Syao.g_00492
OG0001218	Syat.g_01356	Syao.g_00092
OG0001219	Syat.g_00629	Syao.g_00651
OG0001220	Syat.g_01534	Syao.g_00393
OG0001222	Syat.g_00597	Syao.g_00687
OG0001223	Syat.g_00544	Syao.g_00820
OG0001224	Syat.g_00804	Syao.g_00427
OG0001226	Syat.g_01485	Syao.g_02633
OG0001228	Syat.g_00938	Syao.g_02256
OG0001229	Syat.g_00981	Syao.g_00220
OG0001230	Syat.g_01235	Syao.g_01503
OG0001231	Syat.g_02327	Syao.g_02254
OG0001232	Syat.g_03041	Syao.g_01664
OG0001233	Syat.g_03012	Syao.g_01643
OG0001234	Syat.g_02092	Syao.g_02035
OG0001235	Syat.g_01838	Syao.g_01863
OG0001236	Syat.g_02156	Syao.g_02261
OG0001237	Syat.g_02161	Syao.g_02265
OG0001238	Syat.g_02673	Syao.g_02451
OG0001239	Syat.g_01472	Syao.g_02620
OG0001240	Syat.g_01554	Syao.g_02669
OG0001242	Syat.g_02936	Syao.g_02576
OG0001243	Syat.g_02928	Syao.g_02584
OG0001244	Syat.g_02901	Syao.g_02477
OG0001245	Syat.g_00212	Syao.g_00362
OG0001247	Syat.g_01019	Syao.g_00390
OG0001249	Syat.g_01620	Syao.g_01882
OG0001250	Syat.g_00739	Syao.g_00556
OG0001251	Syat.g_00963, Syat.g_00621	Syao.g_00641
OG0001252	Syat.g_00787	Syao.g_00507
OG0001255	Syat.g_00843	Syao.g_00920
OG0001256	Syat.g_03111	Syao.g_01572
OG0001257	Syat.g_00346, Syat.g_00438	Syao.g_00414
OG0001258	Syat.g_03119	Syao.g_01561
OG0001259	Syat.g_03014	Syao.g_01645
OG0001261	Syat.g_01791	Syao.g_01814
OG0001262	Syat.g_02285	Syao.g_02213
OG0001263	Syat.g_02926	Syao.g_02541
OG0001265	Syat.g_02938	Syao.g_02574
OG0001266	Syat.g_02808	Syao.g_02465
OG0001267	Syat.g_02060	Syao.g_02063
OG0001268	Syat.g_01608	Syao.g_01871
OG0001270	Syat.g_02968	Syao.g_01733
OG0001271	Syat.g_01374	Syao.g_02685
OG0001272	Syat.g_03176	Syao.g_00120
OG0001274	Syat.g_02727	Syao.g_02401
OG0001275	Syat.g_00529	Syao.g_00806
OG0001276	Syat.g_00705	Syao.g_00450
OG0001277	Syat.g_03312	Syao.g_01334
OG0001278	Syat.g_00895	Syao.g_00265
OG0001279	Syat.g_01252	Syao.g_01528
OG0001281	Syat.g_01159	Syao.g_01454
OG0001282	Syat.g_02780	Syao.g_00037
OG0001283	Syat.g_02403	Syao.g_02335
OG0001286	Syat.g_01656	Syao.g_01835
OG0001288	Syat.g_02225	Syao.g_02187
OG0001289	Syat.g_01527	Syao.g_02649
OG0001291	Syat.g_02916	Syao.g_02551
OG0001292	Syat.g_01873	Syao.g_02111
OG0001293	Syat.g_01995	Syao.g_02091
OG0001294	Syat.g_00409	Syao.g_00948
OG0001295	Syat.g_00945	Syao.g_00878
OG0001296	Syat.g_03217	Syao.g_00163
OG0001297	Syat.g_03221	Syao.g_00159
OG0001298	Syat.g_00043	Syao.g_01043
OG0001299	Syat.g_00401	Syao.g_00942
OG0001303	Syat.g_00628	Syao.g_00649
OG0001304	Syat.g_00690	Syao.g_00466
OG0001305	Syat.g_00813	Syao.g_00382
OG0001306	Syat.g_03234	Syao.g_00141
OG0001308	Syat.g_01176	Syao.g_01500
OG0001310	Syat.g_03066	Syao.g_01681
OG0001311	Syat.g_00703	Syao.g_00452
OG0001312	Syat.g_00615	Syao.g_00635
OG0001315	Syat.g_01634	Syao.g_01853
OG0001317	Syat.g_01451	Syao.g_01701
OG0001318	Syat.g_01888	Syao.g_02099
OG0001319	Syat.g_02048	Syao.g_02075
OG0001323	Syat.g_01111	Syao.g_01392
OG0001325	Syat.g_00664	Syao.g_00487
OG0001326	Syat.g_02525	Syao.g_02293
OG0001327	Syat.g_00414	Syao.g_00953
OG0001329	Syat.g_00097	Syao.g_00876
OG0001331	Syat.g_01301	Syao.g_00042
OG0001333	Syat.g_03018	Syao.g_01649
OG0001336	Syat.g_02402	Syao.g_02336
OG0001337	Syat.g_01621	Syao.g_01884
OG0001345	Syat.g_00290	Syao.g_00179
OG0001347	Syat.g_02666	Syao.g_02725
OG0001349	Syat.g_01220	Syao.g_01074
OG0001351	Syat.g_01318	Syao.g_00060
OG0001353	Syat.g_00717	Syao.g_00439
OG0001354	Syat.g_00558	Syao.g_00833
OG0001356	Syat.g_01428	Syao.g_00301
OG0001358	Syat.g_03319	Syao.g_01343
OG0001360	Syat.g_00256	Syao.g_00177
OG0001361	Syat.g_00293	Syao.g_00182
OG0001364	Syat.g_02143	Syao.g_01969
OG0001365	Syat.g_02687	Syao.g_02441
OG0001366	Syat.g_03047	Syao.g_01670
OG0001371	Syat.g_01490	Syao.g_02638
OG0001373	Syat.g_02524	Syao.g_02291, Syao.g_02292
OG0001374	Syat.g_02541	Syao.g_02300
OG0001376	Syat.g_00841	Syao.g_00617
OG0001377	Syat.g_00842	Syao.g_00618
OG0001378	Syat.g_02967	Syao.g_01732
OG0001379	Syat.g_01147	Syao.g_01441
OG0001382	Syat.g_00101	Syao.g_00766
OG0001383	Syat.g_01092	Syao.g_00885
OG0001383	Syat.g_01441	Syao.g_01291
OG0001385	Syat.g_02521	Syao.g_02288
OG0001386	Syat.g_02522	Syao.g_02289
OG0001387	Syat.g_02523	Syao.g_02290
OG0001388	Syat.g_02526	Syao.g_02294
OG0001389	Syat.g_02531	Syao.g_02295
OG0001390	Syat.g_02532	Syao.g_02296
OG0001391	Syat.g_02533	Syao.g_02297
OG0001392	Syat.g_02539	Syao.g_02298
OG0001393	Syat.g_02540	Syao.g_02299
OG0001394	Syat.g_00450	Syao.g_00983
OG0001396	Syat.g_02665	Syao.g_02726
OG0001401	Syat.g_00721	Syao.g_00434
OG0001402	Syat.g_03314	Syao.g_01338
OG0001403	Syat.g_02307	Syao.g_02235
OG0001406	Syat.g_00840	Syao.g_00616
OG0001408	Syat.g_00211	Syao.g_01384
OG0001411	Syat.g_01188	Syao.g_01079
OG0001412	Syat.g_01135	Syao.g_02122
OG0001415	Syat.g_00017	Syao.g_00999
OG0001416	Syat.g_02491	Syao.g_01223
OG0001417	Syat.g_01705	Syao.g_00657
OG0001418	Syat.g_03267	Syao.g_00212
OG0001420	Syat.g_01099	Syao.g_01403
OG0001429	Syat.g_00627	Syao.g_00648
OG0001432	Syat.g_00846	Syao.g_01219
OG0001433	Syat.g_01429	Syao.g_00300
OG0001434	Syat.g_00455	Syao.g_00988
OG0001435	Syat.g_00422	Syao.g_00961
OG0001437	Syat.g_00016	Syao.g_00998
OG0001438	Syat.g_02076	Syao.g_02049
OG0001439	Syat.g_02105	Syao.g_02026
OG0001441	Syat.g_01109	Syao.g_01394
OG0001443	Syat.g_02649	Syao.g_02369
OG0001444	Syat.g_01547	Syao.g_02664
OG0001449	Syat.g_00800	Syao.g_01691
OG0001452	Syat.g_01881	Syao.g_02104
OG0001453	Syat.g_00538	Syao.g_00814
OG0001454	Syat.g_00189	Syao.g_01295
OG0001456	Syat.g_02545	Syao.g_00708
OG0001457	Syat.g_02546	Syao.g_00709
OG0001458	Syat.g_02547	Syao.g_00710
OG0001459	Syat.g_03357, Syat.g_03358	Syao.g_00583
OG0001460	Syat.g_01430	Syao.g_00299
OG0001461	Syat.g_01945	Syao.g_00788
OG0001462	Syat.g_02301	Syao.g_02228
OG0001467	Syat.g_02457	Syao.g_01225
OG0001473	Syat.g_00190	Syao.g_00621
OG0001474	Syat.g_01607	Syao.g_01870
OG0001475	Syat.g_01116	Syao.g_02177
OG0001476	Syat.g_02579, Syat.g_01012	Syao.g_00324
OG0001477	Syat.g_00321, Syat.g_00322, Syat.g_00318	Syao.g_00408
OG0001479	Syat.g_01610	Syao.g_01873
OG0001486	Syat.g_03258	Syao.g_00125
OG0001487	Syat.g_01355	Syao.g_00091
OG0001488	Syat.g_00301	Syao.g_00190
OG0001489	Syat.g_01645	Syao.g_01823
OG0001492	Syat.g_00898	Syao.g_00268
OG0001493	Syat.g_00890	Syao.g_00260
OG0001495	Syat.g_01833	Syao.g_01803
OG0001496	Syat.g_00316	Syao.g_00410
OG0001497	Syat.g_00317	Syao.g_00409
OG0001498	Syat.g_02954	Syao.g_01717
OG0001502	Syat.g_00757	Syao.g_00526
OG0001505	Syat.g_01215	Syao.g_01138
OG0001507	Syat.g_03261	Syao.g_00874
OG0001508	Syat.g_02258	Syao.g_02174
OG0001509	Syat.g_01140, Syat.g_01296	Syao.g_02727
OG0001510	Syat.g_02214	Syao.g_01944
OG0001511	Syat.g_01580	Syao.g_02593
OG0001512	Syat.g_01445	Syao.g_01707
OG0001513	Syat.g_01083	Syao.g_02457
OG0001514	Syat.g_00315	Syao.g_00411
OG0001515	Syat.g_00927	Syao.g_00626
OG0001516	Syat.g_00398	Syao.g_00939
OG0001517	Syat.g_01613	Syao.g_01876
OG0001518	Syat.g_02671	Syao.g_02365
OG0001519	Syat.g_02646	Syao.g_02371
OG0001520	Syat.g_00852	Syao.g_01044
OG0001522	Syat.g_00642	Syao.g_00568
OG0001526	Syat.g_02907	Syao.g_02559
OG0001527	Syat.g_00064	Syao.g_00846
OG0001528	Syat.g_01115	Syao.g_02176
OG0001529	Syat.g_02294	Syao.g_02222
OG0001530	Syat.g_01578	Syao.g_02591
OG0001532	Syat.g_00213	Syao.g_00226
OG0001533	Syat.g_02786, Syat.g_02966	Syao.g_01731
OG0001534	Syat.g_00689	Syao.g_00467
OG0001535	Syat.g_00707	Syao.g_00448
OG0001536	Syat.g_00589	Syao.g_00679
OG0001537	Syat.g_00441	Syao.g_00977
OG0001538	Syat.g_00484	Syao.g_00761
OG0001539	Syat.g_00417	Syao.g_00956
OG0001540	Syat.g_02924	Syao.g_02543
OG0001541	Syat.g_02847	Syao.g_02518
OG0001542	Syat.g_02837	Syao.g_02527
OG0001543	Syat.g_03229	Syao.g_02382
OG0001544	Syat.g_02647	Syao.g_02370
OG0001545	Syat.g_02444, Syat.g_02433	Syao.g_02312
OG0001546	Syat.g_01106	Syao.g_01397
OG0001547	Syat.g_00645	Syao.g_00570
OG0001553	Syat.g_01230	Syao.g_01510
OG0001554	Syat.g_01005	Syao.g_00323
OG0001556	Syat.g_03147	Syao.g_00311
OG0001557	Syat.g_00451	Syao.g_00984
OG0001558	Syat.g_02323	Syao.g_02251
OG0001559	Syat.g_01577	Syao.g_02590
OG0001560	Syat.g_01562	Syao.g_02595
OG0001561	Syat.g_00701	Syao.g_00454
OG0001562	Syat.g_00523	Syao.g_00795
OG0001563	Syat.g_01662	Syao.g_01841
OG0001564	Syat.g_01209	Syao.g_00883
OG0001567	Syat.g_00651	Syao.g_00571
OG0001568	Syat.g_00643	Syao.g_00569
OG0001570	Syat.g_03269	Syao.g_00286
OG0001573	Syat.g_01835	Syao.g_00024
OG0001574	Syat.g_00066	Syao.g_00848
OG0001575	Syat.g_00061	Syao.g_00843
OG0001576	Syat.g_01169	Syao.g_01474
OG0001577	Syat.g_03255	Syao.g_00128
OG0001578	Syat.g_00192	Syao.g_02304
OG0001580	Syat.g_02701	Syao.g_02425
OG0001584	Syat.g_00468	Syao.g_00746
OG0001587	Syat.g_02990	Syao.g_01693
OG0001588	Syat.g_03195	Syao.g_01998
OG0001590	Syat.g_00112	Syao.g_00889
OG0001591	Syat.g_00411	Syao.g_00950
OG0001592	Syat.g_02699	Syao.g_02426
OG0001594	Syat.g_01365	Syao.g_01359
OG0001613	Syat.g_01635	Syao.g_01854
OG0001614	Syat.g_02197	Syao.g_02144
OG0001616	Syat.g_00249	Syao.g_00174
OG0001617	Syat.g_03212, Syat.g_03299	Syao.g_01201
OG0001618	Syat.g_02510	Syao.g_00481
OG0001619	Syat.g_00600	Syao.g_00690
OG0001620	Syat.g_01601	Syao.g_01864
OG0001621	Syat.g_01883	Syao.g_02103
OG0001622	Syat.g_02404	Syao.g_02334
OG0001623	Syat.g_01666	Syao.g_00405
OG0001624	Syat.g_00188	Syao.g_01257
OG0001625	Syat.g_01938	Syao.g_02097
OG0001634	Syat.g_00404	Syao.g_00945
OG0001635	Syat.g_02229, Syat.g_01993	Syao.g_02183
OG0001636	Syat.g_02302	Syao.g_02229
OG0001637	Syat.g_02788	Syao.g_01361
OG0001638	Syat.g_03143	Syao.g_01684
OG0001640	Syat.g_00792	Syao.g_00502
OG0001641	Syat.g_00540	Syao.g_00816
OG0001642	Syat.g_00676	Syao.g_00233
OG0001643	Syat.g_00131	Syao.g_00899
OG0001644	Syat.g_00844	Syao.g_00474
OG0001645	Syat.g_01719	Syao.g_01270
OG0001647	Syat.g_02051	Syao.g_02073
OG0001652	Syat.g_02326	Syao.g_02253
OG0001653	Syat.g_01553	Syao.g_02697, Syao.g_01290, Syao.g_02667
OG0001654	Syat.g_02983	Syao.g_01697
OG0001657	Syat.g_02887	Syao.g_02491
OG0001659	Syat.g_00219	Syao.g_00020
OG0001660	Syat.g_01585, Syat.g_02948	Syao.g_02724
OG0001669	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903	Syao.g_01817
OG0001671	Syat.g_02742	Syao.g_02387
OG0001672	Syat.g_01483	Syao.g_02631
OG0001673	Syat.g_01454	Syao.g_02713
OG0001675	Syat.g_00525	Syao.g_00802, Syao.g_01175
OG0001677	Syat.g_01631	Syao.g_01850
OG0001678	Syat.g_01859	Syao.g_01938
OG0001679	Syat.g_02946	Syao.g_02566, Syao.g_02565
OG0001680	Syat.g_03064	Syao.g_01679
OG0001682	Syat.g_00668	Syao.g_00483
OG0001692	Syat.g_01231	Syao.g_01508
OG0001694	Syat.g_02062	Syao.g_02061
OG0001695	Syat.g_02434	Syao.g_02308
OG0001700	Syat.g_01074	Syao.g_00307
OG0001701	Syat.g_02905	Syao.g_02561
OG0001702	Syat.g_01533	Syao.g_02655
OG0001703	Syat.g_03164	Syao.g_00034
OG0001715	Syat.g_01717	Syao.g_00278
OG0001717	Syat.g_02860	Syao.g_02505
OG0001729	Syat.g_01440	Syao.g_01711
OG0001730	Syat.g_01676	Syao.g_01008
OG0001731	Syat.g_03081	Syao.g_01603
OG0001732	Syat.g_02387	Syao.g_02197
OG0001732	Syat.g_00911	Syao.g_00232
OG0001733	Syat.g_01048	Syao.g_00310
OG0001734	Syat.g_00513	Syao.g_00421, Syao.g_00418
OG0001735	Syat.g_00345	Syao.g_00929
OG0001737	Syat.g_02084	Syao.g_02042
OG0001738	Syat.g_02127	Syao.g_02011
OG0001739	Syat.g_02435, Syat.g_02445	Syao.g_02306
OG0001748	Syat.g_02740	Syao.g_02389
OG0001750	Syat.g_01551	Syao.g_01324
OG0001751	Syat.g_01455	Syao.g_02714
OG0001752	Syat.g_02991	Syao.g_01694
OG0001753	Syat.g_01542, Syat.g_01710	Syao.g_02301
OG0001754	Syat.g_02790	Syao.g_01363
OG0001755	Syat.g_03226	Syao.g_00153
OG0001760	Syat.g_02005, Syat.g_00880	Syao.g_00294
OG0001761	Syat.g_00819	Syao.g_00400
OG0001762	Syat.g_00531	Syao.g_00809
OG0001763	Syat.g_00545	Syao.g_00821
OG0001764	Syat.g_00639	Syao.g_00565
OG0001766	Syat.g_02711	Syao.g_02036
OG0001767	Syat.g_01208, Syat.g_01199, Syat.g_02418, Syat.g_02419, Syat.g_02371	Syao.g_01100
OG0001768	Syat.g_02831, Syat.g_03145	Syao.g_02533
OG0001769	Syat.g_00373	Syao.g_00916
OG0001771	Syat.g_01094	Syao.g_01406
OG0001782	Syat.g_01210	Syao.g_01965
OG0001783	Syat.g_02203	Syao.g_01952
OG0001784	Syat.g_01536	Syao.g_02662
OG0001786	Syat.g_03099	Syao.g_01584
OG0001787	Syat.g_01076	Syao.g_01411
OG0001788	Syat.g_03272	Syao.g_01414
OG0001789	Syat.g_01152	Syao.g_01434
OG0001790	Syat.g_03249	Syao.g_00134
OG0001792	Syat.g_00905	Syao.g_00275
OG0001796	Syat.g_00716	Syao.g_00440
OG0001797	Syat.g_00605, Syat.g_01062	Syao.g_00698
OG0001798	Syat.g_03310	Syao.g_01332
OG0001799	Syat.g_00376	Syao.g_00913
OG0001800	Syat.g_01091, Syat.g_01660	Syao.g_01529
OG0001801	Syat.g_01240	Syao.g_01535
OG0001803	Syat.g_01291	Syao.g_01615
OG0001804	Syat.g_02955	Syao.g_01718
OG0001805	Syat.g_02770	Syao.g_01352
OG0001806	Syat.g_02050, Syat.g_02049	Syao.g_02074
OG0001808	Syat.g_02145	Syao.g_01964
OG0001809	Syat.g_00435	Syao.g_02614
OG0001811	Syat.g_02839	Syao.g_02525
OG0001812	Syat.g_02698	Syao.g_02427
OG0001813	Syat.g_02490	Syao.g_02360
OG0001814	Syat.g_02395	Syao.g_02344
OG0001815	Syat.g_01886, Syat.g_00954	Syao.g_00732
OG0001816	Syat.g_00413	Syao.g_00952
OG0001837	Syat.g_02741	Syao.g_02388
OG0001839	Syat.g_02305	Syao.g_02233
OG0001840	Syat.g_02288	Syao.g_02216
OG0001841	Syat.g_02280	Syao.g_02209
OG0001843	Syat.g_02196	Syao.g_02143
OG0001844	Syat.g_02195	Syao.g_02142
OG0001845	Syat.g_02193	Syao.g_02140
OG0001846	Syat.g_02935	Syao.g_02577
OG0001847	Syat.g_02937	Syao.g_02575
OG0001848	Syat.g_02941	Syao.g_02571
OG0001849	Syat.g_01526	Syao.g_02648
OG0001850	Syat.g_01486	Syao.g_02634
OG0001851	Syat.g_01479	Syao.g_02627
OG0001852	Syat.g_01478	Syao.g_02626
OG0001853	Syat.g_01471	Syao.g_02619
OG0001854	Syat.g_01449	Syao.g_01703
OG0001856	Syat.g_03103	Syao.g_01580
OG0001857	Syat.g_03100	Syao.g_01583
OG0001858	Syat.g_03076	Syao.g_01608
OG0001859	Syat.g_01305	Syao.g_00046
OG0001860	Syat.g_03166	Syao.g_00032
OG0001861	Syat.g_03177	Syao.g_00119
OG0001862	Syat.g_03190	Syao.g_00107
OG0001863	Syat.g_03203	Syao.g_00101
OG0001864	Syat.g_03282	Syao.g_01420
OG0001866	Syat.g_00002	Syao.g_01058
OG0001867	Syat.g_03410	Syao.g_01056
OG0001868	Syat.g_01156	Syao.g_01468
OG0001869	Syat.g_03254	Syao.g_00129
OG0001870	Syat.g_03264	Syao.g_00215
OG0001871	Syat.g_00312	Syao.g_00207
OG0001872	Syat.g_00899	Syao.g_00269
OG0001873	Syat.g_00228	Syao.g_00173
OG0001874	Syat.g_00251	Syao.g_00176
OG0001877	Syat.g_00926	Syao.g_00627
OG0001878	Syat.g_00528	Syao.g_00805
OG0001879	Syat.g_00533	Syao.g_00811
OG0001880	Syat.g_00574	Syao.g_00671
OG0001881	Syat.g_00575	Syao.g_00672
OG0001882	Syat.g_00602	Syao.g_00695
OG0001883	Syat.g_00608	Syao.g_00713
OG0001884	Syat.g_00617	Syao.g_00637
OG0001885	Syat.g_00632	Syao.g_00586
OG0001886	Syat.g_00638	Syao.g_00564
OG0001888	Syat.g_00456	Syao.g_00989
OG0001889	Syat.g_00498	Syao.g_00772
OG0001890	Syat.g_00748	Syao.g_00533
OG0001891	Syat.g_00756	Syao.g_00528
OG0001892	Syat.g_00982	Syao.g_00610
OG0001893	Syat.g_03309	Syao.g_01331
OG0001894	Syat.g_00116	Syao.g_00893
OG0001895	Syat.g_01244	Syao.g_01532
OG0001896	Syat.g_02964	Syao.g_01729
OG0001897	Syat.g_01604	Syao.g_01867
OG0001898	Syat.g_01622	Syao.g_01883
OG0001899	Syat.g_01793	Syao.g_01816
OG0001900	Syat.g_01997	Syao.g_02090
OG0001901	Syat.g_01998	Syao.g_02089
OG0001902	Syat.g_02068	Syao.g_02057
OG0001903	Syat.g_02077	Syao.g_02048
OG0001904	Syat.g_02141	Syao.g_01971
OG0001905	Syat.g_02147	Syao.g_01961
OG0001906	Syat.g_02923	Syao.g_02544
OG0001908	Syat.g_02845	Syao.g_02521
OG0001909	Syat.g_02833	Syao.g_02531
OG0001910	Syat.g_02736	Syao.g_02393
OG0001912	Syat.g_02679	Syao.g_02446
OG0001913	Syat.g_02677	Syao.g_02448
OG0001914	Syat.g_03287	Syao.g_01430
OG0001915	Syat.g_02389	Syao.g_02195
OG0001924	Syat.g_02767	Syao.g_01347
OG0001925	Syat.g_02766	Syao.g_01348
OG0001926	Syat.g_02765	Syao.g_01349
OG0001927	Syat.g_02764	Syao.g_01350
OG0001929	Syat.g_02273	Syao.g_02202
OG0001932	Syat.g_02198	Syao.g_02145
OG0001933	Syat.g_01573	Syao.g_02587
OG0001934	Syat.g_01559	Syao.g_02674
OG0001935	Syat.g_01476	Syao.g_02624
OG0001936	Syat.g_00178	Syao.g_01296
OG0001937	Syat.g_03089	Syao.g_01595
OG0001938	Syat.g_03168	Syao.g_00030
OG0001940	Syat.g_00044	Syao.g_01046
OG0001941	Syat.g_01160	Syao.g_01453
OG0001942	Syat.g_02534	Syao.g_00531
OG0001943	Syat.g_00405	Syao.g_00219
OG0001944	Syat.g_01250	Syao.g_00203
OG0001946	Syat.g_00972	Syao.g_00622
OG0001947	Syat.g_02750	Syao.g_02380
OG0001948	Syat.g_00543	Syao.g_00819
OG0001949	Syat.g_00563	Syao.g_00662
OG0001950	Syat.g_00565	Syao.g_00664
OG0001951	Syat.g_00576	Syao.g_00673
OG0001952	Syat.g_00603	Syao.g_00696
OG0001953	Syat.g_00604	Syao.g_00697
OG0001955	Syat.g_01670	Syao.g_00609
OG0001956	Syat.g_00959	Syao.g_01376
OG0001957	Syat.g_03304	Syao.g_01326
OG0001958	Syat.g_00343	Syao.g_00931
OG0001960	Syat.g_01358	Syao.g_00094
OG0001961	Syat.g_01376	Syao.g_02687
OG0001964	Syat.g_01846	Syao.g_01926
OG0001966	Syat.g_01940	Syao.g_02095
OG0001967	Syat.g_01942	Syao.g_02093
OG0001968	Syat.g_01943	Syao.g_02092
OG0001969	Syat.g_02102	Syao.g_02029
OG0001970	Syat.g_02921	Syao.g_02546
OG0001971	Syat.g_02835	Syao.g_02529
OG0001972	Syat.g_02723	Syao.g_02405
OG0001973	Syat.g_02714, Syat.g_02718	Syao.g_02415
OG0001975	Syat.g_03286	Syao.g_01429
OG0001976	Syat.g_03288	Syao.g_01319
OG0001980	Syat.g_00836	Syao.g_01887
OG0001981	Syat.g_02550	Syao.g_00334
OG0001993	Syat.g_02769	Syao.g_01345
OG0001996	Syat.g_02309	Syao.g_02237
OG0001999	Syat.g_03020	Syao.g_01650
OG0002000	Syat.g_01112	Syao.g_01390
OG0002002	Syat.g_00900	Syao.g_00270
OG0002003	Syat.g_01980	Syao.g_01337
OG0002004	Syat.g_02268	Syao.g_01556
OG0002008	Syat.g_03284	Syao.g_00807
OG0002009	Syat.g_00446	Syao.g_00980
OG0002010	Syat.g_01337	Syao.g_00074
OG0002011	Syat.g_00868, Syat.g_01912	Syao.g_00258
OG0002013	Syat.g_01504	Syao.g_02640
OG0002016	Syat.g_02743	Syao.g_02386
OG0002019	Syat.g_02199	Syao.g_02146
OG0002020	Syat.g_02597	Syao.g_02320
OG0002021	Syat.g_02450	Syao.g_02322
OG0002022	Syat.g_02448	Syao.g_02323
OG0002023	Syat.g_02447	Syao.g_02324
OG0002024	Syat.g_02554	Syao.g_02317
OG0002038	Syat.g_01251	Syao.g_00204
OG0002039	Syat.g_00299	Syao.g_00189
OG0002040	Syat.g_02427	Syao.g_00187
OG0002042	Syat.g_00569	Syao.g_00668
OG0002043	Syat.g_00625	Syao.g_00645
OG0002046	Syat.g_01397	Syao.g_02693
OG0002047	Syat.g_02951	Syao.g_01714
OG0002048	Syat.g_01636	Syao.g_01855
OG0002049	Syat.g_01840	Syao.g_01932
OG0002050	Syat.g_02040	Syao.g_02083
OG0002051	Syat.g_02848	Syao.g_02517
OG0002054	Syat.g_02555	Syao.g_02318
OG0002055	Syat.g_02428	Syao.g_02315
OG0002056	Syat.g_02078	Syao.g_02046
OG0002107	Syat.g_02014, Syat.g_03230, Syat.g_00994	Syao.g_00544
OG0002114	Syat.g_01366	Syao.g_01360
OG0002116	Syat.g_03094	Syao.g_01590
OG0002120	Syat.g_02459	Syao.g_00601
OG0002123	Syat.g_00662	Syao.g_00490
OG0002129	Syat.g_01280	Syao.g_01516
OG0002131	Syat.g_02451	Syao.g_02321
OG0002132	Syat.g_02553	Syao.g_02314
OG0002134	Syat.g_02186	Syao.g_02134
OG0002135	Syat.g_03043	Syao.g_01666
OG0002136	Syat.g_03044	Syao.g_01667
OG0002138	Syat.g_02879, Syat.g_02880, Syat.g_00820	Syao.g_00195
OG0002139	Syat.g_00884	Syao.g_00289
OG0002142	Syat.g_01239	Syao.g_01536
OG0002143	Syat.g_00973	Syao.g_00701
OG0002144	Syat.g_03389	Syao.g_01325
OG0002154	Syat.g_00084	Syao.g_00867
OG0002159	Syat.g_01548	Syao.g_02665
OG0002160	Syat.g_02996	Syao.g_01628
OG0002166	Syat.g_03397	Syao.g_00922, Syao.g_00199
OG0002172	Syat.g_02739	Syao.g_02390
OG0002173	Syat.g_02754	Syao.g_02475
OG0002174	Syat.g_02511	Syao.g_02282
OG0002175	Syat.g_00921	Syao.g_00238
OG0002179	Syat.g_02153	Syao.g_01956
OG0002180	Syat.g_02069	Syao.g_02056
OG0002181	Syat.g_02001	Syao.g_02086
OG0002182	Syat.g_03097	Syao.g_01586
OG0002183	Syat.g_01529	Syao.g_02651
OG0002184	Syat.g_01525	Syao.g_02647
OG0002185	Syat.g_01487	Syao.g_02635
OG0002186	Syat.g_03045	Syao.g_01668
OG0002187	Syat.g_03046	Syao.g_01669
OG0002188	Syat.g_03118	Syao.g_01562
OG0002189	Syat.g_03117	Syao.g_01563
OG0002190	Syat.g_03080	Syao.g_01604
OG0002192	Syat.g_00298	Syao.g_00188
OG0002194	Syat.g_00889	Syao.g_00259
OG0002195	Syat.g_00434	Syao.g_00970
OG0002196	Syat.g_00464	Syao.g_00742
OG0002197	Syat.g_00541	Syao.g_00817
OG0002198	Syat.g_02588	Syao.g_00917
