Orthogroup	Syab	Prbd
OG0001118	Syab.g_01353	Prbd.g_00278
OG0001119	Syab.g_01351	Prbd.g_00279
OG0001120	Syab.g_01347	Prbd.g_00281
OG0001121	Syab.g_02159	Prbd.g_00425, Prbd.g_00284
OG0001122	Syab.g_01320	Prbd.g_00312
OG0001123	Syab.g_01312	Prbd.g_00316
OG0001124	Syab.g_01310	Prbd.g_00318
OG0001125	Syab.g_01308	Prbd.g_00319
OG0001126	Syab.g_01231	Prbd.g_00329
OG0001127	Syab.g_01230	Prbd.g_00330
OG0001128	Syab.g_01227	Prbd.g_00332
OG0001129	Syab.g_01225	Prbd.g_00333
OG0001130	Syab.g_01224	Prbd.g_00334
OG0001131	Syab.g_01609	Prbd.g_00370
OG0001132	Syab.g_01790	Prbd.g_00380
OG0001133	Syab.g_01895	Prbd.g_00414
OG0001134	Syab.g_01748	Prbd.g_00427
OG0001135	Syab.g_01747	Prbd.g_00430
OG0001136	Syab.g_00966	Prbd.g_00465
OG0001137	Syab.g_00990	Prbd.g_00476
OG0001138	Syab.g_01023	Prbd.g_00494
OG0001139	Syab.g_01025	Prbd.g_00495
OG0001140	Syab.g_01026, Syab.g_00642	Prbd.g_00496
OG0001141	Syab.g_01027	Prbd.g_00497
OG0001142	Syab.g_01028	Prbd.g_00498
OG0001143	Syab.g_01037	Prbd.g_00505
OG0001144	Syab.g_01052	Prbd.g_00510
OG0001145	Syab.g_00928	Prbd.g_01809
OG0001146	Syab.g_00907	Prbd.g_01797
OG0001147	Syab.g_00716	Prbd.g_01778
OG0001148	Syab.g_02085	Prbd.g_01762
OG0001149	Syab.g_02084	Prbd.g_01761
OG0001150	Syab.g_02083	Prbd.g_01760
OG0001151	Syab.g_02070	Prbd.g_01749
OG0001152	Syab.g_02069	Prbd.g_01748
OG0001153	Syab.g_00731	Prbd.g_01657
OG0001154	Syab.g_00730	Prbd.g_01656
OG0001155	Syab.g_02171	Prbd.g_01644
OG0001156	Syab.g_02174	Prbd.g_01641
OG0001157	Syab.g_02175	Prbd.g_01640
OG0001158	Syab.g_02176	Prbd.g_01639
OG0001159	Syab.g_02177	Prbd.g_01638
OG0001160	Syab.g_02231	Prbd.g_01613
OG0001161	Syab.g_02797	Prbd.g_01600
OG0001162	Syab.g_00893	Prbd.g_01589
OG0001163	Syab.g_02241	Prbd.g_01533
OG0001164	Syab.g_02247	Prbd.g_01529
OG0001165	Syab.g_02252	Prbd.g_01526
OG0001166	Syab.g_02296	Prbd.g_01506
OG0001167	Syab.g_02322	Prbd.g_01489
OG0001168	Syab.g_02324	Prbd.g_01487
OG0001169	Syab.g_02326	Prbd.g_01485
OG0001170	Syab.g_02328	Prbd.g_01483
OG0001171	Syab.g_02339	Prbd.g_01473
OG0001172	Syab.g_00371	Prbd.g_01460
OG0001173	Syab.g_00372	Prbd.g_01459
OG0001174	Syab.g_00380	Prbd.g_01451
OG0001175	Syab.g_00381	Prbd.g_01450
OG0001176	Syab.g_00398	Prbd.g_01443
OG0001177	Syab.g_00396	Prbd.g_01440
OG0001178	Syab.g_02263	Prbd.g_01435
OG0001179	Syab.g_00427	Prbd.g_01407
OG0001180	Syab.g_00453	Prbd.g_01385
OG0001181	Syab.g_00457	Prbd.g_01381
OG0001182	Syab.g_00467	Prbd.g_01374
OG0001183	Syab.g_00474	Prbd.g_01370
OG0001184	Syab.g_00196	Prbd.g_01354
OG0001185	Syab.g_00119	Prbd.g_01340
OG0001186	Syab.g_00085	Prbd.g_01316
OG0001187	Syab.g_00081	Prbd.g_01311
OG0001188	Syab.g_00079	Prbd.g_01309
OG0001189	Syab.g_00058	Prbd.g_01292
OG0001190	Syab.g_02755	Prbd.g_01288
OG0001191	Syab.g_02771	Prbd.g_01278
OG0001192	Syab.g_02778	Prbd.g_01274
OG0001193	Syab.g_02827	Prbd.g_01264
OG0001194	Syab.g_02833	Prbd.g_01263
OG0001195	Syab.g_02834	Prbd.g_01262
OG0001196	Syab.g_02896	Prbd.g_01249
OG0001197	Syab.g_02898	Prbd.g_01248
OG0001198	Syab.g_02911	Prbd.g_01240
OG0001199	Syab.g_02440	Prbd.g_01170
OG0001200	Syab.g_02442	Prbd.g_01168
OG0001201	Syab.g_02501	Prbd.g_01136
OG0001202	Syab.g_02635	Prbd.g_01041
OG0001203	Syab.g_02369	Prbd.g_01001
OG0001204	Syab.g_00353	Prbd.g_00996
OG0001205	Syab.g_00593	Prbd.g_00797
OG0001206	Syab.g_00641	Prbd.g_00780
OG0001207	Syab.g_02088	Prbd.g_00765
OG0001208	Syab.g_02098	Prbd.g_00760
OG0001209	Syab.g_02038	Prbd.g_00707
OG0001210	Syab.g_02030	Prbd.g_00702
OG0001211	Syab.g_02013	Prbd.g_00692
OG0001212	Syab.g_01955	Prbd.g_00648
OG0001213	Syab.g_01886	Prbd.g_00615
OG0001214	Syab.g_01872	Prbd.g_00607
OG0001215	Syab.g_01171	Prbd.g_00554
OG0001216	Syab.g_01269	Prbd.g_00009
OG0001217	Syab.g_01464	Prbd.g_00049
OG0001218	Syab.g_00723	Prbd.g_00056
OG0001220	Syab.g_01737	Prbd.g_00154
OG0001221	Syab.g_01607	Prbd.g_00217
OG0001222	Syab.g_01396	Prbd.g_00256
OG0001223	Syab.g_01345	Prbd.g_00282
OG0001224	Syab.g_01214	Prbd.g_00336
OG0001225	Syab.g_01212	Prbd.g_00338
OG0001226	Syab.g_02450	Prbd.g_00364
OG0001227	Syab.g_00891	Prbd.g_00383
OG0001228	Syab.g_01697	Prbd.g_00513
OG0001229	Syab.g_01184	Prbd.g_01766
OG0001230	Syab.g_00791	Prbd.g_01697
OG0001231	Syab.g_00017	Prbd.g_01591
OG0001232	Syab.g_02306	Prbd.g_01502
OG0001233	Syab.g_02329	Prbd.g_01482
OG0001234	Syab.g_00385	Prbd.g_01448
OG0001235	Syab.g_00391	Prbd.g_01438
OG0001236	Syab.g_00200	Prbd.g_01357
OG0001237	Syab.g_00192	Prbd.g_01353
OG0001238	Syab.g_02773	Prbd.g_01277
OG0001239	Syab.g_02437	Prbd.g_01173
OG0001240	Syab.g_02484	Prbd.g_01151
OG0001241	Syab.g_02494	Prbd.g_01143
OG0001242	Syab.g_02525	Prbd.g_01124
OG0001243	Syab.g_02533	Prbd.g_01118
OG0001244	Syab.g_02561	Prbd.g_01101
OG0001245	Syab.g_01762	Prbd.g_00858
OG0001246	Syab.g_02126	Prbd.g_00738
OG0001247	Syab.g_02825	Prbd.g_00561
OG0001248	Syab.g_01163	Prbd.g_00559
OG0001249	Syab.g_00514	Prbd.g_00080
OG0001250	Syab.g_01714	Prbd.g_00143
OG0001251	Syab.g_01816	Prbd.g_00191
OG0001252	Syab.g_01228	Prbd.g_00331
OG0001253	Syab.g_01761	Prbd.g_00384
OG0001254	Syab.g_01749	Prbd.g_00429
OG0001255	Syab.g_01846	Prbd.g_00452
OG0001256	Syab.g_02238	Prbd.g_01598
OG0001257	Syab.g_01610	Prbd.g_01592
OG0001258	Syab.g_02250	Prbd.g_01528
OG0001259	Syab.g_02327	Prbd.g_01484
OG0001260	Syab.g_02350	Prbd.g_01467
OG0001261	Syab.g_00436	Prbd.g_01399
OG0001262	Syab.g_00060	Prbd.g_01294
OG0001263	Syab.g_02536	Prbd.g_01115
OG0001265	Syab.g_02523	Prbd.g_01125
OG0001266	Syab.g_02639	Prbd.g_01037
OG0001267	Syab.g_00295	Prbd.g_00959
OG0001268	Syab.g_00529	Prbd.g_00900
OG0001269	Syab.g_01809	Prbd.g_00880
OG0001270	Syab.g_00579	Prbd.g_00808
OG0001271	Syab.g_00694	Prbd.g_00770
OG0001272	Syab.g_02102	Prbd.g_00756
OG0001273	Syab.g_01878	Prbd.g_00613
OG0001274	Syab.g_02706	Prbd.g_00541
OG0001275	Syab.g_01330	Prbd.g_00292
OG0001276	Syab.g_01313	Prbd.g_00315
OG0001277	Syab.g_02163	Prbd.g_00372
OG0001278	Syab.g_01152	Prbd.g_00518
OG0001279	Syab.g_01807	Prbd.g_01893
OG0001280	Syab.g_00918	Prbd.g_01802
OG0001281	Syab.g_00906	Prbd.g_01796
OG0001282	Syab.g_02086	Prbd.g_01763
OG0001283	Syab.g_02885	Prbd.g_01744
OG0001284	Syab.g_02211	Prbd.g_01618, Prbd.g_01619
OG0001285	Syab.g_02309	Prbd.g_01499
OG0001286	Syab.g_00451	Prbd.g_01387
OG0001287	Syab.g_00111	Prbd.g_01333
OG0001288	Syab.g_00094	Prbd.g_01324
OG0001289	Syab.g_02465	Prbd.g_01157
OG0001290	Syab.g_02493	Prbd.g_01144
OG0001291	Syab.g_02546	Prbd.g_01108
OG0001292	Syab.g_00348	Prbd.g_00991
OG0001293	Syab.g_00322	Prbd.g_00978
OG0001294	Syab.g_01564	Prbd.g_00860
OG0001295	Syab.g_01215	Prbd.g_00775
OG0001296	Syab.g_02132	Prbd.g_00733
OG0001297	Syab.g_02136	Prbd.g_00728
OG0001298	Syab.g_01980	Prbd.g_00666
OG0001299	Syab.g_01557	Prbd.g_00578
OG0001300	Syab.g_01180	Prbd.g_00551
OG0001301	Syab.g_01197	Prbd.g_00548
OG0001302	Syab.g_01844	Prbd.g_00089
OG0001303	Syab.g_01424	Prbd.g_00296
OG0001304	Syab.g_01298	Prbd.g_00325
OG0001305	Syab.g_01204	Prbd.g_00344
OG0001306	Syab.g_00941	Prbd.g_00454
OG0001307	Syab.g_01552	Prbd.g_01781
OG0001308	Syab.g_00759	Prbd.g_01679
OG0001309	Syab.g_02142	Prbd.g_01594
OG0001310	Syab.g_02288	Prbd.g_01513
OG0001311	Syab.g_01311	Prbd.g_00317
OG0001312	Syab.g_01414	Prbd.g_00245
OG0001315	Syab.g_00472	Prbd.g_01182
OG0001316	Syab.g_02552	Prbd.g_01102
OG0001317	Syab.g_02373	Prbd.g_01005
OG0001318	Syab.g_00333	Prbd.g_00983
OG0001319	Syab.g_00306	Prbd.g_00967
OG0001321	Syab.g_00616	Prbd.g_00791
OG0001322	Syab.g_00617	Prbd.g_00790
OG0001323	Syab.g_02145	Prbd.g_00723
OG0001324	Syab.g_01181	Prbd.g_00550
OG0001325	Syab.g_01273	Prbd.g_00012
OG0001326	Syab.g_02841	Prbd.g_00179
OG0001327	Syab.g_01643	Prbd.g_00356
OG0001328	Syab.g_01616	Prbd.g_00382
OG0001329	Syab.g_00361	Prbd.g_00421
OG0001331	Syab.g_02081	Prbd.g_01758
OG0001332	Syab.g_02165	Prbd.g_01646
OG0001333	Syab.g_02323	Prbd.g_01488
OG0001334	Syab.g_00483	Prbd.g_01367
OG0001335	Syab.g_00484	Prbd.g_01366
OG0001336	Syab.g_02886	Prbd.g_01252
OG0001339	Syab.g_02496	Prbd.g_01141
OG0001340	Syab.g_00503	Prbd.g_00911
OG0001341	Syab.g_01779	Prbd.g_00047
OG0001343	Syab.g_00359	Prbd.g_00188
OG0001344	Syab.g_00974	Prbd.g_00472
OG0001345	Syab.g_01008	Prbd.g_00487
OG0001346	Syab.g_00914	Prbd.g_01800
OG0001347	Syab.g_02830	Prbd.g_01815
OG0001348	Syab.g_01258	Prbd.g_01570
OG0001349	Syab.g_00150	Prbd.g_01719
OG0001351	Syab.g_00625	Prbd.g_00788
OG0001353	Syab.g_01702	Prbd.g_00134
OG0001354	Syab.g_01358	Prbd.g_00274
OG0001358	Syab.g_01900	Prbd.g_00624
OG0001359	Syab.g_00360	Prbd.g_00189
OG0001360	Syab.g_01010	Prbd.g_00385
OG0001361	Syab.g_00154, Syab.g_01005	Prbd.g_00484
OG0001362	Syab.g_00754	Prbd.g_01675
OG0001363	Syab.g_00752	Prbd.g_01673
OG0001364	Syab.g_00211	Prbd.g_01364
OG0001365	Syab.g_02760	Prbd.g_01284
OG0001369	Syab.g_02483	Prbd.g_01152
OG0001373	Syab.g_02840	Prbd.g_00178
OG0001374	Syab.g_02848	Prbd.g_00186
OG0001375	Syab.g_00358	Prbd.g_00187
OG0001376	Syab.g_02782	Prbd.g_00350
OG0001377	Syab.g_02781	Prbd.g_00351
OG0001378	Syab.g_00578	Prbd.g_00394
OG0001379	Syab.g_00923	Prbd.g_01807
OG0001381	Syab.g_01937	Prbd.g_01770
OG0001382	Syab.g_00393	Prbd.g_01578
OG0001385	Syab.g_02837	Prbd.g_00175
OG0001386	Syab.g_02838	Prbd.g_00176
OG0001387	Syab.g_02839	Prbd.g_00177
OG0001388	Syab.g_02842	Prbd.g_00180
OG0001389	Syab.g_02843	Prbd.g_00181
OG0001390	Syab.g_02844	Prbd.g_00182
OG0001391	Syab.g_02845	Prbd.g_00183
OG0001392	Syab.g_02846	Prbd.g_00184
OG0001393	Syab.g_02847	Prbd.g_00185
OG0001394	Syab.g_01599	Prbd.g_00221
OG0001396	Syab.g_02831	Prbd.g_01814
OG0001397	Syab.g_00753	Prbd.g_01674
OG0001398	Syab.g_02457	Prbd.g_01565
OG0001400	Syab.g_02558	Prbd.g_00002
OG0001402	Syab.g_01896	Prbd.g_00063
OG0001404	Syab.g_02433	Prbd.g_01176
OG0001405	Syab.g_00486	Prbd.g_00913
OG0001406	Syab.g_02783	Prbd.g_00349
OG0001407	Syab.g_01158	Prbd.g_00362
OG0001408	Syab.g_01826	Prbd.g_00367
OG0001409	Syab.g_00988	Prbd.g_00475
OG0001410	Syab.g_01550	Prbd.g_01780
OG0001412	Syab.g_02829	Prbd.g_01816
OG0001413	Syab.g_01812, Syab.g_01904	Prbd.g_01603
OG0001414	Syab.g_01938	Prbd.g_01010
OG0001415	Syab.g_02471	Prbd.g_01008
OG0001416	Syab.g_00909	Prbd.g_00783
OG0001417	Syab.g_01359	Prbd.g_00773
OG0001419	Syab.g_01159	Prbd.g_00363
OG0001420	Syab.g_02155	Prbd.g_00403
OG0001428	Syab.g_02594	Prbd.g_01068
OG0001429	Syab.g_01423	Prbd.g_00092
OG0001432	Syab.g_01818	Prbd.g_01605
OG0001434	Syab.g_01594	Prbd.g_00225
OG0001435	Syab.g_01637	Prbd.g_00202
OG0001438	Syab.g_00280	Prbd.g_00946
OG0001439	Syab.g_00248	Prbd.g_00932
OG0001442	Syab.g_01583	Prbd.g_00037
OG0001447	Syab.g_02534	Prbd.g_01117
OG0001448	Syab.g_01789	Prbd.g_00872
OG0001449	Syab.g_00357	Prbd.g_00841
OG0001450	Syab.g_01081	Prbd.g_00557
OG0001452	Syab.g_00338	Prbd.g_00193
OG0001454	Syab.g_01808	Prbd.g_00378
OG0001456	Syab.g_02850	Prbd.g_00445
OG0001457	Syab.g_02851	Prbd.g_00446
OG0001458	Syab.g_02852	Prbd.g_00447
OG0001461	Syab.g_01754	Prbd.g_00823
OG0001462	Syab.g_00042	Prbd.g_01203
OG0001463	Syab.g_01104	Prbd.g_00953
OG0001467	Syab.g_00805	Prbd.g_00081
OG0001471	Syab.g_00253	Prbd.g_01602
OG0001472	Syab.g_01800	Prbd.g_01595
OG0001473	Syab.g_01813	Prbd.g_01315
OG0001479	Syab.g_00527	Prbd.g_00902
OG0001480	Syab.g_01836	Prbd.g_00870
OG0001481	Syab.g_00621	Prbd.g_00865
OG0001482	Syab.g_01349	Prbd.g_00785
OG0001484	Syab.g_02849	Prbd.g_01837
OG0001486	Syab.g_00967	Prbd.g_00466
OG0001492	Syab.g_01155	Prbd.g_00515
OG0001493	Syab.g_01147	Prbd.g_00523
OG0001499	Syab.g_01112	Prbd.g_01183
OG0001502	Syab.g_01733	Prbd.g_00072
OG0001520	Syab.g_01992	Prbd.g_00846
OG0001522	Syab.g_01703	Prbd.g_00135
OG0001525	Syab.g_01823	Prbd.g_01586
OG0001546	Syab.g_02150	Prbd.g_00718
OG0001547	Syab.g_01440	Prbd.g_00074
OG0001551	Syab.g_01166	Prbd.g_00444
OG0001554	Syab.g_02753	Prbd.g_01596
OG0001555	Syab.g_02418	Prbd.g_01582
OG0001567	Syab.g_01441	Prbd.g_00073
OG0001568	Syab.g_01439	Prbd.g_00075
OG0001570	Syab.g_01443	Prbd.g_00405
OG0001572	Syab.g_02215	Prbd.g_00003
OG0001573	Syab.g_01264, Syab.g_00018	Prbd.g_00821, Prbd.g_01098
OG0001582	Syab.g_01881	Prbd.g_00774
OG0001625	Syab.g_00328	Prbd.g_00981
OG0001627	Syab.g_02167	Prbd.g_00053
OG0001635	Syab.g_00090	Prbd.g_01545
OG0001647	Syab.g_00304	Prbd.g_00966
OG0001666	Syab.g_01471	Prbd.g_01880
OG0001669	Syab.g_02892	Prbd.g_01711, Prbd.g_01712
OG0001695	Syab.g_02869	Prbd.g_01854
OG0001740	Syab.g_02871	Prbd.g_01853
OG0001745	Syab.g_01769	Prbd.g_01606
OG0001990	Syab.g_02872	Prbd.g_00438
OG0002020	Syab.g_02865	Prbd.g_01852
OG0002021	Syab.g_02863	Prbd.g_01850
OG0002022	Syab.g_02862	Prbd.g_01849
OG0002023	Syab.g_02861	Prbd.g_01848
OG0002024	Syab.g_02855	Prbd.g_01844
OG0002054	Syab.g_02854	Prbd.g_01843
OG0002055	Syab.g_02857	Prbd.g_01846
OG0002110	Syab.g_00077	Prbd.g_01905, Prbd.g_01906
OG0002131	Syab.g_02864	Prbd.g_01851
OG0002132	Syab.g_02858	Prbd.g_01847
OG0002133	Syab.g_02856	Prbd.g_01845
OG0002178	Syab.g_02860	Prbd.g_01841
OG0002291	Syab.g_02556	Prbd.g_01899
OG0002375	Syab.g_00151	Prbd.g_01718
OG0002592	Syab.g_02718	Prbd.g_01819
OG0002723	Syab.g_00152	Prbd.g_01717
OG0003499	Syab.g_00794	Prbd.g_01818
OG0003821	Syab.g_02644	Prbd.g_01743
