Orthogroup	Praf	Prbl
OG0001109	Praf.g_02163	Prbl.g_00956
OG0001110	Praf.g_02161	Prbl.g_00958
OG0001111	Praf.g_02160	Prbl.g_00959
OG0001112	Praf.g_02159	Prbl.g_00960
OG0001113	Praf.g_02158	Prbl.g_00961
OG0001114	Praf.g_02157	Prbl.g_00962
OG0001115	Praf.g_02156	Prbl.g_00963
OG0001116	Praf.g_02155	Prbl.g_00964
OG0001117	Praf.g_02154	Prbl.g_00965
OG0001118	Praf.g_02153	Prbl.g_00966
OG0001119	Praf.g_02152	Prbl.g_00967
OG0001120	Praf.g_02151	Prbl.g_00968
OG0001121	Praf.g_02150	Prbl.g_00969
OG0001122	Praf.g_02149	Prbl.g_00970
OG0001123	Praf.g_02148	Prbl.g_00971
OG0001124	Praf.g_02147	Prbl.g_00972
OG0001125	Praf.g_02146	Prbl.g_00973
OG0001126	Praf.g_02145	Prbl.g_00974
OG0001127	Praf.g_02144	Prbl.g_00975
OG0001128	Praf.g_02143	Prbl.g_00976
OG0001129	Praf.g_02142	Prbl.g_00977
OG0001130	Praf.g_02141	Prbl.g_00978
OG0001131	Praf.g_02140	Prbl.g_00979
OG0001132	Praf.g_02139	Prbl.g_00980
OG0001133	Praf.g_02138	Prbl.g_00981
OG0001134	Praf.g_02137	Prbl.g_00982
OG0001135	Praf.g_02136	Prbl.g_00983
OG0001136	Praf.g_02135	Prbl.g_00984
OG0001137	Praf.g_02134	Prbl.g_00985
OG0001138	Praf.g_02133	Prbl.g_00986
OG0001139	Praf.g_02132	Prbl.g_00987
OG0001140	Praf.g_02131	Prbl.g_00988
OG0001141	Praf.g_02128	Prbl.g_00991
OG0001142	Praf.g_02127	Prbl.g_00992
OG0001143	Praf.g_02126	Prbl.g_00993
OG0001144	Praf.g_02124	Prbl.g_00995
OG0001145	Praf.g_02122	Prbl.g_00997
OG0001146	Praf.g_02121	Prbl.g_00998
OG0001147	Praf.g_02118	Prbl.g_01127
OG0001148	Praf.g_02117	Prbl.g_01128
OG0001149	Praf.g_02112	Prbl.g_01131
OG0001150	Praf.g_02109	Prbl.g_01134
OG0001151	Praf.g_02108	Prbl.g_01135
OG0001152	Praf.g_02107	Prbl.g_01136
OG0001153	Praf.g_02106	Prbl.g_01137
OG0001154	Praf.g_02105	Prbl.g_01138
OG0001155	Praf.g_02104	Prbl.g_01139
OG0001156	Praf.g_02103	Prbl.g_01140
OG0001157	Praf.g_02101	Prbl.g_01142
OG0001158	Praf.g_02099	Prbl.g_01144
OG0001159	Praf.g_02097	Prbl.g_01146
OG0001160	Praf.g_02096	Prbl.g_01147
OG0001161	Praf.g_02082	Prbl.g_01174
OG0001162	Praf.g_02081	Prbl.g_01175
OG0001163	Praf.g_02079	Prbl.g_01177
OG0001164	Praf.g_02078	Prbl.g_01178
OG0001165	Praf.g_02077	Prbl.g_01179
OG0001166	Praf.g_02076	Prbl.g_01180
OG0001167	Praf.g_02075	Prbl.g_01181
OG0001168	Praf.g_02372	Prbl.g_00863
OG0001169	Praf.g_02375	Prbl.g_00859
OG0001170	Praf.g_02383	Prbl.g_00856
OG0001171	Praf.g_02384	Prbl.g_00855
OG0001172	Praf.g_02386	Prbl.g_00853
OG0001173	Praf.g_02388	Prbl.g_00851
OG0001174	Praf.g_02391	Prbl.g_00848
OG0001175	Praf.g_02393	Prbl.g_00844
OG0001176	Praf.g_02395	Prbl.g_00842
OG0001177	Praf.g_02397	Prbl.g_00840
OG0001178	Praf.g_02398	Prbl.g_00839
OG0001179	Praf.g_02399	Prbl.g_00838
OG0001180	Praf.g_00196	Prbl.g_01307
OG0001181	Praf.g_00195	Prbl.g_01306
OG0001182	Praf.g_00194	Prbl.g_01305
OG0001183	Praf.g_00193	Prbl.g_01304
OG0001184	Praf.g_00192	Prbl.g_01303
OG0001185	Praf.g_00191	Prbl.g_01302
OG0001186	Praf.g_00184	Prbl.g_01291
OG0001187	Praf.g_00183	Prbl.g_01290
OG0001188	Praf.g_00182	Prbl.g_01289
OG0001189	Praf.g_00180	Prbl.g_01287
OG0001190	Praf.g_00179	Prbl.g_01286
OG0001191	Praf.g_00177	Prbl.g_01284
OG0001192	Praf.g_00175	Prbl.g_02638
OG0001193	Praf.g_00174	Prbl.g_02637
OG0001194	Praf.g_00173	Prbl.g_02636
OG0001195	Praf.g_00165	Prbl.g_01235
OG0001196	Praf.g_00163	Prbl.g_02063
OG0001197	Praf.g_00158	Prbl.g_02059
OG0001198	Praf.g_00157	Prbl.g_02058
OG0001199	Praf.g_00156	Prbl.g_02057
OG0001200	Praf.g_00155	Prbl.g_02056
OG0001201	Praf.g_00154	Prbl.g_02055
OG0001202	Praf.g_00153	Prbl.g_02054
OG0001203	Praf.g_00091	Prbl.g_02026
OG0001204	Praf.g_00089	Prbl.g_02023
OG0001205	Praf.g_00088	Prbl.g_02022
OG0001206	Praf.g_00087	Prbl.g_02021
OG0001207	Praf.g_00083	Prbl.g_02018
OG0001208	Praf.g_00082	Prbl.g_02017
OG0001209	Praf.g_00081	Prbl.g_02016
OG0001210	Praf.g_00077	Prbl.g_02014
OG0001211	Praf.g_00075	Prbl.g_02012
OG0001212	Praf.g_00074	Prbl.g_02011
OG0001213	Praf.g_00072	Prbl.g_02009
OG0001214	Praf.g_00071	Prbl.g_02008
OG0001215	Praf.g_00070	Prbl.g_02007
OG0001216	Praf.g_00069	Prbl.g_02006
OG0001217	Praf.g_00068	Prbl.g_02005
OG0001218	Praf.g_00067	Prbl.g_02004
OG0001219	Praf.g_00064	Prbl.g_02002
OG0001220	Praf.g_00063	Prbl.g_02001
OG0001221	Praf.g_00062	Prbl.g_02000
OG0001222	Praf.g_00060	Prbl.g_01998
OG0001223	Praf.g_00056	Prbl.g_01994
OG0001224	Praf.g_00054	Prbl.g_01992
OG0001225	Praf.g_02656	Prbl.g_02239
OG0001226	Praf.g_02657	Prbl.g_02238
OG0001227	Praf.g_02658	Prbl.g_02237
OG0001228	Praf.g_02659	Prbl.g_02236
OG0001229	Praf.g_02661	Prbl.g_02234
OG0001230	Praf.g_02662	Prbl.g_02233
OG0001231	Praf.g_02663	Prbl.g_02232
OG0001232	Praf.g_02665	Prbl.g_02230
OG0001233	Praf.g_02667	Prbl.g_02228
OG0001234	Praf.g_02669	Prbl.g_02226
OG0001235	Praf.g_02670	Prbl.g_02225
OG0001236	Praf.g_02671	Prbl.g_02224
OG0001237	Praf.g_02674	Prbl.g_02219
OG0001238	Praf.g_02680	Prbl.g_02214
OG0001239	Praf.g_02702	Prbl.g_02192
OG0001240	Praf.g_02716	Prbl.g_02189
OG0001241	Praf.g_02717	Prbl.g_02188
OG0001242	Praf.g_02719	Prbl.g_02186
OG0001243	Praf.g_02720	Prbl.g_02185
OG0001244	Praf.g_02723	Prbl.g_02182
OG0001245	Praf.g_02724	Prbl.g_02181
OG0001246	Praf.g_02728	Prbl.g_02175
OG0001247	Praf.g_02729	Prbl.g_02174
OG0001248	Praf.g_02730	Prbl.g_02173
OG0001249	Praf.g_02743	Prbl.g_02160
OG0001250	Praf.g_02753	Prbl.g_02151
OG0001251	Praf.g_02754	Prbl.g_02150
OG0001252	Praf.g_02755	Prbl.g_02149
OG0001253	Praf.g_02756	Prbl.g_02148
OG0001254	Praf.g_02758	Prbl.g_02146
OG0001255	Praf.g_02759	Prbl.g_02145
OG0001256	Praf.g_02764	Prbl.g_02141
OG0001257	Praf.g_02765	Prbl.g_02139
OG0001258	Praf.g_02766	Prbl.g_02138
OG0001259	Praf.g_02770	Prbl.g_02134
OG0001260	Praf.g_02772	Prbl.g_02132
OG0001261	Praf.g_02773	Prbl.g_02131
OG0001262	Praf.g_02775	Prbl.g_02129
OG0001263	Praf.g_02777	Prbl.g_02127
OG0001264	Praf.g_02779	Prbl.g_02125
OG0001265	Praf.g_02780	Prbl.g_02124
OG0001266	Praf.g_02781	Prbl.g_02123
OG0001267	Praf.g_02782	Prbl.g_02122
OG0001268	Praf.g_02783	Prbl.g_02121
OG0001269	Praf.g_00261	Prbl.g_00569
OG0001270	Praf.g_02418	Prbl.g_00812
OG0001271	Praf.g_02437	Prbl.g_00298
OG0001272	Praf.g_02280	Prbl.g_01452
OG0001273	Praf.g_02055	Prbl.g_01200
OG0001274	Praf.g_00597	Prbl.g_00513
OG0001275	Praf.g_00615	Prbl.g_00532
OG0001276	Praf.g_00738	Prbl.g_01776
OG0001278	Praf.g_01614	Prbl.g_01562
OG0001279	Praf.g_01460	Prbl.g_02408
OG0001280	Praf.g_01333	Prbl.g_02536
OG0001281	Praf.g_00991	Prbl.g_01704
OG0001282	Praf.g_01473	Prbl.g_02390
OG0001283	Praf.g_00989	Prbl.g_01705
OG0001285	Praf.g_01134	Prbl.g_00036
OG0001286	Praf.g_00852	Prbl.g_02082
OG0001288	Praf.g_00976	Prbl.g_01808
OG0001289	Praf.g_00535	Prbl.g_00449
OG0001290	Praf.g_01248	Prbl.g_01833
OG0001291	Praf.g_00639	Prbl.g_00787
OG0001292	Praf.g_01145	Prbl.g_00048
OG0001293	Praf.g_01950	Prbl.g_01370
OG0001294	Praf.g_01484	Prbl.g_02379
OG0001296	Praf.g_00492	Prbl.g_00406
OG0001297	Praf.g_00487	Prbl.g_00401
OG0001298	Praf.g_00484	Prbl.g_00398
OG0001301	Praf.g_02392	Prbl.g_00845
OG0001302	Praf.g_00159	Prbl.g_02060
OG0001303	Praf.g_00058	Prbl.g_01996
OG0001304	Praf.g_02768	Prbl.g_02136
OG0001305	Praf.g_01095	Prbl.g_01026, Prbl.g_01386
OG0001306	Praf.g_01988	Prbl.g_00651
OG0001307	Praf.g_00036	Prbl.g_01976
OG0001308	Praf.g_00318	Prbl.g_00605
OG0001309	Praf.g_00315	Prbl.g_00602
OG0001310	Praf.g_00313	Prbl.g_00600
OG0001311	Praf.g_00260	Prbl.g_00568
OG0001313	Praf.g_02402	Prbl.g_00828
OG0001315	Praf.g_02206	Prbl.g_02667
OG0001316	Praf.g_02234, Praf.g_02225, Praf.g_02218	Prbl.g_01505
OG0001318	Praf.g_01694	Prbl.g_01641
OG0001319	Praf.g_01853	Prbl.g_00716
OG0001320	Praf.g_01284	Prbl.g_00936
OG0001321	Praf.g_01278	Prbl.g_00931
OG0001322	Praf.g_02752	Prbl.g_02152
OG0001323	Praf.g_00055	Prbl.g_01993
OG0001325	Praf.g_02648, Praf.g_01002	Prbl.g_01694
OG0001326	Praf.g_00926	Prbl.g_01115
OG0001327	Praf.g_01894	Prbl.g_00724
OG0001328	Praf.g_00017	Prbl.g_01957
OG0001329	Praf.g_00454	Prbl.g_00366
OG0001330	Praf.g_00403	Prbl.g_00315
OG0001331	Praf.g_02387	Prbl.g_00852
OG0001333	Praf.g_00387	Prbl.g_00197
OG0001334	Praf.g_00676	Prbl.g_00748
OG0001337	Praf.g_00969	Prbl.g_01813
OG0001338	Praf.g_00805	Prbl.g_01712
OG0001339	Praf.g_00789	Prbl.g_01728
OG0001340	Praf.g_02762	Prbl.g_02143
OG0001343	Praf.g_00486	Prbl.g_00400
OG0001344	Praf.g_00426	Prbl.g_00339
OG0001345	Praf.g_02111	Prbl.g_01132
OG0001347	Praf.g_00061	Prbl.g_01999
OG0001348	Praf.g_02404	Prbl.g_00826
OG0001349	Praf.g_00217	Prbl.g_01324
OG0001351	Praf.g_02522	Prbl.g_00099
OG0001352	Praf.g_02211	Prbl.g_01512
OG0001353	Praf.g_02252	Prbl.g_01489
OG0001354	Praf.g_02279	Prbl.g_01453
OG0001355	Praf.g_02048	Prbl.g_01207
OG0001356	Praf.g_01750	Prbl.g_01393
OG0001357	Praf.g_01991	Prbl.g_00654
OG0001358	Praf.g_01910	Prbl.g_01343
OG0001359	Praf.g_00601	Prbl.g_00517
OG0001362	Praf.g_00722	Prbl.g_01791
OG0001363	Praf.g_02550	Prbl.g_01263
OG0001365	Praf.g_01598	Prbl.g_01546
OG0001367	Praf.g_01351	Prbl.g_02518
OG0001368	Praf.g_01334	Prbl.g_02535
OG0001371	Praf.g_00893	Prbl.g_02592
OG0001372	Praf.g_01769	Prbl.g_00156
OG0001375	Praf.g_00436	Prbl.g_00349
OG0001376	Praf.g_02089	Prbl.g_01164
OG0001376	Praf.g_02643, Praf.g_01869	Prbl.g_01151
OG0001377	Praf.g_00160	Prbl.g_02061
OG0001378	Praf.g_01332	Prbl.g_02537
OG0001382	Praf.g_02414	Prbl.g_00816
OG0001385	Praf.g_02269	Prbl.g_01463
OG0001388	Praf.g_00819	Prbl.g_02064
OG0001389	Praf.g_01958	Prbl.g_00624
OG0001391	Praf.g_00624	Prbl.g_00803
OG0001393	Praf.g_00642	Prbl.g_00784
OG0001404	Praf.g_01431	Prbl.g_02437
OG0001421	Praf.g_01421	Prbl.g_02448
OG0001422	Praf.g_00356	Prbl.g_01006, Prbl.g_02631, Prbl.g_01937
OG0001422	Praf.g_01078	Prbl.g_02612
OG0001425	Praf.g_02074	Prbl.g_01182
OG0001427	Praf.g_00644	Prbl.g_00782
OG0001436	Praf.g_01298	Prbl.g_02571
OG0001437	Praf.g_02569	Prbl.g_01243
OG0001438	Praf.g_02763	Prbl.g_02142
OG0001439	Praf.g_00331	Prbl.g_00738, Prbl.g_02629
OG0001441	Praf.g_01375	Prbl.g_02494
OG0001446	Praf.g_02686	Prbl.g_02208
OG0001447	Praf.g_01933	Prbl.g_01355
OG0001447	Praf.g_01931	Prbl.g_01354
OG0001448	Praf.g_01665	Prbl.g_01615
OG0001450	Praf.g_00960	Prbl.g_01079
OG0001456	Praf.g_01004	Prbl.g_01692
OG0001458	Praf.g_02673	Prbl.g_02222
OG0001459	Praf.g_01085	Prbl.g_00003
OG0001463	Praf.g_00966	Prbl.g_01077, Prbl.g_01071
OG0001464	Praf.g_00699	Prbl.g_01893
OG0001465	Praf.g_00737	Prbl.g_01777
OG0001468	Praf.g_01589	Prbl.g_01537
OG0001475	Praf.g_01297	Prbl.g_02573
OG0001476	Praf.g_01791	Prbl.g_00245
OG0001480	Praf.g_02594, Praf.g_02427	Prbl.g_00307
OG0001481	Praf.g_01168	Prbl.g_01022
OG0001482	Praf.g_02333	Prbl.g_00900
OG0001484	Praf.g_01576	Prbl.g_02291
OG0001485	Praf.g_01231	Prbl.g_01846
OG0001488	Praf.g_02678	Prbl.g_02215
OG0001489	Praf.g_02677	Prbl.g_02216
OG0001490	Praf.g_02676	Prbl.g_02217
OG0001491	Praf.g_01130	Prbl.g_00031
OG0001492	Praf.g_00936	Prbl.g_01104
OG0001493	Praf.g_01997	Prbl.g_00661
OG0001494	Praf.g_00883	Prbl.g_00182
OG0001496	Praf.g_00803	Prbl.g_01714
OG0001500	Praf.g_01500	Prbl.g_02362
OG0001501	Praf.g_01670	Prbl.g_01620
OG0001502	Praf.g_01084, Praf.g_01069	Prbl.g_02602
OG0001502	Praf.g_00999	Prbl.g_01696
OG0001502	Praf.g_01020	Prbl.g_01678
OG0001502	Praf.g_01180, Praf.g_01060, Praf.g_01099	Prbl.g_01028
OG0001505	Praf.g_01504	Prbl.g_02358
OG0001508	Praf.g_00545	Prbl.g_00458
OG0001511	Praf.g_02731	Prbl.g_02172
OG0001512	Praf.g_02732	Prbl.g_02171
OG0001513	Praf.g_02733	Prbl.g_02170
OG0001514	Praf.g_02734	Prbl.g_02169
OG0001515	Praf.g_02735	Prbl.g_02168
OG0001516	Praf.g_02736	Prbl.g_02167
OG0001517	Praf.g_02737	Prbl.g_02166
OG0001518	Praf.g_02738	Prbl.g_02165
OG0001519	Praf.g_02739	Prbl.g_02164
OG0001520	Praf.g_02740	Prbl.g_02163
OG0001521	Praf.g_02741	Prbl.g_02162
OG0001522	Praf.g_02742	Prbl.g_02161
OG0001523	Praf.g_01496	Prbl.g_02366
OG0001527	Praf.g_00977	Prbl.g_01807
OG0001528	Praf.g_00355	Prbl.g_01939
OG0001540	Praf.g_00792	Prbl.g_01725
OG0001546	Praf.g_00985	Prbl.g_01709, Prbl.g_02597
OG0001547	Praf.g_00043	Prbl.g_01983
OG0001557	Praf.g_00345	Prbl.g_01949
OG0001559	Praf.g_02007	Prbl.g_00681
OG0001560	Praf.g_01457	Prbl.g_02411
OG0001561	Praf.g_01593	Prbl.g_01541
OG0001562	Praf.g_01015	Prbl.g_01684
OG0001563	Praf.g_01903	Prbl.g_01337
OG0001570	Praf.g_01578	Prbl.g_02288
OG0001588	Praf.g_01094	Prbl.g_01025
OG0001599	Praf.g_01953	Prbl.g_00620
OG0001600	Praf.g_00493	Prbl.g_00408
OG0001602	Praf.g_02294	Prbl.g_01438
OG0001605	Praf.g_00353	Prbl.g_01940
OG0001615	Praf.g_02351	Prbl.g_00884
OG0001619	Praf.g_02174	Prbl.g_00950
OG0001621	Praf.g_02086	Prbl.g_01168, Prbl.g_01167
OG0001630	Praf.g_00118	Prbl.g_02030
OG0001631	Praf.g_00845	Prbl.g_02632, Prbl.g_00175
OG0001632	Praf.g_02092	Prbl.g_01162
OG0001633	Praf.g_01852	Prbl.g_00715, Prbl.g_00713
OG0001634	Praf.g_01114	Prbl.g_00012
OG0001635	Praf.g_02050	Prbl.g_01205
OG0001643	Praf.g_02363	Prbl.g_00873
OG0001645	Praf.g_00482	Prbl.g_00395
OG0001646	Praf.g_00946, Praf.g_01089	Prbl.g_01531
OG0001647	Praf.g_01115	Prbl.g_00013
OG0001648	Praf.g_01118	Prbl.g_00016
OG0001649	Praf.g_01119	Prbl.g_00017
OG0001690	Praf.g_00086	Prbl.g_02020
OG0001690	Praf.g_00131	Prbl.g_02052
OG0001691	Praf.g_00130	Prbl.g_01002
OG0001691	Praf.g_00085	Prbl.g_02051
OG0001702	Praf.g_02371	Prbl.g_00865
OG0001703	Praf.g_01144	Prbl.g_00047
OG0001716	Praf.g_00592	Prbl.g_00508
OG0001719	Praf.g_00096	Prbl.g_02024
OG0001720	Praf.g_00093	Prbl.g_02027
OG0001721	Praf.g_00172	Prbl.g_02635
OG0001722	Praf.g_00954	Prbl.g_01089
OG0001723	Praf.g_00957	Prbl.g_01082
OG0001724	Praf.g_01951	Prbl.g_00142, Prbl.g_00655
OG0001724	Praf.g_02622, Praf.g_02619, Praf.g_02467	Prbl.g_01925
OG0001725	Praf.g_02053	Prbl.g_01202
OG0001733	Praf.g_00094	Prbl.g_02028
OG0001741	Praf.g_00051	Prbl.g_01989
OG0001742	Praf.g_02310, Praf.g_02307, Praf.g_01775, Praf.g_01777	Prbl.g_01422, Prbl.g_00260
OG0001742	Praf.g_00095	Prbl.g_02029
OG0001743	Praf.g_00238	Prbl.g_00546
OG0001744	Praf.g_00239	Prbl.g_00547
OG0001745	Praf.g_00252	Prbl.g_00560
OG0001746	Praf.g_01651	Prbl.g_01602
OG0001746	Praf.g_00365	Prbl.g_01908
OG0001747	Praf.g_00389	Prbl.g_00195
OG0001748	Praf.g_00390	Prbl.g_00194
OG0001749	Praf.g_00428	Prbl.g_00341
OG0001750	Praf.g_00778	Prbl.g_01737
OG0001751	Praf.g_00876	Prbl.g_02106
OG0001752	Praf.g_00924	Prbl.g_01117
OG0001753	Praf.g_01214	Prbl.g_01865
OG0001754	Praf.g_01245	Prbl.g_01834
OG0001755	Praf.g_01324	Prbl.g_02545
OG0001756	Praf.g_01330	Prbl.g_02539
OG0001757	Praf.g_01336	Prbl.g_02533
OG0001758	Praf.g_01396	Prbl.g_02474
OG0001759	Praf.g_01446	Prbl.g_02422
OG0001760	Praf.g_01488	Prbl.g_02374
OG0001761	Praf.g_01535	Prbl.g_02330
OG0001762	Praf.g_01612	Prbl.g_01560
OG0001763	Praf.g_01615	Prbl.g_01563
OG0001764	Praf.g_01628	Prbl.g_01578
OG0001765	Praf.g_01637	Prbl.g_01587
OG0001766	Praf.g_01642	Prbl.g_01591
OG0001767	Praf.g_01740	Prbl.g_01402
OG0001768	Praf.g_01899	Prbl.g_01334
OG0001769	Praf.g_02014	Prbl.g_02675
OG0001770	Praf.g_02067	Prbl.g_01189
OG0001771	Praf.g_02068	Prbl.g_01188
OG0001772	Praf.g_02070	Prbl.g_01186
OG0001773	Praf.g_02071	Prbl.g_01185
OG0001774	Praf.g_02072	Prbl.g_01184
OG0001775	Praf.g_02100	Prbl.g_01143
OG0001776	Praf.g_02120	Prbl.g_00999
OG0001777	Praf.g_02406	Prbl.g_00824
OG0001778	Praf.g_02478	Prbl.g_00267
OG0001779	Praf.g_02496	Prbl.g_00073
OG0001780	Praf.g_02571	Prbl.g_01241
OG0001781	Praf.g_02672	Prbl.g_02223
OG0001782	Praf.g_02681	Prbl.g_02213
OG0001783	Praf.g_02682	Prbl.g_02212
OG0001784	Praf.g_02683	Prbl.g_02211
OG0001785	Praf.g_02718	Prbl.g_02187
OG0001786	Praf.g_02751	Prbl.g_02153
OG0001795	Praf.g_00084	Prbl.g_02050
OG0001798	Praf.g_00704	Prbl.g_01898
OG0001801	Praf.g_00947	Prbl.g_01093
OG0001802	Praf.g_00988	Prbl.g_01706
OG0001803	Praf.g_01211	Prbl.g_01868
OG0001804	Praf.g_01344	Prbl.g_02525
OG0001821	Praf.g_02276	Prbl.g_01456
OG0001829	Praf.g_00835	Prbl.g_02080
OG0001830	Praf.g_00865	Prbl.g_02095
OG0001842	Praf.g_02364	Prbl.g_00872
OG0001850	Praf.g_01025	Prbl.g_01674
OG0001851	Praf.g_00020	Prbl.g_01960
OG0001852	Praf.g_00890	Prbl.g_02595
OG0001857	Praf.g_01149	Prbl.g_00052
OG0001872	Praf.g_01581	Prbl.g_02283
OG0001873	Praf.g_01442	Prbl.g_02425
OG0001877	Praf.g_00968	Prbl.g_01814
OG0001878	Praf.g_00042	Prbl.g_01982
OG0001879	Praf.g_00186	Prbl.g_01293
OG0001880	Praf.g_00541	Prbl.g_00455
OG0001881	Praf.g_00702	Prbl.g_01896
OG0001882	Praf.g_00915	Prbl.g_01380
OG0001883	Praf.g_00916	Prbl.g_01381
OG0001886	Praf.g_01199	Prbl.g_00728
OG0001887	Praf.g_01256	Prbl.g_00407
OG0001888	Praf.g_01288	Prbl.g_00940
OG0001889	Praf.g_01406	Prbl.g_02464
OG0001890	Praf.g_01644	Prbl.g_01593
OG0001891	Praf.g_02040	Prbl.g_01215
OG0001892	Praf.g_02241	Prbl.g_01500
OG0001893	Praf.g_02612	Prbl.g_02250
OG0001894	Praf.g_02613	Prbl.g_02249
OG0001895	Praf.g_02655	Prbl.g_02240
OG0001896	Praf.g_02761	Prbl.g_02144
OG0001910	Praf.g_01746	Prbl.g_01396
OG0001912	Praf.g_00018	Prbl.g_01958
OG0001913	Praf.g_00019	Prbl.g_01959
OG0001914	Praf.g_02564	Prbl.g_01248
OG0001915	Praf.g_00467	Prbl.g_00379
OG0001916	Praf.g_00563	Prbl.g_00478
OG0001918	Praf.g_01697	Prbl.g_01644
OG0001920	Praf.g_02009	Prbl.g_00682
OG0001950	Praf.g_01120	Prbl.g_00020
OG0001965	Praf.g_00543	Prbl.g_00457
OG0001967	Praf.g_01216	Prbl.g_01861
OG0001968	Praf.g_01217	Prbl.g_01860
OG0001969	Praf.g_01361	Prbl.g_02507
OG0001970	Praf.g_02365	Prbl.g_00871
OG0001971	Praf.g_02443	Prbl.g_00292
OG0001972	Praf.g_02546	Prbl.g_01267
OG0001973	Praf.g_02771	Prbl.g_02133
OG0001990	Praf.g_02425	Prbl.g_00309
OG0001991	Praf.g_00034	Prbl.g_01974
OG0001992	Praf.g_00168	Prbl.g_01232
OG0001993	Praf.g_00169	Prbl.g_01231
OG0001994	Praf.g_00170	Prbl.g_01230
OG0001995	Praf.g_01113	Prbl.g_00262, Prbl.g_00807, Prbl.g_02649, Prbl.g_01129, Prbl.g_00264, Prbl.g_02665, Prbl.g_00065, Prbl.g_00741, Prbl.g_00735, Prbl.g_00465
OG0001996	Praf.g_01647	Prbl.g_01598
OG0001997	Praf.g_02006	Prbl.g_00680
OG0001997	Praf.g_02586	Prbl.g_00136
OG0002000	Praf.g_02747	Prbl.g_02158
OG0002001	Praf.g_02750	Prbl.g_02155
OG0002024	Praf.g_01468	Prbl.g_02394
OG0002031	Praf.g_00363	Prbl.g_01906
OG0002032	Praf.g_00377	Prbl.g_01921
OG0002033	Praf.g_00587	Prbl.g_00504
OG0002034	Praf.g_01096	Prbl.g_01027
OG0002034	Praf.g_01186	Prbl.g_02651
OG0002035	Praf.g_01301	Prbl.g_02568
OG0002036	Praf.g_02240	Prbl.g_01501
OG0002037	Praf.g_02281	Prbl.g_01451
OG0002038	Praf.g_02419	Prbl.g_00811
OG0002039	Praf.g_02423	Prbl.g_00311
OG0002040	Praf.g_02584	Prbl.g_00133
OG0002053	Praf.g_00456	Prbl.g_00368
OG0002062	Praf.g_02409	Prbl.g_00821
OG0002063	Praf.g_02562	Prbl.g_01250
OG0002064	Praf.g_02563	Prbl.g_01249
OG0002065	Praf.g_00166	Prbl.g_01234
OG0002065	Praf.g_00266	Prbl.g_00574
OG0002066	Praf.g_00409	Prbl.g_00321
OG0002066	Praf.g_00408	Prbl.g_00320
OG0002067	Praf.g_00562	Prbl.g_00477
OG0002068	Praf.g_02038	Prbl.g_01069
OG0002068	Praf.g_00850	Prbl.g_00176
OG0002070	Praf.g_01067	Prbl.g_01666
OG0002070	Praf.g_01072	Prbl.g_02607
OG0002071	Praf.g_01347	Prbl.g_02522
OG0002071	Praf.g_01345	Prbl.g_02524
OG0002072	Praf.g_01789	Prbl.g_00247
OG0002074	Praf.g_02058, Praf.g_02060	Prbl.g_01197
OG0002074	Praf.g_02348	Prbl.g_00887
OG0002075	Praf.g_02494	Prbl.g_00071
OG0002076	Praf.g_02653	Prbl.g_02242
OG0002120	Praf.g_02401	Prbl.g_00829
OG0002131	Praf.g_00667	Prbl.g_00757
OG0002133	Praf.g_02353	Prbl.g_00882
OG0002135	Praf.g_00138	Prbl.g_02034
OG0002136	Praf.g_00139	Prbl.g_02035
OG0002137	Praf.g_00527	Prbl.g_00442
OG0002138	Praf.g_01024	Prbl.g_01675
OG0002140	Praf.g_02032, Praf.g_02458	Prbl.g_00200
OG0002142	Praf.g_02749	Prbl.g_02156
OG0002189	Praf.g_00715	Prbl.g_01798
OG0002190	Praf.g_00970	Prbl.g_01812
OG0002193	Praf.g_02299	Prbl.g_01433
OG0002194	Praf.g_02334	Prbl.g_00899
OG0002195	Praf.g_02373	Prbl.g_00862, Prbl.g_00861
OG0002264	Praf.g_02020, Praf.g_00229	Prbl.g_02625
OG0002265	Praf.g_00395	Prbl.g_00189
OG0002266	Praf.g_00552	Prbl.g_00541
OG0002267	Praf.g_00638	Prbl.g_00788
OG0002268	Praf.g_00816	Prbl.g_00119
OG0002269	Praf.g_00839	Prbl.g_00145
OG0002270	Praf.g_00903	Prbl.g_02581
OG0002272	Praf.g_01255	Prbl.g_01826
OG0002273	Praf.g_01300	Prbl.g_02569
OG0002274	Praf.g_01418	Prbl.g_02451
OG0002275	Praf.g_01439	Prbl.g_02428
OG0002276	Praf.g_01466	Prbl.g_02398, Prbl.g_02397
OG0002277	Praf.g_01566	Prbl.g_02300
OG0002278	Praf.g_01686	Prbl.g_01633
OG0002279	Praf.g_01901	Prbl.g_01336
OG0002280	Praf.g_01983	Prbl.g_00646
OG0002281	Praf.g_02462	Prbl.g_00165
OG0002281	Praf.g_02033	Prbl.g_00201
OG0002282	Praf.g_02037	Prbl.g_01068, Prbl.g_00173
OG0002283	Praf.g_02272	Prbl.g_01460
OG0002284	Praf.g_02306, Praf.g_02309, Praf.g_02312	Prbl.g_01423
OG0002285	Praf.g_02354	Prbl.g_00881
OG0002286	Praf.g_02355	Prbl.g_00879
OG0002287	Praf.g_02424	Prbl.g_00310
OG0002288	Praf.g_02701	Prbl.g_02193
OG0002289	Praf.g_02727	Prbl.g_02177, Prbl.g_01502
OG0002290	Praf.g_02748	Prbl.g_02157
