Orthogroup	Pram	Syan
OG0001166	Pram.g_01651	Syan.g_01430
OG0001167	Pram.g_01669	Syan.g_00992
OG0001168	Pram.g_01671	Syan.g_01456
OG0001169	Pram.g_01673	Syan.g_01458
OG0001170	Pram.g_01675	Syan.g_01460
OG0001171	Pram.g_01685	Syan.g_01470
OG0001172	Pram.g_01700	Syan.g_02110
OG0001173	Pram.g_01701	Syan.g_02111
OG0001174	Pram.g_01709	Syan.g_02119
OG0001175	Pram.g_01710	Syan.g_02120
OG0001176	Pram.g_01718	Syan.g_02253
OG0001177	Pram.g_01720	Syan.g_02256
OG0001179	Pram.g_01753	Syan.g_02218
OG0001180	Pram.g_01776	Syan.g_02191
OG0001181	Pram.g_01780	Syan.g_02187
OG0001182	Pram.g_01788	Syan.g_02179
OG0001183	Pram.g_01794	Syan.g_02166
OG0001184	Pram.g_01812	Syan.g_01929
OG0001185	Pram.g_01828	Syan.g_01902
OG0001186	Pram.g_01852	Syan.g_01864
OG0001187	Pram.g_01855	Syan.g_01811
OG0001188	Pram.g_01857	Syan.g_01806
OG0001189	Pram.g_01874	Syan.g_01723
OG0001190	Pram.g_01879	Syan.g_01565
OG0001191	Pram.g_01889	Syan.g_01578
OG0001192	Pram.g_01894	Syan.g_01585
OG0001193	Pram.g_01907	Syan.g_01626
OG0001194	Pram.g_01908	Syan.g_01627
OG0001195	Pram.g_01909	Syan.g_01628
OG0001196	Pram.g_01926	Syan.g_01693
OG0001197	Pram.g_01928	Syan.g_01695
OG0001198	Pram.g_01935	Syan.g_01793
OG0001199	Pram.g_00059	Syan.g_02913
OG0001200	Pram.g_00061	Syan.g_02915
OG0001201	Pram.g_00092	Syan.g_02975
OG0001202	Pram.g_00184	Syan.g_03084
OG0001203	Pram.g_00225	Syan.g_02426
OG0001204	Pram.g_00231	Syan.g_02097
OG0001205	Pram.g_00380	Syan.g_01337
OG0001206	Pram.g_00401	Syan.g_02880
OG0001207	Pram.g_00413	Syan.g_02772
OG0001208	Pram.g_00418	Syan.g_02762
OG0001209	Pram.g_00473	Syan.g_01163
OG0001210	Pram.g_00477	Syan.g_00830
OG0001211	Pram.g_00487	Syan.g_00852
OG0001212	Pram.g_00533	Syan.g_01002
OG0001213	Pram.g_00569	Syan.g_01141
OG0001215	Pram.g_00781	Syan.g_00539
OG0001216	Pram.g_00803	Syan.g_00319
OG0001217	Pram.g_01539	Syan.g_00617
OG0001218	Pram.g_01196	Syan.g_02837
OG0001219	Pram.g_00911	Syan.g_00477
OG0001220	Pram.g_00865	Syan.g_00203
OG0001221	Pram.g_00745	Syan.g_01446
OG0001222	Pram.g_00988	Syan.g_00552
OG0001223	Pram.g_00960	Syan.g_00599
OG0001224	Pram.g_00892	Syan.g_00294
OG0001225	Pram.g_00890	Syan.g_00292
OG0001226	Pram.g_00577	Syan.g_02922
OG0001227	Pram.g_01188	Syan.g_00940
OG0001228	Pram.g_01089	Syan.g_01938
OG0001229	Pram.g_01542	Syan.g_02631
OG0001230	Pram.g_01388	Syan.g_01288
OG0001231	Pram.g_00357	Syan.g_01764
OG0001232	Pram.g_01655	Syan.g_01439
OG0001233	Pram.g_01676	Syan.g_01461
OG0001234	Pram.g_01712	Syan.g_01995
OG0001235	Pram.g_01716	Syan.g_02130
OG0001236	Pram.g_01809	Syan.g_01933
OG0001237	Pram.g_01813	Syan.g_01928
OG0001239	Pram.g_00056	Syan.g_02910
OG0001240	Pram.g_00077	Syan.g_02963
OG0001242	Pram.g_00105	Syan.g_02297
OG0001243	Pram.g_00112	Syan.g_02289
OG0001244	Pram.g_00127	Syan.g_03004
OG0001245	Pram.g_01177	Syan.g_00179
OG0001246	Pram.g_00680	Syan.g_02734
OG0001247	Pram.g_00774	Syan.g_00199
OG0001249	Pram.g_00325	Syan.g_02150
OG0001250	Pram.g_00851	Syan.g_00382
OG0001251	Pram.g_00714	Syan.g_00490
OG0001252	Pram.g_00897	Syan.g_00304
OG0001253	Pram.g_00579	Syan.g_00099
OG0001254	Pram.g_01548	Syan.g_01148
OG0001256	Pram.g_01289	Syan.g_01384
OG0001258	Pram.g_01628	Syan.g_01395
OG0001259	Pram.g_01674	Syan.g_01459
OG0001261	Pram.g_01761	Syan.g_02209
OG0001262	Pram.g_01872	Syan.g_01721
OG0001263	Pram.g_00114	Syan.g_02286
OG0001265	Pram.g_00104	Syan.g_02299
OG0001266	Pram.g_00188	Syan.g_03088
OG0001267	Pram.g_00268	Syan.g_02023
OG0001268	Pram.g_00334	Syan.g_02138
OG0001270	Pram.g_00369	Syan.g_02393
OG0001271	Pram.g_00408	Syan.g_02849
OG0001272	Pram.g_00422	Syan.g_02758
OG0001274	Pram.g_00211	Syan.g_01528
OG0001275	Pram.g_00969	Syan.g_00628
OG0001276	Pram.g_00980	Syan.g_00360
OG0001278	Pram.g_01085	Syan.g_02585
OG0001279	Pram.g_01253	Syan.g_01306
OG0001281	Pram.g_01235	Syan.g_01220
OG0001282	Pram.g_01467	Syan.g_02774
OG0001283	Pram.g_01922	Syan.g_01687
OG0001284	Pram.g_01302	Syan.g_01369
OG0001285	Pram.g_01658	Syan.g_00977
OG0001286	Pram.g_01774	Syan.g_02193
OG0001287	Pram.g_01835	Syan.g_01894
OG0001289	Pram.g_00071	Syan.g_02942
OG0001291	Pram.g_00122	Syan.g_02273
OG0001292	Pram.g_00236	Syan.g_02091
OG0001293	Pram.g_00249	Syan.g_02051
OG0001296	Pram.g_00446	Syan.g_02728
OG0001297	Pram.g_00451	Syan.g_02724
OG0001298	Pram.g_00515	Syan.g_00944
OG0001299	Pram.g_01043	Syan.g_00764
OG0001304	Pram.g_00993	Syan.g_00345
OG0001305	Pram.g_00884	Syan.g_00191
OG0001306	Pram.g_01155	Syan.g_02714
OG0001308	Pram.g_01368	Syan.g_01248
OG0001309	Pram.g_01272	Syan.g_01196
OG0001310	Pram.g_01645	Syan.g_01422
OG0001311	Pram.g_00982	Syan.g_00358
OG0001312	Pram.g_00920	Syan.g_00496
OG0001314	Pram.g_00622, Pram.g_00647	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470
OG0001315	Pram.g_01553	Syan.g_02168
OG0001317	Pram.g_00221	Syan.g_02422
OG0001318	Pram.g_00245	Syan.g_02060
OG0001319	Pram.g_00261	Syan.g_02034
OG0001323	Pram.g_00457	Syan.g_01193
OG0001325	Pram.g_01025	Syan.g_00323
OG0001327	Pram.g_00723	Syan.g_00753
OG0001328	Pram.g_01214	Syan.g_02675
OG0001329	Pram.g_01598	Syan.g_00838
OG0001330	Pram.g_01276	Syan.g_01202
OG0001331	Pram.g_01462	Syan.g_02779
OG0001332	Pram.g_01331	Syan.g_00412
OG0001333	Pram.g_01670	Syan.g_01455
OG0001336	Pram.g_01923	Syan.g_01688
OG0001337	Pram.g_00320	Syan.g_02151
OG0001341	Pram.g_01533	Syan.g_00524
OG0001346	Pram.g_01231	Syan.g_01214
OG0001351	Pram.g_00394	Syan.g_02804
OG0001353	Pram.g_00841	Syan.g_00372
OG0001354	Pram.g_00953	Syan.g_00585
OG0001357	Pram.g_01207	Syan.g_02332, Syan.g_02543, Syan.g_01250
OG0001358	Pram.g_00558	Syan.g_00017
OG0001361	Pram.g_01121	Syan.g_02658
OG0001364	Pram.g_01800	Syan.g_01950
OG0001365	Pram.g_01883	Syan.g_01570
OG0001368	Pram.g_00649, Pram.g_00610, Pram.g_00624	Syan.g_02098
OG0001369	Pram.g_00076	Syan.g_02962
OG0001371	Pram.g_00769	Syan.g_02927, Syan.g_02928
OG0001379	Pram.g_01224	Syan.g_01206
OG0001380	Pram.g_01198	Syan.g_00442
OG0001382	Pram.g_01200	Syan.g_00680
OG0001394	Pram.g_00749	Syan.g_00722
OG0001398	Pram.g_01256	Syan.g_02932
OG0001401	Pram.g_00846	Syan.g_00376
OG0001402	Pram.g_00563	Syan.g_00011
OG0001403	Pram.g_00017	Syan.g_01744
OG0001404	Pram.g_00053	Syan.g_00343
OG0001407	Pram.g_01202	Syan.g_00455
OG0001409	Pram.g_01131	Syan.g_00284
OG0001411	Pram.g_00046	Syan.g_01125
OG0001415	Pram.g_00218	Syan.g_01004
OG0001418	Pram.g_00775	Syan.g_02689
OG0001423	Pram.g_00613	Syan.g_01318
OG0001425	Pram.g_01893	Syan.g_01584
OG0001429	Pram.g_00912	Syan.g_00480
OG0001435	Pram.g_00730	Syan.g_00745
OG0001437	Pram.g_00217	Syan.g_01005
OG0001441	Pram.g_00459	Syan.g_01191
OG0001443	Pram.g_01543	Syan.g_01590
OG0001453	Pram.g_01487	Syan.g_00608
OG0001460	Pram.g_01623	Syan.g_00244
OG0001461	Pram.g_01575	Syan.g_00657
OG0001467	Pram.g_01470	Syan.g_00107
OG0001476	Pram.g_01132	Syan.g_00451, Syan.g_00421, Syan.g_02511, Syan.g_00283
OG0001486	Pram.g_01142	Syan.g_02698
OG0001487	Pram.g_01338	Syan.g_02836
OG0001488	Pram.g_01126	Syan.g_02666
OG0001489	Pram.g_01785	Syan.g_02182
OG0001495	Pram.g_01721	Syan.g_02257
OG0001496	Pram.g_01519	Syan.g_01154
OG0001497	Pram.g_01520	Syan.g_01155
OG0001498	Pram.g_00353	Syan.g_02317
OG0001510	Pram.g_01839	Syan.g_01890
OG0001511	Pram.g_00096	Syan.g_02983
OG0001512	Pram.g_01192	Syan.g_02428
OG0001515	Pram.g_00783	Syan.g_00505
OG0001516	Pram.g_01046	Syan.g_00172, Syan.g_00767
OG0001517	Pram.g_00329	Syan.g_02143
OG0001518	Pram.g_01892	Syan.g_01582
OG0001519	Pram.g_01897	Syan.g_01592
OG0001522	Pram.g_00842	Syan.g_00464
OG0001527	Pram.g_00501	Syan.g_00867
OG0001529	Pram.g_00025	Syan.g_01730
OG0001530	Pram.g_00095	Syan.g_02981
OG0001531	Pram.g_00226	Syan.g_01511, Syan.g_02436
OG0001532	Pram.g_01108	Syan.g_02637
OG0001534	Pram.g_00994	Syan.g_00344
OG0001535	Pram.g_00979	Syan.g_00362
OG0001536	Pram.g_00939	Syan.g_00560
OG0001537	Pram.g_00746	Syan.g_00729
OG0001538	Pram.g_00814	Syan.g_00685
OG0001539	Pram.g_00725	Syan.g_00750
OG0001540	Pram.g_00116	Syan.g_02284
OG0001541	Pram.g_00164	Syan.g_03048
OG0001542	Pram.g_00170	Syan.g_03059
OG0001543	Pram.g_01538	Syan.g_03110
OG0001544	Pram.g_01896	Syan.g_01591
OG0001545	Pram.g_01912	Syan.g_01661
OG0001549	Pram.g_00875	Syan.g_00077
OG0001557	Pram.g_00750	Syan.g_00721
OG0001559	Pram.g_00094	Syan.g_02980
OG0001560	Pram.g_00084	Syan.g_02969
OG0001561	Pram.g_00984	Syan.g_00356
OG0001563	Pram.g_01769	Syan.g_02200
OG0001566	Pram.g_00766	Syan.g_01072
OG0001574	Pram.g_00499	Syan.g_00865
OG0001575	Pram.g_00504	Syan.g_00870
OG0001576	Pram.g_01243	Syan.g_01242
OG0001580	Pram.g_00032	Syan.g_01551
OG0001584	Pram.g_01032	Syan.g_00701
OG0001587	Pram.g_01692	Syan.g_01482
OG0001589	Pram.g_01678	Syan.g_01463
OG0001591	Pram.g_00762	Syan.g_00756
OG0001592	Pram.g_00031	Syan.g_01552
OG0001614	Pram.g_01827	Syan.g_01905
OG0001616	Pram.g_01116	Syan.g_02649
OG0001617	Pram.g_00787	Syan.g_01033
OG0001619	Pram.g_00929	Syan.g_00549
OG0001620	Pram.g_00338	Syan.g_02131
OG0001621	Pram.g_00241	Syan.g_02064
OG0001622	Pram.g_01921	Syan.g_01686
OG0001634	Pram.g_01040	Syan.g_00761
OG0001636	Pram.g_00020	Syan.g_01738
OG0001638	Pram.g_01643	Syan.g_01418
OG0001639	Pram.g_01329	Syan.g_02407
OG0001640	Pram.g_00900	Syan.g_00309
OG0001641	Pram.g_00962	Syan.g_00606
OG0001642	Pram.g_00863	Syan.g_02603
OG0001643	Pram.g_01071	Syan.g_00811
OG0001644	Pram.g_01015	Syan.g_00336
OG0001658	Pram.g_00027	Syan.g_01564
OG0001659	Pram.g_01264	Syan.g_02642
OG0001678	Pram.g_01699	Syan.g_02109
OG0001679	Pram.g_00324	Syan.g_02307
OG0001691	Pram.g_00902	Syan.g_01609
OG0001693	Pram.g_00661	Syan.g_00196
OG0001717	Pram.g_00678	Syan.g_03034
OG0001731	Pram.g_01316	Syan.g_01353
OG0001762	Pram.g_00967	Syan.g_00625
OG0001764	Pram.g_01009	Syan.g_00467
OG0001771	Pram.g_01571	Syan.g_01176
OG0001782	Pram.g_01497	Syan.g_01869
OG0001955	Pram.g_01541	Syan.g_00517
OG0001974	Pram.g_00360	Syan.g_00279
OG0001977	Pram.g_01903	Syan.g_01621
OG0002003	Pram.g_00688	Syan.g_00010
OG0002019	Pram.g_01951	Syan.g_01903
OG0002052	Pram.g_00989	Syan.g_00061
OG0002097	Pram.g_01431	Syan.g_01105
OG0002122	Pram.g_00687	Syan.g_00009
OG0002246	Pram.g_01583	Syan.g_00912, Syan.g_02323
OG0002274	Pram.g_01430	Syan.g_01104
OG0002347	Pram.g_01661	Syan.g_01444
OG0002379	Pram.g_01582	Syan.g_00214
OG0002389	Pram.g_01789	Syan.g_02178
OG0002486	Pram.g_01498	Syan.g_01870
OG0002730	Pram.g_00614	Syan.g_01497, Syan.g_02448
OG0002893	Pram.g_01432	Syan.g_01113
OG0003491	Pram.g_00585	Syan.g_01557
