Orthogroup	Syae	Prbm
OG0001115	Syae.g_00380	Prbm.g_00999
OG0001116	Syae.g_00382	Prbm.g_01000
OG0001117	Syae.g_00383	Prbm.g_01001
OG0001118	Syae.g_00384	Prbm.g_01002
OG0001119	Syae.g_00386	Prbm.g_01003
OG0001120	Syae.g_00390	Prbm.g_01004
OG0001121	Syae.g_00133	Prbm.g_01648
OG0001122	Syae.g_00417	Prbm.g_01033
OG0001123	Syae.g_00424	Prbm.g_01037
OG0001124	Syae.g_00426	Prbm.g_01039
OG0001125	Syae.g_00428	Prbm.g_01041
OG0001126	Syae.g_00807	Prbm.g_01052
OG0001127	Syae.g_00806	Prbm.g_01053
OG0001128	Syae.g_00803	Prbm.g_01056
OG0001129	Syae.g_00801	Prbm.g_01057
OG0001130	Syae.g_00800	Prbm.g_01058
OG0001131	Syae.g_00562	Prbm.g_00894
OG0001132	Syae.g_00242	Prbm.g_01103
OG0001133	Syae.g_00053	Prbm.g_01079
OG0001134	Syae.g_00638	Prbm.g_01910
OG0001135	Syae.g_00636	Prbm.g_01913
OG0001136	Syae.g_00923	Prbm.g_01552
OG0001137	Syae.g_00903	Prbm.g_01539
OG0001138	Syae.g_00654	Prbm.g_01518
OG0001139	Syae.g_00656	Prbm.g_01516
OG0001140	Syae.g_00657	Prbm.g_01515
OG0001141	Syae.g_00658	Prbm.g_01514
OG0001142	Syae.g_00660	Prbm.g_01513
OG0001143	Syae.g_00673	Prbm.g_01506
OG0001144	Syae.g_00684	Prbm.g_01501
OG0001145	Syae.g_00948	Prbm.g_01603
OG0001146	Syae.g_00968	Prbm.g_01615
OG0001147	Syae.g_02536	Prbm.g_01634
OG0001148	Syae.g_02297	Prbm.g_01662
OG0001149	Syae.g_02296	Prbm.g_01663
OG0001150	Syae.g_02295	Prbm.g_01664
OG0001151	Syae.g_02282	Prbm.g_01675
OG0001152	Syae.g_02281	Prbm.g_01676
OG0001153	Syae.g_02613	Prbm.g_01740
OG0001155	Syae.g_01083	Prbm.g_01757
OG0001156	Syae.g_01093	Prbm.g_01760
OG0001157	Syae.g_01094	Prbm.g_01761
OG0001158	Syae.g_01100	Prbm.g_01762
OG0001159	Syae.g_01103	Prbm.g_01763
OG0001160	Syae.g_01142	Prbm.g_01789
OG0001161	Syae.g_01597	Prbm.g_01586
OG0001162	Syae.g_00487	Prbm.g_01801
OG0001163	Syae.g_01150	Prbm.g_01833
OG0001164	Syae.g_01156	Prbm.g_01837
OG0001165	Syae.g_01161	Prbm.g_01840
OG0001166	Syae.g_01186	Prbm.g_01858
OG0001167	Syae.g_01031	Prbm.g_01876
OG0001168	Syae.g_01033	Prbm.g_01877
OG0001169	Syae.g_01035	Prbm.g_01879
OG0001170	Syae.g_01037	Prbm.g_01881
OG0001171	Syae.g_01047	Prbm.g_01891
OG0001172	Syae.g_02036	Prbm.g_01952
OG0001173	Syae.g_02037	Prbm.g_01953
OG0001174	Syae.g_02045	Prbm.g_01961
OG0001175	Syae.g_02046	Prbm.g_01962
OG0001176	Syae.g_02076	Prbm.g_01974
OG0001177	Syae.g_02073	Prbm.g_01972
OG0001178	Syae.g_01168	Prbm.g_01345
OG0001179	Syae.g_02106	Prbm.g_02016
OG0001180	Syae.g_02130	Prbm.g_02039
OG0001181	Syae.g_02134	Prbm.g_02043
OG0001182	Syae.g_02143	Prbm.g_02052
OG0001183	Syae.g_02147	Prbm.g_02058
OG0001184	Syae.g_01862	Prbm.g_02074
OG0001185	Syae.g_01835	Prbm.g_02089
OG0001188	Syae.g_01783	Prbm.g_02147
OG0001189	Syae.g_01767	Prbm.g_02164
OG0001190	Syae.g_01567	Prbm.g_02169
OG0001191	Syae.g_01580	Prbm.g_02179
OG0001192	Syae.g_01587	Prbm.g_02184
OG0001193	Syae.g_01617	Prbm.g_02197
OG0001194	Syae.g_01625	Prbm.g_02198
OG0001195	Syae.g_01626	Prbm.g_02199
OG0001196	Syae.g_01695	Prbm.g_02219
OG0001197	Syae.g_01697	Prbm.g_02221
OG0001198	Syae.g_01709	Prbm.g_02230
OG0001199	Syae.g_01291	Prbm.g_00131
OG0001200	Syae.g_01293	Prbm.g_00133
OG0001201	Syae.g_01364	Prbm.g_00165
OG0001202	Syae.g_01494	Prbm.g_00259
OG0001203	Syae.g_02240	Prbm.g_00298
OG0001204	Syae.g_02022	Prbm.g_00304
OG0001205	Syae.g_00984	Prbm.g_00455
OG0001206	Syae.g_02502	Prbm.g_00491
OG0001207	Syae.g_02300	Prbm.g_00502
OG0001208	Syae.g_02311	Prbm.g_00508
OG0001209	Syae.g_02377	Prbm.g_00568
OG0001210	Syae.g_02387	Prbm.g_00573
OG0001211	Syae.g_02403	Prbm.g_00583
OG0001212	Syae.g_02460	Prbm.g_00626
OG0001213	Syae.g_00062	Prbm.g_00660
OG0001214	Syae.g_00076	Prbm.g_00668
OG0001215	Syae.g_00757	Prbm.g_00727
OG0001216	Syae.g_00470	Prbm.g_00744
OG0001217	Syae.g_00151	Prbm.g_00111
OG0001218	Syae.g_02605	Prbm.g_00785
OG0001219	Syae.g_00312	Prbm.g_00957
OG0001220	Syae.g_00880	Prbm.g_00867
OG0001221	Syae.g_00559	Prbm.g_00941
OG0001222	Syae.g_00347	Prbm.g_00889
OG0001223	Syae.g_00392	Prbm.g_01005
OG0001224	Syae.g_00797	Prbm.g_01060
OG0001225	Syae.g_00795	Prbm.g_01062
OG0001226	Syae.g_00135	Prbm.g_01945
OG0001227	Syae.g_01600	Prbm.g_01085
OG0001228	Syae.g_01004	Prbm.g_01498
OG0001229	Syae.g_00771	Prbm.g_01176
OG0001230	Syae.g_02662	Prbm.g_01701
OG0001231	Syae.g_01729	Prbm.g_00789
OG0001232	Syae.g_01197	Prbm.g_01862
OG0001233	Syae.g_01038	Prbm.g_01882
OG0001234	Syae.g_02050	Prbm.g_01964
OG0001235	Syae.g_02066	Prbm.g_01968
OG0001236	Syae.g_01867	Prbm.g_02071
OG0001237	Syae.g_01860	Prbm.g_02075
OG0001238	Syae.g_01582	Prbm.g_02180
OG0001239	Syae.g_01288	Prbm.g_00128
OG0001240	Syae.g_01347	Prbm.g_00150
OG0001241	Syae.g_01357	Prbm.g_00159
OG0001242	Syae.g_01387	Prbm.g_00178
OG0001243	Syae.g_01395	Prbm.g_00185
OG0001244	Syae.g_01425	Prbm.g_00201
OG0001245	Syae.g_00149	Prbm.g_01353
OG0001246	Syae.g_02337	Prbm.g_00538
OG0001247	Syae.g_00482	Prbm.g_00719
OG0001248	Syae.g_00485	Prbm.g_00722
OG0001249	Syae.g_02186	Prbm.g_00395
OG0001251	Syae.g_01632	Prbm.g_01937
OG0001252	Syae.g_00804	Prbm.g_01055
OG0001253	Syae.g_00243	Prbm.g_01806
OG0001254	Syae.g_00637	Prbm.g_01912
OG0001255	Syae.g_00667	Prbm.g_01566
OG0001256	Syae.g_01149	Prbm.g_01797
OG0001257	Syae.g_00295	Prbm.g_01802
OG0001258	Syae.g_01159	Prbm.g_01838
OG0001259	Syae.g_01036	Prbm.g_01880
OG0001260	Syae.g_01058	Prbm.g_01897
OG0001261	Syae.g_02115	Prbm.g_02024
OG0001262	Syae.g_01769	Prbm.g_02162
OG0001263	Syae.g_01399	Prbm.g_00188
OG0001264	Syae.g_01222	Prbm.g_00528, Prbm.g_00529, Prbm.g_00530, Prbm.g_00036, Prbm.g_01982, Prbm.g_01828, Prbm.g_01595, Prbm.g_01985, Prbm.g_00532, Prbm.g_01289, Prbm.g_01287
OG0001269	Syae.g_00225	Prbm.g_00866
OG0001273	Syae.g_00069	Prbm.g_00662
OG0001277	Syae.g_01677	Prbm.g_02207
OG0001279	Syae.g_00007	Prbm.g_01171
OG0001280	Syae.g_00958	Prbm.g_01610
OG0001282	Syae.g_02298	Prbm.g_01661
OG0001283	Syae.g_01688	Prbm.g_02215
OG0001284	Syae.g_01132	Prbm.g_01783
OG0001285	Syae.g_00237	Prbm.g_01865
OG0001287	Syae.g_01827	Prbm.g_02096
OG0001288	Syae.g_01815	Prbm.g_02106
OG0001289	Syae.g_01330	Prbm.g_00144
OG0001290	Syae.g_01356	Prbm.g_00158
OG0001294	Syae.g_00593	Prbm.g_01584, Prbm.g_01649
OG0001295	Syae.g_02389	Prbm.g_01574
OG0001296	Syae.g_02343	Prbm.g_00543
OG0001297	Syae.g_02347	Prbm.g_00548
OG0001299	Syae.g_00599	Prbm.g_00698
OG0001300	Syae.g_00766	Prbm.g_00731
OG0001301	Syae.g_00780	Prbm.g_00733
OG0001302	Syae.g_00110	Prbm.g_00955
OG0001303	Syae.g_00314	Prbm.g_01273
OG0001304	Syae.g_00436	Prbm.g_01046
OG0001305	Syae.g_00786	Prbm.g_00884
OG0001306	Syae.g_00943	Prbm.g_01564
OG0001307	Syae.g_02059	Prbm.g_01594
OG0001310	Syae.g_01178	Prbm.g_01852
OG0001311	Syae.g_00425	Prbm.g_01038
OG0001312	Syae.g_00326	Prbm.g_00966
OG0001314	Syae.g_00097	Prbm.g_01169
OG0001315	Syae.g_02145	Prbm.g_02056
OG0001316	Syae.g_01415	Prbm.g_00199
OG0001317	Syae.g_02235	Prbm.g_00294
OG0001318	Syae.g_02004	Prbm.g_00316
OG0001321	Syae.g_00978	Prbm.g_00461
OG0001322	Syae.g_00977	Prbm.g_00462
OG0001324	Syae.g_00767	Prbm.g_00732
OG0001325	Syae.g_00465	Prbm.g_00747
OG0001326	Syae.g_01641	Prbm.g_01929
OG0001327	Syae.g_00586	Prbm.g_00918
OG0001328	Syae.g_00565	Prbm.g_00937
OG0001330	Syae.g_00950	Prbm.g_01604
OG0001331	Syae.g_02293	Prbm.g_01666
OG0001332	Syae.g_01077	Prbm.g_01755
OG0001334	Syae.g_02156	Prbm.g_02061
OG0001335	Syae.g_02157	Prbm.g_02062
OG0001336	Syae.g_01689	Prbm.g_02216
OG0001337	Syae.g_02153, Syae.g_02175	Prbm.g_00387
OG0001339	Syae.g_01359	Prbm.g_00161
OG0001340	Syae.g_02176	Prbm.g_00388
OG0001341	Syae.g_00737	Prbm.g_00091
OG0001342	Syae.g_02559	Prbm.g_01262, Prbm.g_01017, Prbm.g_01016
OG0001343	Syae.g_01629	Prbm.g_00909
OG0001344	Syae.g_00916	Prbm.g_01544
OG0001345	Syae.g_00886	Prbm.g_01528
OG0001346	Syae.g_00962	Prbm.g_01612
OG0001347	Syae.g_01907	Prbm.g_02118
OG0001348	Syae.g_00821	Prbm.g_01122
OG0001350	Syae.g_02239	Prbm.g_00297
OG0001351	Syae.g_02492	Prbm.g_00481
OG0001352	Syae.g_00666	Prbm.g_00714
OG0001354	Syae.g_00379	Prbm.g_00998
OG0001355	Syae.g_00120	Prbm.g_01804
OG0001356	Syae.g_00820	Prbm.g_01145, Prbm.g_01433
OG0001359	Syae.g_01628	Prbm.g_00910
OG0001360	Syae.g_00883	Prbm.g_01526
OG0001362	Syae.g_02637	Prbm.g_01724
OG0001363	Syae.g_02635	Prbm.g_00487
OG0001366	Syae.g_01189	Prbm.g_01684
OG0001368	Syae.g_02023	Prbm.g_01187, Prbm.g_01168
OG0001369	Syae.g_01346	Prbm.g_00149
OG0001370	Syae.g_01270, Syae.g_00109	Prbm.g_01208
OG0001373	Syae.g_01640	Prbm.g_01928
OG0001374	Syae.g_01648	Prbm.g_01936
OG0001375	Syae.g_01630	Prbm.g_00908
OG0001376	Syae.g_01589	Prbm.g_00896
OG0001377	Syae.g_01588	Prbm.g_00897
OG0001378	Syae.g_00998	Prbm.g_00443
OG0001385	Syae.g_01637	Prbm.g_01925
OG0001386	Syae.g_01638	Prbm.g_01926
OG0001387	Syae.g_01639	Prbm.g_01927
OG0001388	Syae.g_01642	Prbm.g_01930
OG0001389	Syae.g_01643	Prbm.g_01931
OG0001390	Syae.g_01644	Prbm.g_01932
OG0001391	Syae.g_01645	Prbm.g_01933
OG0001392	Syae.g_01646	Prbm.g_01934
OG0001393	Syae.g_01647	Prbm.g_01935
OG0001394	Syae.g_00553	Prbm.g_00945
OG0001395	Syae.g_00446	Prbm.g_01049
OG0001396	Syae.g_01791, Syae.g_01238, Syae.g_01908	Prbm.g_02119
OG0001397	Syae.g_02636	Prbm.g_01725
OG0001398	Syae.g_00289	Prbm.g_00761
OG0001401	Syae.g_00835	Prbm.g_01225, Prbm.g_00851
OG0001402	Syae.g_00051	Prbm.g_00655
OG0001404	Syae.g_01283	Prbm.g_00125
OG0001405	Syae.g_02159	Prbm.g_00381
OG0001406	Syae.g_01590	Prbm.g_00895
OG0001407	Syae.g_02368	Prbm.g_00900
OG0001408	Syae.g_00712	Prbm.g_00104
OG0001410	Syae.g_02060	Prbm.g_01632
OG0001412	Syae.g_01240	Prbm.g_02117
OG0001413	Syae.g_00123	Prbm.g_00790
OG0001417	Syae.g_00378	Prbm.g_01583
OG0001419	Syae.g_02369	Prbm.g_00781
OG0001420	Syae.g_00727, Syae.g_02365	Prbm.g_01159
OG0001421	Syae.g_00241	Prbm.g_01798
OG0001422	Syae.g_00953	Prbm.g_01080
OG0001425	Syae.g_01586	Prbm.g_02183
OG0001428	Syae.g_01456	Prbm.g_00231
OG0001429	Syae.g_00315	Prbm.g_00958
OG0001430	Syae.g_01560	Prbm.g_00898
OG0001432	Syae.g_00742	Prbm.g_01027
OG0001433	Syae.g_00819	Prbm.g_01146, Prbm.g_01432
OG0001434	Syae.g_00548	Prbm.g_00949
OG0001435	Syae.g_00579	Prbm.g_00925
OG0001439	Syae.g_01929	Prbm.g_00363
OG0001442	Syae.g_00538	Prbm.g_01690
OG0001443	Syae.g_01594	Prbm.g_01919
OG0001445	Syae.g_02524	Prbm.g_01264, Prbm.g_00074, Prbm.g_00073, Prbm.g_00473, Prbm.g_00474, Prbm.g_01462, Prbm.g_00475, Prbm.g_00476, Prbm.g_01280, Prbm.g_01596, Prbm.g_02132
OG0001447	Syae.g_01396	Prbm.g_00186
OG0001453	Syae.g_00399	Prbm.g_01008
OG0001454	Syae.g_00131	Prbm.g_01346
OG0001456	Syae.g_01650	Prbm.g_01592
OG0001457	Syae.g_01651	Prbm.g_01591
OG0001458	Syae.g_01652	Prbm.g_01590
OG0001459	Syae.g_00621	Prbm.g_01438
OG0001460	Syae.g_00818	Prbm.g_01431, Prbm.g_01147
OG0001461	Syae.g_00063	Prbm.g_00071
OG0001468	Syae.g_00113	Prbm.g_00907
OG0001470	Syae.g_01006	Prbm.g_02128
OG0001471	Syae.g_01934	Prbm.g_01585
OG0001473	Syae.g_00107	Prbm.g_01645
OG0001474	Syae.g_02199	Prbm.g_00405
OG0001475	Syae.g_01008	Prbm.g_02136
OG0001476	Syae.g_00908	Prbm.g_01541
OG0001477	Syae.g_00776	Prbm.g_01829
OG0001482	Syae.g_00388	Prbm.g_01083
OG0001484	Syae.g_01649	Prbm.g_01315
OG0001487	Syae.g_02606	Prbm.g_01748
OG0001488	Syae.g_00898	Prbm.g_01535
OG0001489	Syae.g_02139	Prbm.g_02049
OG0001495	Syae.g_02072	Prbm.g_01971
OG0001496	Syae.g_00774	Prbm.g_01831
OG0001497	Syae.g_00775	Prbm.g_01830
OG0001498	Syae.g_02220	Prbm.g_00424
OG0001499	Syae.g_00216	Prbm.g_00113
OG0001504	Syae.g_00622	Prbm.g_01439
OG0001507	Syae.g_00192	Prbm.g_01157
OG0001508	Syae.g_01005	Prbm.g_02139
OG0001509	Syae.g_01796, Syae.g_01242, Syae.g_01909	Prbm.g_02121
OG0001510	Syae.g_01823	Prbm.g_02100
OG0001511	Syae.g_01372	Prbm.g_00169
OG0001512	Syae.g_02241	Prbm.g_01824
OG0001513	Syae.g_01861	Prbm.g_00046
OG0001514	Syae.g_00773	Prbm.g_01832
OG0001515	Syae.g_00762	Prbm.g_00729
OG0001516	Syae.g_00602	Prbm.g_00695
OG0001517	Syae.g_02193	Prbm.g_00401
OG0001518	Syae.g_01584	Prbm.g_02182
OG0001519	Syae.g_01596	Prbm.g_02187
OG0001520	Syae.g_02425	Prbm.g_00467
OG0001528	Syae.g_01007	Prbm.g_02137
OG0001529	Syae.g_01760	Prbm.g_00050
OG0001530	Syae.g_01370	Prbm.g_00168
OG0001531	Syae.g_02242	Prbm.g_00299
OG0001532	Syae.g_00655	Prbm.g_01517
OG0001534	Syae.g_00437	Prbm.g_01047
OG0001535	Syae.g_00421	Prbm.g_01036
OG0001536	Syae.g_00355	Prbm.g_00984
OG0001537	Syae.g_00558	Prbm.g_00942
OG0001538	Syae.g_00516	Prbm.g_00819
OG0001539	Syae.g_00584	Prbm.g_00920
OG0001540	Syae.g_01401	Prbm.g_00190
OG0001541	Syae.g_01465	Prbm.g_00239
OG0001542	Syae.g_01474	Prbm.g_00245
OG0001543	Syae.g_01516	Prbm.g_00892
OG0001544	Syae.g_01595	Prbm.g_02186
OG0001545	Syae.g_01676	Prbm.g_02206
OG0001548	Syae.g_00142	Prbm.g_01100
OG0001549	Syae.g_00882	Prbm.g_00876
OG0001551	Syae.g_00815	Prbm.g_01922
OG0001556	Syae.g_00648	Prbm.g_01423
OG0001558	Syae.g_01732	Prbm.g_01221
OG0001559	Syae.g_01369	Prbm.g_00167
OG0001560	Syae.g_01355	Prbm.g_00157
OG0001561	Syae.g_00427	Prbm.g_01040
OG0001562	Syae.g_00413	Prbm.g_01030
OG0001563	Syae.g_02124	Prbm.g_02032
OG0001564	Syae.g_02485	Prbm.g_02124
OG0001570	Syae.g_00278	Prbm.g_01241, Prbm.g_01240
OG0001575	Syae.g_02420	Prbm.g_00598
OG0001576	Syae.g_02478	Prbm.g_01623
OG0001577	Syae.g_00925	Prbm.g_01554
OG0001578	Syae.g_00625	Prbm.g_01294
OG0001579	Syae.g_02165	Prbm.g_00385
OG0001585	Syae.g_02396, Syae.g_00440	Prbm.g_01458
OG0001589	Syae.g_01040	Prbm.g_01884
OG0001623	Syae.g_02179	Prbm.g_00389
OG0001634	Syae.g_00596	Prbm.g_00701
OG0001642	Syae.g_00878	Prbm.g_01643
OG0001644	Syae.g_00452	Prbm.g_00757
OG0001652	Syae.g_01730	Prbm.g_01219
OG0001656	Syae.g_02164	Prbm.g_00384
OG0001659	Syae.g_00650	Prbm.g_01521
OG0001666	Syae.g_00214	Prbm.g_01437
OG0001667	Syae.g_00731	Prbm.g_01180
OG0001671	Syae.g_01521	Prbm.g_01212
OG0001673	Syae.g_02233	Prbm.g_00292
OG0001676	Syae.g_02167	Prbm.g_00386
OG0001691	Syae.g_00044	Prbm.g_01050
OG0001692	Syae.g_02657	Prbm.g_01705
OG0001694	Syae.g_01967	Prbm.g_00338
OG0001695	Syae.g_01670	Prbm.g_02203
OG0001700	Syae.g_00290	Prbm.g_01430
OG0001703	Syae.g_02301	Prbm.g_00503
OG0001713	Syae.g_00907	Prbm.g_01128
OG0001715	Syae.g_00148	Prbm.g_01192
OG0001733	Syae.g_00589	Prbm.g_01421
OG0001739	Syae.g_01668	Prbm.g_02202
OG0001740	Syae.g_01673	Prbm.g_02205
OG0001746	Syae.g_01064	Prbm.g_01184
OG0001748	Syae.g_01523	Prbm.g_01213
OG0001758	Syae.g_00620	Prbm.g_01903
OG0001769	Syae.g_00093	Prbm.g_01474
OG0001770	Syae.g_00617	Prbm.g_01904
OG0001810	Syae.g_01413	Prbm.g_00738
OG0001816	Syae.g_00587	Prbm.g_00917
OG0001835	Syae.g_00862	Prbm.g_01306
OG0001837	Syae.g_01522	Prbm.g_01214
OG0001875	Syae.g_00619	Prbm.g_01902
OG0001876	Syae.g_00618	Prbm.g_01901
OG0001907	Syae.g_01419	Prbm.g_00200
OG0001915	Syae.g_01704	Prbm.g_02223
OG0001916	Syae.g_02326	Prbm.g_00521
OG0001954	Syae.g_00273	Prbm.g_01183
OG0001978	Syae.g_01797, Syae.g_02689	Prbm.g_01337, Prbm.g_01979
OG0001990	Syae.g_01674	Prbm.g_00069
OG0001991	Syae.g_00567	Prbm.g_01434
OG0002018	Syae.g_01672	Prbm.g_02204
OG0002063	Syae.g_00714	Prbm.g_01468
OG0002227	Syae.g_01585	Prbm.g_01425
OG0002347	Syae.g_01195	Prbm.g_01868
OG0002374	Syae.g_00669	Prbm.g_01428, Prbm.g_01148
OG0002380	Syae.g_00141	Prbm.g_01309
OG0002381	Syae.g_01314	Prbm.g_01636
OG0002450	Syae.g_01700	Prbm.g_02224
OG0002506	Syae.g_01623	Prbm.g_00903
OG0002591	Syae.g_01069	Prbm.g_01920
OG0003831	Syae.g_01398	Prbm.g_01454
OG0004010	Syae.g_01076	Prbm.g_01278
