Orthogroup	Prap	Pral
OG0001159	Prap.g_01594	Pral.g_00291
OG0001160	Prap.g_01593	Pral.g_00292
OG0001161	Prap.g_01592	Pral.g_00293
OG0001162	Prap.g_01591	Pral.g_00294
OG0001163	Prap.g_01590	Pral.g_00295
OG0001164	Prap.g_01589	Pral.g_00296
OG0001165	Prap.g_01588	Pral.g_00297
OG0001166	Prap.g_01587	Pral.g_00298
OG0001167	Prap.g_01585	Pral.g_00300
OG0001168	Prap.g_01584	Pral.g_00301
OG0001169	Prap.g_01583	Pral.g_00302
OG0001170	Prap.g_01582	Pral.g_00303
OG0001171	Prap.g_01581	Pral.g_00304
OG0001172	Prap.g_01579	Pral.g_00306
OG0001173	Prap.g_01577	Pral.g_00308
OG0001174	Prap.g_01576	Pral.g_00309
OG0001175	Prap.g_01575	Pral.g_00310
OG0001176	Prap.g_01573	Pral.g_00312
OG0001177	Prap.g_01571	Pral.g_00314
OG0001178	Prap.g_01568	Pral.g_00317
OG0001179	Prap.g_01567	Pral.g_00318
OG0001180	Prap.g_01566	Pral.g_00319
OG0001181	Prap.g_01565	Pral.g_00320
OG0001182	Prap.g_01564	Pral.g_00321
OG0001183	Prap.g_01563	Pral.g_00322
OG0001184	Prap.g_01561	Pral.g_00324
OG0001185	Prap.g_01559	Pral.g_00326
OG0001186	Prap.g_01558	Pral.g_00327
OG0001187	Prap.g_01557	Pral.g_00328
OG0001188	Prap.g_01556	Pral.g_00329
OG0001189	Prap.g_01555	Pral.g_00330
OG0001190	Prap.g_01554	Pral.g_00331
OG0001191	Prap.g_01553	Pral.g_00332
OG0001192	Prap.g_01552	Pral.g_00333
OG0001193	Prap.g_01551	Pral.g_00334
OG0001194	Prap.g_01550	Pral.g_00335
OG0001195	Prap.g_01549	Pral.g_00336
OG0001196	Prap.g_01548	Pral.g_00337
OG0001197	Prap.g_01547	Pral.g_00338
OG0001198	Prap.g_01546	Pral.g_00339
OG0001199	Prap.g_01545	Pral.g_00340
OG0001200	Prap.g_01544	Pral.g_00341
OG0001201	Prap.g_01543	Pral.g_00342
OG0001202	Prap.g_01542	Pral.g_00343
OG0001203	Prap.g_01541	Pral.g_00345
OG0001204	Prap.g_01539	Pral.g_00347
OG0001205	Prap.g_01537	Pral.g_00349
OG0001206	Prap.g_01536	Pral.g_00350
OG0001207	Prap.g_01535	Pral.g_00351
OG0001208	Prap.g_01534	Pral.g_00352
OG0001209	Prap.g_01533	Pral.g_00353
OG0001210	Prap.g_01532	Pral.g_00354
OG0001211	Prap.g_01531	Pral.g_00355
OG0001212	Prap.g_01530	Pral.g_00356
OG0001213	Prap.g_01529	Pral.g_00357
OG0001214	Prap.g_01527	Pral.g_00359
OG0001215	Prap.g_01526	Pral.g_00360
OG0001216	Prap.g_01525	Pral.g_00361
OG0001217	Prap.g_01524	Pral.g_00362
OG0001218	Prap.g_01523	Pral.g_00363
OG0001219	Prap.g_01520	Pral.g_00366
OG0001220	Prap.g_01519	Pral.g_00367
OG0001221	Prap.g_01515	Pral.g_00373
OG0001222	Prap.g_01514	Pral.g_00374
OG0001223	Prap.g_01513	Pral.g_00375
OG0001224	Prap.g_01511	Pral.g_00377
OG0001225	Prap.g_01510	Pral.g_00378
OG0001226	Prap.g_01509	Pral.g_00379
OG0001227	Prap.g_01508	Pral.g_00380
OG0001228	Prap.g_01507	Pral.g_00381
OG0001229	Prap.g_01506	Pral.g_00382
OG0001230	Prap.g_01505	Pral.g_00383
OG0001231	Prap.g_01504	Pral.g_00384
OG0001232	Prap.g_01501	Pral.g_00386
OG0001233	Prap.g_01500	Pral.g_00387
OG0001234	Prap.g_01499	Pral.g_00388
OG0001235	Prap.g_01498	Pral.g_00389
OG0001236	Prap.g_01496	Pral.g_00391
OG0001237	Prap.g_01495	Pral.g_00392
OG0001238	Prap.g_01492	Pral.g_00396
OG0001239	Prap.g_01491	Pral.g_00397
OG0001240	Prap.g_01490	Pral.g_00398
OG0001241	Prap.g_01874	Pral.g_00401
OG0001242	Prap.g_01873	Pral.g_00402
OG0001243	Prap.g_01872	Pral.g_00403
OG0001244	Prap.g_01871	Pral.g_00404
OG0001245	Prap.g_01870	Pral.g_00405
OG0001246	Prap.g_01869	Pral.g_00406
OG0001247	Prap.g_01868	Pral.g_00407
OG0001248	Prap.g_00056	Pral.g_00408
OG0001249	Prap.g_00055	Pral.g_00409
OG0001250	Prap.g_00054	Pral.g_00410
OG0001251	Prap.g_01086	Pral.g_00955
OG0001252	Prap.g_01036	Pral.g_00907
OG0001253	Prap.g_01021	Pral.g_00895
OG0001254	Prap.g_01429	Pral.g_00758
OG0001255	Prap.g_01373	Pral.g_00699
OG0001257	Prap.g_01285	Pral.g_00609
OG0001259	Prap.g_01178	Pral.g_00499
OG0001260	Prap.g_00693	Pral.g_01689
OG0001262	Prap.g_00730	Pral.g_01539
OG0001263	Prap.g_00477	Pral.g_01347
OG0001264	Prap.g_00859	Pral.g_01800
OG0001265	Prap.g_00300	Pral.g_01598
OG0001266	Prap.g_01129	Pral.g_00967
OG0001268	Prap.g_00459	Pral.g_01364
OG0001269	Prap.g_01927	Pral.g_01238
OG0001270	Prap.g_00164	Pral.g_01116
OG0001271	Prap.g_00177	Pral.g_01102
OG0001273	Prap.g_00238	Pral.g_00572
OG0001276	Prap.g_00321	Pral.g_01040
OG0001278	Prap.g_01788	Pral.g_00098
OG0001279	Prap.g_01784	Pral.g_00102
OG0001280	Prap.g_01781	Pral.g_00105
OG0001281	Prap.g_01710	Pral.g_00175
OG0001282	Prap.g_01774	Pral.g_00112
OG0001283	Prap.g_01600	Pral.g_00285
OG0001284	Prap.g_01569	Pral.g_00316
OG0001285	Prap.g_01540	Pral.g_00346
OG0001286	Prap.g_01488	Pral.g_00400
OG0001287	Prap.g_01906	Pral.g_01891
OG0001288	Prap.g_01329	Pral.g_00657
OG0001290	Prap.g_00924	Pral.g_01013
OG0001291	Prap.g_00879	Pral.g_00976
OG0001294	Prap.g_01085	Pral.g_00954
OG0001295	Prap.g_01055	Pral.g_00926
OG0001296	Prap.g_01048	Pral.g_00919
OG0001299	Prap.g_01459	Pral.g_00787
OG0001300	Prap.g_00541	Pral.g_00671
OG0001301	Prap.g_00390	Pral.g_01438
OG0001302	Prap.g_01899, Prap.g_01848	Pral.g_01890
OG0001303	Prap.g_00519	Pral.g_01308
OG0001305	Prap.g_00704	Pral.g_01565
OG0001306	Prap.g_01502	Pral.g_01703
OG0001308	Prap.g_00228	Pral.g_01038
OG0001309	Prap.g_01538	Pral.g_00348
OG0001310	Prap.g_00035	Pral.g_01701
OG0001312	Prap.g_01926	Pral.g_01237
OG0001315	Prap.g_01720	Pral.g_00166
OG0001316	Prap.g_01604	Pral.g_00281
OG0001318	Prap.g_01033	Pral.g_00904
OG0001319	Prap.g_01474	Pral.g_00802
OG0001321	Prap.g_01130	Pral.g_00451
OG0001322	Prap.g_00505	Pral.g_01670
OG0001323	Prap.g_00870	Pral.g_01810
OG0001325	Prap.g_00607	Pral.g_00034
OG0001326	Prap.g_01911	Pral.g_00046
OG0001327	Prap.g_00227	Pral.g_01047
OG0001328	Prap.g_00566	Pral.g_01276
OG0001329	Prap.g_01493	Pral.g_00394
OG0001330	Prap.g_00210	Pral.g_01069
OG0001331	Prap.g_01783	Pral.g_00103
OG0001332	Prap.g_01731	Pral.g_00155
OG0001333	Prap.g_01638	Pral.g_00247
OG0001334	Prap.g_01578	Pral.g_00307
OG0001336	Prap.g_01046	Pral.g_00917
OG0001337	Prap.g_01056	Pral.g_00927
OG0001338	Prap.g_00580	Pral.g_00670
OG0001339	Prap.g_00966	Pral.g_00841
OG0001340	Prap.g_01463	Pral.g_00791
OG0001341	Prap.g_01450	Pral.g_00778
OG0001342	Prap.g_01430	Pral.g_00759
OG0001343	Prap.g_01367	Pral.g_00693
OG0001345	Prap.g_01332	Pral.g_00660
OG0001346	Prap.g_01295	Pral.g_00620
OG0001347	Prap.g_01281	Pral.g_00605
OG0001349	Prap.g_01258	Pral.g_00581
OG0001350	Prap.g_01253	Pral.g_00576
OG0001351	Prap.g_01192	Pral.g_00511
OG0001352	Prap.g_00819	Pral.g_01760
OG0001353	Prap.g_00942	Pral.g_00818
OG0001354	Prap.g_00692	Pral.g_01666
OG0001355	Prap.g_00740	Pral.g_01529
OG0001356	Prap.g_00662	Pral.g_01822
OG0001357	Prap.g_00285	Pral.g_01585
OG0001358	Prap.g_00299	Pral.g_01597
OG0001359	Prap.g_01878	Pral.g_00073
OG0001360	Prap.g_01877	Pral.g_00072
OG0001361	Prap.g_00402	Pral.g_01425
OG0001362	Prap.g_00610	Pral.g_00024
OG0001363	Prap.g_00890	Pral.g_01263
OG0001364	Prap.g_00196	Pral.g_01082
OG0001365	Prap.g_00894	Pral.g_01055
OG0001366	Prap.g_01741	Pral.g_00144
OG0001368	Prap.g_01570	Pral.g_00315
OG0001369	Prap.g_00301	Pral.g_01599
OG0001370	Prap.g_00646	Pral.g_01899
OG0001370	Prap.g_00007	Pral.g_01702
OG0001371	Prap.g_00884	Pral.g_00981
OG0001372	Prap.g_00882	Pral.g_00979
OG0001373	Prap.g_00875	Pral.g_00972
OG0001374	Prap.g_01091	Pral.g_00960
OG0001375	Prap.g_01038	Pral.g_00909
OG0001376	Prap.g_01478	Pral.g_00806
OG0001377	Prap.g_01454	Pral.g_00782
OG0001378	Prap.g_01437	Pral.g_00766
OG0001379	Prap.g_00162	Pral.g_01119
OG0001380	Prap.g_00803	Pral.g_01744
OG0001381	Prap.g_01309	Pral.g_00634
OG0001382	Prap.g_01303	Pral.g_00628
OG0001383	Prap.g_01256	Pral.g_00579
OG0001384	Prap.g_01248	Pral.g_00570
OG0001385	Prap.g_00359	Pral.g_01468
OG0001386	Prap.g_00827	Pral.g_01768
OG0001387	Prap.g_00825	Pral.g_01767
OG0001388	Prap.g_00814	Pral.g_01755
OG0001389	Prap.g_00342	Pral.g_01724
OG0001390	Prap.g_00511	Pral.g_01304
OG0001391	Prap.g_00689	Pral.g_01664
OG0001392	Prap.g_00663	Pral.g_01823
OG0001393	Prap.g_00661	Pral.g_01821
OG0001394	Prap.g_00853	Pral.g_01794
OG0001395	Prap.g_00850	Pral.g_01791
OG0001397	Prap.g_00312	Pral.g_01577
OG0001398	Prap.g_00712	Pral.g_01557
OG0001399	Prap.g_00671	Pral.g_01834
OG0001400	Prap.g_00528	Pral.g_00051
OG0001401	Prap.g_00040	Pral.g_01855
OG0001402	Prap.g_00471	Pral.g_01352
OG0001403	Prap.g_00562	Pral.g_01280
OG0001404	Prap.g_00315	Pral.g_01693
OG0001405	Prap.g_00060	Pral.g_01221
OG0001406	Prap.g_00163	Pral.g_01117
OG0001407	Prap.g_00166	Pral.g_01113
OG0001408	Prap.g_00211	Pral.g_01068
OG0001409	Prap.g_01858	Pral.g_01862
OG0001410	Prap.g_01921	Pral.g_01303
OG0001412	Prap.g_00676	Pral.g_01651
OG0001414	Prap.g_00509	Pral.g_01326
OG0001419	Prap.g_00684	Pral.g_01659
OG0001420	Prap.g_00659	Pral.g_01819
OG0001421	Prap.g_00654	Pral.g_01814
OG0001423	Prap.g_00620	Pral.g_01892
OG0001424	Prap.g_00214	Pral.g_01067
OG0001427	Prap.g_01843	Pral.g_00087
OG0001429	Prap.g_00267	Pral.g_01617
OG0001430	Prap.g_00030	Pral.g_01844
OG0001432	Prap.g_00527	Pral.g_00052
OG0001434	Prap.g_01914, Prap.g_01819	Pral.g_00441, Pral.g_00060
OG0001435	Prap.g_00492	Pral.g_01863
OG0001439	Prap.g_00750	Pral.g_01520
OG0001440	Prap.g_00304	Pral.g_01602
OG0001441	Prap.g_01894	Pral.g_00426
OG0001443	Prap.g_00475	Pral.g_01349
OG0001444	Prap.g_00436	Pral.g_01389
OG0001445	Prap.g_01890	Pral.g_00054
OG0001446	Prap.g_01889	Pral.g_00053
OG0001447	Prap.g_00482	Pral.g_01329
OG0001448	Prap.g_01896	Pral.g_01710
OG0001452	Prap.g_01521	Pral.g_00365
OG0001454	Prap.g_01311	Pral.g_01851
OG0001455	Prap.g_00629	Pral.g_01865
OG0001456	Prap.g_01179	Pral.g_00500
OG0001457	Prap.g_00794	Pral.g_01735
OG0001459	Prap.g_01947	Pral.g_01223
OG0001460	Prap.g_01125	Pral.g_00448
OG0001461	Prap.g_00349	Pral.g_01478
OG0001462	Prap.g_00496	Pral.g_01330
OG0001463	Prap.g_01305	Pral.g_00630
OG0001465	Prap.g_00520	Pral.g_01309
OG0001466	Prap.g_00226	Pral.g_01053
OG0001468	Prap.g_01613	Pral.g_00273
OG0001469	Prap.g_00458	Pral.g_01365
OG0001471	Prap.g_00636	Pral.g_01872
OG0001483	Prap.g_00555	Pral.g_01287
OG0001484	Prap.g_00889	Pral.g_01264
OG0001485	Prap.g_01718	Pral.g_00168
OG0001486	Prap.g_00838	Pral.g_01779
OG0001487	Prap.g_01143	Pral.g_00463
OG0001492	Prap.g_00749	Pral.g_01521
OG0001504	Prap.g_00843	Pral.g_01784
OG0001505	Prap.g_01901	Pral.g_00425
OG0001506	Prap.g_00503	Pral.g_01325
OG0001519	Prap.g_01905	Pral.g_00035
OG0001522	Prap.g_01859	Pral.g_01854
OG0001526	Prap.g_00656	Pral.g_01816
OG0001531	Prap.g_00622, Prap.g_00595	Pral.g_01900
OG0001541	Prap.g_00003	Pral.g_00638
OG0001544	Prap.g_01902	Pral.g_00434
OG0001545	Prap.g_00862	Pral.g_01803
OG0001546	Prap.g_00745	Pral.g_01672
OG0001547	Prap.g_00008, Prap.g_00645	Pral.g_00423
OG0001548	Prap.g_00515, Prap.g_00605	Pral.g_00030
OG0001587	Prap.g_00898	Pral.g_00457
OG0001588	Prap.g_00517	Pral.g_01300
OG0001608	Prap.g_00230	Pral.g_01049
OG0001618	Prap.g_00537	Pral.g_00011
OG0001632	Prap.g_00221	Pral.g_01048
OG0001633	Prap.g_00229	Pral.g_01667
OG0001694	Prap.g_01341	Pral.g_01229
OG0001697	Prap.g_00673	Pral.g_01836
OG0001714	Prap.g_00161	Pral.g_01120
OG0001715	Prap.g_01574	Pral.g_00311
OG0001716	Prap.g_00425	Pral.g_01402
OG0001717	Prap.g_00666	Pral.g_01310, Pral.g_01827
OG0001718	Prap.g_00672	Pral.g_01835
OG0001719	Prap.g_01371	Pral.g_00697
OG0001721	Prap.g_00648, Prap.g_01920	Pral.g_01857
OG0001735	Prap.g_01816, Prap.g_01844	Pral.g_00068
OG0001736	Prap.g_00842	Pral.g_01783
OG0001737	Prap.g_00914	Pral.g_01004
OG0001738	Prap.g_01064	Pral.g_00935
OG0001739	Prap.g_01065	Pral.g_00936
OG0001740	Prap.g_01066	Pral.g_00937
OG0001741	Prap.g_01077	Pral.g_00947
OG0001742	Prap.g_00513	Pral.g_01297
OG0001743	Prap.g_01473	Pral.g_00801
OG0001744	Prap.g_01733	Pral.g_00153
OG0001745	Prap.g_01203	Pral.g_00523
OG0001746	Prap.g_00575	Pral.g_01268
OG0001747	Prap.g_00443	Pral.g_01381
OG0001748	Prap.g_00808	Pral.g_01749
OG0001749	Prap.g_00818	Pral.g_01759
OG0001750	Prap.g_00313	Pral.g_01576
OG0001751	Prap.g_00303	Pral.g_01601
OG0001752	Prap.g_00297	Pral.g_01596
OG0001753	Prap.g_00253	Pral.g_01631
OG0001754	Prap.g_00694	Pral.g_01574
OG0001755	Prap.g_00846	Pral.g_01787
OG0001756	Prap.g_00778	Pral.g_01493
OG0001757	Prap.g_01908	Pral.g_01307
OG0001758	Prap.g_00729	Pral.g_01540
OG0001759	Prap.g_00722	Pral.g_01547
OG0001760	Prap.g_00868	Pral.g_01808
OG0001761	Prap.g_00829	Pral.g_01770
OG0001762	Prap.g_00362	Pral.g_01465
OG0001763	Prap.g_01053	Pral.g_00924
OG0001764	Prap.g_01348	Pral.g_00675
OG0001765	Prap.g_01380	Pral.g_00707
OG0001766	Prap.g_01381	Pral.g_00708
OG0001767	Prap.g_01382	Pral.g_00709
OG0001768	Prap.g_01383	Pral.g_00710
OG0001769	Prap.g_01384	Pral.g_00711
OG0001770	Prap.g_01627	Pral.g_00258
OG0001771	Prap.g_01643	Pral.g_00242
OG0001772	Prap.g_01044	Pral.g_00915
OG0001773	Prap.g_00891	Pral.g_01688
OG0001774	Prap.g_00990	Pral.g_00864
OG0001775	Prap.g_00984	Pral.g_00858
OG0001776	Prap.g_00547	Pral.g_01305
OG0001777	Prap.g_01522	Pral.g_00364
OG0001778	Prap.g_01518	Pral.g_00368
OG0001779	Prap.g_01517	Pral.g_00369
OG0001780	Prap.g_00308	Pral.g_01606
OG0001781	Prap.g_01512	Pral.g_00376
OG0001782	Prap.g_01503	Pral.g_00385
OG0001795	Prap.g_01206	Pral.g_00526
OG0001799	Prap.g_00215	Pral.g_01066
OG0001801	Prap.g_00506	Pral.g_01317
OG0001802	Prap.g_00603	Pral.g_00442
OG0001803	Prap.g_00290	Pral.g_01589
OG0001805	Prap.g_00665	Pral.g_01825
OG0001831	Prap.g_00461	Pral.g_01362
OG0001832	Prap.g_00449	Pral.g_01374
OG0001834	Prap.g_00604	Pral.g_01734
OG0001835	Prap.g_01124	Pral.g_00036
OG0001836	Prap.g_00483	Pral.g_01328
OG0001857	Prap.g_00485	Pral.g_01341
OG0001858	Prap.g_01864	Pral.g_00001
OG0001878	Prap.g_01832	Pral.g_00067
OG0001880	Prap.g_00006	Pral.g_01733
OG0001881	Prap.g_01807	Pral.g_01319
OG0001883	Prap.g_00920	Pral.g_01010
OG0001884	Prap.g_01586	Pral.g_00299
OG0001885	Prap.g_00170	Pral.g_01109
OG0001886	Prap.g_01208	Pral.g_00528
OG0001887	Prap.g_00433	Pral.g_01392
OG0001888	Prap.g_01849	Pral.g_00071
OG0001891	Prap.g_00804	Pral.g_01745
OG0001892	Prap.g_01895	Pral.g_01306
OG0001893	Prap.g_00696	Pral.g_01572
OG0001894	Prap.g_00246	Pral.g_01641
OG0001895	Prap.g_00883	Pral.g_00980
OG0001896	Prap.g_00624	Pral.g_01894
OG0001897	Prap.g_01363	Pral.g_00689
OG0001898	Prap.g_01458	Pral.g_00786
OG0001899	Prap.g_00907	Pral.g_00997
OG0001900	Prap.g_00908	Pral.g_00998
OG0001901	Prap.g_00912	Pral.g_01002
OG0001902	Prap.g_01494	Pral.g_00393
OG0001903	Prap.g_01799	Pral.g_00079
OG0001904	Prap.g_01900	Pral.g_00041, Pral.g_01318
OG0001920	Prap.g_01768	Pral.g_00118
OG0001922	Prap.g_00596	Pral.g_00424
OG0001925	Prap.g_00234	Pral.g_01847
OG0001926	Prap.g_00626	Pral.g_01315
OG0001927	Prap.g_00670	Pral.g_01833
OG0001928	Prap.g_01377	Pral.g_00704
OG0001929	Prap.g_01299	Pral.g_00624
OG0001930	Prap.g_01271	Pral.g_00594
OG0001931	Prap.g_00792	Pral.g_01730
OG0001932	Prap.g_00332	Pral.g_01714
OG0001933	Prap.g_01910	Pral.g_00026
OG0001934	Prap.g_00658	Pral.g_01818
OG0001935	Prap.g_00318	Pral.g_01848
OG0001936	Prap.g_00597	Pral.g_01732
OG0001937	Prap.g_00602	Pral.g_00086
OG0001938	Prap.g_00026	Pral.g_01700
OG0001939	Prap.g_01426	Pral.g_01838
OG0001941	Prap.g_01131	Pral.g_00452
OG0001942	Prap.g_01132	Pral.g_00453
OG0001943	Prap.g_00489	Pral.g_01338
OG0001944	Prap.g_00201	Pral.g_01077
OG0001945	Prap.g_01879	Pral.g_00074
OG0001946	Prap.g_00487	Pral.g_01339
OG0001947	Prap.g_00001	Pral.g_01031
OG0001948	Prap.g_01610	Pral.g_00276
OG0001968	Prap.g_00168	Pral.g_01111
OG0001973	Prap.g_01015	Pral.g_00889
OG0001974	Prap.g_00232	Pral.g_01230, Pral.g_01226, Pral.g_01301
OG0001975	Prap.g_00316	Pral.g_01695
OG0001976	Prap.g_01916	Pral.g_00433
OG0001977	Prap.g_00824	Pral.g_01765
OG0001978	Prap.g_01805	Pral.g_00082
OG0001979	Prap.g_01804	Pral.g_00084
OG0001980	Prap.g_00288	Pral.g_01668
OG0002002	Prap.g_01711	Pral.g_00174
OG0002003	Prap.g_01609	Pral.g_01186
OG0002008	Prap.g_00507	Pral.g_01850
OG0002009	Prap.g_00523	Pral.g_00432
OG0002015	Prap.g_00674	Pral.g_01837
OG0002017	Prap.g_00529	Pral.g_01051
OG0002018	Prap.g_01891	Pral.g_00055
OG0002094	Prap.g_01850	Pral.g_01293
OG0002096	Prap.g_01376	Pral.g_00703
OG0002097	Prap.g_01313	Pral.g_01050
OG0002098	Prap.g_00594	Pral.g_00876
OG0002099	Prap.g_00593	Pral.g_00447
OG0002101	Prap.g_00669	Pral.g_01832
OG0002102	Prap.g_00354	Pral.g_01473
OG0002103	Prap.g_00432	Pral.g_01393
OG0002104	Prap.g_00490	Pral.g_00431
OG0002105	Prap.g_00497	Pral.g_01867
OG0002106	Prap.g_00219	Pral.g_01062
OG0002107	Prap.g_00222	Pral.g_01841
OG0002108	Prap.g_00233	Pral.g_00018
OG0002109	Prap.g_01922	Pral.g_00033
OG0002112	Prap.g_01831	Pral.g_00081
OG0002113	Prap.g_01830	Pral.g_00080
OG0002114	Prap.g_01780	Pral.g_00106
OG0002162	Prap.g_00599	Pral.g_01903
OG0002163	Prap.g_00592	Pral.g_00427
OG0002165	Prap.g_00015	Pral.g_01852
OG0002168	Prap.g_01865	Pral.g_00042
OG0002170	Prap.g_01621	Pral.g_00264
OG0002217	Prap.g_01484	Pral.g_00814
OG0002223	Prap.g_00664	Pral.g_01824
OG0002225	Prap.g_00687	Pral.g_01662
OG0002328	Prap.g_00635	Pral.g_01873
OG0002330	Prap.g_00601	Pral.g_01298
OG0002333	Prap.g_01893	Pral.g_00429
OG0002336	Prap.g_01798	Pral.g_00089
