Orthogroup	Pran	Syac
OG0001169	Pran.g_01010	Syac.g_00663
OG0001170	Pran.g_01012	Syac.g_00661
OG0001171	Pran.g_01021	Syac.g_00650
OG0001172	Pran.g_01035	Syac.g_02187
OG0001173	Pran.g_01036	Syac.g_02186
OG0001174	Pran.g_01045	Syac.g_02178
OG0001175	Pran.g_01046	Syac.g_02177
OG0001176	Pran.g_01053	Syac.g_02141
OG0001177	Pran.g_01055	Syac.g_02143
OG0001178	Pran.g_01060	Syac.g_00539
OG0001179	Pran.g_01089	Syac.g_02112
OG0001180	Pran.g_01111	Syac.g_02087
OG0001181	Pran.g_01115	Syac.g_02083
OG0001182	Pran.g_01122	Syac.g_02074
OG0001183	Pran.g_01126	Syac.g_02070
OG0001184	Pran.g_01141	Syac.g_00186
OG0001185	Pran.g_01155	Syac.g_00162
OG0001186	Pran.g_01178	Syac.g_00082
OG0001187	Pran.g_01183	Syac.g_00085
OG0001188	Pran.g_01185	Syac.g_00076
OG0001190	Pran.g_01205	Syac.g_02353
OG0001191	Pran.g_01215	Syac.g_02368
OG0001192	Pran.g_01220	Syac.g_02374
OG0001193	Pran.g_01230	Syac.g_02406
OG0001194	Pran.g_01231	Syac.g_02408
OG0001195	Pran.g_01232	Syac.g_02409
OG0001196	Pran.g_01245	Syac.g_02477
OG0001197	Pran.g_01246	Syac.g_02479
OG0001198	Pran.g_01254	Syac.g_02491
OG0001199	Pran.g_00358	Syac.g_00445
OG0001200	Pran.g_00356	Syac.g_00443
OG0001201	Pran.g_00325	Syac.g_00395
OG0001202	Pran.g_00233	Syac.g_02285
OG0001204	Pran.g_01949	Syac.g_02200
OG0001205	Pran.g_01735	Syac.g_00706
OG0001206	Pran.g_01716	Syac.g_01715
OG0001207	Pran.g_01701	Syac.g_01915
OG0001208	Pran.g_01696	Syac.g_01902
OG0001209	Pran.g_01643	Syac.g_01833
OG0001210	Pran.g_01638	Syac.g_01826
OG0001211	Pran.g_01628	Syac.g_01809
OG0001212	Pran.g_01582	Syac.g_01751
OG0001213	Pran.g_01549	Syac.g_00968
OG0001214	Pran.g_01541	Syac.g_00981
OG0001215	Pran.g_01488	Syac.g_00919
OG0001216	Pran.g_01458	Syac.g_01285
OG0001217	Pran.g_01415	Syac.g_01043
OG0001218	Pran.g_01407	Syac.g_01679
OG0001220	Pran.g_01292	Syac.g_00813
OG0001221	Pran.g_00440	Syac.g_01379
OG0001223	Pran.g_00505	Syac.g_01215
OG0001225	Pran.g_00566	Syac.g_00882
OG0001226	Pran.g_00159	Syac.g_01026
OG0001227	Pran.g_00141	Syac.g_02387
OG0001228	Pran.g_00015	Syac.g_00700
OG0001229	Pran.g_00843	Syac.g_00906
OG0001230	Pran.g_00741	Syac.g_01621
OG0001231	Pran.g_00634	Syac.g_00017
OG0001232	Pran.g_00993	Syac.g_00509
OG0001233	Pran.g_01013	Syac.g_00660
OG0001234	Pran.g_01048	Syac.g_02173
OG0001235	Pran.g_01057	Syac.g_02147
OG0001237	Pran.g_01142	Syac.g_00184
OG0001238	Pran.g_01216	Syac.g_02369
OG0001240	Pran.g_00340	Syac.g_00411
OG0001241	Pran.g_00332	Syac.g_00402
OG0001242	Pran.g_00314	Syac.g_00370
OG0001244	Pran.g_00293	Syac.g_00333
OG0001245	Pran.g_01815	Syac.g_01064
OG0001246	Pran.g_01674	Syac.g_01876
OG0001247	Pran.g_01495	Syac.g_01303
OG0001248	Pran.g_01493	Syac.g_01306
OG0001249	Pran.g_01365	Syac.g_02029
OG0001250	Pran.g_01303	Syac.g_00838
OG0001251	Pran.g_00414	Syac.g_02415
OG0001252	Pran.g_00559	Syac.g_00874
OG0001253	Pran.g_00140	Syac.g_01063
OG0001254	Pran.g_00091	Syac.g_01465
OG0001255	Pran.g_00076	Syac.g_01957
OG0001256	Pran.g_00641	Syac.g_00563
OG0001257	Pran.g_00635	Syac.g_01686
OG0001258	Pran.g_00967	Syac.g_00553
OG0001259	Pran.g_01011	Syac.g_00662
OG0001260	Pran.g_01027	Syac.g_00640
OG0001262	Pran.g_01200	Syac.g_00056
OG0001265	Pran.g_00315	Syac.g_00372
OG0001266	Pran.g_00229	Syac.g_02289
OG0001267	Pran.g_01914	Syac.g_02253
OG0001268	Pran.g_01856	Syac.g_02014
OG0001269	Pran.g_01835	Syac.g_01960
OG0001270	Pran.g_01746	Syac.g_00690
OG0001271	Pran.g_01706	Syac.g_01703
OG0001272	Pran.g_01692	Syac.g_01898
OG0001273	Pran.g_01547	Syac.g_00974
OG0001274	Pran.g_01473	Syac.g_02323
OG0001275	Pran.g_00515	Syac.g_01228
OG0001276	Pran.g_00543	Syac.g_01244
OG0001277	Pran.g_00152	Syac.g_02463
OG0001278	Pran.g_00010	Syac.g_01517
OG0001279	Pran.g_00609	Syac.g_01605
OG0001280	Pran.g_00877	Syac.g_00731
OG0001281	Pran.g_00871	Syac.g_00721
OG0001282	Pran.g_00840	Syac.g_01917
OG0001283	Pran.g_00820	Syac.g_02472
OG0001284	Pran.g_00663	Syac.g_00586
OG0001285	Pran.g_00996	Syac.g_01060
OG0001286	Pran.g_01109	Syac.g_02089
OG0001287	Pran.g_01162	Syac.g_00154
OG0001288	Pran.g_01171	Syac.g_00141
OG0001289	Pran.g_00345	Syac.g_00426
OG0001291	Pran.g_00299	Syac.g_00349
OG0001292	Pran.g_01944	Syac.g_02205
OG0001293	Pran.g_01932	Syac.g_02226
OG0001294	Pran.g_01817	Syac.g_01411
OG0001295	Pran.g_01711	Syac.g_01824
OG0001296	Pran.g_01669	Syac.g_01870
OG0001297	Pran.g_01664	Syac.g_01866
OG0001298	Pran.g_01601	Syac.g_01774
OG0001299	Pran.g_01512	Syac.g_01417
OG0001300	Pran.g_01485	Syac.g_00910
OG0001301	Pran.g_01482	Syac.g_00897
OG0001302	Pran.g_01356	Syac.g_01012
OG0001303	Pran.g_01434	Syac.g_01137
OG0001304	Pran.g_00553	Syac.g_01257
OG0001305	Pran.g_00572	Syac.g_00890
OG0001306	Pran.g_00074	Syac.g_00749
OG0001309	Pran.g_00637	Syac.g_01860
OG0001310	Pran.g_00982	Syac.g_00528
OG0001311	Pran.g_00545	Syac.g_01246
OG0001312	Pran.g_00468	Syac.g_01147
OG0001315	Pran.g_00371	Syac.g_02072
OG0001316	Pran.g_00294	Syac.g_00342
OG0001317	Pran.g_00198	Syac.g_01971
OG0001318	Pran.g_01936	Syac.g_02218
OG0001319	Pran.g_01921	Syac.g_02242
OG0001321	Pran.g_01726	Syac.g_00712
OG0001322	Pran.g_01725	Syac.g_00713
OG0001323	Pran.g_01659	Syac.g_01857
OG0001324	Pran.g_01484	Syac.g_00909
OG0001325	Pran.g_01455	Syac.g_01281
OG0001326	Pran.g_00184	Syac.g_02420
OG0001328	Pran.g_00142	Syac.g_01385
OG0001329	Pran.g_00101	Syac.g_01007
OG0001332	Pran.g_00690	Syac.g_00625
OG0001333	Pran.g_01007	Syac.g_00666
OG0001334	Pran.g_01129	Syac.g_02061
OG0001335	Pran.g_01130	Syac.g_02060
OG0001336	Pran.g_01242	Syac.g_02473
OG0001339	Pran.g_00330	Syac.g_00400
OG0001340	Pran.g_01866	Syac.g_02039
OG0001341	Pran.g_01418	Syac.g_00904
OG0001343	Pran.g_00411	Syac.g_02413
OG0001344	Pran.g_00056	Syac.g_00774
OG0001345	Pran.g_00041	Syac.g_00803
OG0001346	Pran.g_00875	Syac.g_00728
OG0001348	Pran.g_00604	Syac.g_00857
OG0001349	Pran.g_00792	Syac.g_00504
OG0001352	Pran.g_01498	Syac.g_01842
OG0001353	Pran.g_01311	Syac.g_00850
OG0001354	Pran.g_00497	Syac.g_01201
OG0001358	Pran.g_01558	Syac.g_00952
OG0001359	Pran.g_00412	Syac.g_02412
OG0001360	Pran.g_00139	Syac.g_00805
OG0001361	Pran.g_00044	Syac.g_00800
OG0001362	Pran.g_00719	Syac.g_01649
OG0001363	Pran.g_00717	Syac.g_01651
OG0001364	Pran.g_01132	Syac.g_00204
OG0001372	Pran.g_01408, Pran.g_01379	Syac.g_01845
OG0001373	Pran.g_00183	Syac.g_02419
OG0001374	Pran.g_00191	Syac.g_02427
OG0001375	Pran.g_00192	Syac.g_02414
OG0001376	Pran.g_00173	Syac.g_02376
OG0001377	Pran.g_00172	Syac.g_02375
OG0001378	Pran.g_00130	Syac.g_00689
OG0001379	Pran.g_00882	Syac.g_00736
OG0001380	Pran.g_00852	Syac.g_01589
OG0001381	Pran.g_00847	Syac.g_02162
OG0001382	Pran.g_00618	Syac.g_00148
OG0001385	Pran.g_00180	Syac.g_02416
OG0001386	Pran.g_00181	Syac.g_02417
OG0001387	Pran.g_00182	Syac.g_02418
OG0001388	Pran.g_00185	Syac.g_02421
OG0001389	Pran.g_00186	Syac.g_02422
OG0001390	Pran.g_00187	Syac.g_02423
OG0001391	Pran.g_00188	Syac.g_02424
OG0001392	Pran.g_00189	Syac.g_02425
OG0001393	Pran.g_00190	Syac.g_02426
OG0001394	Pran.g_00444	Syac.g_01373
OG0001395	Pran.g_00555	Syac.g_01262
OG0001398	Pran.g_00596	Syac.g_01120
OG0001403	Pran.g_00394	Syac.g_00033
OG0001404	Pran.g_00364	Syac.g_00451
OG0001405	Pran.g_01868	Syac.g_02058
OG0001406	Pran.g_00174	Syac.g_02377
OG0001407	Pran.g_00161	Syac.g_01841
OG0001408	Pran.g_00156	Syac.g_01530
OG0001411	Pran.g_00809	Syac.g_00180
OG0001413	Pran.g_00648	Syac.g_01019
OG0001414	Pran.g_00203	Syac.g_02161
OG0001416	Pran.g_01719	Syac.g_00724
OG0001417	Pran.g_01709	Syac.g_01200
OG0001419	Pran.g_00160	Syac.g_01840
OG0001420	Pran.g_00121	Syac.g_01847
OG0001423	Pran.g_01777	Syac.g_00457
OG0001425	Pran.g_01219	Syac.g_02373
OG0001428	Pran.g_00260	Syac.g_00301
OG0001432	Pran.g_00650	Syac.g_01572
OG0001434	Pran.g_00448	Syac.g_01368
OG0001438	Pran.g_01901	Syac.g_00280
OG0001439	Pran.g_01887	Syac.g_00250
OG0001442	Pran.g_01431	Syac.g_01358
OG0001443	Pran.g_00595	Syac.g_02382
OG0001446	Pran.g_00353	Syac.g_01293
OG0001447	Pran.g_00308	Syac.g_00362
OG0001448	Pran.g_01827	Syac.g_01094
OG0001449	Pran.g_01794	Syac.g_02197
OG0001452	Pran.g_00416	Syac.g_02214
OG0001456	Pran.g_00082	Syac.g_02434
OG0001457	Pran.g_00081	Syac.g_02435
OG0001458	Pran.g_00080	Syac.g_02436
OG0001459	Pran.g_00642, Pran.g_00954	Syac.g_01445
OG0001461	Pran.g_00916	Syac.g_02168
OG0001462	Pran.g_00390	Syac.g_00039
OG0001465	Pran.g_01476	Syac.g_01299
OG0001468	Pran.g_00169	Syac.g_01014
OG0001471	Pran.g_00647	Syac.g_00257
OG0001473	Pran.g_01180	Syac.g_01010
OG0001474	Pran.g_01855	Syac.g_02013
OG0001480	Pran.g_01826	Syac.g_00812
OG0001481	Pran.g_01821	Syac.g_01260
OG0001482	Pran.g_01721	Syac.g_01210
OG0001492	Pran.g_00013	Syac.g_01514
OG0001493	Pran.g_00005	Syac.g_01522
OG0001499	Pran.g_00372	Syac.g_01441
OG0001502	Pran.g_01373	Syac.g_00818
OG0001504	Pran.g_00953	Syac.g_01446
OG0001527	Pran.g_01615	Syac.g_01794
OG0001546	Pran.g_01654	Syac.g_01853
OG0001547	Pran.g_01371	Syac.g_01122
OG0001548	Pran.g_01367	Syac.g_01030
OG0001551	Pran.g_00083	Syac.g_00861
OG0001567	Pran.g_01372	Syac.g_01121
OG0001568	Pran.g_01370	Syac.g_01124
OG0001570	Pran.g_00118	Syac.g_01108
OG0001572	Pran.g_01768	Syac.g_01584
OG0001585	Pran.g_01784	Syac.g_01072
OG0001602	Pran.g_01477	Syac.g_01300
OG0001634	Pran.g_00610	Syac.g_01414
OG0001666	Pran.g_00955	Syac.g_01452
OG0001667	Pran.g_00897	Syac.g_00472
OG0001718	Pran.g_01831	Syac.g_00465
OG0001835	Pran.g_01785	Syac.g_01587
OG0001923	Pran.g_00793	Syac.g_00128
OG0001990	Pran.g_01773	Syac.g_02460
OG0002106	Pran.g_01809	Syac.g_02391
OG0002108	Pran.g_00909	Syac.g_01596
OG0002627	Pran.g_00760	Syac.g_00087
OG0003335	Pran.g_01807	Syac.g_00106
