Orthogroup	Prat	Prah
OG0001151	Prat.g_01306	Prah.g_01591
OG0001152	Prat.g_01307	Prah.g_01592
OG0001153	Prat.g_01387	Prah.g_00366
OG0001154	Prat.g_01388	Prah.g_00365
OG0001155	Prat.g_01407	Prah.g_01617
OG0001156	Prat.g_01410	Prah.g_01620
OG0001157	Prat.g_01411	Prah.g_00538
OG0001158	Prat.g_01412	Prah.g_01621
OG0001159	Prat.g_01413	Prah.g_01622
OG0001160	Prat.g_01439	Prah.g_01651
OG0001161	Prat.g_01502	Prah.g_00541
OG0001162	Prat.g_01500	Prah.g_01050
OG0001163	Prat.g_01583	Prah.g_01665
OG0001164	Prat.g_01587	Prah.g_01670
OG0001165	Prat.g_01590	Prah.g_01673
OG0001166	Prat.g_01610	Prah.g_01699
OG0001167	Prat.g_01628	Prah.g_01725
OG0001168	Prat.g_01630	Prah.g_01727
OG0001169	Prat.g_01632	Prah.g_01729
OG0001170	Prat.g_01634	Prah.g_01731
OG0001171	Prat.g_01645	Prah.g_01742
OG0001172	Prat.g_01660	Prah.g_02068
OG0001173	Prat.g_01661	Prah.g_02067
OG0001174	Prat.g_01669	Prah.g_02059
OG0001175	Prat.g_01670	Prah.g_02058
OG0001176	Prat.g_01678	Prah.g_02042
OG0001177	Prat.g_01680	Prah.g_02044
OG0001178	Prat.g_01597	Prah.g_01682
OG0001179	Prat.g_01710	Prah.g_02013
OG0001180	Prat.g_01732	Prah.g_01988
OG0001181	Prat.g_01736	Prah.g_01984
OG0001182	Prat.g_01745	Prah.g_01976
OG0001183	Prat.g_01749	Prah.g_01965
OG0001184	Prat.g_01766	Prah.g_02239
OG0001185	Prat.g_01783	Prah.g_00156
OG0001186	Prat.g_01807	Prah.g_00088
OG0001187	Prat.g_01810	Prah.g_00085
OG0001188	Prat.g_01812	Prah.g_00080
OG0001189	Prat.g_01829	Prah.g_00057
OG0001190	Prat.g_01834	Prah.g_02490
OG0001191	Prat.g_01844	Prah.g_02503
OG0001192	Prat.g_01849	Prah.g_02508
OG0001193	Prat.g_01863	Prah.g_02548
OG0001194	Prat.g_01864	Prah.g_02550
OG0001195	Prat.g_01865	Prah.g_02551
OG0001196	Prat.g_01881	Prah.g_02587
OG0001197	Prat.g_01883	Prah.g_02589
OG0001198	Prat.g_01890	Prah.g_02601
OG0001200	Prat.g_00073	Prah.g_01846
OG0001201	Prat.g_00105	Prah.g_01898
OG0001202	Prat.g_00201	Prah.g_02359
OG0001205	Prat.g_00406	Prah.g_00240
OG0001206	Prat.g_00425	Prah.g_00291
OG0001207	Prat.g_00436	Prah.g_01575
OG0001208	Prat.g_00442	Prah.g_01564
OG0001209	Prat.g_00497	Prah.g_01498
OG0001210	Prat.g_00501	Prah.g_01484
OG0001211	Prat.g_00511	Prah.g_01467
OG0001212	Prat.g_00558	Prah.g_01407
OG0001213	Prat.g_00593	Prah.g_00510
OG0001214	Prat.g_01088	Prah.g_00499
OG0001215	Prat.g_00764	Prah.g_00973
OG0001216	Prat.g_00790	Prah.g_00885
OG0001217	Prat.g_01486	Prah.g_01447
OG0001218	Prat.g_01217	Prah.g_00356
OG0001219	Prat.g_00863	Prah.g_00755
OG0001220	Prat.g_00984	Prah.g_00575
OG0001221	Prat.g_00728	Prah.g_00715
OG0001222	Prat.g_00944	Prah.g_02517
OG0001223	Prat.g_00914	Prah.g_00824
OG0001224	Prat.g_00961	Prah.g_00911
OG0001225	Prat.g_00963	Prah.g_00913
OG0001226	Prat.g_00078	Prah.g_01192
OG0001227	Prat.g_01197	Prah.g_01601
OG0001228	Prat.g_01106	Prah.g_01278
OG0001229	Prat.g_01228	Prah.g_01663
OG0001230	Prat.g_01343	Prah.g_00418
OG0001232	Prat.g_01614	Prah.g_01704
OG0001233	Prat.g_01635	Prah.g_01732
OG0001234	Prat.g_01672	Prah.g_02055
OG0001235	Prat.g_01676	Prah.g_02047
OG0001236	Prat.g_01763	Prah.g_02235
OG0001237	Prat.g_01767	Prah.g_02240
OG0001238	Prat.g_01845	Prah.g_02504
OG0001239	Prat.g_00068	Prah.g_01841
OG0001240	Prat.g_00090	Prah.g_01881
OG0001241	Prat.g_00099	Prah.g_01891
OG0001243	Prat.g_00125	Prah.g_02251
OG0001244	Prat.g_00140	Prah.g_02279
OG0001245	Prat.g_00671	Prah.g_01181
OG0001246	Prat.g_01485, Prat.g_00467	Prah.g_01537
OG0001247	Prat.g_00757	Prah.g_00625
OG0001248	Prat.g_00759	Prah.g_00981
OG0001249	Prat.g_00345	Prah.g_01946
OG0001250	Prat.g_00997	Prah.g_00597
OG0001253	Prat.g_01480	Prah.g_01176
OG0001254	Prat.g_01559	Prah.g_02525
OG0001255	Prat.g_01172	Prah.g_01037
OG0001256	Prat.g_01446	Prah.g_01658
OG0001258	Prat.g_01588	Prah.g_01671
OG0001259	Prat.g_01633	Prah.g_01730
OG0001260	Prat.g_01651	Prah.g_01761
OG0001261	Prat.g_01717	Prah.g_02004
OG0001262	Prat.g_01827	Prah.g_00060
OG0001263	Prat.g_00127	Prah.g_02253
OG0001265	Prat.g_00117	Prah.g_00187
OG0001266	Prat.g_00205	Prah.g_02363
OG0001267	Prat.g_00287	Prah.g_02134
OG0001268	Prat.g_00353	Prah.g_01934
OG0001269	Prat.g_00985	Prah.g_00579
OG0001270	Prat.g_00394	Prah.g_00228
OG0001271	Prat.g_00431	Prah.g_00309
OG0001272	Prat.g_00446	Prah.g_01560
OG0001273	Prat.g_01095	Prah.g_00506
OG0001274	Prat.g_00228	Prah.g_02393
OG0001275	Prat.g_00922	Prah.g_00837
OG0001276	Prat.g_00936	Prah.g_00855
OG0001277	Prat.g_00817	Prah.g_02573
OG0001278	Prat.g_01102	Prah.g_01284
OG0001279	Prat.g_00828	Prah.g_00431
OG0001280	Prat.g_01248	Prah.g_01361
OG0001281	Prat.g_01254	Prah.g_01370
OG0001283	Prat.g_01877	Prah.g_02582
OG0001285	Prat.g_01617	Prah.g_01709
OG0001286	Prat.g_01730	Prah.g_01990
OG0001287	Prat.g_01790	Prah.g_00148
OG0001288	Prat.g_01800	Prah.g_00130
OG0001290	Prat.g_00098	Prah.g_01890
OG0001291	Prat.g_00135	Prah.g_02263
OG0001292	Prat.g_00254	Prah.g_02083
OG0001293	Prat.g_00268	Prah.g_02108
OG0001294	Prat.g_01546	Prah.g_00443
OG0001295	Prat.g_01215	Prah.g_01481
OG0001296	Prat.g_00472	Prah.g_01531
OG0001297	Prat.g_00477	Prah.g_01527
OG0001298	Prat.g_00541	Prah.g_01435
OG0001300	Prat.g_00768	Prah.g_00986
OG0001301	Prat.g_00773	Prah.g_01023
OG0001302	Prat.g_00859	Prah.g_01802
OG0001303	Prat.g_01550	Prah.g_00756
OG0001307	Prat.g_01283	Prah.g_00326
OG0001308	Prat.g_01363	Prah.g_00396
OG0001309	Prat.g_00481	Prah.g_01521
OG0001310	Prat.g_01604	Prah.g_01693
OG0001311	Prat.g_00938	Prah.g_00857
OG0001312	Prat.g_00872	Prah.g_00766
OG0001313	Prat.g_00849	Prah.g_00300, Prah.g_00299
OG0001316	Prat.g_00139	Prah.g_02269
OG0001319	Prat.g_00280	Prah.g_02124
OG0001321	Prat.g_00413	Prah.g_00253
OG0001322	Prat.g_00414	Prah.g_00254
OG0001324	Prat.g_00769	Prah.g_00987
OG0001327	Prat.g_00704	Prah.g_00555
OG0001329	Prat.g_01542	Prah.g_01213
OG0001330	Prat.g_01468	Prah.g_01354
OG0001331	Prat.g_01297	Prah.g_01581
OG0001332	Prat.g_01403	Prah.g_01605
OG0001333	Prat.g_01629	Prah.g_01726
OG0001334	Prat.g_01752	Prah.g_01961
OG0001335	Prat.g_01753	Prah.g_01960
OG0001336	Prat.g_01878	Prah.g_02583
OG0001337	Prat.g_00339	Prah.g_01950
OG0001339	Prat.g_00101	Prah.g_01893
OG0001340	Prat.g_00340	Prah.g_01949
OG0001341	Prat.g_01225	Prah.g_00615
OG0001344	Prat.g_01152	Prah.g_01317
OG0001348	Prat.g_00827	Prah.g_02412
OG0001350	Prat.g_00242	Prah.g_01778
OG0001351	Prat.g_00416	Prah.g_00256
OG0001352	Prat.g_00753	Prah.g_01029
OG0001353	Prat.g_01005	Prah.g_00606
OG0001354	Prat.g_00906	Prah.g_00813
OG0001361	Prat.g_01138	Prah.g_01294
OG0001362	Prat.g_01367	Prah.g_00390
OG0001363	Prat.g_01369	Prah.g_00388
OG0001365	Prat.g_01838	Prah.g_02495
OG0001369	Prat.g_01269	Prah.g_01880
OG0001370	Prat.g_00422	Prah.g_00617
OG0001371	Prat.g_00752	Prah.g_01789
OG0001372	Prat.g_01503	Prah.g_01812
OG0001379	Prat.g_01243	Prah.g_01356
OG0001380	Prat.g_01178	Prah.g_00571
OG0001381	Prat.g_01181	Prah.g_00895
OG0001394	Prat.g_00732	Prah.g_00700
OG0001397	Prat.g_01368	Prah.g_00389
OG0001398	Prat.g_00810	Prah.g_01180
OG0001401	Prat.g_00850	Prah.g_00602
OG0001402	Prat.g_00588	Prah.g_00522
OG0001403	Prat.g_00032	Prah.g_00037
OG0001405	Prat.g_00333	Prah.g_01957
OG0001409	Prat.g_01148	Prah.g_01307
OG0001410	Prat.g_01284	Prah.g_00325
OG0001414	Prat.g_00233	Prah.g_01786
OG0001415	Prat.g_00235	Prah.g_01412
OG0001416	Prat.g_00421	Prah.g_01367
OG0001418	Prat.g_00758	Prah.g_02051
OG0001422	Prat.g_00659	Prah.g_00282
OG0001425	Prat.g_01848	Prah.g_02507
OG0001431	Prat.g_01489	Prah.g_00998
OG0001434	Prat.g_00737	Prah.g_00696
OG0001435	Prat.g_00711	Prah.g_00737
OG0001437	Prat.g_00234	Prah.g_01411
OG0001438	Prat.g_00301	Prah.g_02149
OG0001441	Prat.g_00484	Prah.g_01516
OG0001443	Prat.g_01227	Prah.g_01664
OG0001446	Prat.g_01504	Prah.g_01211
OG0001450	Prat.g_00761	Prah.g_00965
OG0001451	Prat.g_00973	Prah.g_00866
OG0001452	Prat.g_00697	Prah.g_01220
OG0001455	Prat.g_01463, Prat.g_00666	Prah.g_02425
OG0001461	Prat.g_00378	Prah.g_00260
OG0001463	Prat.g_00294	Prah.g_02142
OG0001464	Prat.g_00341	Prah.g_01948
OG0001477	Prat.g_01515, Prat.g_01514	Prah.g_01020
OG0001484	Prat.g_00635	Prah.g_00892
OG0001485	Prat.g_01539	Prah.g_01609
OG0001487	Prat.g_01395	Prah.g_00357
OG0001488	Prat.g_01143	Prah.g_01301
OG0001489	Prat.g_01741	Prah.g_01979
OG0001491	Prat.g_00856	Prah.g_01231, Prah.g_01233
OG0001494	Prat.g_01271	Prah.g_00111
OG0001495	Prat.g_01681	Prah.g_02045
OG0001496	Prat.g_01512	Prah.g_01016
OG0001497	Prat.g_01513	Prah.g_01019
OG0001498	Prat.g_00371	Prah.g_00206
OG0001500	Prat.g_00270	Prah.g_01785
OG0001501	Prat.g_00826	Prah.g_01344
OG0001503	Prat.g_01175	Prah.g_01803
OG0001506	Prat.g_01399	Prah.g_01217
OG0001510	Prat.g_01794	Prah.g_00143
OG0001511	Prat.g_00109	Prah.g_01906
OG0001512	Prat.g_01231	Prah.g_01775
OG0001514	Prat.g_01511	Prah.g_01015
OG0001515	Prat.g_00766	Prah.g_00978
OG0001516	Prat.g_01060	Prah.g_00453
OG0001517	Prat.g_01328, Prat.g_00349	Prah.g_01939
OG0001518	Prat.g_01847	Prah.g_02506
OG0001519	Prat.g_01852	Prah.g_02515
OG0001527	Prat.g_00526	Prah.g_01453
OG0001529	Prat.g_00043	Prah.g_00050
OG0001530	Prat.g_00108	Prah.g_01903
OG0001531	Prat.g_00244	Prah.g_01774
OG0001532	Prat.g_01125	Prah.g_01252
OG0001534	Prat.g_00950	Prah.g_00865
OG0001535	Prat.g_00935	Prah.g_00853
OG0001536	Prat.g_00892	Prah.g_00792
OG0001537	Prat.g_00729	Prah.g_00707
OG0001538	Prat.g_01032	Prah.g_00662
OG0001539	Prat.g_00706	Prah.g_00559
OG0001540	Prat.g_00129	Prah.g_02255
OG0001541	Prat.g_00181	Prah.g_02318
OG0001542	Prat.g_00187	Prah.g_02335
OG0001543	Prat.g_01221	Prah.g_02414
OG0001544	Prat.g_01851	Prah.g_02514
OG0001545	Prat.g_01868	Prah.g_02572
OG0001553	Prat.g_01349	Prah.g_00411
OG0001559	Prat.g_00107	Prah.g_01902
OG0001560	Prat.g_00097	Prah.g_01889
OG0001561	Prat.g_00940	Prah.g_00859
OG0001562	Prat.g_00927	Prah.g_00845
OG0001563	Prat.g_01725	Prah.g_01996
OG0001574	Prat.g_00524	Prah.g_01456
OG0001575	Prat.g_00529	Prah.g_01450
OG0001576	Prat.g_01262	Prah.g_01379
OG0001577	Prat.g_01160	Prah.g_01326
OG0001579	Prat.g_00337	Prah.g_01953
OG0001580	Prat.g_00050	Prah.g_02479
OG0001589	Prat.g_01638	Prah.g_01735
OG0001591	Prat.g_00746	Prah.g_00552
OG0001592	Prat.g_00049	Prah.g_02480
OG0001598	Prat.g_00771	Prah.g_01342
OG0001614	Prat.g_01782	Prah.g_00158
OG0001616	Prat.g_01133	Prah.g_01261
OG0001617	Prat.g_00770	Prah.g_00989
OG0001619	Prat.g_00882	Prah.g_00782
OG0001620	Prat.g_00357	Prah.g_01924
OG0001621	Prat.g_00259	Prah.g_02097
OG0001622	Prat.g_01876	Prah.g_02581
OG0001636	Prat.g_00035	Prah.g_00043
OG0001639	Prat.g_01406	Prah.g_01616
OG0001640	Prat.g_00954	Prah.g_00902
OG0001642	Prat.g_00986	Prah.g_00580
OG0001643	Prat.g_01085	Prah.g_00496
OG0001652	Prat.g_00844	Prah.g_00019
OG0001654	Prat.g_01404	Prah.g_01614
OG0001655	Prat.g_01230	Prah.g_00214, Prah.g_02423
OG0001656	Prat.g_00336	Prah.g_01954
OG0001657	Prat.g_00155	Prah.g_02293
OG0001658	Prat.g_00045	Prah.g_02489
OG0001661	Prat.g_01505	Prah.g_01208
OG0001669	Prat.g_00041	Prah.g_00094
OG0001671	Prat.g_00837	Prah.g_02407
OG0001673	Prat.g_00237	Prah.g_01783
OG0001676	Prat.g_00338	Prah.g_01951
OG0001678	Prat.g_01659	Prah.g_02069
OG0001691	Prat.g_00952	Prah.g_00742
OG0001692	Prat.g_01347	Prah.g_00413
OG0001693	Prat.g_00625	Prah.g_00212
OG0001694	Prat.g_00289	Prah.g_02136
OG0001696	Prat.g_00972	Prah.g_00964
OG0001703	Prat.g_00437	Prah.g_01574
OG0001729	Prat.g_00247	Prah.g_01769
OG0001731	Prat.g_01419	Prah.g_01630
OG0001737	Prat.g_00836	Prah.g_02154
OG0001746	Prat.g_01517	Prah.g_00213
OG0001748	Prat.g_00838	Prah.g_02405
OG0001749	Prat.g_01325	Prah.g_02203
OG0001752	Prat.g_01653	Prah.g_01763
OG0001757	Prat.g_00630	Prah.g_01198
OG0001761	Prat.g_00578	Prah.g_00944
OG0001795	Prat.g_00675	Prah.g_01049
OG0001803	Prat.g_00402	Prah.g_00236
OG0001810	Prat.g_00832	Prah.g_02267
OG0001813	Prat.g_01855	Prah.g_02535
OG0001816	Prat.g_00703	Prah.g_00554
OG0001835	Prat.g_01543	Prah.g_01021
OG0001837	Prat.g_00839	Prah.g_02406
OG0001907	Prat.g_01459	Prah.g_02272
OG0001955	Prat.g_01218	Prah.g_00583
OG0001956	Prat.g_00979	Prah.g_00565
OG0001963	Prat.g_01466	Prah.g_01969
OG0001974	Prat.g_01491	Prah.g_02487
OG0001977	Prat.g_01859	Prah.g_02542
OG0001996	Prat.g_00030	Prah.g_00035
OG0002036	Prat.g_01467	Prah.g_01675
OG0002052	Prat.g_00945	Prah.g_02516
OG0002154	Prat.g_01289	Prah.g_02249
OG0002164	Prat.g_00687	Prah.g_01219
OG0002165	Prat.g_00677, Prat.g_01581	Prah.g_01216
OG0002232	Prat.g_00756	Prah.g_00952
OG0002237	Prat.g_01096	Prah.g_00507
OG0002240	Prat.g_00120	Prah.g_00320
OG0002273	Prat.g_00621	Prah.g_00992
OG0002276	Prat.g_01566	Prah.g_00933
OG0002285	Prat.g_00875	Prah.g_00769
OG0002383	Prat.g_00623	Prah.g_01287
OG0002392	Prat.g_01201	Prah.g_00350
OG0002437	Prat.g_01224	Prah.g_01126, Prah.g_01097, Prah.g_01130
OG0002439	Prat.g_01220	Prah.g_00943
OG0002442	Prat.g_00628	Prah.g_00548
OG0002445	Prat.g_01279	Prah.g_00352
OG0002490	Prat.g_01531	Prah.g_00103
OG0002495	Prat.g_01541	Prah.g_00995
OG0002500	Prat.g_00664	Prah.g_01599
OG0002579	Prat.g_01288	Prah.g_02275
OG0003187	Prat.g_01456	Prah.g_01345
