Orthogroup	Prbe	Syac
OG0001122	Prbe.g_01387	Syac.g_01238
OG0001123	Prbe.g_01393	Syac.g_01245
OG0001124	Prbe.g_01395	Syac.g_01247
OG0001125	Prbe.g_01397	Syac.g_01249
OG0001126	Prbe.g_01308	Syac.g_00870
OG0001127	Prbe.g_01307	Syac.g_00871
OG0001128	Prbe.g_01305	Syac.g_00875
OG0001129	Prbe.g_01304	Syac.g_00877
OG0001130	Prbe.g_01303	Syac.g_00878
OG0001131	Prbe.g_01919	Syac.g_01382
OG0001132	Prbe.g_00071	Syac.g_01062
OG0001133	Prbe.g_00374	Syac.g_00958
OG0001134	Prbe.g_00041	Syac.g_01466
OG0001135	Prbe.g_00044	Syac.g_01464
OG0001136	Prbe.g_01552	Syac.g_00767
OG0001137	Prbe.g_01540	Syac.g_00786
OG0001138	Prbe.g_01519	Syac.g_01486
OG0001139	Prbe.g_01517	Syac.g_01488
OG0001140	Prbe.g_01516	Syac.g_01489
OG0001141	Prbe.g_01515	Syac.g_01490
OG0001142	Prbe.g_01514	Syac.g_01491
OG0001143	Prbe.g_01507	Syac.g_01499
OG0001144	Prbe.g_01502	Syac.g_01508
OG0001145	Prbe.g_00901	Syac.g_00740
OG0001146	Prbe.g_00889	Syac.g_00722
OG0001147	Prbe.g_00869	Syac.g_01689
OG0001148	Prbe.g_00371	Syac.g_01918
OG0001149	Prbe.g_00370	Syac.g_01919
OG0001150	Prbe.g_00369	Syac.g_01920
OG0001151	Prbe.g_00358	Syac.g_01932
OG0001152	Prbe.g_00357	Syac.g_01933
OG0001153	Prbe.g_00279	Syac.g_01670
OG0001154	Prbe.g_00278	Syac.g_01671
OG0001155	Prbe.g_00261	Syac.g_00621
OG0001156	Prbe.g_00258	Syac.g_00618
OG0001157	Prbe.g_00257	Syac.g_00617
OG0001158	Prbe.g_00256	Syac.g_00616
OG0001159	Prbe.g_00255	Syac.g_00615
OG0001160	Prbe.g_00229	Syac.g_00570
OG0001161	Prbe.g_01042	Syac.g_02385
OG0001162	Prbe.g_00017	Syac.g_01307
OG0001163	Prbe.g_00994	Syac.g_00562
OG0001164	Prbe.g_00990	Syac.g_00556
OG0001165	Prbe.g_00987	Syac.g_00551
OG0001166	Prbe.g_00966	Syac.g_00520
OG0001167	Prbe.g_00949	Syac.g_00667
OG0001168	Prbe.g_00947	Syac.g_00665
OG0001169	Prbe.g_00945	Syac.g_00663
OG0001170	Prbe.g_00943	Syac.g_00661
OG0001171	Prbe.g_00933	Syac.g_00650
OG0001172	Prbe.g_01113	Syac.g_02187
OG0001173	Prbe.g_01112	Syac.g_02186
OG0001174	Prbe.g_01104	Syac.g_02178
OG0001175	Prbe.g_01103	Syac.g_02177
OG0001176	Prbe.g_01095	Syac.g_02141
OG0001177	Prbe.g_01093	Syac.g_02143
OG0001178	Prbe.g_00980	Syac.g_00539
OG0001179	Prbe.g_00853	Syac.g_02112
OG0001180	Prbe.g_00830	Syac.g_02087
OG0001181	Prbe.g_00826	Syac.g_02083
OG0001182	Prbe.g_00818	Syac.g_02074
OG0001183	Prbe.g_00813	Syac.g_02070
OG0001184	Prbe.g_00795	Syac.g_00186
OG0001185	Prbe.g_00779	Syac.g_00162
OG0001186	Prbe.g_00747	Syac.g_00082
OG0001187	Prbe.g_00750	Syac.g_00085
OG0001188	Prbe.g_00752	Syac.g_00076
OG0001189	Prbe.g_01146	Syac.g_00054
OG0001190	Prbe.g_01151	Syac.g_02353
OG0001191	Prbe.g_01161	Syac.g_02368
OG0001192	Prbe.g_01166	Syac.g_02374
OG0001193	Prbe.g_01178	Syac.g_02406
OG0001194	Prbe.g_01179	Syac.g_02408
OG0001195	Prbe.g_01180	Syac.g_02409
OG0001196	Prbe.g_01196	Syac.g_02477
OG0001197	Prbe.g_01198	Syac.g_02479
OG0001198	Prbe.g_01062	Syac.g_02491
OG0001199	Prbe.g_00179	Syac.g_00445
OG0001200	Prbe.g_00181	Syac.g_00443
OG0001201	Prbe.g_01650	Syac.g_00395
OG0001202	Prbe.g_01748	Syac.g_02285
OG0001203	Prbe.g_01790	Syac.g_01967
OG0001204	Prbe.g_01796	Syac.g_02200
OG0001205	Prbe.g_01943	Syac.g_00706
OG0001206	Prbe.g_00667	Syac.g_01715
OG0001207	Prbe.g_00656	Syac.g_01915
OG0001208	Prbe.g_00651	Syac.g_01902
OG0001209	Prbe.g_00600	Syac.g_01833
OG0001210	Prbe.g_00595	Syac.g_01826
OG0001211	Prbe.g_00585	Syac.g_01809
OG0001212	Prbe.g_00538	Syac.g_01751
OG0001213	Prbe.g_00503	Syac.g_00968
OG0001214	Prbe.g_01483	Syac.g_00981
OG0001215	Prbe.g_00465	Syac.g_00919
OG0001216	Prbe.g_01216	Syac.g_01285
OG0001217	Prbe.g_00055	Syac.g_01043
OG0001218	Prbe.g_01612	Syac.g_01679
OG0001220	Prbe.g_01278	Syac.g_00813
OG0001221	Prbe.g_00428	Syac.g_01379
OG0001223	Prbe.g_01368	Syac.g_01215
OG0001224	Prbe.g_01301	Syac.g_00880
OG0001225	Prbe.g_01299	Syac.g_00882
OG0001226	Prbe.g_00495	Syac.g_01026
OG0001227	Prbe.g_01597	Syac.g_02387
OG0001228	Prbe.g_01499	Syac.g_00700
OG0001229	Prbe.g_01611	Syac.g_00906
OG0001230	Prbe.g_00318	Syac.g_01621
OG0001231	Prbe.g_01920	Syac.g_00017
OG0001232	Prbe.g_00962	Syac.g_00509
OG0001233	Prbe.g_00942	Syac.g_00660
OG0001234	Prbe.g_01101	Syac.g_02173
OG0001235	Prbe.g_01097	Syac.g_02147
OG0001236	Prbe.g_00798	Syac.g_00189
OG0001237	Prbe.g_00794	Syac.g_00184
OG0001238	Prbe.g_01162	Syac.g_02369
OG0001240	Prbe.g_01633	Syac.g_00411
OG0001241	Prbe.g_01643	Syac.g_00402
OG0001242	Prbe.g_01663	Syac.g_00370
OG0001243	Prbe.g_01670	Syac.g_00363
OG0001244	Prbe.g_01685	Syac.g_00333
OG0001245	Prbe.g_01588	Syac.g_01064
OG0001247	Prbe.g_00458	Syac.g_01303
OG0001248	Prbe.g_00460	Syac.g_01306
OG0001249	Prbe.g_01889	Syac.g_02029
OG0001250	Prbe.g_01265	Syac.g_00838
OG0001251	Prbe.g_00106	Syac.g_02415
OG0001252	Prbe.g_01306	Syac.g_00874
OG0001253	Prbe.g_00492	Syac.g_01063
OG0001254	Prbe.g_00043	Syac.g_01465
OG0001255	Prbe.g_01567	Syac.g_01957
OG0001256	Prbe.g_00222	Syac.g_00563
OG0001258	Prbe.g_00989	Syac.g_00553
OG0001259	Prbe.g_00944	Syac.g_00662
OG0001260	Prbe.g_00927	Syac.g_00640
OG0001262	Prbe.g_01144	Syac.g_00056
OG0001263	Prbe.g_01672	Syac.g_00360
OG0001265	Prbe.g_01662	Syac.g_00372
OG0001266	Prbe.g_01752	Syac.g_02289
OG0001267	Prbe.g_01834	Syac.g_02253
OG0001268	Prbe.g_01897	Syac.g_02014
OG0001269	Prbe.g_01277	Syac.g_01960
OG0001270	Prbe.g_01932	Syac.g_00690
OG0001271	Prbe.g_00661	Syac.g_01703
OG0001272	Prbe.g_00647	Syac.g_01898
OG0001273	Prbe.g_01489	Syac.g_00974
OG0001274	Prbe.g_01776	Syac.g_02323
OG0001275	Prbe.g_01378	Syac.g_01228
OG0001276	Prbe.g_01392	Syac.g_01244
OG0001277	Prbe.g_01184	Syac.g_02463
OG0001278	Prbe.g_01495	Syac.g_01517
OG0001279	Prbe.g_00721	Syac.g_01605
OG0001280	Prbe.g_00894	Syac.g_00731
OG0001281	Prbe.g_00888	Syac.g_00721
OG0001282	Prbe.g_00372	Syac.g_01917
OG0001283	Prbe.g_01193	Syac.g_02472
OG0001284	Prbe.g_00236	Syac.g_00586
OG0001285	Prbe.g_00959	Syac.g_01060
OG0001286	Prbe.g_00832	Syac.g_02089
OG0001287	Prbe.g_00772	Syac.g_00154
OG0001288	Prbe.g_00762	Syac.g_00141
OG0001289	Prbe.g_00191	Syac.g_00426
OG0001291	Prbe.g_01680	Syac.g_00349
OG0001292	Prbe.g_01801	Syac.g_02205
OG0001293	Prbe.g_01814	Syac.g_02226
OG0001295	Prbe.g_00005	Syac.g_01824
OG0001296	Prbe.g_00624	Syac.g_01870
OG0001297	Prbe.g_00619	Syac.g_01866
OG0001298	Prbe.g_00558	Syac.g_01774
OG0001299	Prbe.g_01452	Syac.g_01417
OG0001300	Prbe.g_01199	Syac.g_00910
OG0001301	Prbe.g_01204	Syac.g_00897
OG0001302	Prbe.g_01317	Syac.g_01012
OG0001303	Prbe.g_01023	Syac.g_01137
OG0001304	Prbe.g_01405	Syac.g_01257
OG0001305	Prbe.g_01293	Syac.g_00890
OG0001306	Prbe.g_01564	Syac.g_00749
OG0001307	Prbe.g_00398	Syac.g_02156
OG0001309	Prbe.g_00194	Syac.g_01860
OG0001310	Prbe.g_00972	Syac.g_00528
OG0001311	Prbe.g_01394	Syac.g_01246
OG0001312	Prbe.g_01330	Syac.g_01147
OG0001315	Prbe.g_01602	Syac.g_02072
OG0001316	Prbe.g_01684	Syac.g_00342
OG0001317	Prbe.g_01786	Syac.g_01971
OG0001318	Prbe.g_01810	Syac.g_02218
OG0001319	Prbe.g_01827	Syac.g_02242
OG0001321	Prbe.g_01949	Syac.g_00712
OG0001322	Prbe.g_01950	Syac.g_00713
OG0001323	Prbe.g_00614	Syac.g_01857
OG0001324	Prbe.g_01200	Syac.g_00909
OG0001325	Prbe.g_01435	Syac.g_01281
OG0001328	Prbe.g_00912	Syac.g_01385
OG0001329	Prbe.g_01026	Syac.g_01007
OG0001330	Prbe.g_00205	Syac.g_00738
OG0001332	Prbe.g_00265	Syac.g_00625
OG0001333	Prbe.g_00948	Syac.g_00666
OG0001334	Prbe.g_00810	Syac.g_02061
OG0001335	Prbe.g_00809	Syac.g_02060
OG0001337	Prbe.g_01884	Syac.g_02064, Syac.g_02040
OG0001338	Prbe.g_01887	Syac.g_02048, Syac.g_02022, Syac.g_00474, Syac.g_02037
OG0001339	Prbe.g_01645	Syac.g_00400
OG0001340	Prbe.g_01885	Syac.g_02039
OG0001341	Prbe.g_01604	Syac.g_00904
OG0001343	Prbe.g_00103	Syac.g_02413
OG0001344	Prbe.g_01545	Syac.g_00774
OG0001345	Prbe.g_01529	Syac.g_00803
OG0001346	Prbe.g_00892	Syac.g_00728
OG0001348	Prbe.g_00003	Syac.g_00857
OG0001352	Prbe.g_00454	Syac.g_01842
OG0001353	Prbe.g_01255	Syac.g_00850
OG0001354	Prbe.g_01360	Syac.g_01201
OG0001355	Prbe.g_01414	Syac.g_01823
OG0001357	Prbe.g_01628	Syac.g_01943
OG0001359	Prbe.g_00104	Syac.g_02412
OG0001362	Prbe.g_00297	Syac.g_01649
OG0001363	Prbe.g_00295	Syac.g_01651
OG0001364	Prbe.g_00807	Syac.g_00204
OG0001370	Prbe.g_00670	Syac.g_01294, Syac.g_02438
OG0001372	Prbe.g_00494	Syac.g_01845
OG0001375	Prbe.g_00102	Syac.g_02414
OG0001379	Prbe.g_00899	Syac.g_00736
OG0001380	Prbe.g_01614	Syac.g_01589
OG0001381	Prbe.g_01574	Syac.g_02162
OG0001382	Prbe.g_01617	Syac.g_00148
OG0001394	Prbe.g_00432	Syac.g_01373
OG0001398	Prbe.g_00028	Syac.g_01120
OG0001401	Prbe.g_01260	Syac.g_00844, Syac.g_00845
OG0001402	Prbe.g_00509	Syac.g_00957
OG0001403	Prbe.g_00131	Syac.g_00033
OG0001404	Prbe.g_00173	Syac.g_00451
OG0001407	Prbe.g_01621	Syac.g_01841
OG0001410	Prbe.g_00399	Syac.g_02155
OG0001411	Prbe.g_00166	Syac.g_00180
OG0001414	Prbe.g_01781	Syac.g_02161
OG0001419	Prbe.g_01620	Syac.g_01840
OG0001423	Prbe.g_00698	Syac.g_00457
OG0001425	Prbe.g_01165	Syac.g_02373
OG0001428	Prbe.g_01720	Syac.g_00301
OG0001430	Prbe.g_01613	Syac.g_02345
OG0001434	Prbe.g_00437	Syac.g_01368
OG0001435	Prbe.g_00413	Syac.g_01399
OG0001443	Prbe.g_01610	Syac.g_02382
OG0001446	Prbe.g_00066	Syac.g_01293
OG0001448	Prbe.g_00677	Syac.g_01094
OG0001461	Prbe.g_00157	Syac.g_02168
OG0001465	Prbe.g_01211	Syac.g_01299
OG0001468	Prbe.g_00094	Syac.g_01014
OG0001476	Prbe.g_01542	Syac.g_00782
OG0001477	Prbe.g_00744	Syac.g_00900
OG0001481	Prbe.g_00913	Syac.g_01260
OG0001487	Prbe.g_00271	Syac.g_01678
OG0001488	Prbe.g_01536	Syac.g_00791
OG0001489	Prbe.g_00821	Syac.g_02078
OG0001496	Prbe.g_00742	Syac.g_00902
OG0001497	Prbe.g_00743	Syac.g_00901
OG0001498	Prbe.g_01916	Syac.g_01987
OG0001510	Prbe.g_00768	Syac.g_00150
OG0001511	Prbe.g_01654	Syac.g_00387
OG0001512	Prbe.g_01606	Syac.g_01966
OG0001514	Prbe.g_00741	Syac.g_00903
OG0001515	Prbe.g_00467	Syac.g_00914
OG0001516	Prbe.g_01455	Syac.g_01420
OG0001517	Prbe.g_01893	Syac.g_02019
OG0001518	Prbe.g_01164	Syac.g_02371
OG0001519	Prbe.g_01169	Syac.g_02384
OG0001522	Prbe.g_01256	Syac.g_00849
OG0001527	Prbe.g_00572	Syac.g_01794
OG0001529	Prbe.g_00141	Syac.g_00047
OG0001530	Prbe.g_01653	Syac.g_00389
OG0001531	Prbe.g_01791	Syac.g_01965
OG0001532	Prbe.g_01518	Syac.g_01487
OG0001534	Prbe.g_01406	Syac.g_01258
OG0001535	Prbe.g_01390	Syac.g_01242
OG0001536	Prbe.g_01346	Syac.g_01177
OG0001537	Prbe.g_00429	Syac.g_01378
OG0001538	Prbe.g_01227	Syac.g_01336
OG0001539	Prbe.g_00407	Syac.g_01403
OG0001540	Prbe.g_01674	Syac.g_00358
OG0001541	Prbe.g_01728	Syac.g_02256
OG0001542	Prbe.g_01734	Syac.g_02265
OG0001543	Prbe.g_00907	Syac.g_02307
OG0001544	Prbe.g_01168	Syac.g_02383
OG0001545	Prbe.g_01183	Syac.g_02462
OG0001557	Prbe.g_00433	Syac.g_01372
OG0001559	Prbe.g_01652	Syac.g_00390
OG0001560	Prbe.g_01641	Syac.g_00403
OG0001561	Prbe.g_01396	Syac.g_01248
OG0001562	Prbe.g_01383	Syac.g_01234
OG0001563	Prbe.g_00837	Syac.g_02095
OG0001564	Prbe.g_00160	Syac.g_02430
OG0001572	Prbe.g_00722	Syac.g_01584
OG0001574	Prbe.g_00574	Syac.g_01796
OG0001575	Prbe.g_00569	Syac.g_01791
OG0001576	Prbe.g_00879	Syac.g_01729
OG0001577	Prbe.g_01554	Syac.g_00765
OG0001579	Prbe.g_01882	Syac.g_02054, Syac.g_02049
OG0001580	Prbe.g_00148	Syac.g_02341
OG0001588	Prbe.g_01923	Syac.g_00200
OG0001589	Prbe.g_00940	Syac.g_00657
OG0001591	Prbe.g_00446	Syac.g_01409
OG0001592	Prbe.g_00147	Syac.g_02342
OG0001614	Prbe.g_00780	Syac.g_00164
OG0001616	Prbe.g_01526	Syac.g_01472
OG0001617	Prbe.g_01201	Syac.g_00907
OG0001619	Prbe.g_01339	Syac.g_01164
OG0001620	Prbe.g_01901	Syac.g_02007
OG0001621	Prbe.g_01806	Syac.g_02215
OG0001622	Prbe.g_01192	Syac.g_02471
OG0001636	Prbe.g_00135	Syac.g_00038
OG0001639	Prbe.g_00262	Syac.g_00622
OG0001640	Prbe.g_01309	Syac.g_00868
OG0001641	Prbe.g_01371	Syac.g_01219
OG0001643	Prbe.g_01480	Syac.g_00984
OG0001644	Prbe.g_01425	Syac.g_01266
OG0001654	Prbe.g_00264	Syac.g_00624
OG0001656	Prbe.g_01881	Syac.g_02050
OG0001657	Prbe.g_01703	Syac.g_00319
OG0001658	Prbe.g_00143	Syac.g_02352
OG0001659	Prbe.g_00008	Syac.g_01478
OG0001676	Prbe.g_01883	Syac.g_02051
OG0001678	Prbe.g_00918	Syac.g_02188
OG0001679	Prbe.g_01888	Syac.g_01788
OG0001691	Prbe.g_01311	Syac.g_00950
OG0001693	Prbe.g_01041	Syac.g_00885
OG0001717	Prbe.g_00737	Syac.g_00306
OG0001747	Prbe.g_01924	Syac.g_00337
OG0001758	Prbe.g_01007	Syac.g_01440
OG0001769	Prbe.g_01601	Syac.g_00998
OG0001770	Prbe.g_01117	Syac.g_01454
OG0001771	Prbe.g_01129	Syac.g_00851
OG0001795	Prbe.g_01018, Prbe.g_00092	Syac.g_01443
OG0001807	Prbe.g_00159	Syac.g_00208
OG0001842	Prbe.g_00069	Syac.g_00630
OG0001875	Prbe.g_01008	Syac.g_01439
OG0001876	Prbe.g_01009	Syac.g_01438
OG0001916	Prbe.g_00637	Syac.g_01887
OG0001917	Prbe.g_01391	Syac.g_01243
OG0001923	Prbe.g_00336	Syac.g_00128
OG0001930	Prbe.g_00068	Syac.g_00629
OG0001931	Prbe.g_00067	Syac.g_00628
OG0001965	Prbe.g_01051	Syac.g_01011
OG0002106	Prbe.g_01626	Syac.g_02391
OG0002340	Prbe.g_01758	Syac.g_02299
