Orthogroup	Prbe	Syaf
OG0001081	Prbe.g_01464	Syaf.g_02144
OG0001082	Prbe.g_01463	Syaf.g_02143
OG0001083	Prbe.g_01458	Syaf.g_02136
OG0001084	Prbe.g_01457	Syaf.g_02135
OG0001085	Prbe.g_00444	Syaf.g_02125
OG0001086	Prbe.g_00445	Syaf.g_02123
OG0001087	Prbe.g_00463	Syaf.g_01482
OG0001088	Prbe.g_00464	Syaf.g_01478
OG0001089	Prbe.g_01205	Syaf.g_01453
OG0001090	Prbe.g_01215	Syaf.g_01981
OG0001091	Prbe.g_01437	Syaf.g_01979
OG0001092	Prbe.g_01436	Syaf.g_01977
OG0001093	Prbe.g_01431	Syaf.g_01971
OG0001094	Prbe.g_01438	Syaf.g_02055
OG0001095	Prbe.g_01235	Syaf.g_02034
OG0001096	Prbe.g_01249	Syaf.g_02018
OG0001097	Prbe.g_01269	Syaf.g_01373
OG0001098	Prbe.g_01288	Syaf.g_01743
OG0001099	Prbe.g_00110	Syaf.g_00881
OG0001100	Prbe.g_00408	Syaf.g_02110
OG0001101	Prbe.g_00411	Syaf.g_02109
OG0001102	Prbe.g_00414	Syaf.g_02106
OG0001103	Prbe.g_00416	Syaf.g_02104
OG0001104	Prbe.g_00439	Syaf.g_02071
OG0001105	Prbe.g_00443	Syaf.g_02067
OG0001106	Prbe.g_01341	Syaf.g_01847
OG0001107	Prbe.g_01348	Syaf.g_01859
OG0001108	Prbe.g_01352	Syaf.g_01868
OG0001109	Prbe.g_01353	Syaf.g_01877
OG0001110	Prbe.g_01355	Syaf.g_01879
OG0001111	Prbe.g_01356	Syaf.g_01881
OG0001112	Prbe.g_01357	Syaf.g_01883
OG0001113	Prbe.g_01358	Syaf.g_01884
OG0001114	Prbe.g_01359	Syaf.g_01885
OG0001115	Prbe.g_01361	Syaf.g_01889
OG0001116	Prbe.g_01362	Syaf.g_01891
OG0001117	Prbe.g_01363	Syaf.g_01892
OG0001118	Prbe.g_01364	Syaf.g_01893
OG0001119	Prbe.g_01365	Syaf.g_01895
OG0001120	Prbe.g_01367	Syaf.g_01899
OG0001122	Prbe.g_01387	Syaf.g_01927
OG0001123	Prbe.g_01393	Syaf.g_01934
OG0001124	Prbe.g_01395	Syaf.g_01936
OG0001125	Prbe.g_01397	Syaf.g_01938
OG0001126	Prbe.g_01308	Syaf.g_01409
OG0001127	Prbe.g_01307	Syaf.g_01410
OG0001128	Prbe.g_01305	Syaf.g_01413
OG0001129	Prbe.g_01304	Syaf.g_01415
OG0001130	Prbe.g_01303	Syaf.g_01416
OG0001131	Prbe.g_01919	Syaf.g_02090
OG0001132	Prbe.g_00071	Syaf.g_01722
OG0001133	Prbe.g_00374	Syaf.g_02334
OG0001134	Prbe.g_00041	Syaf.g_01616
OG0001135	Prbe.g_00044	Syaf.g_01618
OG0001136	Prbe.g_01552	Syaf.g_01286
OG0001137	Prbe.g_01540	Syaf.g_01306
OG0001138	Prbe.g_01519	Syaf.g_01596
OG0001139	Prbe.g_01517	Syaf.g_01594
OG0001140	Prbe.g_01516	Syaf.g_01593
OG0001141	Prbe.g_01515	Syaf.g_01592
OG0001142	Prbe.g_01514	Syaf.g_01591
OG0001143	Prbe.g_01507	Syaf.g_01583
OG0001144	Prbe.g_01502	Syaf.g_01573
OG0001145	Prbe.g_00901	Syaf.g_01267
OG0001146	Prbe.g_00889	Syaf.g_01248
OG0001147	Prbe.g_00869	Syaf.g_02489
OG0001148	Prbe.g_00371	Syaf.g_02735
OG0001149	Prbe.g_00370	Syaf.g_02736
OG0001150	Prbe.g_00369	Syaf.g_02737
OG0001151	Prbe.g_00358	Syaf.g_02750
OG0001152	Prbe.g_00357	Syaf.g_02751
OG0001153	Prbe.g_00279	Syaf.g_02463
OG0001154	Prbe.g_00278	Syaf.g_02464
OG0001155	Prbe.g_00261	Syaf.g_01107
OG0001156	Prbe.g_00258	Syaf.g_01104
OG0001157	Prbe.g_00257	Syaf.g_01103
OG0001158	Prbe.g_00256	Syaf.g_01102
OG0001159	Prbe.g_00255	Syaf.g_01101
OG0001160	Prbe.g_00229	Syaf.g_01058
OG0001161	Prbe.g_01042	Syaf.g_00617
OG0001162	Prbe.g_00017	Syaf.g_02015
OG0001163	Prbe.g_00994	Syaf.g_01050
OG0001164	Prbe.g_00990	Syaf.g_01044
OG0001165	Prbe.g_00987	Syaf.g_01039
OG0001166	Prbe.g_00966	Syaf.g_01010
OG0001167	Prbe.g_00949	Syaf.g_01182
OG0001168	Prbe.g_00947	Syaf.g_01180
OG0001169	Prbe.g_00945	Syaf.g_01178
OG0001170	Prbe.g_00943	Syaf.g_01176
OG0001171	Prbe.g_00933	Syaf.g_01166
OG0001172	Prbe.g_01113	Syaf.g_00173
OG0001173	Prbe.g_01112	Syaf.g_00172
OG0001174	Prbe.g_01104	Syaf.g_00164
OG0001175	Prbe.g_01103	Syaf.g_00163
OG0001176	Prbe.g_01095	Syaf.g_00142
OG0001177	Prbe.g_01093	Syaf.g_00144
OG0001178	Prbe.g_00980	Syaf.g_01028
OG0001179	Prbe.g_00853	Syaf.g_00112
OG0001180	Prbe.g_00830	Syaf.g_00087
OG0001181	Prbe.g_00826	Syaf.g_00083
OG0001182	Prbe.g_00818	Syaf.g_00074
OG0001184	Prbe.g_00795	Syaf.g_00360
OG0001185	Prbe.g_00779	Syaf.g_00382
OG0001186	Prbe.g_00747	Syaf.g_00418
OG0001187	Prbe.g_00750	Syaf.g_00422
OG0001188	Prbe.g_00752	Syaf.g_00425
OG0001189	Prbe.g_01146	Syaf.g_00441
OG0001190	Prbe.g_01151	Syaf.g_00646
OG0001191	Prbe.g_01161	Syaf.g_00635
OG0001192	Prbe.g_01166	Syaf.g_00630
OG0001193	Prbe.g_01178	Syaf.g_00596
OG0001194	Prbe.g_01179	Syaf.g_00594
OG0001195	Prbe.g_01180	Syaf.g_00593
OG0001196	Prbe.g_01196	Syaf.g_00519
OG0001197	Prbe.g_01198	Syaf.g_00517
OG0001198	Prbe.g_01062	Syaf.g_00501
OG0001199	Prbe.g_00179	Syaf.g_00957
OG0001200	Prbe.g_00181	Syaf.g_00955
OG0001201	Prbe.g_01650	Syaf.g_00902
OG0001202	Prbe.g_01748	Syaf.g_00764
OG0001203	Prbe.g_01790	Syaf.g_02785
OG0001204	Prbe.g_01796	Syaf.g_00185
OG0001205	Prbe.g_01943	Syaf.g_01229
OG0001206	Prbe.g_00667	Syaf.g_02530
OG0001207	Prbe.g_00656	Syaf.g_02732
OG0001208	Prbe.g_00651	Syaf.g_02719
OG0001209	Prbe.g_00600	Syaf.g_02651
OG0001210	Prbe.g_00595	Syaf.g_02642
OG0001211	Prbe.g_00585	Syaf.g_02623
OG0001212	Prbe.g_00538	Syaf.g_02563
OG0001213	Prbe.g_00503	Syaf.g_02324
OG0001214	Prbe.g_01483	Syaf.g_02308
OG0001215	Prbe.g_00465	Syaf.g_01477
OG0001216	Prbe.g_01216	Syaf.g_01980
OG0001217	Prbe.g_00055	Syaf.g_02237
OG0001218	Prbe.g_01612	Syaf.g_02473
OG0001219	Prbe.g_01321	Syaf.g_01796
OG0001220	Prbe.g_01278	Syaf.g_01335
OG0001221	Prbe.g_00428	Syaf.g_02087
OG0001222	Prbe.g_01400	Syaf.g_01848
OG0001223	Prbe.g_01368	Syaf.g_01902
OG0001224	Prbe.g_01301	Syaf.g_01438
OG0001225	Prbe.g_01299	Syaf.g_01440
OG0001226	Prbe.g_00495	Syaf.g_02262
OG0001227	Prbe.g_01597	Syaf.g_00614
OG0001228	Prbe.g_01499	Syaf.g_01223
OG0001229	Prbe.g_01611	Syaf.g_01464
OG0001230	Prbe.g_00318	Syaf.g_02404
OG0001231	Prbe.g_01920	Syaf.g_00481
OG0001232	Prbe.g_00962	Syaf.g_01000
OG0001234	Prbe.g_01101	Syaf.g_00159
OG0001235	Prbe.g_01097	Syaf.g_00150
OG0001236	Prbe.g_00798	Syaf.g_00357
OG0001237	Prbe.g_00794	Syaf.g_00362
OG0001238	Prbe.g_01162	Syaf.g_00634
OG0001239	Prbe.g_00176	Syaf.g_00960
OG0001240	Prbe.g_01633	Syaf.g_00919
OG0001241	Prbe.g_01643	Syaf.g_00909
OG0001242	Prbe.g_01663	Syaf.g_00874
OG0001243	Prbe.g_01670	Syaf.g_00867
OG0001244	Prbe.g_01685	Syaf.g_00836
OG0001247	Prbe.g_00458	Syaf.g_02004
OG0001248	Prbe.g_00460	Syaf.g_02012
OG0001250	Prbe.g_01265	Syaf.g_01377
OG0001251	Prbe.g_00106	Syaf.g_00588
OG0001252	Prbe.g_01306	Syaf.g_01412
OG0001254	Prbe.g_00043	Syaf.g_01617
OG0001255	Prbe.g_01567	Syaf.g_01070
OG0001256	Prbe.g_00222	Syaf.g_01051
OG0001258	Prbe.g_00989	Syaf.g_01041
OG0001259	Prbe.g_00944	Syaf.g_01177
OG0001260	Prbe.g_00927	Syaf.g_01155
OG0001261	Prbe.g_00845	Syaf.g_00103
OG0001262	Prbe.g_01144	Syaf.g_00439
OG0001263	Prbe.g_01672	Syaf.g_00864
OG0001265	Prbe.g_01662	Syaf.g_00876
OG0001266	Prbe.g_01752	Syaf.g_00760
OG0001267	Prbe.g_01834	Syaf.g_00244
OG0001268	Prbe.g_01897	Syaf.g_00017
OG0001269	Prbe.g_01277	Syaf.g_01653
OG0001270	Prbe.g_01932	Syaf.g_01210
OG0001271	Prbe.g_00661	Syaf.g_02501
OG0001272	Prbe.g_00647	Syaf.g_02715
OG0001273	Prbe.g_01489	Syaf.g_02315
OG0001274	Prbe.g_01776	Syaf.g_00707
OG0001275	Prbe.g_01378	Syaf.g_01917
OG0001276	Prbe.g_01392	Syaf.g_01933
OG0001277	Prbe.g_01184	Syaf.g_00533
OG0001278	Prbe.g_01495	Syaf.g_01562
OG0001279	Prbe.g_00721	Syaf.g_02385
OG0001280	Prbe.g_00894	Syaf.g_01257
OG0001281	Prbe.g_00888	Syaf.g_01247
OG0001282	Prbe.g_00372	Syaf.g_02734
OG0001283	Prbe.g_01193	Syaf.g_00524, Syaf.g_02414
OG0001284	Prbe.g_00236	Syaf.g_01073
OG0001285	Prbe.g_00959	Syaf.g_00568
OG0001286	Prbe.g_00832	Syaf.g_00089
OG0001287	Prbe.g_00772	Syaf.g_00390
OG0001288	Prbe.g_00762	Syaf.g_00408
OG0001289	Prbe.g_00191	Syaf.g_00935
OG0001290	Prbe.g_01642	Syaf.g_00910
OG0001291	Prbe.g_01680	Syaf.g_00853
OG0001292	Prbe.g_01801	Syaf.g_00191
OG0001293	Prbe.g_01814	Syaf.g_00217
OG0001295	Prbe.g_00005	Syaf.g_02637
OG0001296	Prbe.g_00624	Syaf.g_02687
OG0001297	Prbe.g_00619	Syaf.g_02683
OG0001298	Prbe.g_00558	Syaf.g_02584
OG0001299	Prbe.g_01452	Syaf.g_02130
OG0001300	Prbe.g_01199	Syaf.g_01468
OG0001301	Prbe.g_01204	Syaf.g_01454
OG0001302	Prbe.g_01317	Syaf.g_02279
OG0001303	Prbe.g_01023	Syaf.g_01798
OG0001304	Prbe.g_01405	Syaf.g_01950
OG0001305	Prbe.g_01293	Syaf.g_01448
OG0001306	Prbe.g_01564	Syaf.g_01272
OG0001307	Prbe.g_00398	Syaf.g_01638
OG0001308	Prbe.g_00301	Syaf.g_02427
OG0001309	Prbe.g_00194	Syaf.g_02678
OG0001310	Prbe.g_00972	Syaf.g_01018
OG0001311	Prbe.g_01394	Syaf.g_01935
OG0001312	Prbe.g_01330	Syaf.g_01809
OG0001315	Prbe.g_01602	Syaf.g_00071
OG0001316	Prbe.g_01684	Syaf.g_00847
OG0001317	Prbe.g_01786	Syaf.g_02790
OG0001318	Prbe.g_01810	Syaf.g_00209
OG0001319	Prbe.g_01827	Syaf.g_00232
OG0001321	Prbe.g_01949	Syaf.g_01238
OG0001322	Prbe.g_01950	Syaf.g_01239
OG0001323	Prbe.g_00614	Syaf.g_02675
OG0001324	Prbe.g_01200	Syaf.g_01467
OG0001325	Prbe.g_01435	Syaf.g_01976
OG0001327	Prbe.g_00405	Syaf.g_02116
OG0001328	Prbe.g_00912	Syaf.g_02094
OG0001329	Prbe.g_01026	Syaf.g_02285
OG0001330	Prbe.g_00205	Syaf.g_01264
OG0001331	Prbe.g_00367	Syaf.g_02739
OG0001333	Prbe.g_00948	Syaf.g_01181
OG0001334	Prbe.g_00810	Syaf.g_00060
OG0001335	Prbe.g_00809	Syaf.g_00059
OG0001337	Prbe.g_01884	Syaf.g_00063, Syaf.g_00040
OG0001338	Prbe.g_01887	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036
OG0001339	Prbe.g_01645	Syaf.g_00907
OG0001340	Prbe.g_01885	Syaf.g_00039
OG0001341	Prbe.g_01604	Syaf.g_01463
OG0001343	Prbe.g_00103	Syaf.g_00590
OG0001344	Prbe.g_01545	Syaf.g_01294
OG0001345	Prbe.g_01529	Syaf.g_01323
OG0001346	Prbe.g_00892	Syaf.g_01253
OG0001348	Prbe.g_00003	Syaf.g_01396
OG0001350	Prbe.g_01789	Syaf.g_02786
OG0001351	Prbe.g_00675	Syaf.g_02539
OG0001352	Prbe.g_00454	Syaf.g_02661
OG0001353	Prbe.g_01255	Syaf.g_01388
OG0001354	Prbe.g_01360	Syaf.g_01888
OG0001356	Prbe.g_00997	Syaf.g_02177, Syaf.g_01397
OG0001357	Prbe.g_01628	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827
OG0001359	Prbe.g_00104	Syaf.g_00591
OG0001362	Prbe.g_00297	Syaf.g_02432
OG0001363	Prbe.g_00295	Syaf.g_02434
OG0001364	Prbe.g_00807	Syaf.g_00338
OG0001368	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686	Syaf.g_00184
OG0001370	Prbe.g_00670	Syaf.g_00569
OG0001371	Prbe.g_00453	Syaf.g_00397
OG0001372	Prbe.g_00494	Syaf.g_01682
OG0001375	Prbe.g_00102	Syaf.g_00589
OG0001379	Prbe.g_00899	Syaf.g_01262
OG0001380	Prbe.g_01614	Syaf.g_02247
OG0001394	Prbe.g_00432	Syaf.g_02081
OG0001397	Prbe.g_00296	Syaf.g_02433
OG0001398	Prbe.g_00028	Syaf.g_01758
OG0001401	Prbe.g_01260	Syaf.g_01383
OG0001402	Prbe.g_00509	Syaf.g_02336
OG0001404	Prbe.g_00173	Syaf.g_00964
OG0001407	Prbe.g_01621	Syaf.g_02660
OG0001410	Prbe.g_00399	Syaf.g_01639
OG0001411	Prbe.g_00166	Syaf.g_00310
OG0001419	Prbe.g_01620	Syaf.g_02659
OG0001421	Prbe.g_00221	Syaf.g_01721
OG0001425	Prbe.g_01165	Syaf.g_00631
OG0001428	Prbe.g_01720	Syaf.g_00804
OG0001433	Prbe.g_00998	Syaf.g_01398
OG0001435	Prbe.g_00413	Syaf.g_02107
OG0001443	Prbe.g_01610	Syaf.g_00621
OG0001448	Prbe.g_00677	Syaf.g_00612
OG0001451	Prbe.g_01289	Syaf.g_02183
OG0001460	Prbe.g_00999	Syaf.g_01399
OG0001461	Prbe.g_00157	Syaf.g_01633
OG0001465	Prbe.g_01211	Syaf.g_02000
OG0001467	Prbe.g_00378	Syaf.g_02280
OG0001468	Prbe.g_00094	Syaf.g_02278
OG0001476	Prbe.g_01542	Syaf.g_01302
OG0001477	Prbe.g_00744	Syaf.g_01457
OG0001484	Prbe.g_00206	Syaf.g_00570
OG0001487	Prbe.g_00271	Syaf.g_02472
OG0001488	Prbe.g_01536	Syaf.g_01311
OG0001489	Prbe.g_00821	Syaf.g_00078
OG0001496	Prbe.g_00742	Syaf.g_01459
OG0001497	Prbe.g_00743	Syaf.g_01458
OG0001498	Prbe.g_01916	Syaf.g_02806
OG0001510	Prbe.g_00768	Syaf.g_00394
OG0001511	Prbe.g_01654	Syaf.g_00894
OG0001512	Prbe.g_01606	Syaf.g_02784
OG0001514	Prbe.g_00741	Syaf.g_01460
OG0001515	Prbe.g_00467	Syaf.g_01472
OG0001516	Prbe.g_01455	Syaf.g_02133
OG0001517	Prbe.g_01893	Syaf.g_00022
OG0001518	Prbe.g_01164	Syaf.g_00632
OG0001519	Prbe.g_01169	Syaf.g_00619
OG0001522	Prbe.g_01256	Syaf.g_01387
OG0001527	Prbe.g_00572	Syaf.g_02609
OG0001529	Prbe.g_00141	Syaf.g_00448
OG0001530	Prbe.g_01653	Syaf.g_00896
OG0001531	Prbe.g_01791	Syaf.g_02783
OG0001532	Prbe.g_01518	Syaf.g_01595
OG0001534	Prbe.g_01406	Syaf.g_01951
OG0001535	Prbe.g_01390	Syaf.g_01931
OG0001536	Prbe.g_01346	Syaf.g_01856
OG0001537	Prbe.g_00429	Syaf.g_02086
OG0001538	Prbe.g_01227	Syaf.g_02044
OG0001539	Prbe.g_00407	Syaf.g_02111
OG0001540	Prbe.g_01674	Syaf.g_00862
OG0001541	Prbe.g_01728	Syaf.g_00795
OG0001542	Prbe.g_01734	Syaf.g_00785
OG0001543	Prbe.g_00907	Syaf.g_00726
OG0001544	Prbe.g_01168	Syaf.g_00620
OG0001545	Prbe.g_01183	Syaf.g_00534
OG0001549	Prbe.g_01287	Syaf.g_01326
OG0001552	Prbe.g_00218	Syaf.g_02761, Syaf.g_02762
OG0001557	Prbe.g_00433	Syaf.g_02080
OG0001559	Prbe.g_01652	Syaf.g_00897
OG0001560	Prbe.g_01641	Syaf.g_00911
OG0001561	Prbe.g_01396	Syaf.g_01937
OG0001562	Prbe.g_01383	Syaf.g_01923
OG0001563	Prbe.g_00837	Syaf.g_00094
OG0001564	Prbe.g_00160	Syaf.g_00565
OG0001574	Prbe.g_00574	Syaf.g_02611
OG0001575	Prbe.g_00569	Syaf.g_02606
OG0001576	Prbe.g_00879	Syaf.g_02545
OG0001577	Prbe.g_01554	Syaf.g_01284
OG0001579	Prbe.g_01882	Syaf.g_00047
OG0001580	Prbe.g_00148	Syaf.g_00662
OG0001588	Prbe.g_01923	Syaf.g_00343
OG0001589	Prbe.g_00940	Syaf.g_01173
OG0001591	Prbe.g_00446	Syaf.g_02122
OG0001592	Prbe.g_00147	Syaf.g_00661
OG0001614	Prbe.g_00780	Syaf.g_00380
OG0001616	Prbe.g_01526	Syaf.g_01610
OG0001617	Prbe.g_01201	Syaf.g_01465
OG0001619	Prbe.g_01339	Syaf.g_01845
OG0001620	Prbe.g_01901	Syaf.g_00010
OG0001621	Prbe.g_01806	Syaf.g_00205
OG0001622	Prbe.g_01192	Syaf.g_00525
OG0001636	Prbe.g_00135	Syaf.g_00456
OG0001638	Prbe.g_00974	Syaf.g_01021
OG0001639	Prbe.g_00262	Syaf.g_01108
OG0001640	Prbe.g_01309	Syaf.g_01408
OG0001641	Prbe.g_01371	Syaf.g_01907
OG0001642	Prbe.g_01276	Syaf.g_01336
OG0001643	Prbe.g_01480	Syaf.g_02305
OG0001644	Prbe.g_01425	Syaf.g_01962
OG0001654	Prbe.g_00264	Syaf.g_01110
OG0001656	Prbe.g_01881	Syaf.g_00052
OG0001657	Prbe.g_01703	Syaf.g_00822
OG0001658	Prbe.g_00143	Syaf.g_00647
OG0001659	Prbe.g_00008	Syaf.g_01602
OG0001676	Prbe.g_01883	Syaf.g_00053
OG0001678	Prbe.g_00918	Syaf.g_00174
OG0001679	Prbe.g_01888	Syaf.g_02602, Syaf.g_02601
OG0001691	Prbe.g_01311	Syaf.g_02349
OG0001693	Prbe.g_01041	Syaf.g_01443
OG0001717	Prbe.g_00737	Syaf.g_00809
OG0001733	Prbe.g_01001	Syaf.g_02119
OG0001747	Prbe.g_01924	Syaf.g_00841
OG0001758	Prbe.g_01007	Syaf.g_01645
OG0001769	Prbe.g_01601	Syaf.g_02291
OG0001770	Prbe.g_01117	Syaf.g_01631
OG0001771	Prbe.g_01129	Syaf.g_01656
OG0001807	Prbe.g_00159	Syaf.g_00334
OG0001842	Prbe.g_00069	Syaf.g_01115
OG0001875	Prbe.g_01008	Syaf.g_01646
OG0001876	Prbe.g_01009	Syaf.g_01647
OG0001916	Prbe.g_00637	Syaf.g_02704
OG0001917	Prbe.g_01391	Syaf.g_01932
OG0001930	Prbe.g_00068	Syaf.g_01114
OG0001931	Prbe.g_00067	Syaf.g_01113
OG0001965	Prbe.g_01051	Syaf.g_02281
OG0001996	Prbe.g_00129	Syaf.g_00464
OG0002106	Prbe.g_01626	Syaf.g_02774
OG0002109	Prbe.g_00058	Syaf.g_02148, Syaf.g_01983
OG0002177	Prbe.g_00498	Syaf.g_02240
OG0002456	Prbe.g_00804	Syaf.g_01687
