Orthogroup	Prar	Syaf
OG0001132	Prar.g_01944	Syaf.g_01722
OG0001133	Prar.g_01309	Syaf.g_02334
OG0001134	Prar.g_01296	Syaf.g_01616
OG0001136	Prar.g_01266	Syaf.g_01286
OG0001137	Prar.g_01255	Syaf.g_01306
OG0001138	Prar.g_01237	Syaf.g_01596
OG0001139	Prar.g_01236	Syaf.g_01594
OG0001140	Prar.g_01235	Syaf.g_01593
OG0001141	Prar.g_01234	Syaf.g_01592
OG0001142	Prar.g_01233	Syaf.g_01591
OG0001143	Prar.g_01226	Syaf.g_01583
OG0001144	Prar.g_01221	Syaf.g_01573
OG0001145	Prar.g_00963	Syaf.g_01267
OG0001146	Prar.g_00951	Syaf.g_01248
OG0001147	Prar.g_00925	Syaf.g_02489
OG0001148	Prar.g_00909	Syaf.g_02735
OG0001149	Prar.g_00908	Syaf.g_02736
OG0001150	Prar.g_00907	Syaf.g_02737
OG0001151	Prar.g_00896	Syaf.g_02750
OG0001152	Prar.g_00895	Syaf.g_02751
OG0001153	Prar.g_00815	Syaf.g_02463
OG0001154	Prar.g_00814	Syaf.g_02464
OG0001155	Prar.g_00802	Syaf.g_01107
OG0001156	Prar.g_00799	Syaf.g_01104
OG0001157	Prar.g_00798	Syaf.g_01103
OG0001158	Prar.g_00797	Syaf.g_01102
OG0001159	Prar.g_00796	Syaf.g_01101
OG0001160	Prar.g_00772	Syaf.g_01058
OG0001161	Prar.g_00760	Syaf.g_00617
OG0001162	Prar.g_00749	Syaf.g_02015
OG0001163	Prar.g_01151	Syaf.g_01050
OG0001164	Prar.g_01147	Syaf.g_01044
OG0001165	Prar.g_01144	Syaf.g_01039
OG0001166	Prar.g_01124	Syaf.g_01010
OG0001167	Prar.g_01959	Syaf.g_01182
OG0001168	Prar.g_01957	Syaf.g_01180
OG0001169	Prar.g_00596	Syaf.g_01178
OG0001170	Prar.g_00598	Syaf.g_01176
OG0001171	Prar.g_00607	Syaf.g_01166
OG0001172	Prar.g_01111	Syaf.g_00173
OG0001173	Prar.g_01110	Syaf.g_00172
OG0001174	Prar.g_01102	Syaf.g_00164
OG0001175	Prar.g_01101	Syaf.g_00163
OG0001176	Prar.g_01094	Syaf.g_00142
OG0001177	Prar.g_01091	Syaf.g_00144
OG0001178	Prar.g_01086	Syaf.g_01028
OG0001179	Prar.g_01043	Syaf.g_00112
OG0001180	Prar.g_01022	Syaf.g_00087
OG0001181	Prar.g_01018	Syaf.g_00083
OG0001182	Prar.g_01011	Syaf.g_00074
OG0001184	Prar.g_00634	Syaf.g_00360
OG0001185	Prar.g_00648	Syaf.g_00382
OG0001186	Prar.g_00670	Syaf.g_00418
OG0001187	Prar.g_00674	Syaf.g_00422
OG0001188	Prar.g_00676	Syaf.g_00425
OG0001189	Prar.g_00693	Syaf.g_00441
OG0001190	Prar.g_00697	Syaf.g_00646
OG0001191	Prar.g_00707	Syaf.g_00635
OG0001192	Prar.g_00074	Syaf.g_00630
OG0001193	Prar.g_00064	Syaf.g_00596
OG0001194	Prar.g_00063	Syaf.g_00594
OG0001195	Prar.g_00062	Syaf.g_00593
OG0001196	Prar.g_00049	Syaf.g_00519
OG0001197	Prar.g_00048	Syaf.g_00517
OG0001198	Prar.g_00041	Syaf.g_00501
OG0001199	Prar.g_00254	Syaf.g_00957
OG0001200	Prar.g_00252	Syaf.g_00955
OG0001201	Prar.g_00220	Syaf.g_00902
OG0001202	Prar.g_00128	Syaf.g_00764
OG0001203	Prar.g_00089	Syaf.g_02785
OG0001204	Prar.g_00084	Syaf.g_00185
OG0001205	Prar.g_00493	Syaf.g_01229
OG0001206	Prar.g_00511	Syaf.g_02530
OG0001207	Prar.g_00527	Syaf.g_02732
OG0001208	Prar.g_00532	Syaf.g_02719
OG0001209	Prar.g_01365	Syaf.g_02651
OG0001210	Prar.g_01370	Syaf.g_02642
OG0001211	Prar.g_01380	Syaf.g_02623
OG0001212	Prar.g_01426	Syaf.g_02563
OG0001213	Prar.g_01459	Syaf.g_02324
OG0001214	Prar.g_01467	Syaf.g_02308
OG0001215	Prar.g_01520	Syaf.g_01477
OG0001216	Prar.g_01601	Syaf.g_01980
OG0001217	Prar.g_01638	Syaf.g_02237
OG0001219	Prar.g_01672	Syaf.g_01796
OG0001220	Prar.g_01735	Syaf.g_01335
OG0001221	Prar.g_01787	Syaf.g_02087
OG0001222	Prar.g_01825	Syaf.g_01848
OG0001223	Prar.g_01851	Syaf.g_01902
OG0001224	Prar.g_01900	Syaf.g_01438
OG0001225	Prar.g_01902	Syaf.g_01440
OG0001226	Prar.g_01928	Syaf.g_02262
OG0001227	Prar.g_01947	Syaf.g_00614
OG0001228	Prar.g_01218	Syaf.g_01223
OG0001229	Prar.g_00913	Syaf.g_01464
OG0001230	Prar.g_00347	Syaf.g_02404
OG0001231	Prar.g_00751	Syaf.g_00481
OG0001232	Prar.g_01120	Syaf.g_01000
OG0001234	Prar.g_01099	Syaf.g_00159
OG0001235	Prar.g_01089	Syaf.g_00150
OG0001236	Prar.g_00631	Syaf.g_00357
OG0001237	Prar.g_00635	Syaf.g_00362
OG0001238	Prar.g_00708	Syaf.g_00634
OG0001239	Prar.g_00547	Syaf.g_00960
OG0001240	Prar.g_00235	Syaf.g_00919
OG0001241	Prar.g_00227	Syaf.g_00909
OG0001242	Prar.g_00209	Syaf.g_00874
OG0001243	Prar.g_00203	Syaf.g_00867
OG0001244	Prar.g_00187	Syaf.g_00836
OG0001246	Prar.g_01335	Syaf.g_02693
OG0001247	Prar.g_01513	Syaf.g_02004
OG0001248	Prar.g_01515	Syaf.g_02012
OG0001250	Prar.g_01724	Syaf.g_01377
OG0001251	Prar.g_01760	Syaf.g_00588
OG0001252	Prar.g_01895	Syaf.g_01412
OG0001254	Prar.g_01294	Syaf.g_01617
OG0001255	Prar.g_01279	Syaf.g_01070
OG0001256	Prar.g_00758	Syaf.g_01051
OG0001257	Prar.g_00752	Syaf.g_02534
OG0001258	Prar.g_01146	Syaf.g_01041
OG0001259	Prar.g_00597	Syaf.g_01177
OG0001260	Prar.g_00613	Syaf.g_01155
OG0001261	Prar.g_01035	Syaf.g_00103
OG0001262	Prar.g_00691	Syaf.g_00439
OG0001263	Prar.g_00200	Syaf.g_00864
OG0001264	Prar.g_00593	Syaf.g_01234
OG0001265	Prar.g_00210	Syaf.g_00876
OG0001266	Prar.g_00124	Syaf.g_00760
OG0001267	Prar.g_00307	Syaf.g_00244
OG0001268	Prar.g_00399	Syaf.g_00017
OG0001269	Prar.g_00419	Syaf.g_01653
OG0001270	Prar.g_00482	Syaf.g_01210
OG0001271	Prar.g_00522	Syaf.g_02501
OG0001272	Prar.g_00536	Syaf.g_02715
OG0001273	Prar.g_01461	Syaf.g_02315
OG0001274	Prar.g_01533	Syaf.g_00707
OG0001275	Prar.g_01860	Syaf.g_01917
OG0001276	Prar.g_01879	Syaf.g_01933
OG0001277	Prar.g_01937	Syaf.g_00533
OG0001278	Prar.g_01213	Syaf.g_01562
OG0001280	Prar.g_00956	Syaf.g_01257
OG0001281	Prar.g_00950	Syaf.g_01247
OG0001282	Prar.g_00910	Syaf.g_02734
OG0001283	Prar.g_00891	Syaf.g_02414, Syaf.g_00524
OG0001284	Prar.g_00777	Syaf.g_01073
OG0001285	Prar.g_01966	Syaf.g_00568
OG0001287	Prar.g_00655	Syaf.g_00390
OG0001288	Prar.g_00663	Syaf.g_00408
OG0001289	Prar.g_00241	Syaf.g_00935
OG0001290	Prar.g_00228	Syaf.g_00910
OG0001291	Prar.g_00193	Syaf.g_00853
OG0001292	Prar.g_00079	Syaf.g_00191
OG0001293	Prar.g_00326	Syaf.g_00217
OG0001294	Prar.g_00439	Syaf.g_02124
OG0001295	Prar.g_00516	Syaf.g_02637
OG0001296	Prar.g_01340	Syaf.g_02687
OG0001298	Prar.g_01406	Syaf.g_02584
OG0001299	Prar.g_01496	Syaf.g_02130
OG0001300	Prar.g_01523	Syaf.g_01468
OG0001301	Prar.g_01526	Syaf.g_01454
OG0001302	Prar.g_01670	Syaf.g_02279
OG0001303	Prar.g_01864	Syaf.g_01798
OG0001304	Prar.g_01889	Syaf.g_01950
OG0001305	Prar.g_01908	Syaf.g_01448
OG0001306	Prar.g_01277	Syaf.g_01272
OG0001307	Prar.g_00928	Syaf.g_01638
OG0001308	Prar.g_00837	Syaf.g_02427
OG0001309	Prar.g_00754	Syaf.g_02678
OG0001310	Prar.g_01131	Syaf.g_01018
OG0001311	Prar.g_01881	Syaf.g_01935
OG0001312	Prar.g_01814	Syaf.g_01809
OG0001315	Prar.g_00556	Syaf.g_00071
OG0001316	Prar.g_00188	Syaf.g_00847
OG0001317	Prar.g_00093	Syaf.g_02790
OG0001318	Prar.g_00331	Syaf.g_00209
OG0001319	Prar.g_00315	Syaf.g_00232
OG0001321	Prar.g_00499	Syaf.g_01238
OG0001322	Prar.g_00500	Syaf.g_01239
OG0001323	Prar.g_01349	Syaf.g_02675
OG0001324	Prar.g_01524	Syaf.g_01467
OG0001325	Prar.g_01604	Syaf.g_01976
OG0001326	Prar.g_01547	Syaf.g_00578
OG0001327	Prar.g_01920	Syaf.g_02116
OG0001328	Prar.g_01946	Syaf.g_02094
OG0001329	Prar.g_01302	Syaf.g_02285
OG0001330	Prar.g_00977	Syaf.g_01264
OG0001331	Prar.g_00905	Syaf.g_02739
OG0001333	Prar.g_01958	Syaf.g_01181
OG0001334	Prar.g_00621	Syaf.g_00060
OG0001335	Prar.g_00622	Syaf.g_00059
OG0001336	Prar.g_00052	Syaf.g_00523
OG0001339	Prar.g_00225	Syaf.g_00907
OG0001340	Prar.g_00259	Syaf.g_00039
OG0001341	Prar.g_01636	Syaf.g_01463
OG0001343	Prar.g_01757	Syaf.g_00590
OG0001344	Prar.g_01259	Syaf.g_01294
OG0001345	Prar.g_01244	Syaf.g_01323
OG0001346	Prar.g_00954	Syaf.g_01253
OG0001348	Prar.g_00732	Syaf.g_01396
OG0001349	Prar.g_00867	Syaf.g_00995
OG0001351	Prar.g_00502	Syaf.g_02539
OG0001352	Prar.g_01510	Syaf.g_02661
OG0001356	Prar.g_01181	Syaf.g_01397
OG0001358	Prar.g_01450	Syaf.g_02341
OG0001359	Prar.g_01758	Syaf.g_00591
OG0001360	Prar.g_01949	Syaf.g_01325
OG0001361	Prar.g_01247	Syaf.g_01320
OG0001362	Prar.g_00833	Syaf.g_02432
OG0001363	Prar.g_00831	Syaf.g_02434
OG0001364	Prar.g_00624	Syaf.g_00338
OG0001371	Prar.g_01509	Syaf.g_00397
OG0001372	Prar.g_01644	Syaf.g_01682
OG0001373	Prar.g_01548	Syaf.g_00579
OG0001374	Prar.g_01540	Syaf.g_00571
OG0001375	Prar.g_01756	Syaf.g_00589
OG0001376	Prar.g_01914	Syaf.g_00626
OG0001377	Prar.g_01915	Syaf.g_00627
OG0001378	Prar.g_01325	Syaf.g_01209
OG0001380	Prar.g_00923	Syaf.g_02247
OG0001385	Prar.g_01551	Syaf.g_00582
OG0001386	Prar.g_01550	Syaf.g_00581
OG0001387	Prar.g_01549	Syaf.g_00580
OG0001388	Prar.g_01546	Syaf.g_00577
OG0001389	Prar.g_01545	Syaf.g_00576
OG0001390	Prar.g_01544	Syaf.g_00575
OG0001391	Prar.g_01543	Syaf.g_00574
OG0001392	Prar.g_01542	Syaf.g_00573
OG0001393	Prar.g_01541	Syaf.g_00572
OG0001395	Prar.g_01891	Syaf.g_01958
OG0001397	Prar.g_00832	Syaf.g_02433
OG0001399	Prar.g_01097	Syaf.g_00697
OG0001400	Prar.g_00368	Syaf.g_00839, Syaf.g_01506
OG0001404	Prar.g_00550	Syaf.g_00964
OG0001405	Prar.g_00261	Syaf.g_00057
OG0001406	Prar.g_01913	Syaf.g_00625
OG0001407	Prar.g_01926	Syaf.g_02660
OG0001408	Prar.g_01932, Prar.g_01931	Syaf.g_01546
OG0001410	Prar.g_00927	Syaf.g_01639
OG0001411	Prar.g_00869	Syaf.g_00310
OG0001413	Prar.g_00763	Syaf.g_02267
OG0001416	Prar.g_00507	Syaf.g_01250
OG0001417	Prar.g_00518, Prar.g_00519	Syaf.g_01887
OG0001419	Prar.g_01927	Syaf.g_02659
OG0001420	Prar.g_01316	Syaf.g_02664
OG0001421	Prar.g_00757	Syaf.g_01721
OG0001428	Prar.g_00155	Syaf.g_00804
OG0001432	Prar.g_00764	Syaf.g_01492
OG0001433	Prar.g_01180	Syaf.g_01398
OG0001435	Prar.g_01772	Syaf.g_02107
OG0001438	Prar.g_00294	Syaf.g_00259
OG0001439	Prar.g_00280	Syaf.g_00283
OG0001441	Prar.g_01351	Syaf.g_02673
OG0001442	Prar.g_01629	Syaf.g_02066
OG0001447	Prar.g_00202	Syaf.g_00866
OG0001448	Prar.g_00427	Syaf.g_00612
OG0001451	Prar.g_01745	Syaf.g_02183
OG0001452	Prar.g_01762	Syaf.g_00204
OG0001453	Prar.g_01854	Syaf.g_01909
OG0001454	Prar.g_01942	Syaf.g_02263
OG0001456	Prar.g_01286	Syaf.g_00561
OG0001457	Prar.g_01285	Syaf.g_00560
OG0001458	Prar.g_01284	Syaf.g_00559
OG0001459	Prar.g_00996	Syaf.g_01643
OG0001462	Prar.g_00003	Syaf.g_00455
OG0001465	Prar.g_01532	Syaf.g_02000
OG0001467	Prar.g_01662	Syaf.g_02280
OG0001468	Prar.g_01918	Syaf.g_02278
OG0001470	Prar.g_00889	Syaf.g_01206
OG0001471	Prar.g_00762	Syaf.g_00276
OG0001473	Prar.g_00671	Syaf.g_02282
OG0001474	Prar.g_00400	Syaf.g_00016
OG0001475	Prar.g_00887	Syaf.g_01204
OG0001479	Prar.g_00397	Syaf.g_00019
OG0001480	Prar.g_00429	Syaf.g_01334
OG0001482	Prar.g_00505	Syaf.g_01897
OG0001492	Prar.g_01216	Syaf.g_01565
OG0001493	Prar.g_01208	Syaf.g_01555
OG0001502	Prar.g_01657	Syaf.g_01341
OG0001504	Prar.g_00995	Syaf.g_01642
OG0001507	Prar.g_00714	Syaf.g_01664
OG0001508	Prar.g_00890	Syaf.g_01207
OG0001520	Prar.g_00454, Prar.g_00455	Syaf.g_02600
OG0001522	Prar.g_01716	Syaf.g_01387
OG0001528	Prar.g_00888	Syaf.g_01205
OG0001546	Prar.g_01354	Syaf.g_02670
OG0001548	Prar.g_01659	Syaf.g_02258
OG0001551	Prar.g_01287	Syaf.g_01403
OG0001552	Prar.g_01201	Syaf.g_02761, Syaf.g_02762
OG0001554	Prar.g_00756	Syaf.g_00648
OG0001555	Prar.g_00742	Syaf.g_01698
OG0001582	Prar.g_00517	Syaf.g_01865
OG0001588	Prar.g_00363	Syaf.g_00343
OG0001602	Prar.g_01531	Syaf.g_02001
OG0001625	Prar.g_00329	Syaf.g_00211
OG0001633	Prar.g_00914	Syaf.g_01528, Syaf.g_02381
OG0001647	Prar.g_00314	Syaf.g_00234
OG0001712	Prar.g_00472	Syaf.g_01712
OG0001713	Prar.g_00560	Syaf.g_01303
OG0001726	Prar.g_00469	Syaf.g_01751
OG0001924	Prar.g_01574	Syaf.g_02355
OG0001925	Prar.g_01573	Syaf.g_02356
OG0001926	Prar.g_01572	Syaf.g_02357
OG0001927	Prar.g_01571	Syaf.g_02362
OG0001993	Prar.g_01576	Syaf.g_02353
OG0001994	Prar.g_01575	Syaf.g_02354
OG0002109	Prar.g_00937	Syaf.g_01983
OG0002110	Prar.g_01553, Prar.g_01556	Syaf.g_00155
OG0002111	Prar.g_01421	Syaf.g_02492, Syaf.g_01126, Syaf.g_01525
OG0002156	Prar.g_00583, Prar.g_00582	Syaf.g_02392
OG0003214	Prar.g_01073	Syaf.g_00696
OG0003645	Prar.g_00388	Syaf.g_00676
