Orthogroup	Prar	Syan
OG0001186	Prar.g_00670	Syan.g_01864
OG0001187	Prar.g_00674	Syan.g_01811
OG0001188	Prar.g_00676	Syan.g_01806
OG0001189	Prar.g_00693	Syan.g_01723
OG0001190	Prar.g_00697	Syan.g_01565
OG0001191	Prar.g_00707	Syan.g_01578
OG0001192	Prar.g_00074	Syan.g_01585
OG0001193	Prar.g_00064	Syan.g_01626
OG0001194	Prar.g_00063	Syan.g_01627
OG0001195	Prar.g_00062	Syan.g_01628
OG0001196	Prar.g_00049	Syan.g_01693
OG0001197	Prar.g_00048	Syan.g_01695
OG0001198	Prar.g_00041	Syan.g_01793
OG0001199	Prar.g_00254	Syan.g_02913
OG0001200	Prar.g_00252	Syan.g_02915
OG0001201	Prar.g_00220	Syan.g_02975
OG0001202	Prar.g_00128	Syan.g_03084
OG0001203	Prar.g_00089	Syan.g_02426
OG0001204	Prar.g_00084	Syan.g_02097
OG0001205	Prar.g_00493	Syan.g_01337
OG0001206	Prar.g_00511	Syan.g_02880
OG0001207	Prar.g_00527	Syan.g_02772
OG0001208	Prar.g_00532	Syan.g_02762
OG0001209	Prar.g_01365	Syan.g_01163
OG0001210	Prar.g_01370	Syan.g_00830
OG0001211	Prar.g_01380	Syan.g_00852
OG0001212	Prar.g_01426	Syan.g_01002
OG0001213	Prar.g_01459	Syan.g_01141
OG0001214	Prar.g_01467	Syan.g_00814
OG0001215	Prar.g_01520	Syan.g_00539
OG0001216	Prar.g_01601	Syan.g_00319
OG0001217	Prar.g_01638	Syan.g_00617
OG0001219	Prar.g_01672	Syan.g_00477
OG0001220	Prar.g_01735	Syan.g_00203
OG0001221	Prar.g_01787	Syan.g_01446
OG0001222	Prar.g_01825	Syan.g_00552
OG0001223	Prar.g_01851	Syan.g_00599
OG0001224	Prar.g_01900	Syan.g_00294
OG0001225	Prar.g_01902	Syan.g_00292
OG0001226	Prar.g_01928	Syan.g_02922
OG0001227	Prar.g_01947	Syan.g_00940
OG0001228	Prar.g_01218	Syan.g_01938
OG0001229	Prar.g_00913	Syan.g_02631
OG0001230	Prar.g_00347	Syan.g_01288
OG0001231	Prar.g_00751	Syan.g_01764
OG0001232	Prar.g_01120	Syan.g_01439
OG0001233	Prar.g_00599	Syan.g_01461
OG0001234	Prar.g_01099	Syan.g_01995
OG0001235	Prar.g_01089	Syan.g_02130
OG0001236	Prar.g_00631	Syan.g_01933
OG0001237	Prar.g_00635	Syan.g_01928
OG0001239	Prar.g_00547	Syan.g_02910
OG0001240	Prar.g_00235	Syan.g_02963
OG0001242	Prar.g_00209	Syan.g_02297
OG0001243	Prar.g_00203	Syan.g_02289
OG0001244	Prar.g_00187	Syan.g_03004
OG0001245	Prar.g_00441	Syan.g_00179
OG0001246	Prar.g_01335	Syan.g_02734
OG0001247	Prar.g_01513	Syan.g_00199
OG0001249	Prar.g_01661	Syan.g_02150
OG0001250	Prar.g_01724	Syan.g_00382
OG0001251	Prar.g_01760	Syan.g_00490
OG0001252	Prar.g_01895	Syan.g_00304
OG0001253	Prar.g_01948	Syan.g_00099
OG0001254	Prar.g_01294	Syan.g_01148
OG0001256	Prar.g_00758	Syan.g_01384
OG0001258	Prar.g_01146	Syan.g_01395
OG0001259	Prar.g_00597	Syan.g_01459
OG0001260	Prar.g_00613	Syan.g_01478
OG0001261	Prar.g_01035	Syan.g_02209
OG0001262	Prar.g_00691	Syan.g_01721
OG0001263	Prar.g_00200	Syan.g_02286
OG0001264	Prar.g_00593	Syan.g_02949
OG0001265	Prar.g_00210	Syan.g_02299
OG0001266	Prar.g_00124	Syan.g_03088
OG0001267	Prar.g_00307	Syan.g_02023
OG0001268	Prar.g_00399	Syan.g_02138
OG0001270	Prar.g_00482	Syan.g_02393
OG0001271	Prar.g_00522	Syan.g_02849
OG0001272	Prar.g_00536	Syan.g_02758
OG0001274	Prar.g_01533	Syan.g_01528
OG0001275	Prar.g_01860	Syan.g_00628
OG0001276	Prar.g_01879	Syan.g_00360
OG0001277	Prar.g_01937	Syan.g_00007
OG0001278	Prar.g_01213	Syan.g_02585
OG0001281	Prar.g_00950	Syan.g_01220
OG0001282	Prar.g_00910	Syan.g_02774
OG0001283	Prar.g_00891	Syan.g_01687
OG0001284	Prar.g_00777	Syan.g_01369
OG0001285	Prar.g_01966	Syan.g_00977
OG0001287	Prar.g_00655	Syan.g_01894
OG0001289	Prar.g_00241	Syan.g_02942
OG0001291	Prar.g_00193	Syan.g_02273
OG0001292	Prar.g_00079	Syan.g_02091
OG0001293	Prar.g_00326	Syan.g_02051
OG0001294	Prar.g_00439	Syan.g_00758
OG0001295	Prar.g_00516	Syan.g_00836
OG0001296	Prar.g_01340	Syan.g_02728
OG0001298	Prar.g_01406	Syan.g_00944
OG0001299	Prar.g_01496	Syan.g_00764
OG0001303	Prar.g_01864	Syan.g_00479
OG0001304	Prar.g_01889	Syan.g_00345
OG0001305	Prar.g_01908	Syan.g_00191
OG0001306	Prar.g_01277	Syan.g_02714
OG0001308	Prar.g_00837	Syan.g_01248
OG0001309	Prar.g_00754	Syan.g_01196
OG0001310	Prar.g_01131	Syan.g_01422
OG0001311	Prar.g_01881	Syan.g_00358
OG0001312	Prar.g_01814	Syan.g_00496
OG0001315	Prar.g_00556	Syan.g_02168
OG0001317	Prar.g_00093	Syan.g_02422
OG0001318	Prar.g_00331	Syan.g_02060
OG0001319	Prar.g_00315	Syan.g_02034
OG0001323	Prar.g_01349	Syan.g_01193
OG0001325	Prar.g_01604	Syan.g_00323
OG0001326	Prar.g_01547	Syan.g_01636
OG0001327	Prar.g_01920	Syan.g_00753
OG0001328	Prar.g_01946	Syan.g_02675
OG0001329	Prar.g_01302	Syan.g_00838
OG0001330	Prar.g_00977	Syan.g_01202
OG0001331	Prar.g_00905	Syan.g_02779
OG0001332	Prar.g_00804	Syan.g_00412
OG0001333	Prar.g_01958	Syan.g_01455
OG0001336	Prar.g_00052	Syan.g_01688
OG0001341	Prar.g_01636	Syan.g_00524
OG0001345	Prar.g_01244	Syan.g_02655
OG0001346	Prar.g_00954	Syan.g_01214
OG0001349	Prar.g_00867	Syan.g_01131
OG0001351	Prar.g_00502	Syan.g_02804
OG0001356	Prar.g_01181	Syan.g_00067
OG0001358	Prar.g_01450	Syan.g_00017
OG0001360	Prar.g_01949	Syan.g_02653
OG0001361	Prar.g_01247	Syan.g_02658
OG0001364	Prar.g_00624	Syan.g_01950
OG0001365	Prar.g_00701	Syan.g_01570
OG0001369	Prar.g_00236	Syan.g_02962
OG0001371	Prar.g_01509	Syan.g_02927, Syan.g_02928
OG0001373	Prar.g_01548	Syan.g_01635
OG0001374	Prar.g_01540	Syan.g_01644
OG0001376	Prar.g_01914	Syan.g_00511
OG0001377	Prar.g_01915	Syan.g_00510
OG0001378	Prar.g_01325	Syan.g_02392
OG0001380	Prar.g_00923	Syan.g_00442
OG0001382	Prar.g_00738	Syan.g_00680
OG0001385	Prar.g_01551	Syan.g_01632
OG0001386	Prar.g_01550	Syan.g_01633
OG0001387	Prar.g_01549	Syan.g_01634
OG0001388	Prar.g_01546	Syan.g_01637
OG0001389	Prar.g_01545	Syan.g_01639
OG0001390	Prar.g_01544	Syan.g_01640
OG0001391	Prar.g_01543	Syan.g_01641
OG0001392	Prar.g_01542	Syan.g_01642
OG0001393	Prar.g_01541	Syan.g_01643
OG0001395	Prar.g_01891	Syan.g_00340
OG0001399	Prar.g_01097	Syan.g_02175
OG0001400	Prar.g_00368, Prar.g_00724, Prar.g_01199	Syan.g_02263
OG0001403	Prar.g_00008	Syan.g_01744
OG0001404	Prar.g_00550	Syan.g_00343
OG0001406	Prar.g_01913	Syan.g_00512
OG0001407	Prar.g_01926	Syan.g_00455
OG0001408	Prar.g_01932, Prar.g_01931	Syan.g_00073
OG0001409	Prar.g_01256	Syan.g_00284
OG0001411	Prar.g_00869	Syan.g_01125
OG0001415	Prar.g_00096	Syan.g_01004
OG0001416	Prar.g_00507	Syan.g_00103
OG0001417	Prar.g_00518, Prar.g_00519	Syan.g_00583
OG0001418	Prar.g_01514	Syan.g_02689
OG0001419	Prar.g_01927	Syan.g_00454
OG0001420	Prar.g_01316	Syan.g_01180
OG0001422	Prar.g_00734	Syan.g_00645
OG0001423	Prar.g_01560	Syan.g_01318
OG0001428	Prar.g_00155	Syan.g_03039
OG0001429	Prar.g_01673	Syan.g_00480
OG0001432	Prar.g_00764	Syan.g_00092
OG0001433	Prar.g_01180	Syan.g_00245
OG0001435	Prar.g_01772	Syan.g_00745
OG0001437	Prar.g_00097	Syan.g_01005
OG0001438	Prar.g_00294	Syan.g_02009
OG0001439	Prar.g_00280	Syan.g_01986
OG0001441	Prar.g_01351	Syan.g_01191
OG0001442	Prar.g_01629	Syan.g_00709
OG0001447	Prar.g_00202	Syan.g_02288
OG0001452	Prar.g_01762	Syan.g_02066
OG0001453	Prar.g_01854	Syan.g_00608
OG0001454	Prar.g_01942	Syan.g_00418
OG0001456	Prar.g_01286	Syan.g_01646
OG0001457	Prar.g_01285	Syan.g_01647
OG0001458	Prar.g_01284	Syan.g_01648
OG0001459	Prar.g_00996	Syan.g_02343
OG0001462	Prar.g_00003	Syan.g_01737
OG0001467	Prar.g_01662	Syan.g_00107
OG0001471	Prar.g_00762	Syan.g_01991
OG0001473	Prar.g_00671	Syan.g_00133
OG0001474	Prar.g_00400	Syan.g_02137
OG0001475	Prar.g_00887	Syan.g_01833
OG0001479	Prar.g_00397	Syan.g_02140
OG0001480	Prar.g_00429	Syan.g_00072
OG0001486	Prar.g_01265	Syan.g_02698
OG0001492	Prar.g_01216	Syan.g_02588
OG0001493	Prar.g_01208	Syan.g_02578
OG0001502	Prar.g_01657	Syan.g_00401
OG0001504	Prar.g_00995	Syan.g_02344
OG0001507	Prar.g_00714	Syan.g_02695
OG0001508	Prar.g_00890	Syan.g_01814
OG0001520	Prar.g_00454, Prar.g_00455	Syan.g_00943
OG0001522	Prar.g_01716	Syan.g_00464
OG0001528	Prar.g_00888	Syan.g_01818
OG0001546	Prar.g_01354	Syan.g_01188
OG0001553	Prar.g_00342	Syan.g_01282
OG0001554	Prar.g_00756	Syan.g_00282
OG0001566	Prar.g_01506	Syan.g_01072
OG0001584	Prar.g_01806	Syan.g_00701
OG0001587	Prar.g_01118	Syan.g_01482
OG0001588	Prar.g_00363	Syan.g_02262
OG0001625	Prar.g_00329	Syan.g_02057
OG0001627	Prar.g_01643	Syan.g_02410
OG0001647	Prar.g_00314	Syan.g_02032
OG0001712	Prar.g_00472	Syan.g_00786
OG0001726	Prar.g_00469	Syan.g_00041
OG0001774	Prar.g_01507	Syan.g_02509
OG0001919	Prar.g_00461	Syan.g_00078
OG0001924	Prar.g_01574	Syan.g_00021
OG0001925	Prar.g_01573	Syan.g_00022
OG0001926	Prar.g_01572	Syan.g_00023
OG0001927	Prar.g_01571	Syan.g_00024
OG0001993	Prar.g_01576	Syan.g_00019
OG0001994	Prar.g_01575	Syan.g_00020
OG0002097	Prar.g_00854	Syan.g_01105
OG0002111	Prar.g_01421	Syan.g_00413
OG0002274	Prar.g_00853	Syan.g_01104
OG0002364	Prar.g_01674	Syan.g_00481
OG0002379	Prar.g_00587	Syan.g_00214
OG0003029	Prar.g_01191	Syan.g_01233
OG0003214	Prar.g_01073	Syan.g_02073
