Orthogroup	Pram	Pran
OG0001171	Pram.g_01807	Pran.g_01137
OG0001172	Pram.g_01808	Pran.g_01138
OG0001173	Pram.g_01810	Pran.g_01139
OG0001174	Pram.g_01812	Pran.g_01141
OG0001175	Pram.g_01814	Pran.g_01143
OG0001176	Pram.g_01816	Pran.g_01144
OG0001177	Pram.g_01818	Pran.g_01146
OG0001178	Pram.g_01819	Pran.g_01147
OG0001179	Pram.g_01820	Pran.g_01148
OG0001180	Pram.g_01821	Pran.g_01149
OG0001181	Pram.g_01822	Pran.g_01150
OG0001182	Pram.g_01823	Pran.g_01151
OG0001183	Pram.g_01824	Pran.g_01152
OG0001184	Pram.g_01825	Pran.g_01153
OG0001185	Pram.g_01826	Pran.g_01154
OG0001186	Pram.g_01828	Pran.g_01155
OG0001187	Pram.g_01829	Pran.g_01156
OG0001188	Pram.g_01830	Pran.g_01157
OG0001189	Pram.g_01831	Pran.g_01158
OG0001190	Pram.g_01832	Pran.g_01159
OG0001191	Pram.g_01834	Pran.g_01161
OG0001192	Pram.g_01836	Pran.g_01163
OG0001193	Pram.g_01837	Pran.g_01164
OG0001194	Pram.g_01838	Pran.g_01165
OG0001195	Pram.g_01840	Pran.g_01166
OG0001196	Pram.g_01842	Pran.g_01168
OG0001197	Pram.g_01845	Pran.g_01171
OG0001198	Pram.g_01846	Pran.g_01172
OG0001199	Pram.g_01847	Pran.g_01173
OG0001200	Pram.g_01848	Pran.g_01174
OG0001201	Pram.g_01849	Pran.g_01175
OG0001202	Pram.g_01850	Pran.g_01176
OG0001203	Pram.g_01852	Pran.g_01178
OG0001204	Pram.g_01854	Pran.g_01182
OG0001205	Pram.g_01855	Pran.g_01183
OG0001206	Pram.g_01856	Pran.g_01184
OG0001207	Pram.g_01857	Pran.g_01185
OG0001208	Pram.g_01858	Pran.g_01186
OG0001209	Pram.g_01859	Pran.g_01187
OG0001210	Pram.g_01860	Pran.g_01188
OG0001211	Pram.g_01861	Pran.g_01189
OG0001212	Pram.g_01862	Pran.g_01190
OG0001213	Pram.g_01863	Pran.g_01191
OG0001214	Pram.g_01864	Pran.g_01192
OG0001215	Pram.g_01865	Pran.g_01193
OG0001216	Pram.g_01866	Pran.g_01194
OG0001217	Pram.g_01867	Pran.g_01195
OG0001218	Pram.g_01868	Pran.g_01196
OG0001219	Pram.g_01869	Pran.g_01197
OG0001220	Pram.g_01870	Pran.g_01198
OG0001221	Pram.g_01871	Pran.g_01199
OG0001222	Pram.g_01873	Pran.g_01201
OG0001223	Pram.g_01875	Pran.g_01202
OG0001224	Pram.g_01877	Pran.g_01203
OG0001225	Pram.g_01879	Pran.g_01205
OG0001226	Pram.g_01880	Pran.g_01206
OG0001227	Pram.g_01881	Pran.g_01207
OG0001228	Pram.g_01882	Pran.g_01208
OG0001229	Pram.g_01883	Pran.g_01209
OG0001230	Pram.g_01884	Pran.g_01210
OG0001231	Pram.g_01885	Pran.g_01211
OG0001232	Pram.g_01887	Pran.g_01213
OG0001233	Pram.g_01888	Pran.g_01214
OG0001234	Pram.g_01889	Pran.g_01215
OG0001235	Pram.g_01890	Pran.g_01216
OG0001236	Pram.g_01891	Pran.g_01217
OG0001237	Pram.g_01894	Pran.g_01220
OG0001238	Pram.g_01895	Pran.g_01221
OG0001239	Pram.g_01900	Pran.g_01224
OG0001240	Pram.g_01901	Pran.g_01225
OG0001241	Pram.g_01902	Pran.g_01226
OG0001242	Pram.g_01904	Pran.g_01227
OG0001243	Pram.g_01905	Pran.g_01228
OG0001244	Pram.g_01906	Pran.g_01229
OG0001245	Pram.g_01907	Pran.g_01230
OG0001246	Pram.g_01908	Pran.g_01231
OG0001247	Pram.g_01909	Pran.g_01232
OG0001248	Pram.g_01910	Pran.g_01233
OG0001249	Pram.g_01911	Pran.g_01234
OG0001250	Pram.g_01913	Pran.g_01235
OG0001251	Pram.g_01914	Pran.g_01236
OG0001252	Pram.g_01915	Pran.g_01237
OG0001253	Pram.g_01916	Pran.g_01238
OG0001254	Pram.g_01918	Pran.g_01240
OG0001255	Pram.g_01919	Pran.g_01241
OG0001256	Pram.g_01924	Pran.g_01243
OG0001257	Pram.g_01925	Pran.g_01244
OG0001258	Pram.g_01926	Pran.g_01245
OG0001259	Pram.g_01929	Pran.g_01247
OG0001260	Pram.g_01930	Pran.g_01249
OG0001261	Pram.g_01931	Pran.g_01250
OG0001262	Pram.g_01932	Pran.g_01251
OG0001263	Pram.g_01933	Pran.g_01252
OG0001264	Pram.g_01934	Pran.g_01253
OG0001265	Pram.g_01935	Pran.g_01254
OG0001266	Pram.g_01936	Pran.g_01255
OG0001267	Pram.g_01937	Pran.g_01256
OG0001268	Pram.g_01938	Pran.g_01257
OG0001270	Pram.g_00124	Pran.g_00296
OG0001271	Pram.g_00135	Pran.g_00282
OG0001272	Pram.g_00269	Pran.g_01913
OG0001273	Pram.g_00327	Pran.g_01861
OG0001274	Pram.g_00418	Pran.g_01696
OG0001275	Pram.g_00434	Pran.g_01680
OG0001276	Pram.g_00527	Pran.g_01588
OG0001277	Pram.g_00903	Pran.g_01417
OG0001278	Pram.g_00862	Pran.g_01293
OG0001279	Pram.g_00733	Pran.g_00428
OG0001280	Pram.g_00981	Pran.g_00544
OG0001281	Pram.g_00577	Pran.g_00159
OG0001282	Pram.g_01214	Pran.g_00142
OG0001283	Pram.g_01525	Pran.g_00137
OG0001284	Pram.g_00664	Pran.g_00127
OG0001285	Pram.g_01157	Pran.g_00076
OG0001286	Pram.g_01143	Pran.g_00063
OG0001288	Pram.g_01334	Pran.g_00693
OG0001289	Pram.g_01322	Pran.g_00682
OG0001290	Pram.g_00658	Pran.g_00638
OG0001291	Pram.g_01272	Pran.g_00637
OG0001292	Pram.g_01590	Pran.g_00632
OG0001295	Pram.g_01599	Pran.g_00923
OG0001296	Pram.g_01624	Pran.g_00962
OG0001297	Pram.g_01627	Pran.g_00966
OG0001298	Pram.g_01630	Pran.g_00969
OG0001299	Pram.g_01700	Pran.g_01035
OG0001300	Pram.g_01637	Pran.g_01060
OG0001301	Pram.g_01813	Pran.g_01142
OG0001302	Pram.g_01844	Pran.g_01170
OG0001304	Pram.g_01928	Pran.g_01246
OG0001305	Pram.g_01516	Pran.g_01804
OG0001306	Pram.g_00372	Pran.g_01743
OG0001307	Pram.g_00017	Pran.g_00394
OG0001308	Pram.g_00056	Pran.g_00361
OG0001309	Pram.g_00059	Pran.g_00358
OG0001310	Pram.g_00061	Pran.g_00356
OG0001311	Pram.g_00077	Pran.g_00340
OG0001312	Pram.g_00105	Pran.g_00314
OG0001314	Pram.g_00184	Pran.g_00233
OG0001315	Pram.g_00231	Pran.g_01949
OG0001316	Pram.g_00240	Pran.g_01940
OG0001317	Pram.g_01213	Pran.g_01821
OG0001319	Pram.g_01196	Pran.g_01407
OG0001320	Pram.g_00897	Pran.g_00559
OG0001324	Pram.g_00648	Pran.g_00112
OG0001326	Pram.g_01106	Pran.g_00032
OG0001328	Pram.g_00357	Pran.g_00634
OG0001329	Pram.g_01655	Pran.g_00993
OG0001332	Pram.g_00127	Pran.g_00293
OG0001335	Pram.g_00723	Pran.g_00167
OG0001336	Pram.g_00706	Pran.g_00149
OG0001337	Pram.g_00625	Pran.g_00134
OG0001339	Pram.g_01235	Pran.g_00871
OG0001340	Pram.g_01922	Pran.g_00820
OG0001341	Pram.g_01289	Pran.g_00641
OG0001342	Pram.g_01523, Pram.g_01616	Pran.g_00630
OG0001343	Pram.g_01628	Pran.g_00967
OG0001344	Pram.g_01680	Pran.g_01016
OG0001345	Pram.g_01774	Pran.g_01109
OG0001346	Pram.g_01835	Pran.g_01162
OG0001347	Pram.g_01872	Pran.g_01200
OG0001349	Pram.g_00104	Pran.g_00315
OG0001350	Pram.g_01246	Pran.g_00289
OG0001351	Pram.g_00188	Pran.g_00229
OG0001352	Pram.g_00236	Pran.g_01944
OG0001353	Pram.g_00249	Pran.g_01932
OG0001354	Pram.g_00268	Pran.g_01914
OG0001355	Pram.g_00334	Pran.g_01856
OG0001357	Pram.g_00369	Pran.g_01746
OG0001358	Pram.g_00408	Pran.g_01706
OG0001359	Pram.g_00422	Pran.g_01692
OG0001360	Pram.g_00446	Pran.g_01669
OG0001361	Pram.g_00451	Pran.g_01664
OG0001362	Pram.g_00515	Pran.g_01601
OG0001363	Pram.g_00211	Pran.g_01473
OG0001364	Pram.g_00904	Pran.g_01359
OG0001365	Pram.g_00851	Pran.g_01303
OG0001366	Pram.g_00711	Pran.g_00411
OG0001367	Pram.g_00969	Pran.g_00515
OG0001368	Pram.g_00980	Pran.g_00543
OG0001369	Pram.g_01551	Pran.g_00089
OG0001370	Pram.g_01552	Pran.g_00088
OG0001371	Pram.g_01085	Pran.g_00010
OG0001372	Pram.g_01253	Pran.g_00609
OG0001373	Pram.g_01302	Pran.g_00663
OG0001374	Pram.g_00041	Pran.g_01030
OG0001375	Pram.g_01670	Pran.g_01007
OG0001377	Pram.g_01843	Pran.g_01169
OG0001378	Pram.g_00982	Pran.g_00545
OG0001379	Pram.g_00051	Pran.g_00365
OG0001380	Pram.g_00053	Pran.g_00364
OG0001381	Pram.g_00071	Pran.g_00345
OG0001382	Pram.g_00122	Pran.g_00299
OG0001383	Pram.g_00221	Pran.g_00198
OG0001384	Pram.g_00245	Pran.g_01936
OG0001385	Pram.g_00261	Pran.g_01921
OG0001386	Pram.g_01337	Pran.g_01832
OG0001388	Pram.g_00788	Pran.g_00927
OG0001390	Pram.g_00399	Pran.g_01718
OG0001391	Pram.g_00680	Pran.g_01674
OG0001392	Pram.g_00448	Pran.g_01667
OG0001393	Pram.g_00457	Pran.g_01659
OG0001394	Pram.g_01043	Pran.g_01512
OG0001395	Pram.g_00764	Pran.g_01504
OG0001396	Pram.g_00766	Pran.g_01502
OG0001397	Pram.g_00772	Pran.g_01496
OG0001398	Pram.g_01025	Pran.g_01455
OG0001399	Pram.g_00907	Pran.g_01357
OG0001400	Pram.g_00710	Pran.g_00192
OG0001401	Pram.g_00712	Pran.g_00412
OG0001402	Pram.g_00739	Pran.g_00434
OG0001403	Pram.g_00742	Pran.g_00437
OG0001405	Pram.g_00993	Pran.g_00553
OG0001406	Pram.g_00884	Pran.g_00572
OG0001407	Pram.g_00702	Pran.g_00169
OG0001408	Pram.g_01202	Pran.g_00161
OG0001409	Pram.g_00698	Pran.g_00904
OG0001410	Pram.g_01155	Pran.g_00074
OG0001411	Pram.g_00665	Pran.g_00897
OG0001412	Pram.g_01231	Pran.g_00875
OG0001413	Pram.g_00996	Pran.g_00849
OG0001414	Pram.g_01467	Pran.g_00840
OG0001415	Pram.g_01335	Pran.g_00694
OG0001416	Pram.g_01332	Pran.g_00691
OG0001417	Pram.g_01288	Pran.g_00640
OG0001418	Pram.g_01563	Pran.g_00626
OG0001421	Pram.g_00920	Pran.g_00468
OG0001422	Pram.g_01620	Pran.g_00949
OG0001424	Pram.g_01553	Pran.g_00371
OG0001425	Pram.g_00314	Pran.g_01868
OG0001426	Pram.g_00997	Pran.g_01830
OG0001427	Pram.g_00459	Pran.g_01657
OG0001429	Pram.g_00660	Pran.g_01404
OG0001430	Pram.g_00912	Pran.g_01353
OG0001431	Pram.g_00714	Pran.g_00414
OG0001432	Pram.g_00718	Pran.g_00419
OG0001433	Pram.g_00650	Pran.g_00164
OG0001434	Pram.g_01509	Pran.g_00087
OG0001435	Pram.g_01286	Pran.g_00920
OG0001436	Pram.g_01200	Pran.g_00618
OG0001437	Pram.g_01526	Pran.g_00604
OG0001438	Pram.g_01923	Pran.g_01242
OG0001439	Pram.g_00613	Pran.g_01777
OG0001441	Pram.g_00953	Pran.g_00497
OG0001443	Pram.g_00695	Pran.g_00163
OG0001448	Pram.g_00558	Pran.g_01558
OG0001449	Pram.g_01508	Pran.g_00124
OG0001450	Pram.g_01598	Pran.g_00101
OG0001456	Pram.g_01256	Pran.g_00596
OG0001457	Pram.g_01401	Pran.g_00792
OG0001458	Pram.g_01893	Pran.g_01219
OG0001460	Pram.g_00392	Pran.g_01827
OG0001466	Pram.g_00797	Pran.g_01476
OG0001468	Pram.g_00841	Pran.g_01311
OG0001469	Pram.g_00581	Pran.g_01281
OG0001470	Pram.g_01179	Pran.g_00535
OG0001471	Pram.g_00398	Pran.g_00170
OG0001475	Pram.g_01277	Pran.g_01414
OG0001478	Pram.g_01800	Pran.g_01132
OG0001479	Pram.g_01142	Pran.g_00062
OG0001482	Pram.g_00308	Pran.g_01874
OG0001484	Pram.g_01576	Pran.g_01757
OG0001486	Pram.g_00906	Pran.g_00178
OG0001487	Pram.g_01032	Pran.g_00460
OG0001494	Pram.g_01121	Pran.g_00044
OG0001496	Pram.g_01224	Pran.g_00882
OG0001497	Pram.g_00046	Pran.g_00809
OG0001498	Pram.g_01692	Pran.g_01029
OG0001504	Pram.g_01694	Pran.g_01793
OG0001506	Pram.g_01540	Pran.g_00900
OG0001523	Pram.g_00749	Pran.g_00444
OG0001525	Pram.g_01187	Pran.g_00147
OG0001526	Pram.g_01159	Pran.g_00077
OG0001528	Pram.g_01268	Pran.g_00617
OG0001529	Pram.g_01792	Pran.g_01124
OG0001531	Pram.g_01487	Pran.g_00509
OG0001535	Pram.g_00628	Pran.g_01803
OG0001537	Pram.g_00042	Pran.g_01031
OG0001541	Pram.g_00716	Pran.g_00417
OG0001542	Pram.g_01515	Pran.g_00126
OG0001545	Pram.g_01623	Pran.g_01392
OG0001556	Pram.g_01442	Pran.g_00802
OG0001593	Pram.g_01421	Pran.g_00799
OG0001599	Pram.g_01575	Pran.g_00916
OG0001600	Pram.g_01543	Pran.g_00595
OG0001625	Pram.g_01593	Pran.g_00524
OG0001626	Pram.g_01399	Pran.g_00861
OG0001628	Pram.g_01205	Pran.g_00851
OG0001642	Pram.g_01497	Pran.g_00763
OG0001788	Pram.g_00630	Pran.g_00102
OG0001798	Pram.g_00501	Pran.g_01615
OG0001800	Pram.g_01555	Pran.g_00860
OG0001820	Pram.g_01609	Pran.g_00591
OG0001821	Pram.g_01444	Pran.g_00789
OG0001826	Pram.g_00626	Pran.g_00096
OG0001843	Pram.g_01431	Pran.g_00813
OG0001866	Pram.g_01419	Pran.g_00798
OG0001868	Pram.g_01259	Pran.g_01272
OG0001910	Pram.g_01040	Pran.g_00610
OG0001954	Pram.g_01430	Pran.g_00814
OG0001955	Pram.g_01439	Pran.g_00812
OG0001989	Pram.g_01498	Pran.g_00764
OG0002122	Pram.g_01499	Pran.g_00771
OG0002240	Pram.g_01473	Pran.g_00960
OG0002329	Pram.g_01432	Pran.g_00815
