Orthogroup	Prar	Prbl
OG0001131	Prar.g_01046	Prbl.g_00979
OG0001132	Prar.g_01045	Prbl.g_00980
OG0001133	Prar.g_01044	Prbl.g_00981
OG0001134	Prar.g_01043	Prbl.g_00982
OG0001135	Prar.g_01042	Prbl.g_00983
OG0001136	Prar.g_01041	Prbl.g_00984
OG0001137	Prar.g_01040	Prbl.g_00985
OG0001138	Prar.g_01039	Prbl.g_00986
OG0001139	Prar.g_01038	Prbl.g_00987
OG0001140	Prar.g_01037	Prbl.g_00988
OG0001141	Prar.g_01035	Prbl.g_00991
OG0001142	Prar.g_01034	Prbl.g_00992
OG0001143	Prar.g_01033	Prbl.g_00993
OG0001144	Prar.g_01031	Prbl.g_00995
OG0001145	Prar.g_01029	Prbl.g_00997
OG0001146	Prar.g_01028	Prbl.g_00998
OG0001147	Prar.g_01026	Prbl.g_01127
OG0001148	Prar.g_01025	Prbl.g_01128
OG0001149	Prar.g_01024	Prbl.g_01131
OG0001150	Prar.g_01022	Prbl.g_01134
OG0001151	Prar.g_01021	Prbl.g_01135
OG0001152	Prar.g_01020	Prbl.g_01136
OG0001153	Prar.g_01019	Prbl.g_01137
OG0001154	Prar.g_01018	Prbl.g_01138
OG0001155	Prar.g_01017	Prbl.g_01139
OG0001156	Prar.g_01016	Prbl.g_01140
OG0001157	Prar.g_01014	Prbl.g_01142
OG0001158	Prar.g_01013	Prbl.g_01144
OG0001159	Prar.g_01012	Prbl.g_01146
OG0001160	Prar.g_01011	Prbl.g_01147
OG0001161	Prar.g_00617	Prbl.g_01174
OG0001162	Prar.g_00618	Prbl.g_01175
OG0001163	Prar.g_00619	Prbl.g_01177
OG0001164	Prar.g_00620	Prbl.g_01178
OG0001165	Prar.g_00621	Prbl.g_01179
OG0001166	Prar.g_00622	Prbl.g_01180
OG0001167	Prar.g_00623	Prbl.g_01181
OG0001168	Prar.g_00625	Prbl.g_00863
OG0001169	Prar.g_00626	Prbl.g_00859
OG0001170	Prar.g_00628	Prbl.g_00856
OG0001171	Prar.g_00629	Prbl.g_00855
OG0001172	Prar.g_00630	Prbl.g_00853
OG0001173	Prar.g_00632	Prbl.g_00851
OG0001174	Prar.g_00634	Prbl.g_00848
OG0001175	Prar.g_00636	Prbl.g_00844
OG0001176	Prar.g_00637	Prbl.g_00842
OG0001177	Prar.g_00639	Prbl.g_00840
OG0001178	Prar.g_00640	Prbl.g_00839
OG0001179	Prar.g_00641	Prbl.g_00838
OG0001180	Prar.g_00642	Prbl.g_01307
OG0001181	Prar.g_00643	Prbl.g_01306
OG0001182	Prar.g_00644	Prbl.g_01305
OG0001183	Prar.g_00645	Prbl.g_01304
OG0001184	Prar.g_00646	Prbl.g_01303
OG0001185	Prar.g_00647	Prbl.g_01302
OG0001186	Prar.g_00648	Prbl.g_01291
OG0001187	Prar.g_00649	Prbl.g_01290
OG0001188	Prar.g_00650	Prbl.g_01289
OG0001189	Prar.g_00651	Prbl.g_01287
OG0001190	Prar.g_00652	Prbl.g_01286
OG0001191	Prar.g_00654	Prbl.g_01284
OG0001192	Prar.g_00656	Prbl.g_02638
OG0001193	Prar.g_00657	Prbl.g_02637
OG0001194	Prar.g_00658	Prbl.g_02636
OG0001195	Prar.g_00659	Prbl.g_01235
OG0001196	Prar.g_00661	Prbl.g_02063
OG0001197	Prar.g_00663	Prbl.g_02059
OG0001198	Prar.g_00664	Prbl.g_02058
OG0001199	Prar.g_00665	Prbl.g_02057
OG0001200	Prar.g_00666	Prbl.g_02056
OG0001201	Prar.g_00667	Prbl.g_02055
OG0001202	Prar.g_00668	Prbl.g_02054
OG0001203	Prar.g_00670	Prbl.g_02026
OG0001204	Prar.g_00673	Prbl.g_02023
OG0001205	Prar.g_00674	Prbl.g_02022
OG0001206	Prar.g_00675	Prbl.g_02021
OG0001207	Prar.g_00676	Prbl.g_02018
OG0001208	Prar.g_00677	Prbl.g_02017
OG0001209	Prar.g_00678	Prbl.g_02016
OG0001210	Prar.g_00679	Prbl.g_02014
OG0001211	Prar.g_00680	Prbl.g_02012
OG0001212	Prar.g_00681	Prbl.g_02011
OG0001213	Prar.g_00682	Prbl.g_02009
OG0001214	Prar.g_00683	Prbl.g_02008
OG0001215	Prar.g_00684	Prbl.g_02007
OG0001216	Prar.g_00685	Prbl.g_02006
OG0001217	Prar.g_00686	Prbl.g_02005
OG0001218	Prar.g_00687	Prbl.g_02004
OG0001219	Prar.g_00688	Prbl.g_02002
OG0001220	Prar.g_00689	Prbl.g_02001
OG0001221	Prar.g_00690	Prbl.g_02000
OG0001222	Prar.g_00692	Prbl.g_01998
OG0001223	Prar.g_00694	Prbl.g_01994
OG0001224	Prar.g_00695	Prbl.g_01992
OG0001225	Prar.g_00697	Prbl.g_02239
OG0001226	Prar.g_00698	Prbl.g_02238
OG0001227	Prar.g_00699	Prbl.g_02237
OG0001228	Prar.g_00700	Prbl.g_02236
OG0001229	Prar.g_00701	Prbl.g_02234
OG0001230	Prar.g_00702	Prbl.g_02233
OG0001231	Prar.g_00703	Prbl.g_02232
OG0001232	Prar.g_00705	Prbl.g_02230
OG0001233	Prar.g_00706	Prbl.g_02228
OG0001234	Prar.g_00707	Prbl.g_02226
OG0001235	Prar.g_00708	Prbl.g_02225
OG0001236	Prar.g_00709	Prbl.g_02224
OG0001237	Prar.g_00074	Prbl.g_02219
OG0001238	Prar.g_00073	Prbl.g_02214
OG0001239	Prar.g_00070	Prbl.g_02192
OG0001240	Prar.g_00069	Prbl.g_02189
OG0001241	Prar.g_00068	Prbl.g_02188
OG0001242	Prar.g_00067	Prbl.g_02186
OG0001243	Prar.g_00066	Prbl.g_02185
OG0001244	Prar.g_00065	Prbl.g_02182
OG0001245	Prar.g_00064	Prbl.g_02181
OG0001246	Prar.g_00063	Prbl.g_02175
OG0001247	Prar.g_00062	Prbl.g_02174
OG0001248	Prar.g_00061	Prbl.g_02173
OG0001249	Prar.g_00060	Prbl.g_02160
OG0001250	Prar.g_00059	Prbl.g_02151
OG0001251	Prar.g_00058	Prbl.g_02150
OG0001252	Prar.g_00057	Prbl.g_02149
OG0001253	Prar.g_00056	Prbl.g_02148
OG0001254	Prar.g_00054	Prbl.g_02146
OG0001255	Prar.g_00053	Prbl.g_02145
OG0001256	Prar.g_00051	Prbl.g_02141
OG0001257	Prar.g_00050	Prbl.g_02139
OG0001258	Prar.g_00049	Prbl.g_02138
OG0001259	Prar.g_00047	Prbl.g_02134
OG0001260	Prar.g_00046	Prbl.g_02132
OG0001261	Prar.g_00045	Prbl.g_02131
OG0001262	Prar.g_00044	Prbl.g_02129
OG0001263	Prar.g_00043	Prbl.g_02127
OG0001264	Prar.g_00042	Prbl.g_02125
OG0001265	Prar.g_00041	Prbl.g_02124
OG0001266	Prar.g_00040	Prbl.g_02123
OG0001267	Prar.g_00039	Prbl.g_02122
OG0001268	Prar.g_00038	Prbl.g_02121
OG0001269	Prar.g_00236	Prbl.g_00569
OG0001270	Prar.g_00190	Prbl.g_00812
OG0001271	Prar.g_00177	Prbl.g_00298
OG0001272	Prar.g_00306	Prbl.g_01452
OG0001273	Prar.g_00393	Prbl.g_01200
OG0001274	Prar.g_00532	Prbl.g_00513
OG0001275	Prar.g_01329	Prbl.g_00532
OG0001276	Prar.g_01419	Prbl.g_01776
OG0001278	Prar.g_01734	Prbl.g_01562
OG0001279	Prar.g_01775	Prbl.g_02408
OG0001280	Prar.g_01880	Prbl.g_02536
OG0001281	Prar.g_01928	Prbl.g_01704
OG0001282	Prar.g_01946	Prbl.g_02390
OG0001283	Prar.g_01951	Prbl.g_01705
OG0001285	Prar.g_01279	Prbl.g_00036
OG0001286	Prar.g_01266	Prbl.g_02082
OG0001288	Prar.g_00807	Prbl.g_01808
OG0001289	Prar.g_00796	Prbl.g_00449
OG0001290	Prar.g_00755	Prbl.g_01833
OG0001291	Prar.g_00754	Prbl.g_00787
OG0001292	Prar.g_00749	Prbl.g_00048
OG0001293	Prar.g_00734	Prbl.g_01370
OG0001294	Prar.g_00722, Prar.g_01158	Prbl.g_02379
OG0001296	Prar.g_01151	Prbl.g_00406
OG0001297	Prar.g_01147	Prbl.g_00401
OG0001298	Prar.g_01144	Prbl.g_00398
OG0001301	Prar.g_00635	Prbl.g_00845
OG0001302	Prar.g_00662	Prbl.g_02060
OG0001303	Prar.g_00693	Prbl.g_01996
OG0001304	Prar.g_00048	Prbl.g_02136
OG0001305	Prar.g_01155, Prar.g_01007, Prar.g_01561	Prbl.g_01026, Prbl.g_01386
OG0001306	Prar.g_00485	Prbl.g_00651
OG0001307	Prar.g_00008	Prbl.g_01976
OG0001308	Prar.g_00547	Prbl.g_00605
OG0001309	Prar.g_00254	Prbl.g_00602
OG0001310	Prar.g_00252	Prbl.g_00600
OG0001311	Prar.g_00235	Prbl.g_00568
OG0001312	Prar.g_00209	Prbl.g_01322
OG0001313	Prar.g_00203	Prbl.g_00828
OG0001314	Prar.g_00128	Prbl.g_00095
OG0001315	Prar.g_00084	Prbl.g_02667
OG0001317	Prar.g_00434	Prbl.g_00627
OG0001318	Prar.g_01467	Prbl.g_01641
OG0001320	Prar.g_01895	Prbl.g_00936
OG0001321	Prar.g_01900	Prbl.g_00931
OG0001322	Prar.g_01937	Prbl.g_02152
OG0001323	Prar.g_01314	Prbl.g_01993
OG0001325	Prar.g_01304	Prbl.g_01694
OG0001326	Prar.g_01235	Prbl.g_01115
OG0001327	Prar.g_00927	Prbl.g_00724
OG0001328	Prar.g_00751	Prbl.g_01957
OG0001329	Prar.g_01120	Prbl.g_00366
OG0001330	Prar.g_00613	Prbl.g_00315
OG0001331	Prar.g_00631	Prbl.g_00852
OG0001333	Prar.g_00089	Prbl.g_00197
OG0001334	Prar.g_00516	Prbl.g_00748
OG0001337	Prar.g_01954	Prbl.g_01813
OG0001338	Prar.g_00977	Prbl.g_01712
OG0001339	Prar.g_00950	Prbl.g_01728
OG0001340	Prar.g_00891	Prbl.g_02143
OG0001343	Prar.g_01146	Prbl.g_00400
OG0001344	Prar.g_00602	Prbl.g_00339
OG0001347	Prar.g_00691	Prbl.g_01999
OG0001348	Prar.g_00200	Prbl.g_00826
OG0001349	Prar.g_00210	Prbl.g_01324
OG0001351	Prar.g_00124	Prbl.g_00099
OG0001352	Prar.g_00079	Prbl.g_01512
OG0001353	Prar.g_00326	Prbl.g_01489
OG0001354	Prar.g_00307	Prbl.g_01453
OG0001355	Prar.g_00399	Prbl.g_01207
OG0001356	Prar.g_00439	Prbl.g_01393
OG0001357	Prar.g_00482	Prbl.g_00654
OG0001358	Prar.g_00522	Prbl.g_01343
OG0001359	Prar.g_00536	Prbl.g_00517
OG0001362	Prar.g_01406	Prbl.g_01791
OG0001363	Prar.g_01533	Prbl.g_01263
OG0001365	Prar.g_01724	Prbl.g_01546
OG0001367	Prar.g_01860	Prbl.g_02518
OG0001368	Prar.g_01879	Prbl.g_02535
OG0001371	Prar.g_01213	Prbl.g_02592
OG0001375	Prar.g_01958	Prbl.g_00349
OG0001376	Prar.g_01097	Prbl.g_01164, Prbl.g_01151
OG0001378	Prar.g_01881	Prbl.g_02537
OG0001382	Prar.g_00193	Prbl.g_00816
OG0001385	Prar.g_00315	Prbl.g_01463
OG0001389	Prar.g_00502	Prbl.g_00624
OG0001391	Prar.g_01335	Prbl.g_00803
OG0001393	Prar.g_01349	Prbl.g_00784
OG0001404	Prar.g_01864	Prbl.g_02437
OG0001421	Prar.g_01814	Prbl.g_02448
OG0001422	Prar.g_01172	Prbl.g_01006, Prbl.g_02631, Prbl.g_01937, Prbl.g_02612
OG0001425	Prar.g_00261	Prbl.g_01182
OG0001427	Prar.g_01351	Prbl.g_00782
OG0001436	Prar.g_00738	Prbl.g_02571
OG0001437	Prar.g_00732	Prbl.g_01243
OG0001438	Prar.g_00052	Prbl.g_02142
OG0001439	Prar.g_01560	Prbl.g_00738, Prbl.g_02629
OG0001442	Prar.g_01872	Prbl.g_01084
OG0001446	Prar.g_01181	Prbl.g_02208
OG0001448	Prar.g_01450	Prbl.g_01615
OG0001450	Prar.g_01302	Prbl.g_01079
OG0001459	Prar.g_00718, Prar.g_01169, Prar.g_01194, Prar.g_01161	Prbl.g_00003
OG0001464	Prar.g_01389	Prbl.g_01893
OG0001465	Prar.g_01418	Prbl.g_01777
OG0001476	Prar.g_00342	Prbl.g_00245
OG0001480	Prar.g_00724, Prar.g_01199	Prbl.g_00307
OG0001482	Prar.g_00267	Prbl.g_00900
OG0001484	Prar.g_00475	Prbl.g_02291
OG0001485	Prar.g_01746	Prbl.g_01846
OG0001488	Prar.g_01913	Prbl.g_02215
OG0001489	Prar.g_01914	Prbl.g_02216
OG0001490	Prar.g_01915	Prbl.g_02217
OG0001491	Prar.g_01921	Prbl.g_00031
OG0001492	Prar.g_01949	Prbl.g_01104
OG0001493	Prar.g_01325	Prbl.g_00661
OG0001494	Prar.g_01247	Prbl.g_00182
OG0001505	Prar.g_01629	Prbl.g_02358
OG0001508	Prar.g_01713	Prbl.g_00458
OG0001511	Prar.g_01551	Prbl.g_02172
OG0001512	Prar.g_01550	Prbl.g_02171
OG0001513	Prar.g_01549	Prbl.g_02170
OG0001514	Prar.g_01548	Prbl.g_02169
OG0001515	Prar.g_01547	Prbl.g_02168
OG0001516	Prar.g_01546	Prbl.g_02167
OG0001517	Prar.g_01545	Prbl.g_02166
OG0001518	Prar.g_01544	Prbl.g_02165
OG0001519	Prar.g_01543	Prbl.g_02164
OG0001520	Prar.g_01542	Prbl.g_02163
OG0001521	Prar.g_01541	Prbl.g_02162
OG0001522	Prar.g_01540	Prbl.g_02161
OG0001540	Prar.g_00507	Prbl.g_01725
OG0001547	Prar.g_00003	Prbl.g_01983
OG0001557	Prar.g_00742	Prbl.g_01949
OG0001559	Prar.g_01188	Prbl.g_00681
OG0001560	Prar.g_01772	Prbl.g_02411
OG0001570	Prar.g_00508	Prbl.g_02288
OG0001588	Prar.g_01192	Prbl.g_01025
OG0001602	Prar.g_00294	Prbl.g_01438
OG0001630	Prar.g_00887	Prbl.g_02030
OG0001631	Prar.g_01421	Prbl.g_02632, Prbl.g_00175
OG0001632	Prar.g_01650	Prbl.g_01162
OG0001635	Prar.g_00397	Prbl.g_01205
OG0001702	Prar.g_00363	Prbl.g_00865
OG0001720	Prar.g_00890	Prbl.g_02027
OG0001733	Prar.g_00889	Prbl.g_02028
OG0001821	Prar.g_00866	Prbl.g_01456
OG0001857	Prar.g_01973	Prbl.g_00052
OG0001869	Prar.g_00728	Prbl.g_00085
OG0001872	Prar.g_00472	Prbl.g_02283
OG0001873	Prar.g_00469	Prbl.g_02425
OG0002024	Prar.g_01556	Prbl.g_02394
OG0002126	Prar.g_01538	Prbl.g_00837
