Orthogroup	Syai	Prau
OG0001158	Syai.g_02303	Prau.g_01581
OG0001159	Syai.g_02304	Prau.g_01582
OG0001160	Syai.g_02355	Prau.g_01606
OG0001161	Syai.g_02803	Prau.g_01619
OG0001162	Syai.g_01374	Prau.g_01630
OG0001163	Syai.g_02363	Prau.g_01724
OG0001164	Syai.g_02369	Prau.g_01728
OG0001165	Syai.g_02374	Prau.g_01731
OG0001166	Syai.g_02400	Prau.g_01751
OG0001167	Syai.g_02254	Prau.g_01768
OG0001168	Syai.g_02256	Prau.g_01770
OG0001169	Syai.g_02258	Prau.g_01772
OG0001170	Syai.g_02260	Prau.g_01774
OG0001171	Syai.g_02270	Prau.g_01783
OG0001172	Syai.g_00323	Prau.g_01797
OG0001173	Syai.g_00324	Prau.g_01798
OG0001174	Syai.g_00332	Prau.g_01806
OG0001175	Syai.g_00333	Prau.g_01807
OG0001176	Syai.g_00352	Prau.g_01814
OG0001177	Syai.g_00350	Prau.g_01817
OG0001178	Syai.g_02383	Prau.g_01822
OG0001179	Syai.g_00385	Prau.g_01853
OG0001180	Syai.g_00410	Prau.g_01875
OG0001181	Syai.g_00414	Prau.g_01879
OG0001182	Syai.g_00423	Prau.g_01886
OG0001183	Syai.g_00429	Prau.g_01890
OG0001184	Syai.g_00156	Prau.g_01906
OG0001185	Syai.g_00117	Prau.g_01920
OG0001186	Syai.g_00084	Prau.g_01943
OG0001187	Syai.g_00081	Prau.g_01947
OG0001188	Syai.g_00078	Prau.g_01950
OG0001189	Syai.g_00061	Prau.g_01967
OG0001190	Syai.g_02776	Prau.g_01971
OG0001191	Syai.g_02788	Prau.g_01981
OG0001192	Syai.g_02793	Prau.g_01985
OG0001193	Syai.g_02835	Prau.g_01995
OG0001194	Syai.g_02838	Prau.g_01996
OG0001195	Syai.g_02839	Prau.g_01997
OG0001196	Syai.g_02913	Prau.g_02010
OG0001197	Syai.g_02915	Prau.g_02011
OG0001198	Syai.g_02930	Prau.g_02019
OG0001199	Syai.g_02480	Prau.g_00075
OG0001200	Syai.g_02482	Prau.g_00077
OG0001202	Syai.g_02674	Prau.g_00200
OG0001203	Syai.g_00540	Prau.g_00239
OG0001204	Syai.g_00312	Prau.g_00245
OG0001205	Syai.g_02212	Prau.g_00486
OG0001206	Syai.g_00853	Prau.g_00504
OG0001207	Syai.g_00629	Prau.g_00518
OG0001208	Syai.g_00640	Prau.g_00523
OG0001209	Syai.g_00711	Prau.g_00575
OG0001210	Syai.g_00720	Prau.g_00580
OG0001211	Syai.g_00735	Prau.g_00590
OG0001212	Syai.g_00799	Prau.g_00634
OG0001213	Syai.g_01082	Prau.g_00669
OG0001214	Syai.g_01106	Prau.g_00677
OG0001215	Syai.g_01958	Prau.g_00730
OG0001216	Syai.g_01388	Prau.g_00757
OG0001217	Syai.g_01185	Prau.g_00800
OG0001218	Syai.g_00893	Prau.g_00809
OG0001219	Syai.g_01561	Prau.g_00843
OG0001220	Syai.g_02087	Prau.g_00906
OG0001221	Syai.g_01284	Prau.g_00967
OG0001222	Syai.g_01516	Prau.g_01007
OG0001223	Syai.g_01463	Prau.g_01033
OG0001224	Syai.g_02011	Prau.g_01085
OG0001225	Syai.g_02009	Prau.g_01087
OG0001226	Syai.g_01154	Prau.g_01112
OG0001227	Syai.g_02806	Prau.g_01130
OG0001228	Syai.g_02218	Prau.g_01251
OG0001229	Syai.g_01986	Prau.g_01407
OG0001230	Syai.g_00964	Prau.g_01520
OG0001231	Syai.g_00017	Prau.g_01628
OG0001232	Syai.g_02410	Prau.g_01755
OG0001233	Syai.g_02261	Prau.g_01775
OG0001234	Syai.g_00337	Prau.g_01809
OG0001235	Syai.g_00343	Prau.g_01819
OG0001236	Syai.g_00159	Prau.g_01903
OG0001237	Syai.g_00137	Prau.g_01907
OG0001238	Syai.g_02789	Prau.g_01982
OG0001240	Syai.g_02527	Prau.g_00094
OG0001241	Syai.g_02537	Prau.g_00102
OG0001242	Syai.g_02566	Prau.g_00120
OG0001243	Syai.g_02573	Prau.g_00126
OG0001244	Syai.g_02605	Prau.g_00142
OG0001245	Syai.g_02091	Prau.g_00383
OG0001246	Syai.g_00666	Prau.g_00545
OG0001247	Syai.g_01380	Prau.g_00723
OG0001248	Syai.g_01377	Prau.g_00725
OG0001249	Syai.g_00464	Prau.g_00832
OG0001250	Syai.g_02053	Prau.g_00894
OG0001251	Syai.g_02845	Prau.g_00943
OG0001252	Syai.g_02018	Prau.g_01080
OG0001254	Syai.g_01744	Prau.g_01176
OG0001255	Syai.g_01915	Prau.g_01191
OG0001256	Syai.g_02362	Prau.g_01621
OG0001257	Syai.g_00848	Prau.g_01627
OG0001258	Syai.g_02372	Prau.g_01729
OG0001259	Syai.g_02259	Prau.g_01773
OG0001260	Syai.g_02281	Prau.g_01789
OG0001261	Syai.g_00394	Prau.g_01861
OG0001262	Syai.g_00063	Prau.g_01965
OG0001263	Syai.g_02576	Prau.g_00129
OG0001265	Syai.g_02563	Prau.g_00119
OG0001266	Syai.g_02679	Prau.g_00204
OG0001267	Syai.g_00259	Prau.g_00282
OG0001268	Syai.g_00492	Prau.g_00341
OG0001269	Syai.g_01699	Prau.g_00361
OG0001270	Syai.g_02231	Prau.g_00475
OG0001271	Syai.g_00862	Prau.g_00513
OG0001272	Syai.g_00644	Prau.g_00527
OG0001273	Syai.g_01099	Prau.g_00671
OG0001274	Syai.g_02706	Prau.g_00743
OG0001275	Syai.g_01447	Prau.g_01043
OG0001276	Syai.g_01431	Prau.g_01064
OG0001277	Syai.g_02899	Prau.g_01120
OG0001278	Syai.g_01799	Prau.g_01256
OG0001279	Syai.g_00991	Prau.g_01320
OG0001280	Syai.g_02176	Prau.g_01370
OG0001281	Syai.g_02186	Prau.g_01376
OG0001282	Syai.g_00627	Prau.g_01410
OG0001283	Syai.g_02908	Prau.g_01429
OG0001284	Syai.g_02338	Prau.g_01601
OG0001285	Syai.g_02866	Prau.g_01758
OG0001286	Syai.g_00408	Prau.g_01873
OG0001287	Syai.g_00109	Prau.g_01927
OG0001289	Syai.g_02504	Prau.g_00088
OG0001290	Syai.g_02536	Prau.g_00101
OG0001291	Syai.g_02587	Prau.g_00136
OG0001292	Syai.g_00306	Prau.g_00250
OG0001293	Syai.g_00285	Prau.g_00263
OG0001294	Syai.g_01242	Prau.g_00381
OG0001295	Syai.g_00722	Prau.g_00509
OG0001296	Syai.g_00672	Prau.g_00550
OG0001297	Syai.g_00676	Prau.g_00555
OG0001298	Syai.g_00773	Prau.g_00616
OG0001299	Syai.g_01236	Prau.g_00706
OG0001300	Syai.g_01982	Prau.g_00733
OG0001301	Syai.g_01995	Prau.g_00736
OG0001302	Syai.g_01142	Prau.g_00841
OG0001303	Syai.g_01559	Prau.g_01047
OG0001304	Syai.g_01418	Prau.g_01074
OG0001305	Syai.g_02001	Prau.g_01093
OG0001306	Syai.g_02160	Prau.g_01193
OG0001307	Syai.g_01717	Prau.g_01392
OG0001308	Syai.g_00943	Prau.g_01541
OG0001309	Syai.g_00682	Prau.g_01625
OG0001311	Syai.g_01429	Prau.g_01066
OG0001315	Syai.g_00427	Prau.g_00063
OG0001316	Syai.g_02593	Prau.g_00141
OG0001317	Syai.g_00534	Prau.g_00235
OG0001318	Syai.g_00293	Prau.g_00258
OG0001319	Syai.g_00270	Prau.g_00274
OG0001321	Syai.g_02195	Prau.g_00492
OG0001322	Syai.g_02194	Prau.g_00493
OG0001323	Syai.g_00685	Prau.g_00560
OG0001324	Syai.g_01983	Prau.g_00734
OG0001325	Syai.g_01392	Prau.g_00760
OG0001326	Syai.g_02856	Prau.g_00931
OG0001327	Syai.g_01250	Prau.g_01104
OG0001328	Syai.g_01278	Prau.g_01129
OG0001330	Syai.g_02167	Prau.g_01345
OG0001331	Syai.g_00622	Prau.g_01415
OG0001332	Syai.g_02293	Prau.g_01574
OG0001333	Syai.g_02255	Prau.g_01769
OG0001334	Syai.g_00438	Prau.g_01893
OG0001335	Syai.g_00439	Prau.g_01894
OG0001336	Syai.g_02909	Prau.g_02007
OG0001339	Syai.g_02539	Prau.g_00104
OG0001340	Syai.g_00453	Prau.g_00330
OG0001343	Syai.g_02842	Prau.g_00940
OG0001344	Syai.g_02139	Prau.g_01210
OG0001345	Syai.g_02110	Prau.g_01225
OG0001346	Syai.g_02180	Prau.g_01372
OG0001350	Syai.g_00539	Prau.g_00784
OG0001351	Syai.g_00843	Prau.g_00495
OG0001352	Syai.g_00700	Prau.g_00720
OG0001355	Syai.g_01698	Prau.g_01657, Prau.g_01309
OG0001359	Syai.g_02841	Prau.g_00941
OG0001360	Syai.g_02107	Prau.g_01132
OG0001361	Syai.g_02113	Prau.g_01222
OG0001362	Syai.g_00938	Prau.g_01545
OG0001363	Syai.g_00936	Prau.g_01547
OG0001364	Syai.g_00173	Prau.g_01896
OG0001370	Syai.g_02317, Syai.g_02865	Prau.g_00501
OG0001373	Syai.g_02855	Prau.g_00930
OG0001374	Syai.g_02863	Prau.g_00938
OG0001375	Syai.g_02843	Prau.g_00939
OG0001376	Syai.g_02795	Prau.g_01098
OG0001377	Syai.g_02794	Prau.g_01099
OG0001378	Syai.g_02232	Prau.g_01141
OG0001380	Syai.g_01168	Prau.g_01397
OG0001381	Syai.g_02819, Syai.g_01723	Prau.g_01403
OG0001385	Syai.g_02852	Prau.g_00927
OG0001386	Syai.g_02853	Prau.g_00928
OG0001387	Syai.g_02854	Prau.g_00929
OG0001388	Syai.g_02857	Prau.g_00932
OG0001389	Syai.g_02858	Prau.g_00933
OG0001390	Syai.g_02859	Prau.g_00934
OG0001391	Syai.g_02860	Prau.g_00935
OG0001392	Syai.g_02861	Prau.g_00936
OG0001393	Syai.g_02862	Prau.g_00937
OG0001394	Syai.g_01290	Prau.g_00971
OG0001395	Syai.g_01410	Prau.g_01076
OG0001397	Syai.g_00937	Prau.g_01546
OG0001398	Syai.g_01587	Prau.g_01653
OG0001404	Syai.g_02473	Prau.g_00070
OG0001405	Syai.g_00441	Prau.g_00328
OG0001406	Syai.g_02796	Prau.g_01097
OG0001407	Syai.g_00701	Prau.g_01110
OG0001408	Syai.g_01831	Prau.g_01115
OG0001413	Syai.g_01148	Prau.g_01616
OG0001414	Syai.g_01722	Prau.g_00230
OG0001416	Syai.g_02183	Prau.g_00500
OG0001417	Syai.g_01478	Prau.g_00511
OG0001419	Syai.g_00702	Prau.g_01111
OG0001420	Syai.g_00697	Prau.g_01150
OG0001421	Syai.g_01621	Prau.g_01622
OG0001422	Syai.g_02171	Prau.g_01645
OG0001428	Syai.g_02637	Prau.g_00173
OG0001430	Syai.g_02768	Prau.g_01341
OG0001432	Syai.g_01943	Prau.g_01614
OG0001436	Syai.g_00179, Syai.g_00178	Prau.g_01480
OG0001438	Syai.g_00244	Prau.g_00295
OG0001439	Syai.g_00219	Prau.g_00309
OG0001441	Syai.g_00687	Prau.g_00562
OG0001442	Syai.g_01305	Prau.g_00791
OG0001446	Syai.g_00832	Prau.g_00080
OG0001447	Syai.g_02574	Prau.g_00127
OG0001448	Syai.g_02808	Prau.g_00369
OG0001449	Syai.g_00315	Prau.g_00405
OG0001452	Syai.g_00298	Prau.g_00944
OG0001453	Syai.g_01455	Prau.g_01037
OG0001454	Syai.g_01153	Prau.g_01125
OG0001456	Syai.g_02873	Prau.g_01184
OG0001457	Syai.g_02874	Prau.g_01185
OG0001458	Syai.g_02875	Prau.g_01186
OG0001462	Syai.g_00045	Prau.g_00033
OG0001465	Syai.g_01384	Prau.g_00742
OG0001468	Syai.g_01144	Prau.g_01102
OG0001470	Syai.g_02235	Prau.g_01463, Prau.g_01472
OG0001471	Syai.g_00224	Prau.g_01617
OG0001472	Syai.g_01931	Prau.g_01624
OG0001473	Syai.g_01130	Prau.g_01944
OG0001474	Syai.g_00493	Prau.g_00342
OG0001475	Syai.g_02237	Prau.g_01474
OG0001479	Syai.g_00490	Prau.g_00339
OG0001480	Syai.g_02088	Prau.g_00371
OG0001482	Syai.g_01468	Prau.g_00498
OG0001484	Syai.g_02864	Prau.g_01709
OG0001492	Syai.g_01796	Prau.g_01253
OG0001493	Syai.g_01820	Prau.g_01261
OG0001495	Syai.g_00349	Prau.g_01816
OG0001499	Syai.g_00831, Syai.g_01189	Prau.g_00062
OG0001502	Syai.g_02079	Prau.g_00824
OG0001507	Syai.g_01671	Prau.g_01664
OG0001508	Syai.g_02234	Prau.g_01462
OG0001520	Syai.g_00757	Prau.g_00397
OG0001528	Syai.g_02236	Prau.g_01473, Prau.g_01464
OG0001547	Syai.g_01580	Prau.g_00826
OG0001548	Syai.g_01157	Prau.g_00830
OG0001549	Syai.g_02106	Prau.g_00913
OG0001551	Syai.g_02028	Prau.g_01183
OG0001552	Syai.g_01018	Prau.g_01270
OG0001554	Syai.g_02774	Prau.g_01623
OG0001555	Syai.g_01645	Prau.g_01637
OG0001557	Syai.g_01291	Prau.g_00972
OG0001564	Syai.g_02869	Prau.g_01501, Prau.g_01505
OG0001567	Syai.g_01581	Prau.g_00825
OG0001568	Syai.g_01578	Prau.g_00827
OG0001572	Syai.g_00564	Prau.g_01308
OG0001582	Syai.g_01500	Prau.g_00510
OG0001585	Syai.g_01635	Prau.g_01323
OG0001602	Syai.g_01383	Prau.g_00741
OG0001625	Syai.g_00291	Prau.g_00260
OG0001633	Syai.g_00995	Prau.g_01406
OG0001647	Syai.g_00268	Prau.g_00275
OG0001667	Syai.g_01923	Prau.g_01348
OG0001712	Syai.g_01634	Prau.g_00418
OG0001726	Syai.g_01593, Syai.g_01594	Prau.g_00415
OG0001897	Syai.g_00496	Prau.g_01280
OG0001924	Syai.g_01058	Prau.g_01691
OG0001925	Syai.g_01057	Prau.g_01692
OG0001926	Syai.g_01056	Prau.g_01693
OG0001927	Syai.g_01055	Prau.g_01694
OG0001993	Syai.g_01060	Prau.g_01689
OG0001994	Syai.g_01059	Prau.g_01690
OG0002001	Syai.g_01964, Syai.g_00841, Syai.g_00840	Prau.g_01712
OG0002063	Syai.g_01856, Syai.g_01833	Prau.g_01671
OG0002112	Syai.g_00231	Prau.g_00409
OG0002156	Syai.g_00984	Prau.g_00045
OG0002157	Syai.g_00230	Prau.g_00410
OG0002158	Syai.g_00232	Prau.g_00408
OG0002244	Syai.g_01672	Prau.g_01663
OG0002248	Syai.g_01984	Prau.g_01722
OG0002488	Syai.g_00172	Prau.g_01497
OG0002489	Syai.g_00596, Syai.g_01023	Prau.g_00411
OG0002518	Syai.g_01532, Syai.g_01662	Prau.g_00454
OG0002692	Syai.g_01618	Prau.g_01655
