Orthogroup	Prac	Syas
OG0001176	Prac.g_00496	Syas.g_01638
OG0001177	Prac.g_00499	Syas.g_01640
OG0001178	Prac.g_00504	Syas.g_02676
OG0001179	Prac.g_00532	Syas.g_01608
OG0001180	Prac.g_00553	Syas.g_01583
OG0001181	Prac.g_00557	Syas.g_01579
OG0001182	Prac.g_00564	Syas.g_01571
OG0001183	Prac.g_00006	Syas.g_01564
OG0001184	Prac.g_00022	Syas.g_02188
OG0001185	Prac.g_00036	Syas.g_02162
OG0001186	Prac.g_00058	Syas.g_02113
OG0001187	Prac.g_00062	Syas.g_02111
OG0001189	Prac.g_00081	Syas.g_02089
OG0001190	Prac.g_00085	Syas.g_01881
OG0001191	Prac.g_00095	Syas.g_01900
OG0001193	Prac.g_00109	Syas.g_01952
OG0001194	Prac.g_00110	Syas.g_01953
OG0001195	Prac.g_00111	Syas.g_01954
OG0001196	Prac.g_00124	Syas.g_02010
OG0001197	Prac.g_00125	Syas.g_02012
OG0001198	Prac.g_01950	Syas.g_02031
OG0001199	Prac.g_01857	Syas.g_02516
OG0001200	Prac.g_01855	Syas.g_02514
OG0001201	Prac.g_01823	Syas.g_02419
OG0001202	Prac.g_01731	Syas.g_02270
OG0001203	Prac.g_01692	Syas.g_02557
OG0001204	Prac.g_01687	Syas.g_01687
OG0001205	Prac.g_01102	Syas.g_02745
OG0001207	Prac.g_01067	Syas.g_01260
OG0001208	Prac.g_01062	Syas.g_01251
OG0001209	Prac.g_00837	Syas.g_00065
OG0001210	Prac.g_00832	Syas.g_00761
OG0001211	Prac.g_00822	Syas.g_00788
OG0001212	Prac.g_00776	Syas.g_00847
OG0001213	Prac.g_00742	Syas.g_00100
OG0001214	Prac.g_00734	Syas.g_00744
OG0001215	Prac.g_00681	Syas.g_02245
OG0001217	Prac.g_01521	Syas.g_01397, Syas.g_02493
OG0001219	Prac.g_01487	Syas.g_00399
OG0001220	Prac.g_01424	Syas.g_02447
OG0001221	Prac.g_01373	Syas.g_02669
OG0001222	Prac.g_01335	Syas.g_00448
OG0001223	Prac.g_01309	Syas.g_00541
OG0001224	Prac.g_01260	Syas.g_01015
OG0001225	Prac.g_01258	Syas.g_01017
OG0001226	Prac.g_01232	Syas.g_02506
OG0001227	Prac.g_01213	Syas.g_00824
OG0001228	Prac.g_00940	Syas.g_02195
OG0001229	Prac.g_00215	Syas.g_00285
OG0001230	Prac.g_00419	Syas.g_02806
OG0001231	Prac.g_00315	Syas.g_02050
OG0001232	Prac.g_00602	Syas.g_02649
OG0001233	Prac.g_00582	Syas.g_02592
OG0001234	Prac.g_00491	Syas.g_01310
OG0001235	Prac.g_00501	Syas.g_01646
OG0001236	Prac.g_00019	Syas.g_02191
OG0001237	Prac.g_00023	Syas.g_02187
OG0001238	Prac.g_00096	Syas.g_01901
OG0001239	Prac.g_01860	Syas.g_02519
OG0001240	Prac.g_01838	Syas.g_02435
OG0001241	Prac.g_01830	Syas.g_02427
OG0001242	Prac.g_01812	Syas.g_02398
OG0001243	Prac.g_01806	Syas.g_02391
OG0001244	Prac.g_01790	Syas.g_02370
OG0001245	Prac.g_01153	Syas.g_00524
OG0001246	Prac.g_00867	Syas.g_01829, Syas.g_01224
OG0001249	Prac.g_01498	Syas.g_01547
OG0001250	Prac.g_01435	Syas.g_00239
OG0001251	Prac.g_01400	Syas.g_00516, Syas.g_00408
OG0001252	Prac.g_01265	Syas.g_00994
OG0001253	Prac.g_01212	Syas.g_00143
OG0001255	Prac.g_01001	Syas.g_00492
OG0001256	Prac.g_00322	Syas.g_02698
OG0001257	Prac.g_00316	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Prac.g_00628	Syas.g_02688
OG0001259	Prac.g_00584	Syas.g_02594
OG0001260	Prac.g_00568	Syas.g_02572
OG0001261	Prac.g_00540	Syas.g_01599
OG0001262	Prac.g_00079	Syas.g_02091
OG0001263	Prac.g_01803	Syas.g_02388
OG0001265	Prac.g_01813	Syas.g_02399
OG0001266	Prac.g_01727	Syas.g_02266
OG0001267	Prac.g_01651	Syas.g_01753
OG0001268	Prac.g_01195	Syas.g_01535
OG0001269	Prac.g_01175	Syas.g_00510
OG0001270	Prac.g_01113	Syas.g_01499
OG0001271	Prac.g_01072	Syas.g_01336
OG0001272	Prac.g_01058	Syas.g_01247
OG0001273	Prac.g_00740	Syas.g_00751
OG0001274	Prac.g_00668	Syas.g_01849
OG0001275	Prac.g_01300	Syas.g_00554
OG0001276	Prac.g_01281	Syas.g_00215
OG0001277	Prac.g_01223	Syas.g_00110
OG0001278	Prac.g_00935	Syas.g_01074
OG0001280	Prac.g_00174	Syas.g_01095
OG0001281	Prac.g_00180	Syas.g_02845
OG0001282	Prac.g_00218	Syas.g_01262
OG0001284	Prac.g_00341	Syas.g_02124, Syas.g_02713
OG0001287	Prac.g_00043	Syas.g_00136
OG0001288	Prac.g_00051	Syas.g_02144
OG0001289	Prac.g_01844	Syas.g_02474
OG0001290	Prac.g_01831	Syas.g_02428
OG0001291	Prac.g_01796	Syas.g_02378
OG0001292	Prac.g_01682	Syas.g_01693
OG0001293	Prac.g_01670	Syas.g_01720
OG0001294	Prac.g_01155	Syas.g_00692
OG0001295	Prac.g_01078	Syas.g_00770
OG0001296	Prac.g_00862	Syas.g_01217
OG0001298	Prac.g_00796	Syas.g_00829
OG0001299	Prac.g_00705	Syas.g_00700
OG0001303	Prac.g_01296	Syas.g_00400
OG0001304	Prac.g_01271	Syas.g_00199
OG0001305	Prac.g_01252	Syas.g_01027
OG0001306	Prac.g_00999	Syas.g_01202
OG0001307	Prac.g_00200	Syas.g_01923
OG0001308	Prac.g_00401	Syas.g_02830
OG0001309	Prac.g_00318	Syas.g_00003
OG0001310	Prac.g_00613	Syas.g_02666
OG0001311	Prac.g_01279	Syas.g_00213
OG0001312	Prac.g_01346	Syas.g_00414
OG0001315	Prac.g_01869	Syas.g_01566
OG0001317	Prac.g_01696	Syas.g_02553
OG0001318	Prac.g_01675	Syas.g_01706
OG0001319	Prac.g_01659	Syas.g_01736
OG0001323	Prac.g_00853	Syas.g_00006
OG0001325	Prac.g_01555	Syas.g_00179
OG0001326	Prac.g_00647	Syas.g_01960, Syas.g_01961
OG0001327	Prac.g_01240	Syas.g_00687
OG0001329	Prac.g_01024	Syas.g_00773
OG0001330	Prac.g_00153	Syas.g_02865
OG0001331	Prac.g_00223	Syas.g_01267
OG0001333	Prac.g_00588	Syas.g_02598
OG0001336	Prac.g_00121	Syas.g_02003
OG0001339	Prac.g_01828	Syas.g_02425
OG0001345	Prac.g_00966	Syas.g_01132
OG0001346	Prac.g_00176	Syas.g_02853
OG0001348	Prac.g_00295	Syas.g_00119
OG0001351	Prac.g_01093	Syas.g_01280
OG0001355	Prac.g_00285, Prac.g_00878	Syas.g_01057
OG0001356	Prac.g_00900	Syas.g_01715, Syas.g_00972
OG0001358	Prac.g_00751	Syas.g_00122
OG0001360	Prac.g_01211	Syas.g_01130
OG0001361	Prac.g_00969	Syas.g_01135
OG0001364	Prac.g_00012	Syas.g_02212
OG0001365	Prac.g_00089	Syas.g_01886
OG0001371	Prac.g_00692	Syas.g_02499
OG0001373	Prac.g_00646	Syas.g_01959
OG0001374	Prac.g_00654	Syas.g_01968
OG0001376	Prac.g_01246	Syas.g_00468
OG0001377	Prac.g_01245	Syas.g_00467
OG0001378	Prac.g_01047	Syas.g_01500
OG0001380	Prac.g_00205	Syas.g_00126
OG0001385	Prac.g_00643	Syas.g_01956
OG0001386	Prac.g_00644	Syas.g_01957
OG0001387	Prac.g_00645	Syas.g_01958
OG0001388	Prac.g_00648	Syas.g_01962
OG0001389	Prac.g_00649	Syas.g_01963
OG0001390	Prac.g_00650	Syas.g_01964
OG0001391	Prac.g_00651	Syas.g_01965
OG0001392	Prac.g_00652	Syas.g_01966
OG0001393	Prac.g_00653	Syas.g_01967
OG0001395	Prac.g_01269	Syas.g_00195
OG0001399	Prac.g_00493	Syas.g_02459
OG0001403	Prac.g_01917	Syas.g_02069
OG0001406	Prac.g_01247	Syas.g_00469
OG0001408	Prac.g_01228, Prac.g_01229	Syas.g_00142
OG0001409	Prac.g_00978	Syas.g_00154
OG0001413	Prac.g_00327	Syas.g_01481
OG0001416	Prac.g_01088, Prac.g_01087	Syas.g_01061
OG0001417	Prac.g_01076, Prac.g_01075	Syas.g_00507
OG0001418	Prac.g_00687	Syas.g_01177
OG0001420	Prac.g_01038	Syas.g_00017
OG0001423	Prac.g_00634	Syas.g_02532
OG0001428	Prac.g_01758	Syas.g_02325
OG0001429	Prac.g_01486	Syas.g_00401
OG0001432	Prac.g_00328	Syas.g_01484
OG0001433	Prac.g_00899	Syas.g_01398
OG0001435	Prac.g_01388	Syas.g_00678
OG0001438	Prac.g_01638	Syas.g_01767
OG0001439	Prac.g_01624	Syas.g_01809
OG0001441	Prac.g_00851	Syas.g_00008
OG0001447	Prac.g_01805	Syas.g_02390
OG0001450	Prac.g_00684	Syas.g_02208, Syas.g_00474
OG0001451	Prac.g_01415	Syas.g_02342, Syas.g_02343
OG0001452	Prac.g_01398	Syas.g_01700
OG0001453	Prac.g_01306	Syas.g_00547
OG0001454	Prac.g_01218	Syas.g_01483
OG0001456	Prac.g_01008	Syas.g_01969
OG0001457	Prac.g_01007	Syas.g_01970
OG0001458	Prac.g_01006	Syas.g_01971
OG0001459	Prac.g_00134	Syas.g_02778
OG0001470	Prac.g_00239	Syas.g_02115, Syas.g_02627
OG0001471	Prac.g_00326	Syas.g_01819
OG0001473	Prac.g_00059	Syas.g_00323
OG0001474	Prac.g_01194	Syas.g_01534
OG0001475	Prac.g_00241	Syas.g_02120
OG0001479	Prac.g_01197	Syas.g_01537
OG0001480	Prac.g_01165	Syas.g_00771
OG0001482	Prac.g_01090	Syas.g_00535
OG0001486	Prac.g_00987	Syas.g_01186
OG0001492	Prac.g_00938	Syas.g_01077
OG0001493	Prac.g_00930	Syas.g_01069
OG0001494	Prac.g_00453	Syas.g_02633
OG0001502	Prac.g_01502	Syas.g_00290
OG0001504	Prac.g_00135	Syas.g_02777
OG0001507	Prac.g_00278	Syas.g_01183
OG0001508	Prac.g_00238	Syas.g_02114
OG0001520	Prac.g_01141, Prac.g_01140	Syas.g_00828
OG0001522	Prac.g_01443	Syas.g_00369
OG0001528	Prac.g_00240	Syas.g_02116
OG0001546	Prac.g_00848	Syas.g_00011
OG0001554	Prac.g_00320	Syas.g_00153
OG0001555	Prac.g_00306	Syas.g_00654
OG0001565	Prac.g_01120	Syas.g_00351
OG0001584	Prac.g_01354	Syas.g_00607
OG0001587	Prac.g_00472	Syas.g_02569
OG0001625	Prac.g_01673	Syas.g_01708
OG0001627	Prac.g_01516	Syas.g_01474
OG0001647	Prac.g_01658	Syas.g_01738
OG0001704	Prac.g_00920	Syas.g_00425, Syas.g_00426
OG0001726	Prac.g_01126	Syas.g_00337
OG0001924	Prac.g_01585	Syas.g_00040
OG0001925	Prac.g_01586	Syas.g_00041
OG0001926	Prac.g_01587	Syas.g_00042
OG0001927	Prac.g_01588	Syas.g_00043
OG0001993	Prac.g_01583	Syas.g_00038
OG0001994	Prac.g_01584	Syas.g_00039
OG0002097	Prac.g_00274	Syas.g_02623
OG0002109	Prac.g_00658, Prac.g_00193	Syas.g_02770
OG0002274	Prac.g_00470	Syas.g_02624
OG0002364	Prac.g_01485	Syas.g_00402
OG0002478	Prac.g_01121	Syas.g_01099
OG0002559	Prac.g_00916	Syas.g_00898, Syas.g_00899
OG0002895	Prac.g_00659, Prac.g_00192	Syas.g_02769
