Orthogroup	Prac	Praj
OG0001150	Prac.g_00221	Praj.g_01579
OG0001151	Prac.g_00232	Praj.g_01590
OG0001152	Prac.g_00233	Praj.g_01591
OG0001153	Prac.g_00379	Praj.g_01662
OG0001154	Prac.g_00378	Praj.g_01663
OG0001155	Prac.g_00366	Praj.g_01679
OG0001156	Prac.g_00363	Praj.g_01682
OG0001157	Prac.g_00362	Praj.g_01683
OG0001158	Prac.g_00361	Praj.g_01684
OG0001159	Prac.g_00360	Praj.g_01685
OG0001160	Prac.g_00336	Praj.g_01711
OG0001161	Prac.g_00324	Praj.g_01499
OG0001162	Prac.g_00313	Praj.g_01723
OG0001163	Prac.g_00633	Praj.g_01761
OG0001164	Prac.g_00629	Praj.g_01765
OG0001165	Prac.g_00626	Praj.g_01767
OG0001166	Prac.g_00606	Praj.g_01785
OG0001167	Prac.g_00589	Praj.g_01803
OG0001168	Prac.g_00587	Praj.g_01804
OG0001169	Prac.g_00585	Praj.g_01806
OG0001170	Prac.g_00583	Praj.g_01808
OG0001171	Prac.g_00574	Praj.g_01818
OG0001172	Prac.g_00479	Praj.g_01872
OG0001173	Prac.g_00480	Praj.g_01873
OG0001174	Prac.g_00488	Praj.g_01881
OG0001175	Prac.g_00489	Praj.g_01882
OG0001176	Prac.g_00496	Praj.g_01893
OG0001177	Prac.g_00499	Praj.g_01891
OG0001178	Prac.g_00504	Praj.g_01236
OG0001179	Prac.g_00532	Praj.g_01935
OG0001180	Prac.g_00553	Praj.g_01958
OG0001181	Prac.g_00557	Praj.g_01962
OG0001182	Prac.g_00564	Praj.g_01970
OG0001183	Prac.g_00006	Praj.g_01976
OG0001184	Prac.g_00022	Praj.g_01992
OG0001185	Prac.g_00036	Praj.g_02007
OG0001186	Prac.g_00058	Praj.g_02046
OG0001187	Prac.g_00062	Praj.g_02060
OG0001188	Prac.g_00064	Praj.g_02062
OG0001189	Prac.g_00081	Praj.g_02079
OG0001190	Prac.g_00085	Praj.g_02084
OG0001191	Prac.g_00095	Praj.g_02094
OG0001192	Prac.g_00099	Praj.g_02099
OG0001193	Prac.g_00109	Praj.g_02112
OG0001194	Prac.g_00110	Praj.g_02113
OG0001195	Prac.g_00111	Praj.g_02114
OG0001196	Prac.g_00124	Praj.g_02136
OG0001197	Prac.g_00125	Praj.g_02138
OG0001198	Prac.g_01950	Praj.g_02146
OG0001199	Prac.g_01857	Praj.g_00112
OG0001200	Prac.g_01855	Praj.g_00114
OG0001201	Prac.g_01823	Praj.g_00146
OG0001202	Prac.g_01731	Praj.g_00239
OG0001203	Prac.g_01692	Praj.g_00278
OG0001204	Prac.g_01687	Praj.g_00284
OG0001205	Prac.g_01102	Praj.g_00439
OG0001206	Prac.g_01083	Praj.g_00458
OG0001207	Prac.g_01067	Praj.g_00469
OG0001208	Prac.g_01062	Praj.g_00475
OG0001209	Prac.g_00837	Praj.g_00526
OG0001210	Prac.g_00832	Praj.g_00531
OG0001211	Prac.g_00822	Praj.g_00541
OG0001212	Prac.g_00776	Praj.g_00583
OG0001213	Prac.g_00742	Praj.g_00617
OG0001214	Prac.g_00734	Praj.g_00625
OG0001215	Prac.g_00681	Praj.g_00683
OG0001216	Prac.g_01558	Praj.g_00700
OG0001217	Prac.g_01521	Praj.g_00091
OG0001219	Prac.g_01487	Praj.g_00915
OG0001220	Prac.g_01424	Praj.g_00825
OG0001221	Prac.g_01373	Praj.g_00899
OG0001222	Prac.g_01335	Praj.g_00847
OG0001223	Prac.g_01309	Praj.g_00964
OG0001224	Prac.g_01260	Praj.g_01020
OG0001225	Prac.g_01258	Praj.g_01022
OG0001227	Prac.g_01213	Praj.g_01045
OG0001228	Prac.g_00940	Praj.g_01411
OG0001229	Prac.g_00215	Praj.g_01160
OG0001230	Prac.g_00419	Praj.g_01623
OG0001231	Prac.g_00315	Praj.g_00744
OG0001232	Prac.g_00602	Praj.g_01789
OG0001233	Prac.g_00582	Praj.g_01809
OG0001234	Prac.g_00491	Praj.g_01884
OG0001235	Prac.g_00501	Praj.g_01888
OG0001236	Prac.g_00019	Praj.g_01989
OG0001237	Prac.g_00023	Praj.g_01993
OG0001238	Prac.g_00096	Praj.g_02095
OG0001239	Prac.g_01860	Praj.g_00109
OG0001240	Prac.g_01838	Praj.g_00131
OG0001241	Prac.g_01830	Praj.g_00140
OG0001242	Prac.g_01812	Praj.g_00159
OG0001243	Prac.g_01806	Praj.g_00166
OG0001244	Prac.g_01790	Praj.g_00182
OG0001245	Prac.g_01153	Praj.g_01244
OG0001246	Prac.g_00867	Praj.g_00496
OG0001247	Prac.g_00688	Praj.g_00676
OG0001248	Prac.g_00686	Praj.g_00678
OG0001249	Prac.g_01498	Praj.g_00373
OG0001251	Prac.g_01400	Praj.g_01858
OG0001252	Prac.g_01265	Praj.g_01015
OG0001253	Prac.g_01212	Praj.g_01728
OG0001254	Prac.g_01016	Praj.g_01834
OG0001255	Prac.g_01001	Praj.g_01477
OG0001256	Prac.g_00322	Praj.g_01719
OG0001257	Prac.g_00316	Praj.g_01724
OG0001259	Prac.g_00584	Praj.g_01807
OG0001260	Prac.g_00568	Praj.g_01824
OG0001261	Prac.g_00540	Praj.g_01943
OG0001262	Prac.g_00079	Praj.g_02077
OG0001263	Prac.g_01803	Praj.g_00169
OG0001264	Prac.g_01905	Praj.g_01902, Praj.g_00375, Praj.g_01898, Praj.g_01595
OG0001269	Prac.g_01175	Praj.g_00824
OG0001273	Prac.g_00740	Praj.g_00619
OG0001277	Prac.g_01223	Praj.g_02123
OG0001280	Prac.g_00174	Praj.g_01527
OG0001281	Prac.g_00180	Praj.g_01533
OG0001282	Prac.g_00218	Praj.g_01576
OG0001283	Prac.g_00237	Praj.g_02132
OG0001284	Prac.g_00341	Praj.g_01705
OG0001285	Prac.g_00599	Praj.g_01792
OG0001287	Prac.g_00043	Praj.g_02014
OG0001288	Prac.g_00051	Praj.g_02025
OG0001289	Prac.g_01844	Praj.g_00125
OG0001290	Prac.g_01831	Praj.g_00139
OG0001294	Prac.g_01155	Praj.g_01497, Praj.g_01564
OG0001295	Prac.g_01078	Praj.g_01485
OG0001296	Prac.g_00862	Praj.g_00501
OG0001299	Prac.g_00705	Praj.g_00655
OG0001300	Prac.g_00678	Praj.g_00687
OG0001301	Prac.g_00675	Praj.g_00689
OG0001302	Prac.g_01489	Praj.g_00913
OG0001303	Prac.g_01296	Praj.g_01344
OG0001304	Prac.g_01271	Praj.g_01006
OG0001305	Prac.g_01252	Praj.g_00842
OG0001306	Prac.g_00999	Praj.g_01475
OG0001307	Prac.g_00200	Praj.g_01547
OG0001308	Prac.g_00401	Praj.g_01642
OG0001309	Prac.g_00318	Praj.g_00510
OG0001310	Prac.g_00613	Praj.g_01779
OG0001311	Prac.g_01279	Praj.g_00998
OG0001312	Prac.g_01346	Praj.g_00924
OG0001315	Prac.g_01869	Praj.g_01974
OG0001316	Prac.g_01791	Praj.g_00180
OG0001317	Prac.g_01696	Praj.g_00274
OG0001318	Prac.g_01675	Praj.g_00295
OG0001320	Prac.g_01151	Praj.g_01148
OG0001321	Prac.g_01096	Praj.g_00445
OG0001322	Prac.g_01095	Praj.g_00446
OG0001324	Prac.g_00677	Praj.g_00688
OG0001325	Prac.g_01555	Praj.g_00703
OG0001326	Prac.g_00647	Praj.g_01850
OG0001327	Prac.g_01240	Praj.g_00876
OG0001328	Prac.g_01214	Praj.g_00895
OG0001329	Prac.g_01024	Praj.g_01727
OG0001330	Prac.g_00153	Praj.g_01521
OG0001331	Prac.g_00223	Praj.g_01581
OG0001332	Prac.g_00368	Praj.g_01677
OG0001334	Prac.g_00009	Praj.g_01979
OG0001335	Prac.g_00010	Praj.g_01980
OG0001336	Prac.g_00121	Praj.g_02133
OG0001339	Prac.g_01828	Praj.g_00142
OG0001340	Prac.g_01603	Praj.g_00368
OG0001341	Prac.g_01523	Praj.g_00069
OG0001342	Prac.g_01494	Praj.g_01335, Praj.g_00976, Praj.g_00975, Praj.g_01316, Praj.g_01051
OG0001343	Prac.g_01403	Praj.g_00867
OG0001344	Prac.g_00981	Praj.g_01457
OG0001345	Prac.g_00966	Praj.g_01441
OG0001346	Prac.g_00176	Praj.g_01529
OG0001348	Prac.g_00295	Praj.g_01082
OG0001350	Prac.g_01693	Praj.g_00277
OG0001351	Prac.g_01093	Praj.g_00448
OG0001352	Prac.g_00691	Praj.g_00672
OG0001355	Prac.g_00285, Prac.g_00878	Praj.g_01726
OG0001356	Prac.g_00900	Praj.g_01119
OG0001358	Prac.g_00751	Praj.g_00608
OG0001359	Prac.g_01402	Praj.g_00868
OG0001360	Prac.g_01211	Praj.g_01439
OG0001362	Prac.g_00397	Praj.g_01646
OG0001363	Prac.g_00395	Praj.g_00454
OG0001365	Prac.g_00089	Praj.g_02088
OG0001369	Prac.g_01839	Praj.g_00130
OG0001370	Prac.g_01086	Praj.g_01193
OG0001371	Prac.g_00692	Praj.g_00671
OG0001373	Prac.g_00646	Praj.g_01849
OG0001374	Prac.g_00654	Praj.g_01857
OG0001375	Prac.g_01404	Praj.g_00866
OG0001376	Prac.g_01246	Praj.g_00854
OG0001377	Prac.g_01245	Praj.g_00855
OG0001378	Prac.g_01047	Praj.g_00428
OG0001380	Prac.g_00205	Praj.g_01484
OG0001381	Prac.g_00211	Praj.g_01573
OG0001384	Prac.g_01533, Prac.g_00325	Praj.g_01084, Praj.g_01070
OG0001385	Prac.g_00643	Praj.g_01846
OG0001386	Prac.g_00644	Praj.g_01847
OG0001387	Prac.g_00645	Praj.g_01848
OG0001388	Prac.g_00648	Praj.g_01851
OG0001389	Prac.g_00649	Praj.g_01852
OG0001390	Prac.g_00650	Praj.g_01853
OG0001391	Prac.g_00651	Praj.g_01854
OG0001392	Prac.g_00652	Praj.g_01855
OG0001393	Prac.g_00653	Praj.g_01856
OG0001395	Prac.g_01269	Praj.g_01009
OG0001397	Prac.g_00396	Praj.g_01647
OG0001403	Prac.g_01917	Praj.g_00030
OG0001404	Prac.g_01863	Praj.g_00106
OG0001405	Prac.g_01605	Praj.g_00361
OG0001406	Prac.g_01247	Praj.g_00853
OG0001407	Prac.g_01234	Praj.g_00858
OG0001408	Prac.g_01228, Prac.g_01229	Praj.g_00082
OG0001409	Prac.g_00978	Praj.g_01453
OG0001410	Prac.g_00201	Praj.g_01548
OG0001413	Prac.g_00327	Praj.g_00745
OG0001414	Prac.g_01701	Praj.g_00268
OG0001415	Prac.g_01699	Praj.g_00270
OG0001417	Prac.g_01076, Prac.g_01075	Praj.g_01496
OG0001418	Prac.g_00687	Praj.g_00677
OG0001419	Prac.g_01233	Praj.g_00736
OG0001420	Prac.g_01038	Praj.g_01142
OG0001421	Prac.g_00321	Praj.g_01720
OG0001422	Prac.g_00297	Praj.g_01041
OG0001423	Prac.g_00634	Praj.g_01598
OG0001424	Prac.g_01399	Praj.g_01395
OG0001429	Prac.g_01486	Praj.g_00916
OG0001430	Prac.g_00148	Praj.g_00856
OG0001431	Prac.g_00151	Praj.g_01165
OG0001432	Prac.g_00328	Praj.g_00988
OG0001433	Prac.g_00899	Praj.g_01118
OG0001435	Prac.g_01388	Praj.g_00883
OG0001437	Prac.g_01700	Praj.g_00269
OG0001439	Prac.g_01624	Praj.g_00342
OG0001440	Prac.g_01119	Praj.g_01242
OG0001441	Prac.g_00851	Praj.g_00513
OG0001442	Prac.g_01530	Praj.g_01612
OG0001446	Prac.g_01852	Praj.g_00117
OG0001447	Prac.g_01805	Praj.g_00167
OG0001450	Prac.g_00684	Praj.g_00680
OG0001451	Prac.g_01415	Praj.g_00836
OG0001453	Prac.g_01306	Praj.g_00967
OG0001454	Prac.g_01218	Praj.g_01237
OG0001455	Prac.g_01029	Praj.g_00043
OG0001456	Prac.g_01008	Praj.g_01503
OG0001457	Prac.g_01007	Praj.g_01502
OG0001458	Prac.g_01006	Praj.g_01501
OG0001459	Prac.g_00134	Praj.g_01123
OG0001463	Prac.g_01645	Praj.g_00322
OG0001464	Prac.g_01602	Praj.g_00724
OG0001466	Prac.g_01531, Prac.g_01956, Prac.g_01597, Prac.g_00636	Praj.g_01170
OG0001467	Prac.g_01497	Praj.g_00098
OG0001468	Prac.g_01242	Praj.g_00865
OG0001470	Prac.g_00239	Praj.g_02057
OG0001471	Prac.g_00326	Praj.g_01498
OG0001472	Prac.g_00319	Praj.g_00851, Praj.g_01327
OG0001473	Prac.g_00059	Praj.g_01560
OG0001474	Prac.g_01194	Praj.g_00385
OG0001475	Prac.g_00241	Praj.g_02052
OG0001480	Prac.g_01165	Praj.g_01173
OG0001481	Prac.g_01160	Praj.g_01031
OG0001482	Prac.g_01090	Praj.g_01044
OG0001483	Prac.g_00276	Praj.g_00416, Praj.g_01079, Praj.g_01203, Praj.g_01273, Praj.g_01310, Praj.g_01731, Praj.g_01358
OG0001485	Prac.g_00886	Praj.g_01166
OG0001491	Prac.g_01491	Praj.g_00909
OG0001499	Prac.g_01870	Praj.g_00093
OG0001500	Prac.g_01668	Praj.g_00300
OG0001501	Prac.g_00666	Praj.g_01218
OG0001503	Prac.g_01011	Praj.g_01083
OG0001504	Prac.g_00135	Praj.g_01124
OG0001506	Prac.g_00370	Praj.g_01674
OG0001507	Prac.g_00278	Praj.g_01140
OG0001508	Prac.g_00238	Praj.g_02053
OG0001521	Prac.g_01522	Praj.g_00982, Praj.g_01392
OG0001522	Prac.g_01443	Praj.g_00803
OG0001523	Prac.g_01014	Praj.g_01837
OG0001524	Prac.g_01013	Praj.g_01838
OG0001526	Prac.g_00474	Praj.g_00910
OG0001528	Prac.g_00240	Praj.g_02056
OG0001548	Prac.g_01500	Praj.g_01061
OG0001550	Prac.g_01026	Praj.g_01205
OG0001551	Prac.g_01009	Praj.g_01843
OG0001552	Prac.g_00923	Praj.g_01840
OG0001553	Prac.g_00414	Praj.g_01629
OG0001555	Prac.g_00306	Praj.g_01748
OG0001566	Prac.g_00695	Praj.g_00667
OG0001569	Prac.g_01206	Praj.g_01378
OG0001571	Prac.g_01033	Praj.g_01277
OG0001581	Prac.g_01786	Praj.g_01059
OG0001582	Prac.g_01077	Praj.g_01494
OG0001584	Prac.g_01354	Praj.g_00759
OG0001585	Prac.g_00132	Praj.g_01260
OG0001595	Prac.g_01864	Praj.g_00105
OG0001596	Prac.g_01856	Praj.g_00113
OG0001597	Prac.g_01172	Praj.g_01671
OG0001599	Prac.g_01085	Praj.g_00456
OG0001600	Prac.g_00860	Praj.g_00503
OG0001601	Prac.g_00697	Praj.g_00665
OG0001603	Prac.g_01490	Praj.g_00912
OG0001604	Prac.g_01376	Praj.g_00896
OG0001605	Prac.g_01288	Praj.g_01056
OG0001606	Prac.g_01226	Praj.g_01094
OG0001607	Prac.g_01012	Praj.g_01181
OG0001608	Prac.g_00208	Praj.g_01073
OG0001609	Prac.g_00372	Praj.g_01672
OG0001610	Prac.g_00369	Praj.g_01676
OG0001611	Prac.g_00308	Praj.g_01096
OG0001613	Prac.g_00004	Praj.g_01973
OG0001626	Prac.g_01524	Praj.g_01230
OG0001629	Prac.g_01512	Praj.g_01138
OG0001630	Prac.g_01395	Praj.g_00873
OG0001631	Prac.g_01237	Praj.g_00725
OG0001632	Prac.g_01952	Praj.g_01146
OG0001633	Prac.g_00214	Praj.g_01866
OG0001648	Prac.g_01161	Praj.g_01741
OG0001649	Prac.g_01236	Praj.g_00857
OG0001650	Prac.g_00196	Praj.g_01377, Praj.g_01228
OG0001651	Prac.g_00310	Praj.g_01069
OG0001662	Prac.g_01041	Praj.g_01319
OG0001663	Prac.g_01002	Praj.g_01478
OG0001664	Prac.g_00143	Praj.g_01570
OG0001665	Prac.g_00146	Praj.g_01572
OG0001667	Prac.g_00155	Praj.g_01164
OG0001670	Prac.g_00889, Prac.g_00913, Prac.g_00881, Prac.g_00282	Praj.g_01322
OG0001684	Prac.g_01965, Prac.g_00784	Praj.g_00374
OG0001688	Prac.g_01238	Praj.g_00977, Praj.g_01394
OG0001696	Prac.g_01414	Praj.g_00837
OG0001697	Prac.g_01406	Praj.g_00911
OG0001698	Prac.g_01239	Praj.g_01600
OG0001699	Prac.g_01577, Prac.g_00275	Praj.g_00453
OG0001706	Prac.g_00915	Praj.g_01238
OG0001708	Prac.g_01003	Praj.g_01479
OG0001713	Prac.g_01873	Praj.g_01088
OG0001718	Prac.g_01171	Praj.g_01095
OG0001719	Prac.g_01144	Praj.g_01225
OG0001721	Prac.g_01518	Praj.g_01733
OG0001722	Prac.g_01397	Praj.g_00871
OG0001723	Prac.g_01953	Praj.g_01738
OG0001742	Prac.g_01157	Praj.g_01207
OG0001743	Prac.g_01043	Praj.g_01270
OG0001744	Prac.g_00162	Praj.g_01219
OG0001746	Prac.g_00907	Praj.g_01168
OG0001772	Prac.g_00642	Praj.g_01208
OG0001774	Prac.g_00694	Praj.g_00668
OG0001775	Prac.g_01231	Praj.g_00092
OG0001776	Prac.g_01045	Praj.g_01052
OG0001778	Prac.g_00150	Praj.g_01544
OG0001779	Prac.g_00163	Praj.g_01186
OG0001781	Prac.g_00296	Praj.g_01215
OG0001819	Prac.g_01143	Praj.g_01034
OG0001821	Prac.g_01517	Praj.g_01150
OG0001822	Prac.g_01504	Praj.g_00983
OG0001823	Prac.g_01412	Praj.g_01299
OG0001824	Prac.g_01290	Praj.g_00729
OG0001825	Prac.g_01230	Praj.g_01028
OG0001826	Prac.g_01227	Praj.g_00737
OG0001827	Prac.g_01224	Praj.g_01043
OG0001828	Prac.g_01048	Praj.g_00081
OG0001829	Prac.g_01044	Praj.g_01137
OG0001830	Prac.g_01030	Praj.g_01172
OG0001831	Prac.g_01019	Praj.g_01058
OG0001832	Prac.g_00140	Praj.g_01296
OG0001833	Prac.g_00216	Praj.g_01574
OG0001920	Prac.g_00665	Praj.g_01241
OG0001921	Prac.g_01410	Praj.g_01350
OG0001982	Prac.g_01166	Praj.g_01740
OG0001984	Prac.g_01499	Praj.g_00741
OG0001987	Prac.g_00137	Praj.g_01330
OG0002062	Prac.g_01969	Praj.g_01233, Praj.g_01125
OG0002273	Prac.g_01872	Praj.g_01179
OG0002316	Prac.g_01249	Praj.g_00863
OG0002319	Prac.g_01128	Praj.g_01567
OG0002327	Prac.g_00284	Praj.g_01292
OG0002423	Prac.g_00897	Praj.g_01268
OG0002427	Prac.g_00896	Praj.g_01074
OG0002428	Prac.g_01139	Praj.g_01385
OG0002698	Prac.g_01581	Praj.g_01729
OG0002779	Prac.g_00169	Praj.g_01190
OG0003170	Prac.g_00905	Praj.g_01361
